CHARGE_CODE,CHARGE_DESCRIPTION,CHARGE,REVENUE_CODE,CPT_CODE,PHARMACY_NDC
4951386,ORPHENADRINE CITRATE ER 100 MG PO TB12,8.74,,,0185002201
4951386,ORPHENADRINE CITRATE ER 100 MG PO TB12,8.55,,,6076081030
4951386,ORPHENADRINE CITRATE ER 100 MG PO TB12,7.86,,,5486841024
4951386,ORPHENADRINE CITRATE ER 100 MG PO TB12,4.24,,,6808482025
4951386,ORPHENADRINE CITRATE ER 100 MG PO TB12,4.24,,,6808482095
4951386,ORPHENADRINE CITRATE ER 100 MG PO TB12,3.94,,,0115201101
4951386,ORPHENADRINE CITRATE ER 100 MG PO TB12,3.94,,,0115201102
4951386,ORPHENADRINE CITRATE ER 100 MG PO TB12,3.63,,,0185002210
4951386,ORPHENADRINE CITRATE ER 100 MG PO TB12,3.42,,,0440788060
4951386,ORPHENADRINE CITRATE ER 100 MG PO TB12,20.37,,,5486841021
4951386,ORPHENADRINE CITRATE ER 100 MG PO TB12,2.67,,,0440788014
4951386,ORPHENADRINE CITRATE ER 100 MG PO TB12,2.59,,,0440788020
4951386,ORPHENADRINE CITRATE ER 100 MG PO TB12,2.54,,,0440788028
4951386,ORPHENADRINE CITRATE ER 100 MG PO TB12,2.22,,,0440788040
4951386,ORPHENADRINE CITRATE ER 100 MG PO TB12,17.47,,,6318712260
4951386,ORPHENADRINE CITRATE ER 100 MG PO TB12,17.47,,,6318763260
4951386,ORPHENADRINE CITRATE ER 100 MG PO TB12,11.98,,,6626715830
4951386,ORPHENADRINE CITRATE ER 100 MG PO TB12,10.17,,,6076081060
4951386,ORPHENADRINE CITRATE ER 100 MG PO TB12,10.05,,,6191917720
4951386,ORPHENADRINE CITRATE ER 100 MG PO TB12,1.8,,,4229153001
4951387,DESIPRAMINE HCL 10 MG PO TABS,6.74,,,6923810533
4951387,DESIPRAMINE HCL 10 MG PO TABS,6.68,,,6923810531
4951387,DESIPRAMINE HCL 10 MG PO TABS,4.74,,,4596334102
4951387,DESIPRAMINE HCL 10 MG PO TABS,4.5,,,0781197101
4951387,DESIPRAMINE HCL 10 MG PO TABS,3.52,,,2315557801
4951387,DESIPRAMINE HCL 10 MG PO TABS,3.52,,,6472041510
4951387,DESIPRAMINE HCL 10 MG PO TABS,2.98,,,5486825460
4951387,DESIPRAMINE HCL 10 MG PO TABS,2.82,,,5295912830
4951388,RESERPINE 0.1 MG PO TABS,4.78,,,0185003201
4951388,RESERPINE 0.1 MG PO TABS,3.36,,,0185003210
4951389,MIDODRINE HCL 2.5 MG PO TABS,4.81,,,0185004001
4951389,MIDODRINE HCL 2.5 MG PO TABS,4.8,,,0378190101
4951389,MIDODRINE HCL 2.5 MG PO TABS,4.17,,,0245021111
4951389,MIDODRINE HCL 2.5 MG PO TABS,3.72,,,0115421101
4951389,MIDODRINE HCL 2.5 MG PO TABS,3.24,,,6050513201
4951389,MIDODRINE HCL 2.5 MG PO TABS,3.24,,,6050513208
4951389,MIDODRINE HCL 2.5 MG PO TABS,10.62,,,5026856415
4951389,MIDODRINE HCL 2.5 MG PO TABS,.5,,,4229156090
4951390,LOVASTATIN 20 MG PO TABS,9.96,,,5456988660
4951390,LOVASTATIN 20 MG PO TABS,9.75,,,5456953460
4951390,LOVASTATIN 20 MG PO TABS,9.75,,,5456953462
4951390,LOVASTATIN 20 MG PO TABS,9.52,,,6633631060
4951390,LOVASTATIN 20 MG PO TABS,9.49,,,0185007201
4951390,LOVASTATIN 20 MG PO TABS,9.49,,,6818046803
4951390,LOVASTATIN 20 MG PO TABS,8.91,,,5486845850
4951390,LOVASTATIN 20 MG PO TABS,8.48,,,5486845852
4951390,LOVASTATIN 20 MG PO TABS,6.97,,,5486845851
4951390,LOVASTATIN 20 MG PO TABS,6.95,,,5886478030
4951390,LOVASTATIN 20 MG PO TABS,6.7,,,5486845853
4951390,LOVASTATIN 20 MG PO TABS,5.08,,,5026851115
4951390,LOVASTATIN 20 MG PO TABS,2.83,,,6373928110
4951390,LOVASTATIN 20 MG PO TABS,11.55,,,4999947060
4951390,LOVASTATIN 20 MG PO TABS,11.39,,,6144214201
4951390,LOVASTATIN 20 MG PO TABS,11.38,,,6878870021
4951390,LOVASTATIN 20 MG PO TABS,11.38,,,6878870023
4951390,LOVASTATIN 20 MG PO TABS,11.38,,,6878870026
4951390,LOVASTATIN 20 MG PO TABS,11.38,,,6878870029
4951390,LOVASTATIN 20 MG PO TABS,11.33,,,6144214260
4951390,LOVASTATIN 20 MG PO TABS,11.04,,,5295972030
4951390,LOVASTATIN 20 MG PO TABS,10.96,,,6191954730
4951390,LOVASTATIN 20 MG PO TABS,10.82,,,6144214210
4951390,LOVASTATIN 20 MG PO TABS,1.78,,,0378652091
4951390,LOVASTATIN 20 MG PO TABS,1.72,,,6050501780
4951390,LOVASTATIN 20 MG PO TABS,.88,,,0440769360
4951390,LOVASTATIN 20 MG PO TABS,.86,,,0093057606
4951390,LOVASTATIN 20 MG PO TABS,.86,,,6818046807
4951390,LOVASTATIN 20 MG PO TABS,.86,,,6864556690
4951390,LOVASTATIN 20 MG PO TABS,.85,,,6818046801
4951390,LOVASTATIN 20 MG PO TABS,.84,,,5445887110
4951390,LOVASTATIN 20 MG PO TABS,.82,,,0093057610
4951390,LOVASTATIN 20 MG PO TABS,.82,,,6818046805
4951390,LOVASTATIN 20 MG PO TABS,.78,,,6808455901
4951390,LOVASTATIN 20 MG PO TABS,.78,,,6808455911
4951390,LOVASTATIN 20 MG PO TABS,.66,,,0440769330
4951390,LOVASTATIN 20 MG PO TABS,.61,,,0185007260
4951390,LOVASTATIN 20 MG PO TABS,.61,,,4596363401
4951390,LOVASTATIN 20 MG PO TABS,.61,,,4596363404
4951390,LOVASTATIN 20 MG PO TABS,.61,,,6800122400
4951390,LOVASTATIN 20 MG PO TABS,.61,,,6800131500
4951390,LOVASTATIN 20 MG PO TABS,.6,,,0440669330
4951390,LOVASTATIN 20 MG PO TABS,.58,,,0185007210
4951390,LOVASTATIN 20 MG PO TABS,.58,,,6800122408
4951390,LOVASTATIN 20 MG PO TABS,.58,,,6800131508
4951390,LOVASTATIN 20 MG PO TABS,.41,,,0440669360
4951390,LOVASTATIN 20 MG PO TABS,.34,,,0440669301
4951390,LOVASTATIN 20 MG PO TABS,.26,,,0440669381
4951390,LOVASTATIN 20 MG PO TABS,.24,,,0440669300
4951390,LOVASTATIN 20 MG PO TABS,.24,,,0440669385
4951391,AMPHETAMINE-DEXTROAMPHETAMINE 5 MG PO TABS,8.23,,,0378454101
4951391,AMPHETAMINE-DEXTROAMPHETAMINE 5 MG PO TABS,6.86,,,0185083101
4951391,AMPHETAMINE-DEXTROAMPHETAMINE 5 MG PO TABS,6.86,,,0228304611
4951391,AMPHETAMINE-DEXTROAMPHETAMINE 5 MG PO TABS,6.86,,,0555097102
4951391,AMPHETAMINE-DEXTROAMPHETAMINE 5 MG PO TABS,6.86,,,5486846311
4951391,AMPHETAMINE-DEXTROAMPHETAMINE 5 MG PO TABS,6.86,,,5766464108
4951391,AMPHETAMINE-DEXTROAMPHETAMINE 5 MG PO TABS,6.46,,,5486846312
4951391,AMPHETAMINE-DEXTROAMPHETAMINE 5 MG PO TABS,6.06,,,5486846313
4951391,AMPHETAMINE-DEXTROAMPHETAMINE 5 MG PO TABS,4.61,,,6472013010
4951391,AMPHETAMINE-DEXTROAMPHETAMINE 5 MG PO TABS,4.57,,,5486846310
4951391,AMPHETAMINE-DEXTROAMPHETAMINE 5 MG PO TABS,12.15,,,6808487425
4951391,AMPHETAMINE-DEXTROAMPHETAMINE 5 MG PO TABS,12.15,,,6808487495
4951391,AMPHETAMINE-DEXTROAMPHETAMINE 5 MG PO TABS,1.49,,,1310706801
4951391,AMPHETAMINE-DEXTROAMPHETAMINE 5 MG PO TABS,.18,,,5234316001
4951392,LABETALOL HCL 300 MG PO TABS,6.27,,,5486849030
4951392,LABETALOL HCL 300 MG PO TABS,4.22,,,7133501181
4951392,LABETALOL HCL 300 MG PO TABS,4.22,,,7133501182
4951392,LABETALOL HCL 300 MG PO TABS,4.22,,,7133501183
4951392,LABETALOL HCL 300 MG PO TABS,4.22,,,7133501184
4951392,LABETALOL HCL 300 MG PO TABS,4.22,,,7133501185
4951392,LABETALOL HCL 300 MG PO TABS,4.22,,,7133506965
4951392,LABETALOL HCL 300 MG PO TABS,4.2,,,6068713601
4951392,LABETALOL HCL 300 MG PO TABS,4.2,,,6068713611
4951392,LABETALOL HCL 300 MG PO TABS,4.09,,,5456963151
4951392,LABETALOL HCL 300 MG PO TABS,3.87,,,0185011805
4951392,LABETALOL HCL 300 MG PO TABS,3.4,,,5486849031
4951392,LABETALOL HCL 300 MG PO TABS,3.4,,,6808445701
4951392,LABETALOL HCL 300 MG PO TABS,3.4,,,6808445711
4951392,LABETALOL HCL 300 MG PO TABS,3.26,,,5486849032
4951392,LABETALOL HCL 300 MG PO TABS,3.1,,,0185011801
4951392,LABETALOL HCL 300 MG PO TABS,3.1,,,0591060701
4951392,LABETALOL HCL 300 MG PO TABS,3.1,,,4778155401
4951392,LABETALOL HCL 300 MG PO TABS,3.1,,,4988412401
4951392,LABETALOL HCL 300 MG PO TABS,3.1,,,4988412405
4951392,LABETALOL HCL 300 MG PO TABS,3.1,,,5865760701
4951392,LABETALOL HCL 300 MG PO TABS,3.1,,,6800120600
4951392,LABETALOL HCL 300 MG PO TABS,3.1,,,6800120603
4951392,LABETALOL HCL 300 MG PO TABS,3.1,,,6838280001
4951392,LABETALOL HCL 300 MG PO TABS,3.1,,,6838280005
4951392,LABETALOL HCL 300 MG PO TABS,18.78,,,0904593061
4951392,LABETALOL HCL 300 MG PO TABS,1.13,,,6042927901
4951392,LABETALOL HCL 300 MG PO TABS,1.11,,,1013564301
4951393,SOTALOL HCL 120 MG PO TABS,13.68,,,0185017001
4951393,SOTALOL HCL 120 MG PO TABS,13.67,,,6050501590
4951393,SOTALOL HCL 120 MG PO TABS,1.58,,,0378031001
4951393,SOTALOL HCL 120 MG PO TABS,1.5,,,0093106001
4951393,SOTALOL HCL 120 MG PO TABS,1.5,,,0185017009
4951393,SOTALOL HCL 120 MG PO TABS,1.5,,,7638511501
4951393,SOTALOL HCL 120 MG PO TABS,1.23,,,0440836130
4951393,SOTALOL HCL 120 MG PO TABS,1.16,,,0440836160
4951393,SOTALOL HCL 120 MG PO TABS,1.02,,,0440836190
4951393,SOTALOL HCL 120 MG PO TABS,1,,,0440836191
4951393,SOTALOL HCL 120 MG PO TABS,.73,,,6042974901
4951394,SOTALOL HCL 160 MG PO TABS,4.85,,,5486855491
4951394,SOTALOL HCL 160 MG PO TABS,4.45,,,5486855490
4951394,SOTALOL HCL 160 MG PO TABS,17.1,,,0185017701
4951394,SOTALOL HCL 160 MG PO TABS,1.98,,,0378031401
4951394,SOTALOL HCL 160 MG PO TABS,1.9,,,0093106201
4951394,SOTALOL HCL 160 MG PO TABS,1.9,,,0185017709
4951394,SOTALOL HCL 160 MG PO TABS,1.9,,,6050500810
4951394,SOTALOL HCL 160 MG PO TABS,1.9,,,7638511601
4951394,SOTALOL HCL 160 MG PO TABS,1.11,,,0440836230
4951394,SOTALOL HCL 160 MG PO TABS,1.03,,,0440836260
4951394,SOTALOL HCL 160 MG PO TABS,.99,,,0440836290
4951394,SOTALOL HCL 160 MG PO TABS,.95,,,0440836291
4951394,SOTALOL HCL 160 MG PO TABS,.84,,,6042975001
4951395,ZONISAMIDE 50 MG PO CAPS,5.42,,,6191927560
4951395,ZONISAMIDE 50 MG PO CAPS,4.38,,,0378672601
4951395,ZONISAMIDE 50 MG PO CAPS,4.38,,,6800124300
4951395,ZONISAMIDE 50 MG PO CAPS,4.38,,,6846212901
4951395,ZONISAMIDE 50 MG PO CAPS,2.72,,,6050525461
4951395,ZONISAMIDE 50 MG PO CAPS,2.04,,,6808419101
4951395,ZONISAMIDE 50 MG PO CAPS,2.04,,,6808419111
4951395,ZONISAMIDE 50 MG PO CAPS,1.15,,,0440876191
4951395,ZONISAMIDE 50 MG PO CAPS,.79,,,0440876160
4951395,ZONISAMIDE 50 MG PO CAPS,.7,,,6275625902
4951396,METHIMAZOLE 5 MG PO TABS,2.11,,,6878889261
4951396,METHIMAZOLE 5 MG PO TABS,2.11,,,6878889262
4951396,METHIMAZOLE 5 MG PO TABS,2.11,,,6878889263
4951396,METHIMAZOLE 5 MG PO TABS,2.11,,,6878889266
4951396,METHIMAZOLE 5 MG PO TABS,2.11,,,6878889269
4951396,METHIMAZOLE 5 MG PO TABS,2.04,,,5504534558
4951396,METHIMAZOLE 5 MG PO TABS,1.78,,,0185020501
4951396,METHIMAZOLE 5 MG PO TABS,1.78,,,2315507001
4951396,METHIMAZOLE 5 MG PO TABS,1.78,,,4988464001
4951396,METHIMAZOLE 5 MG PO TABS,1.78,,,5129382001
4951396,METHIMAZOLE 5 MG PO TABS,1.78,,,5456966480
4951396,METHIMAZOLE 5 MG PO TABS,1.78,,,6068735701
4951396,METHIMAZOLE 5 MG PO TABS,1.78,,,6068735711
4951396,METHIMAZOLE 5 MG PO TABS,1.78,,,6498026001
4951396,METHIMAZOLE 5 MG PO TABS,1.74,,,0185020510
4951396,METHIMAZOLE 5 MG PO TABS,.96,,,6042938001
4951396,METHIMAZOLE 5 MG PO TABS,.94,,,4988464005
4951396,METHIMAZOLE 5 MG PO TABS,.92,,,6437665501
4951397,OXANDROLONE 10 MG PO TABS,71.44,,,0245027206
4951397,OXANDROLONE 10 MG PO TABS,56.25,,,0185027260
4951397,OXANDROLONE 10 MG PO TABS,44,,,4988430202
4951397,OXANDROLONE 10 MG PO TABS,43.05,,,6808442511
4951397,OXANDROLONE 10 MG PO TABS,43.05,,,6808442521
4951398,AMPHETAMINE-DEXTROAMPHETAMINE 30 MG PO TABS,8.23,,,0378454701
4951398,AMPHETAMINE-DEXTROAMPHETAMINE 30 MG PO TABS,8.23,,,6472013610
4951398,AMPHETAMINE-DEXTROAMPHETAMINE 30 MG PO TABS,7.52,,,6068715425
4951398,AMPHETAMINE-DEXTROAMPHETAMINE 30 MG PO TABS,7.52,,,6068715495
4951398,AMPHETAMINE-DEXTROAMPHETAMINE 30 MG PO TABS,6.86,,,0185086401
4951398,AMPHETAMINE-DEXTROAMPHETAMINE 30 MG PO TABS,6.86,,,0228305211
4951398,AMPHETAMINE-DEXTROAMPHETAMINE 30 MG PO TABS,6.86,,,0555097402
4951398,AMPHETAMINE-DEXTROAMPHETAMINE 30 MG PO TABS,6.86,,,5766464708
4951398,AMPHETAMINE-DEXTROAMPHETAMINE 30 MG PO TABS,4.62,,,0406889401
4951398,AMPHETAMINE-DEXTROAMPHETAMINE 30 MG PO TABS,4.61,,,4596374911
4951398,AMPHETAMINE-DEXTROAMPHETAMINE 30 MG PO TABS,13.38,,,5486848630
4951398,AMPHETAMINE-DEXTROAMPHETAMINE 30 MG PO TABS,1.49,,,1310707401
4951398,AMPHETAMINE-DEXTROAMPHETAMINE 30 MG PO TABS,.62,,,5234316601
4951399,SULFADIAZINE 500 MG PO TABS,16.46,,,0185075710
4951399,SULFADIAZINE 500 MG PO TABS,16.15,,,0185075701
4951400,BISOPROLOL FUMARATE 10 MG PO TABS,9.01,,,0378052493
4951400,BISOPROLOL FUMARATE 10 MG PO TABS,4.88,,,0185077401
4951400,BISOPROLOL FUMARATE 10 MG PO TABS,4.88,,,2930012701
4951400,BISOPROLOL FUMARATE 10 MG PO TABS,3.63,,,0378052401
4951400,BISOPROLOL FUMARATE 10 MG PO TABS,3.54,,,0185077430
4951400,BISOPROLOL FUMARATE 10 MG PO TABS,3.2,,,2930012713
4951400,BISOPROLOL FUMARATE 10 MG PO TABS,3.17,,,5976212611
4951400,BISOPROLOL FUMARATE 10 MG PO TABS,3.17,,,6586208730
4951400,BISOPROLOL FUMARATE 10 MG PO TABS,2.85,,,5976212612
4951400,BISOPROLOL FUMARATE 10 MG PO TABS,2.85,,,6586208701
4951400,BISOPROLOL FUMARATE 10 MG PO TABS,12.56,,,5486850130
4951401,RIFAMPIN 300 MG PO CAPS,9.12,,,5107989001
4951401,RIFAMPIN 300 MG PO CAPS,9.12,,,5107989020
4951401,RIFAMPIN 300 MG PO CAPS,8.62,,,5107989019
4951401,RIFAMPIN 300 MG PO CAPS,8.6,,,5107989017
4951401,RIFAMPIN 300 MG PO CAPS,8.05,,,6174801801
4951401,RIFAMPIN 300 MG PO CAPS,7.6,,,5456957700
4951401,RIFAMPIN 300 MG PO CAPS,6.5,,,6373941510
4951401,RIFAMPIN 300 MG PO CAPS,6.22,,,6174801811
4951401,RIFAMPIN 300 MG PO CAPS,5.45,,,6808435801
4951401,RIFAMPIN 300 MG PO CAPS,5.34,,,1013554201
4951401,RIFAMPIN 300 MG PO CAPS,5.04,,,6174801830
4951401,RIFAMPIN 300 MG PO CAPS,5.03,,,6174801860
4951401,RIFAMPIN 300 MG PO CAPS,4.42,,,0904528261
4951401,RIFAMPIN 300 MG PO CAPS,4.36,,,6808435811
4951401,RIFAMPIN 300 MG PO CAPS,4.19,,,0440831120
4951401,RIFAMPIN 300 MG PO CAPS,4.07,,,0440831130
4951401,RIFAMPIN 300 MG PO CAPS,26.22,,,5528938608
4951401,RIFAMPIN 300 MG PO CAPS,18.37,,,0185079905
4951401,RIFAMPIN 300 MG PO CAPS,18.37,,,0527131501
4951401,RIFAMPIN 300 MG PO CAPS,18.37,,,0527131506
4951401,RIFAMPIN 300 MG PO CAPS,18.37,,,0527131530
4951401,RIFAMPIN 300 MG PO CAPS,17.98,,,5486846831
4951401,RIFAMPIN 300 MG PO CAPS,17.78,,,5486846832
4951401,RIFAMPIN 300 MG PO CAPS,17.38,,,5486846830
4951401,RIFAMPIN 300 MG PO CAPS,14.69,,,0185079901
4951401,RIFAMPIN 300 MG PO CAPS,14.69,,,0185079930
4951401,RIFAMPIN 300 MG PO CAPS,14.69,,,0185079960
4951401,RIFAMPIN 300 MG PO CAPS,14.69,,,6818065901
4951401,RIFAMPIN 300 MG PO CAPS,14.69,,,6818065906
4951401,RIFAMPIN 300 MG PO CAPS,14.69,,,6818065907
4951401,RIFAMPIN 300 MG PO CAPS,11,,,5295965310
4951401,RIFAMPIN 300 MG PO CAPS,10,,,5295965330
4951402,RIFAMPIN 150 MG PO CAPS,7.96,,,6808435711
4951402,RIFAMPIN 150 MG PO CAPS,7.95,,,6808435721
4951402,RIFAMPIN 150 MG PO CAPS,5.18,,,0440831030
4951402,RIFAMPIN 150 MG PO CAPS,4.84,,,0440831060
4951402,RIFAMPIN 150 MG PO CAPS,4.46,,,6174801511
4951402,RIFAMPIN 150 MG PO CAPS,3.94,,,6174801530
4951402,RIFAMPIN 150 MG PO CAPS,12.97,,,0185080101
4951402,RIFAMPIN 150 MG PO CAPS,12.97,,,0527139301
4951402,RIFAMPIN 150 MG PO CAPS,12.97,,,0527139330
4951402,RIFAMPIN 150 MG PO CAPS,10.38,,,0185080130
4951402,RIFAMPIN 150 MG PO CAPS,10.38,,,6818065801
4951402,RIFAMPIN 150 MG PO CAPS,10.38,,,6818065806
4951403,CHOLESTYRAMINE LIGHT 4 G PO PACK,8.2,,,4988446663
4951403,CHOLESTYRAMINE LIGHT 4 G PO PACK,8.2,,,6838252960
4951403,CHOLESTYRAMINE LIGHT 4 G PO PACK,13.4,,,0185093998
4951403,CHOLESTYRAMINE LIGHT 4 G PO PACK,13.4,,,4988446665
4951403,CHOLESTYRAMINE LIGHT 4 G PO PACK,12.53,,,5486855260
4951404,QUINIDINE SULFATE 200 MG PO TABS,1.23,,,0185434601
4951404,QUINIDINE SULFATE 200 MG PO TABS,.8,,,0591543801
4951404,QUINIDINE SULFATE 200 MG PO TABS,.61,,,0185434610
4951406,CANDESARTAN CILEXETIL 4 MG PO TABS,9.4,,,4988465809
4951406,CANDESARTAN CILEXETIL 4 MG PO TABS,5.07,,,3334211407
4951406,CANDESARTAN CILEXETIL 4 MG PO TABS,13.22,,,0781593631
4951407,CANDESARTAN CILEXETIL 8 MG PO TABS,9.4,,,4988465909
4951407,CANDESARTAN CILEXETIL 8 MG PO TABS,5.56,,,3334211510
4951407,CANDESARTAN CILEXETIL 8 MG PO TABS,5.33,,,3334211507
4951407,CANDESARTAN CILEXETIL 8 MG PO TABS,13.22,,,0781593731
4951408,OMEPRAZOLE 40 MG PO CPDR,5.33,,,6217513632
4951408,OMEPRAZOLE 40 MG PO CPDR,5.2,,,6217513637
4951408,OMEPRAZOLE 40 MG PO CPDR,5.2,,,6217513643
4951408,OMEPRAZOLE 40 MG PO CPDR,38.46,,,6318782830
4951408,OMEPRAZOLE 40 MG PO CPDR,38.46,,,6318782890
4951408,OMEPRAZOLE 40 MG PO CPDR,38.06,,,5570037730
4951408,OMEPRAZOLE 40 MG PO CPDR,38.06,,,5570037760
4951408,OMEPRAZOLE 40 MG PO CPDR,38.06,,,5570037790
4951408,OMEPRAZOLE 40 MG PO CPDR,38.06,,,5570041030
4951408,OMEPRAZOLE 40 MG PO CPDR,38.06,,,5570041060
4951408,OMEPRAZOLE 40 MG PO CPDR,38.06,,,5570041090
4951408,OMEPRAZOLE 40 MG PO CPDR,35.52,,,6878869951
4951408,OMEPRAZOLE 40 MG PO CPDR,35.52,,,6878869953
4951408,OMEPRAZOLE 40 MG PO CPDR,35.52,,,6878869956
4951408,OMEPRAZOLE 40 MG PO CPDR,35.52,,,6878869958
4951408,OMEPRAZOLE 40 MG PO CPDR,35.52,,,6878869959
4951408,OMEPRAZOLE 40 MG PO CPDR,34.08,,,6191924130
4951408,OMEPRAZOLE 40 MG PO CPDR,34.08,,,6191977330
4951408,OMEPRAZOLE 40 MG PO CPDR,31.01,,,6191924190
4951408,OMEPRAZOLE 40 MG PO CPDR,31.01,,,6191977390
4951408,OMEPRAZOLE 40 MG PO CPDR,30.8,,,6191977360
4951408,OMEPRAZOLE 40 MG PO CPDR,3.11,,,6373944510
4951408,OMEPRAZOLE 40 MG PO CPDR,29.58,,,5723716201
4951408,OMEPRAZOLE 40 MG PO CPDR,29.58,,,5723716230
4951408,OMEPRAZOLE 40 MG PO CPDR,29.21,,,5456964310
4951408,OMEPRAZOLE 40 MG PO CPDR,29.21,,,5456964311
4951408,OMEPRAZOLE 40 MG PO CPDR,29.21,,,5456964312
4951408,OMEPRAZOLE 40 MG PO CPDR,26.49,,,0904614461
4951408,OMEPRAZOLE 40 MG PO CPDR,26.34,,,7133502991
4951408,OMEPRAZOLE 40 MG PO CPDR,26.34,,,7133502992
4951408,OMEPRAZOLE 40 MG PO CPDR,26.34,,,7133502993
4951408,OMEPRAZOLE 40 MG PO CPDR,26.34,,,7133502994
4951408,OMEPRAZOLE 40 MG PO CPDR,26.34,,,7133502995
4951408,OMEPRAZOLE 40 MG PO CPDR,26.34,,,7133502996
4951408,OMEPRAZOLE 40 MG PO CPDR,2.31,,,0781223401
4951408,OMEPRAZOLE 40 MG PO CPDR,2.31,,,0781223410
4951408,OMEPRAZOLE 40 MG PO CPDR,2.31,,,0781223431
4951408,OMEPRAZOLE 40 MG PO CPDR,2.31,,,6050501460
4951408,OMEPRAZOLE 40 MG PO CPDR,2.31,,,6050501461
4951408,OMEPRAZOLE 40 MG PO CPDR,2.31,,,6050501462
4951408,OMEPRAZOLE 40 MG PO CPDR,2.31,,,6050501469
4951408,OMEPRAZOLE 40 MG PO CPDR,2.31,,,6203764001
4951408,OMEPRAZOLE 40 MG PO CPDR,2.31,,,6838250006
4951408,OMEPRAZOLE 40 MG PO CPDR,2.26,,,1671474801
4951408,OMEPRAZOLE 40 MG PO CPDR,2.18,,,0378522205
4951408,OMEPRAZOLE 40 MG PO CPDR,2.18,,,0378522293
4951408,OMEPRAZOLE 40 MG PO CPDR,1.98,,,4306345190
4951408,OMEPRAZOLE 40 MG PO CPDR,1.98,,,5026862015
4951408,OMEPRAZOLE 40 MG PO CPDR,1.75,,,1671474802
4951408,OMEPRAZOLE 40 MG PO CPDR,1.45,,,6808446601
4951408,OMEPRAZOLE 40 MG PO CPDR,1.45,,,6808446611
4951408,OMEPRAZOLE 40 MG PO CPDR,1.27,,,1671474804
4951408,OMEPRAZOLE 40 MG PO CPDR,1.18,,,0093529410
4951408,OMEPRAZOLE 40 MG PO CPDR,1.18,,,0093529456
4951408,OMEPRAZOLE 40 MG PO CPDR,1.18,,,0093529498
4951408,OMEPRAZOLE 40 MG PO CPDR,.96,,,4306354990
4951408,OMEPRAZOLE 40 MG PO CPDR,.64,,,5199164405
4951408,OMEPRAZOLE 40 MG PO CPDR,.64,,,5511115905
4951408,OMEPRAZOLE 40 MG PO CPDR,.64,,,5511115930
4951408,OMEPRAZOLE 40 MG PO CPDR,.64,,,5511164505
4951408,OMEPRAZOLE 40 MG PO CPDR,.64,,,5511164530
4951408,OMEPRAZOLE 40 MG PO CPDR,.64,,,5511164534
4951408,OMEPRAZOLE 40 MG PO CPDR,.64,,,6846239701
4951408,OMEPRAZOLE 40 MG PO CPDR,.64,,,6846239710
4951408,OMEPRAZOLE 40 MG PO CPDR,.64,,,6846239730
4951408,OMEPRAZOLE 40 MG PO CPDR,.64,,,6846239790
4951408,OMEPRAZOLE 40 MG PO CPDR,.59,,,6838250001
4951408,OMEPRAZOLE 40 MG PO CPDR,.56,,,5199164433
4951408,OMEPRAZOLE 40 MG PO CPDR,.53,,,6838250010
4951408,OMEPRAZOLE 40 MG PO CPDR,.5,,,5511115901
4951408,OMEPRAZOLE 40 MG PO CPDR,.5,,,5511164501
4951408,OMEPRAZOLE 40 MG PO CPDR,.5,,,5723716290
4951408,OMEPRAZOLE 40 MG PO CPDR,.44,,,6042927105
4951408,OMEPRAZOLE 40 MG PO CPDR,.44,,,6042989905
4951408,OMEPRAZOLE 40 MG PO CPDR,.44,,,6042997405
4951408,OMEPRAZOLE 40 MG PO CPDR,.43,,,6042927190
4951408,OMEPRAZOLE 40 MG PO CPDR,.43,,,6042989990
4951408,OMEPRAZOLE 40 MG PO CPDR,.43,,,6042997490
4951408,OMEPRAZOLE 40 MG PO CPDR,.41,,,5199164490
4951408,OMEPRAZOLE 40 MG PO CPDR,.34,,,4229157310
4951408,OMEPRAZOLE 40 MG PO CPDR,.33,,,5965100305
4951413,ESOMEPRAZOLE MAGNESIUM 20 MG PO CPDR,8.57,,,1671473501
4951413,ESOMEPRAZOLE MAGNESIUM 20 MG PO CPDR,36.09,,,5456967370
4951413,ESOMEPRAZOLE MAGNESIUM 20 MG PO CPDR,36.09,,,5456967371
4951413,ESOMEPRAZOLE MAGNESIUM 20 MG PO CPDR,34.09,,,1366815410
4951413,ESOMEPRAZOLE MAGNESIUM 20 MG PO CPDR,34.09,,,1366815430
4951413,ESOMEPRAZOLE MAGNESIUM 20 MG PO CPDR,34.09,,,1366815490
4951413,ESOMEPRAZOLE MAGNESIUM 20 MG PO CPDR,34.05,,,4229200901
4951413,ESOMEPRAZOLE MAGNESIUM 20 MG PO CPDR,34.05,,,4229200916
4951413,ESOMEPRAZOLE MAGNESIUM 20 MG PO CPDR,3.41,,,0186038230
4951413,ESOMEPRAZOLE MAGNESIUM 20 MG PO CPDR,3.41,,,0186038290
4951413,ESOMEPRAZOLE MAGNESIUM 20 MG PO CPDR,3.41,,,4359850930
4951413,ESOMEPRAZOLE MAGNESIUM 20 MG PO CPDR,3.41,,,4359850990
4951413,ESOMEPRAZOLE MAGNESIUM 20 MG PO CPDR,3.38,,,0378235077
4951413,ESOMEPRAZOLE MAGNESIUM 20 MG PO CPDR,3.38,,,0378235093
4951413,ESOMEPRAZOLE MAGNESIUM 20 MG PO CPDR,3.38,,,6586278330
4951413,ESOMEPRAZOLE MAGNESIUM 20 MG PO CPDR,3.38,,,6586278390
4951413,ESOMEPRAZOLE MAGNESIUM 20 MG PO CPDR,3.31,,,4359850910
