"OR000942",,"CLOS TX TRIM ANKLE FX W/MANIPULATION",1162.5
"OR000952",,"CLOS TX KNEE DISLOC WO ANESTH",383.25
"OR000983",,"INSERTION OF GASTROSTOMY TUBE",2004
"OR000996",,"COLLECTION OF BLOOD CENTRAL/PERIPHERAL CATH",133
"OR001014",,"CLOS TX ULNA FX PROX W/MANIPULATION",508.75
"OR001021",,"CLOSED TX FEMORAL SHAFT FX W/MAN",2964.75
"OR001037",,"CLSD TX METATARSOPHALANGEAL JOINT DISLOC W/O ANEST",383.25
"OR001050",,"FACET INJ: LUMBAR/SACRAL - 1ST LEVEL",1564.25
"OR001051",,"FACET INJ: LUMBAR/SACRAL - 2ND LEVEL",1042.75
"OR001052",,"FACET INJ: LUMBAR/SACRAL - ADDL LEVEL(S)",1042.75
"OR001053",,"REPR LAC OVER 2.6CM TONGUE/MOUTH FLOOR",1717.25
"OR001118",,"NASAL/OROGASTRIC W/STENT",858
"OR001125",,"PLACE CECOSTOMY TUBE PERC",2575.5
"OR001127",,"REPLACE G/C TUBE PERC",764
"OR001128",,"REPLACE DUOD/JEJ TUBE PERC",764
"OR001129",,"REPLACE G-J TUBE PERC",764
"OR001130",,"CONTRAST INJ PERQ RADIOLOGIC EVAL GI TUBE",325.75
"OR001134",,"REMOVE RENAL TUBE W/FLUORO",1475
"OR001154",,"INS INTRVAS VC FILTR W/WO VAS ACS VSL SELXN RS&I",933.75
"OR001157",,"ABDOM PARACENTESIS DX/THER W IMAGING GUIDANCE",1334.25
"OR001160",,"STAB PHLEBECTOMY LESS THAN 10",143.25
"OR001162",,"DSTRJ NULYT +-RAD MNTR SUPRIOR HYPOGSTR PLEXUS",1680.5
"OR001172",,"PERICARDIOCENTESIS SUBSEQUENT",1043
"OR001189",,"CNTRST NJX ASSMT ABSC/CST VIA DRG CATH/TUBE SPX",288.5
"OR001203",,"CLOSED TREATMENT ULNAR STYLOID FRACTURE",346
"OR001222",,"BIOPSY SALIVARY GLAND NEEDLE",2649.25
"OR001228",,"THORACENTESIS NEEDLE/CATH PLEURA W/IMAGING",1213.75
"OR001248",,"THORACENTESIS NEEDLE/CATH PLEURA W/O IMAGING",1213.75
"OR001271",,"INJ ALCOHOL SACROCOCCGEAL",588
"OR001274",,"INSERT DUODENOSTOMY/JEJUNOSTOMY TUBE PERQ",2004
"OR001279",,"ABDOMEN OR PERITONEAL MASS ABLATION INJ",6283.75
"OR001300",,"IMAGE-GUIDE FLUID COLLXN DRAINAGE CATH VISC PERQ",3722
"OR001301",,"IMG-GUIDE FLUID COLLXN DRAINAG CATH PERITON PERQ",3722
"OR001306",,"BX BREAST W DEVICE ADDL LESION STEREOTACT GUIDE",534
"OR001307",,"BX BREAST W DEVICE 1ST LESION ULTRASOUND GUIDE",2136.5
"OR001308",,"BX BREAST W DEVICE ADDL LESION ULTRASOUND GUIDE",534
"OR001311",,"PERQ DEVICE PLACEMT BREAST LOC 1ST LES W GUIDNCE",1174.5
"OR001312",,"PERQ DEVICE PLACEMT BREAST LOC EA LES W GUIDNCE",75
"OR001313",,"PERQ BREAST LOC DEVICE PLACEMT 1ST STRTCTC GUID",1174.5
"OR001314",,"PERQ BREAST LOC DEVICE PLACEMT EA LESION STRTCTC",75
"OR001315",,"PERQ BREAST LOC DEVICE PLACEMT 1ST LESIO US IMAG",1174.5
"OR001316",,"PERQ BREAST LOC DEVICE PLACEMT EACH LES US IMAGE",75
"OR001318",,"BX BREAST W DEVICE 1ST LESION STEREOTACTIC GUIDE",2136.5
"OR029280",,"STRAPPING; HAND OR FINGER",179.5
"OR029530",,"KNEE STRAPPING",253
"OR036904",,"THRMBC/NFS DIALYSIS CIRCUIT",15250
"OR047531",,"INJECTION FOR CHOLANGIOGRAM",2810
"OR047532",,"INJECTION FOR CHOLANGIOGRAM NEW ACCESS",6122.5
"OR050430",,"NJX PX NFROSGRM &/URTRGRM NEW",1282.25
"OR050432",,"PLMT NEPHROSTOMY CATHETER",3620.25
"OR050433",,"PLMT NEPHROURETERAL CATHETER",1834
"OR050693",,"PLMT URETERAL STENT PRQ PRE EXISTING",2388.5
"OR050695",,"PLMT URETERAL STENT PRQ NEW W/ SEP NEPH CATH",6309
"OR063650",,"PERC IMPL NS ELECTRODE ARRAY; EPIDURAL",15760.5
"OR071456",,"ASPIRATION BIOPSY SIMPLE",362.75
"ORC00001",,"ABLATION ENDOMETRIUM W OR W/O HYSTEROSCOPY",9490
"ORC00002",,"RADIOFREQUENCY ABLATION OCCIPITAL NERVE",1788.5
"ORC00004",,"RADIOFREQUENCY ABLATION SUPERSCAPULAR NERVE",1656.5
"ORC00005",,"ADENOIDECTOMY",10122.25
"ORC00006",,"ANOSCOPY",2009
"ORC00007",,"ARTHROSCOPY ANKLE",6290.5
"ORC00008",,"ARTHROSCOPY ELBOW",12704.75
"ORC00009",,"ARTHROSCOPY HIP",12704.75
"ORC00010",,"ARTHROSCOPY KNEE",6290.5
"ORC00011",,"ARTHROSCOPY WRIST",6290.5
"ORC00012",,"BLOCK FACET MEDL BRANCH W/RADIOFREQUENCY ABLATION LUMBAR",3046.75
"ORC00013",,"Block Facet Medl Brch with Radiofrequency Ablation Sacral",3046.75
"ORC00014",,"BLOCK FACET MEDL BRNCH W/RADIOFREQUENCY ABLTN LUMBAR, ADD'L",1779.25
"ORC00015",,"Block Facet Medl Brch w/Radiofrequency Abltn Sacral, Add'l",1656.5
"ORC00016",,"BLOCK FACET MEDL BRANCH W/RADIOFREQUENCY ABLTN CERVICAL",1656.5
"ORC00017",,"Block Facet Medl Brch with Radiofrequency Ablation Thoracic",1656.5
"ORC00018",,"BLOCK FACET MEDL BRNCH W/RADIOFREQUENCY ABLTN CRVICAL, ADD'L",1656.5
"ORC00019",,"Block Facet Medl Brch w/Radiofrequency Abltn Thoracic Add'l",1656.5
"ORC00020",,"BLOCK NERVE ALCOHOL",4445.5
"ORC00021",,"CARDIOVERSION",1113.25
"ORC00022",,"CHOLANGIOPANCREATOGRAPHY ENDOSCOPY RETROGRADE",3774.5
"ORC00023",,"ERCP BILLIARY DUCT DILATE W OR W/O STENT",2631.75
"ORC00024",,"CYSTOSCOPY FLEXIBLE",3587
"ORC00025",,"CYSTOSCOPY LITHOLAPAXY",5820.25
"ORC00026",,"CYSTOSCOPY LITHOTRIPSY ELECTROHYDRAULIC",8667.25
"ORC00027",,"CYSTOSCOPY LITHOTRIPSY LASER",8667.25
"ORC00028",,"Cystoscopy Rigid",3587
"ORC00029",,"DECOMPRESSION NERVE MEDIAN WITH CARPAL TUNNEL RELEASE",4307
"ORC00030",,"DILATATION ESOPHAGUS",2556
"ORC00031",,"ENTEROSCOPY     01",2999.5
"ORC00032",,"EPIDUROLYSIS OF ADHESIONS",3015.25
"ORC00033",,"ESOPHAGOGASTRODUODENOSCOPY",2433.25
"ORC00034",,"BIOPSY BONE MARROW     01",392.25
"ORC00035",,"EXCISION GANGLION UPPER EXTREMITY",5064.5
"ORC00036",,"EXCISION LESION EXTERNAL EAR CANAL",3914.75
"ORC00037",,"EXCISION LESION MALE GENITALIA",4818.5
"ORC00038",,"ASPIRATION BONE MARROW    01",1213.75
"ORC00039",,"BRONCHOSCOPY FLEXIBLE",4998
"ORC00040",,"EXCISION LESION TRUNK",5630.5
"ORC00041",,"Excision Lesion Upper Extremity",5064.5
"ORC00042",,"EXTRACTION CATARACT",5556.5
"ORC00043",,"EXPLORATION MAXILLARY SINUS",2796.25
"ORC00044",,"INJECTION THERAPEUTIC AGENT EPIDURAL CERVICAL",1779.25
"ORC00045",,"INJECTION THERAPEUTIC AGENT EPIDURAL LUMBAR",1779.25
"ORC00046",,"INJECTION THERAPEUTIC AGENT EPIDURAL SACRAL",1656.5
"ORC00047",,"Injection Therapeutic Agent Epidural Thoracic",1656.5
"ORC00048",,"INJ THERAPEUTIC AGENT FACET JOINT CERVICAL 1ST LEVEL",1656.5
"ORC00049",,"INJ THERAPEUTIC AGENT FACET JOINT CERVICAL 2ND LEVEL",588
"ORC00050",,"INJ THERAPEUTIC AGENT FACET JOINT CERVICAL 3 OR MORE LEVELS",588
"ORC00051",,"INJ THERAPEUTIC AGENT FACET JOINT LUMBAR 1ST LEVEL",1779.25
"ORC00052",,"INJ THERAPEUTIC AGENT FACET JOINT LUMBAR 2ND LVL",710.75
"ORC00053",,"INJ THERAPEUTIC AGENT FACET JOINT LUMBAR 3 OR MORE LVLS",710.75
"ORC00054",,"Injection Therapeutic Agent Facet Joint Sacral 1st Level",1656.5
"ORC00055",,"Injection Therapeutic Agen Facet Joint Sacral 2nd Level",588
"ORC00056",,"Inj Therapeutic Agent Facet Joint Sacral 3 or more Levels",588
"ORC00057",,"Injection Therapeutic Agent Facet Joint Thoracic 1st Level",1656.5
"ORC00058",,"Injection Therapeutic Agent Facet Joint Thoracic 2nd Level",588
"ORC00059",,"Inj Therapeutic Agt Facet Joint Thoracic 3 or more Levels",588
"ORC00060",,"INJ THERAPEUTIC AGENT INTERCOSTAL NERVE BLOCK SINGLE",856.5
"ORC00061",,"INJ THERAPEUTIC AGENT INTERCOSTAL NERVE BLOCK MULTIPLE",1656.5
"ORC00062",,"INSERTION CENTRAL VENOUS LINE",7047.75
"ORC00064",,"MYRINGOTOMY",3886
"ORC00065",,"OPEN REDUCTION INTERNAL FIXATION ANKLE",11894
"ORC00066",,"PARACENTESIS ABDOMINAL",1487.25
"ORC00067",,"PINNING PERCUTANEOUS FINGER",5946
"ORC00068",,"REFILL PAIN PUMP",1017
"ORC00069",,"RELEASE TENDON LOWER EXTREMITY",4896.75
"ORC00070",,"Release Tendon Upper Extremity",4896.75
"ORC00071",,"REPAIR HERNIA INGUINAL",7346.5
"ORC00072",,"REPAIR HERNIA INGUINAL LAPAROSCOPY",15410.75
"ORC00073",,"REPAIR HERNIA UMBILICAL LAPAROSCOPY",15410.75
"ORC00074",,"REPAIR HERNIA VENTRAL",19293.5
"ORC00075",,"Repair Hernia Laparoscopy Ventral",15410.75
"ORC00076",,"REVISION ETHMOID SINUS",2796.25
"ORC00077",,"ESOPHAGOGASTRODUODENOSCOPY BALLOON DILATATION",2749.5
"ORC00078",,"SPINAL FLUID TAP (DIAGNOSTIC)",856.5
"ORC00079",,"THORACENTESIS",1439
"ORC00080",,"TONSILLECTOMY",10122.25
"ORC00081",,"TONSILLECTOMY AND ADENOIDECTOMY",10122.25
"ORC00082",,"NEEDLE BX OF LIVER WEDGE/OR PERCUTANEOUS",1757.25
"ORC00083",,"CLOSED REDUCTION WRIST",16261
"ORC00084",,"Cystoscopy Flexible Pediatric",3587
"ORC00085",,"SPHINCTER OF ODDI MANOMETRY OR ERCP SEC",2632.25
"ORC00086",,"LITHOTRIPSY PROCEDURE UNILATERAL",16069.75
"ORC00087",,"LITHOTRIPSY PROCEDURE BILATERAL",22546
"ORC00088",,"HOLMIUM LASER",3108.5
"ORC00089",,"LUMBAR PUNCTURE",857
"ORC00090",,"BILIARY DUCT DILATATION OR ERCP SEC",2632.25
"ORC00091",,"BIOPSY OR ERCP SEC",2632.25
"ORC00092",,"BRONCHOSCOPY SPU",4998
"ORC00093",,"CESAREAN SECTION",9854
"ORC00094",,"ERCP OR",5264
"ORC00095",,"ERCP WITH BILIARY DUCT DILATATION SP",6406.25
"ORC00096",,"ERCP WITH BIOPSY SP",6406.25
"ORC00097",,"ERCP WITH MECHANICAL LITHOTRIPSY SP",6406.25
"ORC00098",,"ERCP WITH PANCREATIC STONE REMOVAL SP",6406.25
"ORC00099",,"ERCP WITH SPHINCTER OF ODDI MANOMETRY SP",6406.25
"ORC00100",,"ERCP WITH STENT PLACEMENT SP",6406.25
"ORC00101",,"PANCREATIC STONE REMOVAL OR ERCP SEC",2632.25
"ORC00102",,"COLONOSCOPY",3650
"ORC00103",,"COLONOSCOPY.",3772.5
"ORC00104",,"BILIARY DUCT DILATATION SP ERCP SEC",2632.25
"ORC00105",,"BIOPSY SP ERCP SEC",2632.25
"ORC00106",,"MECHANICAL LITHOTRIPSY SP ERCP SEC",2632.25
"ORC00107",,"PANCREATIC STONE REMOVAL SP ERCP SEC",2632.25
"ORC00108",,"STENT PLACEMENT SP ERCP SEC",2632.25
"ORC00110",,"MECHANICAL LITHOTRIPSY OR ERCP SEC",2632.25
"ORC00111",,"STENT PLACEMENT OR ERCP SEC",2632.25
"ORC00112",,"SPHINCTER OF ODDI MANOMETRY SP ERCP SEC",2632.25
"ORC00120",,"SINUS ENDOSCOPY SURGICAL",6990.5
"ORC00122",,"DRAIN / INJECT JOINT / BURSA",588
"ORC00123",,"DRAIN/INJECT JOINT/BURSA",588
"ORC00124",,"INJECTION THERAPEUTIC AGENT EPIDURAL TRANSFORAMINAL LUMBAR",1656.5
"ORC00126",,"LUMBAR/SACRAL TRANSFORAMINAL EPID INJ",1779.25
"ORC00129",,"LITHOTRIPSY PROCEDURE UNILATERAL  OR",16069.75
"ORC00134",,"BLOCK CELIAC PLEXUS",1656.5
"ORC00135",,"RELEASE OF DEQUARVAINS TENOSYNOVITIS",4855.25
"ORC00140",,"TUBAL LIGATION",4056
"ORC00175",,"HYSTEROSCOPY",9490
"ORC00201",,"RHIZOTOMY",3046.75
"ORC00202",,"BLOCK FACET",588
"ORC00241",,"FUNCTIONAL ENDOSCOPY SINUS SURGERY NASAL POLYPECTOMY",1554.25
"ORC00341",,"VASECTOMY",5298.25
"ORC00345",,"BLOCK STELLATE GANGLION",1656.5
"ORC00346",,"BLOCK LUMBAR SYMPATHETIC",1656.5
"ORC00509",,"RELEASE TRIGGER FINGER",3921
"ORC00538",,"CYSTOSCOPY INSERTION STENT URETER",5820.25
"ORC00554",,"INJECTION BLOOD PATCH EPIDURAL",856.5
"ORC02000",,"OR LEVEL 1 FIRST 30 MINUTES",2046.75
"ORC02001",,"OR LEVEL 2 FIRST 30 MINUTES",2773.25
"ORC02002",,"OR LEVEL 3 FIRST 30 MINUTES",2974
"ORC02003",,"OR LEVEL 1 ADDITIONAL 15 MINUTES",946
"ORC02004",,"OR LEVEL 2 ADDITIONAL 15 MINUTES",997
"ORC02005",,"OR LEVEL 3 ADDITIONAL 15 MINUTES",1142
"ORC19301",,"LUMPECTOMY BREAST",5630.5
"ORC27096",,"Block Sacroiliac Joint",1656.5
"ORC29807",,"BANKART REPAIR ARTHROSCOPY SHOULDER",12704.75
"ORC29826",,"SUBACROMIAL DECOMPRESSION ARTHROSCOPY",18484.75
"ORC29827",,"ROTATOR CUFF REPAIR ARTHROSCOPY",12704.75
"ORC29888",,"REPAIR ARTHROSCOPY ANTERIOR CRUCIATE LIGAMENT",18484.75
"ORC43246",,"ESOPHAGOGASTRODUODENOSCOPY WITH PEG PLACEMENT",2556
"ORC43261",,"ERCP W/BX",2631.75
"ORC43263",,"ERCP SPHINCTER PRESSURE MEASUREMENT",2631.75
"ORC43264",,"ERCP REMOVAL CALCULI",2631.75
"ORC43265",,"ERCP LITHOTRIPSY CALCULI",2631.75
"ORC43274",,"ERCP DUCT W/STENT PLACEMENT",2631.75
"ORC45100",,"BIOPSY RECTUM",2997
"ORC45330",,"SIGMOIDOSCOPY DIAGNOSTIC",2294
"ORC50040",,"7350040-NEPHROSTOMY W/DRAINAGE",552
"ORC64517",,"BLOCK HYPOGASTRIC PLEXUS",1656.5
"OS000001",,"CARD EXERCISE",184
"OS000004",,"MNT 1ST VISIT INDIV-EA 15 MIN",26
"OS000006",,"MNT F/U VISITINDIV-EA 15 MIN",26
"OS000027",,"THERAPEUTIC PROPH/DX INJ; SUBQ",95.5
"OS000043",,"ACTINOTHERAPY (UV LIGHT)",181.5
"OS000044",,"MNT REASMT INDIV EA 15 MIN",26
"OS000047",,"OP CARDIAC REHAB W/O CONTINUOUS ECG MONITORING",235.5
"OS000048",,"PULMONARY REHAB ONE HOUR PER SESSION",147.5
"OT000001",,"OT-DEBRIDEMENT NONSELECTIVE",275.25
"OT000003",,"OT-COGNITIVE TRNG - EA 15 MIN",109.25
"OT000011",,"OT-CONTRAST BATH - EA 15 MIN",76
"OT000012",,"OT-E STIM ATTENDED -EA 15 MIN",142.75
"OT000013",,"OT-E STIM UNATTEND",135
"OT000021",,"OT-THERAPEUTIC EXERCISE EA 15 MIN",157
"OT000022",,"OT-IONTOPHORESIS - EA 15 MIN",205
"OT000023",,"OT-MANUAL THER - EA 15 MIN",141
"OT000024",,"OT-MASSAGE THER - EA 15 MIN",133.5
"OT000025",,"OT-NEUROMUS RE-ED - EA 15 MIN",109.25
"OT000027",,"OT-ORTHO FIT/TRNG - EA 15 MIN",118.75
"OT000028",,"OT-ORTHO/PROSTH CK - EA 15 MIN",118.75
"OT000029",,"OT-PARAFFIN BATH THER",118
"OT000031",,"OT-PROSTH TRNG - EA 15MIN",118.75
"OT000033",,"OT-SELF CARE/HM MGT -EA 15 MIN",113.5
"OT000034",,"OT-TENS APPL/INSTRUCT",172
"OT000046",,"OT-ULTRASOUND - EA 15 MIN",130.25
"OT000048",,"OT-WHEELCHAIR TRNG - EA 15 MIN",100.25
"OT000049",,"OT-WHIRLPOOL",160.25
"OT000073",,"OT-DEBRIDE/SELECT 20CM OR <",551.25
"OT000074",,"OT-DEBRIDE/SELECT EA ADD'L 20CM",176
"OT000084",,"OT-THERAPEUTIC PROCEDURES GROUP",63.25
"OT000085",,"OT-THERAPEUTIC ACTIVITIES - EA 15MIN",144
"OT000089",,"THER INTERVENTION W/FOCUS COGNITIVE FUNC OT",75
"OT000090",,"ORTHC/PROSTC MGMT SBSQ ENC  OT",118.75
"OT097165",,"OT EVAL LOW COMPLEX 30 MIN",251
"OT097166",,"OT EVAL MOD COMPLEX 45 MIN",251
"OT097167",,"OT EVAL HIGH COMPLEX 60 MIN",251
"OT097168",,"OT RE-EVAL EST PLAN CARE",167.5
"OTC00001",,"OT APPLICATION SHORT ARM SPLINT D",443
"OTC00002",,"OT APPLICATION FINGER SPLINT DYNA",210.75
"OTC00003",,"OT STRAPPING OF THE SHOULDER",254
"OTC00004",,"OT STRAPPING THORAX ELBOW OR WRIST",189.25
"OTC00005",,"OT MULTILAYOR VENOUS COMP BELOW KNEE",252.5
"OTC00006",,"OT AQUATIC THERAPY 15 MIN",110.75
"OTC00007",,"OT SENSORY INTERGRATION EA 15 MIN",89.5
"OTC00008",,"OT COM/WORK REINTEGRA EA 15 MIN",134.5
"OTC00009",,"OT PHYSICAL PERFORMANCE TEST EA 15",92.75
"OTC00010",,"OT ASSISTIVE TECHNOLOGY ASSESS EA 15 MIN",126.5
"PF000001",,"ARTERIAL PUNCTURE",456.5
"PF000004",,"BRONCHOSPSM EVAL: SPIRO-BRONCH",438.25
"PF000008",,"NONINVAS OX-O2 SAT; 1 DE-PF",53
"PF000009",,"PULSE OXIMETRY MULTIPLE DETERMINATIONS",212.75
"PF000018",,"SPIROMETRY SIMPLE",262
"PF000029",,"GAS DILUT/WASHOUT LUNG VOL W/WO DISTRIB VENT&VOL",266
"PF000031",,"DIFFUSING CAPACITY",309.5
"PF094618",,"PULMONARY STRESS TEST",262.75
"PG000001",,"PT - MOBILITY CURRENT STATUS",0.01
"PG000002",,"PT - MOBILITY GOAL STATUS",0.01
"PG000003",,"PT - MOBILITY D/C STATUS",0.01
"PG000004",,"PT - BODY POS CURRENT STATUS",0.01
"PG000005",,"PT - BODY POS GOAL STATUS",0.01
"PG000006",,"PT - BODY POS D/C STATUS",0.01
"PG000007",,"PT - CARRY CURRENT STATUS",0.01
"PG000008",,"PT - CARRY GOAL STATUS",0.01
"PG000009",,"PT - CARRY D/C STATUS",0.01
"PG000010",,"PT - SELF CARE CURRENT STATUS",0.01
"PG000011",,"PT - SELF CARE GOAL STATUS",0.01
"PG000012",,"PT - SELF CARE D/C STATUS",0.01
"PG000013",,"PT - OTHER PT CURRENT STATUS",0.01
"PG000014",,"PT - OTHER PT GOAL STATUS",0.01
"PG000015",,"PT - OTHER PT D/C STATUS",0.01
"PG000016",,"PT - SUB PT CURRENT STATUS",0.01
"PG000017",,"PT - SUB PT GOAL STATUS",0.01
"PG000018",,"PT - SUB PT D/C STATUS",0.01
"PM001762",,"GENERATOR SIGMA NO.SSR303B",13399.5
"PM002399",,"GENERATOR DUAL CHAMBR NO.KDR901",22828.25
"PM013914",,"GENERATOR ENPULSE DR NOE1DR01",22465.25
"PM013971",,"GENERATOR ENPULSE DR NOE2SR01",19202.25
"PM016195",,"LEAD CAPSURE SP NOVUS NO.509258",3395.25
"PM018748",,"GENERATOR SIGMA NO.SDR303B",13780.5
"PM031394",,"PACEMAKER ADAPTA SR DEVICE",22816
"PM070916",,"GENERATOR ADAPTA NOADDR01",18562.75
"PM073069",,"GENERATOR SIGMA NO.SS103B",6509.5
"PM073070",,"LEAD CAPSURE SP NOVUS NO.409252 #73070",3395.25
"PM073071",,"GENERATOR DUAL SIGMA NO.SDR203B",11949
"PM073072",,"LEAD CAPSURE SP NOVUS NO.509252",3395.25
"PM073083",,"GENERATOR DUAL CHAMBR NO.KDR921",21396
"PM073085",,"GENERATOR KAPPA NO.KSR703",17044
"PM073087",,"GENERATOR ENPULSE DR NOE1DR21",23916.25
"PM073088",,"GENERATOR ENPULSE DR NOE2DR01",22465.25
"PM073089",,"GENERATOR ENPULSE SR NOE2SR03",19202.25
"PM073090",,"GENERATOR PRODIGY SR NO.8160",12674.25
"PM073092",,"GENERATOR PRODIGY SR NO.8158",12674.25
"PM073093",,"GENERATOR SIGMA 200SR NO.SSR203B",9410.75
"PM073094",,"LEAD CAPSURE SP NOVUS NO.503458",4354.25
"PM073098",,"GENERATOR SENSIA DR NOSEDR01",13399.5
"PM073099",,"GENERATOR SENSIA SR NOSESR01",13242.75
"PM073100",,"GENERATOR DUAL CHAMBER NO.KDR703",18857.5
"PM073101",,"LEAD 505458CM MEDTRONIC CAPSURE Z NOVUS",3783.25
"PM073102",,"GENERATOR DUAL CHAMBER NO.KDR701",18857.5
"PM073103",,"GENERATOR ENRYTHYM DR NOP1501DR",24641.5
"PM073104",,"GENERATOR VERSA DR NOVEDR01",17595.5
"PM073105",,"GENERATOR KAPPA NO.KSR701",8522.25
"PM073106",,"GENERATOR PRODIGY SR NO8158B",12674.25
"PM073108",,"GENERATOR KAPPA NO.KSR901",17950.75
"PM073109",,"GENERATOR SIGMA 200 DR NO.SDR203B",11949
"PM073110",,"GENERATOR PREVA SR NO.8088",9047.5
"PT000001",,"PT-DEBRIDEMENT NONSELECTIVE",275.25
"PT000014",,"PT-CONTRAST BATH - EA 15 MIN",76
"PT000017",,"PT-E STIM ATTENDED -EA 15 MIN",142.75
"PT000018",,"PT-E STIM UNATTEND",135
"PT000029",,"PT-THERAPEUTIC EXERCISE EA 15 MIN",157
"PT000031",,"PT-GAIT TRNG - EA 15 MIN",80
"PT000033",,"PT-HUBBARD TANK - EA 15 MIN",93.5
"PT000034",,"PT-IONTOPHORESIS - EA 15 MIN",205
"PT000036",,"PT-MANUAL THER - EA 15 MIN",141
"PT000038",,"PT-MASSAGE THER - EA 15MIN",133.5
"PT000039",,"PT-MECHAN TRACTION",154
"PT000040",,"PT-NEUROMUS RE-ED - EA 15 MIN",109.25
"PT000042",,"PT-ORTHO FIT/TRNG - EA 15 MIN",118.75
"PT000043",,"PT-ORTHO/PROSTH CK - EA 15 MIN",118.75
"PT000044",,"PT-PARAFFIN BATH THER",118
"PT000045",,"PT-PHYS PERF TEST - EA 15MIN",92.75
"PT000047",,"PT-PROSTH TRNG - EA 15MIN",118.75
"PT000051",,"PT-SELF CARE/HM MGT -EA 15 MIN",113.5
"PT000052",,"PT-TENS APPL/INSTRUCT",172
"PT000068",,"PT-ULTRASOUND - EA 15 MIN",130.25
"PT000070",,"PT-WHEELCHAIR TRNG - EA 15 MIN",100.25
"PT000071",,"PT-WHIRLPOOL",160.25
"PT000088",,"PT-DEBRIDE/SELECT FIRST 20CM",551.25
"PT000089",,"PT-DEBRIDE/SELECT EA ADD'L 20CM",176
"PT000100",,"PT-UNNA BOOT APPL",194.5
"PT000103",,"PT-THERAPEUTIC PROCEDURES GROUP",63.25
"PT000104",,"PT-THERAPEUTIC ACTIVITIES - EA 15MIN",144
"PT000106",,"PT-CANALITH REPOSITIONING PER DAY",127.75
"PT000112",,"ORTHC/PROSTC MGMT SBSQ ENC  PT",127
"PT000113",,"THER INTERVENTION W/FOCUS COGNITIVE FUNC PT",75
"PT097161",,"PT EVAL LOW COMPLEX 20 MIN",251
"PT097162",,"PT EVAL MOD COMPLEX 30 MIN",251
"PT097163",,"PT EVAL HIGH COMPLEX 45 MIN",251
"PT097164",,"PT RE-EVAL EST PLAN CARE",167.5
"PTC00001",,"PT SENSORY INTEGRATION EA 15 MIN",81.75
"PTC00002",,"PT STRAPPING OF SHOULDER",254
"PTC00003",,"PT STRAPPING HIP",254
"PTC00004",,"PT STRAPPING OF KNEE",254
"PTC00005",,"PT STRAPPING ANKLE/FOOT",254
"PTC00006",,"PT STRAPPING TOES",163
"PTC00007",,"PT MULTI LAYOR VENOUS COMP BELOW KNEE",243
"PTC00008",,"PT REMOVAL UNNA BOOT",254
"PTC00009",,"PT BIO FEED BACK TRAINING",134
"PTC00010",,"BIOFEEDBACK TRAINING PERINEAL MUSCLES",157.75
"PTC00011",,"PT DIATHERMY; ONE OR MORE AREAS",18.5
"PTC00012",,"PT AQUATIC THERAPY 15 MIN",110.75
"PTC00013",,"PT COM/WORK REINTERGRA EA 15 MIN",134.5
"PV000002",,"ADMN PNEUM VAC SAME DAY",77.5
"PV000003",,"IMMUNIZATION ADMIN; 1 VACCINE",77.5
"PV000004",,"IMMUNIZATION ADMIN; EA ADD VAC",77.5
"PV000007",,"ADMN PNEUM VAC",77.5
"PV000016",,"FLU VACCINE ADMIN",77.5
"PZ025210",,"CONTRAST SOLUTION ECHO (DEFINITY)",315.5
"PZ070083",,"NTG 100MCG/ML-50MG/D5W 500ML: (BILL 1)",157.5
"PZ070101",,"MAGNESIUM SULF 4GM PB: 80MG/ML (50ML)  1",27.75
"PZ070104",,"NUTRITIONAL ENSURE W FIBER 8OZ",2.75
"PZ070477",,"INTRALIPID 20% 500ML 2B6023",29.5
"PZ070478",,"NACL .9% ARTHROMATIC 3000ML 2B7477",67
"PZ074920",,"NUTRITIONAL GLUCERNA 1.2 8OZ CAN",7
"PZ074922",,"NUTRITIONAL GLUCERNA OS 8OZ CAN CHOCOLAT",7
"PZ074987",,"NUTRITIONAL ISOSOURCE HN SPIKERIGHT 1000",12.5
"PZ075024",,"NUTRITIONAL OSMOLITE 1.5CAL RTH",19
"PZ075025",,"NUTRITIONAL GLUCERNA 1.2 RTH",13.25
"PZ075026",,"NUTRITIONAL JEVITY 1.2CAL RTH",19
"PZ075027",,"NUTRITIONAL OSMOLITE 1.2 CAL HN RTH",12.5
"PZ075029",,"NUTRITIONAL PULMOCARE RTH",24.5
"PZ075031",,"NUTRITIONAL NEPRO W/CARB STEADY RTH",20
"PZ075051",,"NUTRITIONAL ENSURE+ CHOCOLATE 8OZ",6
"PZ075079",,"CREAM PROTECTIVE DIMETHICONE",33.25
"PZ075084",,"NUTRITIONAL ENSURE STRAWBERRY 8OZ",6
"PZ075099",,"NUTRITIONAL VITAL AF 1.2CAL",124.5
"PZ075100",,"NUTRITIONAL OSMOLITE 1.5CAL CAN NUTRITIO",2.25
"PZC00001",,"ECHO CONTRAST SOLUTIONS (DEFINITY)",315.5
"PZC00002",,"SEVOFLURANE 250 ML 01",962
"PZC00003",,"DESFLURANE 240ML  01",642.25
"PZC00005",,"ISOVUE-370 50 ML",144.25
"PZC00006",,"ISOVUE-370 100ML",271.75
"PZC00007",,"ISOVUE-370 125ML",339.75
"PZC00008",,"ISOVUE-370 150 ML",438.25
"PZC00009",,"VISIPAQUE 320 MG/ML",416.5
"PZC00010",,"ISOVUE-370 200ML",543.25
