"Procedure Record Name","Unit Charge"
"Pertuzumab Soln for IV Infusion 420 MG/14ML (30 MG/ML)","26094.19"
"PFC SIG RPF CEM FEM SZ 5 LT","3092.00"
"PFC SIG RPF INS SZ 5 12.5MM","4405.00"
"Phenazopyridine HCl Tab 100 MG","1.30"
"Phenazopyridine HCl Tab 100 MG","1.94"
"Phenazopyridine HCl Tab 200 MG","1.30"
"Phenobarbital Elixir 20 MG/5ML","1.30"
"Phenobarbital Elixir 20 MG/5ML","88.33"
"Phenobarbital Elixir 20 MG/5ML","78.92"
"Phenobarbital Elixir 20 MG/5ML","2.80"
"Phenobarbital Sodium Inj 130 MG/ML","479.07"
"Phenobarbital Sodium Inj 65 MG/ML","217.36"
"Phenobarbital Sodium Inj 65 MG/ML","208.00"
"Phenobarbital Sodium Inj 65 MG/ML","217.37"
"Phenobarbital Tab 16.2 MG","1.30"
"Phenobarbital Tab 32.4 MG","1.30"
"Phenobarbital Tab 64.8 MG","1.30"
"Phenobarbital Tab 97.2 MG","1.30"
"Phenol Liquid","146.88"
"Phenol Liquid 1.4%","23.23"
"Phenol Liquid 1.4%","22.30"
"Phenol Liquid 1.4%","10.00"
"Phenol Liquid 1.4%","14.38"
"Phenol Liquid 1.4%","13.81"
"Phenol Liquid 1.4%","11.06"
"Phenol Liquid 1.4%","9.96"
"Phenol-Sodium Borate Oral Rinse 0.6-1.5%","62.30"
"Phenol-Sodium Borate Oral Rinse 0.6-1.5%","59.81"
"Phenoxybenzamine HCl Cap 10 MG","265.18"
"Phentolamine Mesylate For Inj 5 MG","1216.56"
"Phentolamine Mesylate For Inj 5 MG","858.75"
"Phentolamine Mesylate For Inj 5 MG","825.00"
"Phenylephrine HCl Inj 10 MG/ML,Phenylephrine HCl IV Soln 10 MG/ML","141.39"
"Phenylephrine HCl Inj 10 MG/ML,Phenylephrine HCl IV Soln 10 MG/ML","26.13"
"Phenylephrine HCl Inj 10 MG/ML,Phenylephrine HCl IV Soln 10 MG/ML","25.92"
"Phenylephrine HCl Inj 10 MG/ML,Phenylephrine HCl IV Soln 10 MG/ML","62.70"
"Phenylephrine HCl Inj 10 MG/ML,Phenylephrine HCl IV Soln 10 MG/ML","38.35"
"Phenylephrine HCl Inj 10 MG/ML,Phenylephrine HCl IV Soln 10 MG/ML","451.96"
"Phenylephrine HCl Inj 10 MG/ML,Phenylephrine HCl IV Soln 10 MG/ML","40.78"
"Phenylephrine HCl Nasal Soln 0.125%","19.97"
"Phenylephrine HCl Nasal Soln 0.25%","19.78"
"Phenylephrine HCl Nasal Soln 0.5%","19.78"
"Phenylephrine HCl Nasal Soln 1%","22.22"
"Phenylephrine HCl Ophth Soln 10%","216.40"
"Phenylephrine HCl Ophth Soln 10%","16.94"
"Phenylephrine HCl Ophth Soln 2.5%","486.90"
"Phenylephrine HCl Ophth Soln 2.5%","175.83"
"Phenylephrine HCl Ophth Soln 2.5%","51.28"
"Phenylephrine HCl Ophth Soln 2.5%","22.44"
"Phenylephrine HCl Ophth Soln 2.5%","168.75"
"Phenylephrine HCl Ophth Soln 2.5%","438.13"
"Phenylephrine HCl Ophth Soln 2.5%","67.50"
"Phenylephrine HCl Ophth Soln 2.5%","194.50"
"Phenylephrine in Hard Fat Rectal Suppos 0.25%","1.30"
"PHENYLEPHRINE INTRACAVERNOUS","19.50"
"Phenylephrine-Chlorphen-DM Liquid 10-4-15 MG/5ML","1.30"
"Phenylephrine-Chlorphen-DM Liquid 3.5-1-3 MG/ML","1.30"
"Phenylephrine-Cocoa Butter Suppos 0.25-88.44%","1.30"
"Phenylephrine-Ketorolac Intraocular Soln 1-0.3%","2515.65"
"Phenylephrine-Mineral Oil-Petrolatum Oint 0.25-14-74.9%","35.00"
"Phenylephrine-Mineral Oil-Petrolatum Oint 0.25-14-74.9%","60.21"
"Phenylephrine-Mineral Oil-Petrolatum Oint 0.25-14-74.9%","16.39"
"Phenylephrine-Mineral Oil-Petrolatum Oint 0.25-14-74.9%","15.32"
"Phenylephrine-Mineral Oil-Petrolatum Oint 0.25-14-74.9%","25.29"
"Phenyleph-Shark Liver Oil-Cocoa Butter Suppos 0.25-3-85.5%","1.30"
"Phenytoin Chew Tab 50 MG","1.30"
"Phenytoin Chew Tab 50 MG","1.81"
"Phenytoin Sodium Extended Cap 100 MG","1.30"
"Phenytoin Sodium Extended Cap 30 MG","1.30"
"Phenytoin Sodium Inj 50 MG/ML","19.50"
"Phenytoin Sodium Inj 50 MG/ML","22.99"
"Phenytoin Sodium Inj 50 MG/ML","31.35"
"Phenytoin Susp 125 MG/5ML","26.45"
"Phenytoin Susp 125 MG/5ML","1.60"
"Phenytoin Susp 125 MG/5ML","7.07"
"Phenytoin Susp 125 MG/5ML","1.71"
"Phenytoin Susp 125 MG/5ML","1.30"
"Phenytoin Susp 125 MG/5ML","170.23"
"Phenytoin Susp 125 MG/5ML","30.12"
"Physostigmine Salicylate Inj 1 MG/ML","102.26"
"Physostigmine Salicylate Inj 1 MG/ML","97.86"
"Phytonadione Inj 1 MG/0.5ML (2 MG/ML)","199.69"
"Phytonadione Inj 1 MG/0.5ML (2 MG/ML)","44.41"
"Phytonadione Inj 1 MG/0.5ML (2 MG/ML)","42.50"
"Phytonadione Inj 1 MG/0.5ML (2 MG/ML)","41.80"
"Phytonadione Inj 1 MG/0.5ML (2 MG/ML)","22.07"
"Phytonadione Inj 10 MG/ML","42.81"
"Phytonadione Inj 10 MG/ML","41.00"
"Phytonadione Inj 10 MG/ML","42.17"
"Phytonadione Tab 100 MCG","1.30"
"Phytonadione Tab 5 MG","5.68"
"Phytonadione Tab 5 MG","5.65"
"Phytonadione Tab 5 MG","32.46"
"Phytonadione Tab 5 MG","29.61"
"Phytonadione Tab 5 MG","37.22"
"PICC SET 5FR PICS-501-MPIS-NT SINGLE LUMEN","491.00"
"PILLOW INFLATABLE","377.00"
"Pilocarpine HCl Ophth Soln 1%","413.78"
"Pilocarpine HCl Ophth Soln 1%","503.37"
"Pilocarpine HCl Ophth Soln 1%","426.61"
"Pilocarpine HCl Ophth Soln 1%","473.13"
"Pilocarpine HCl Ophth Soln 2%","423.20"
"Pilocarpine HCl Ophth Soln 2%","514.90"
"Pilocarpine HCl Ophth Soln 2%","125.34"
"Pilocarpine HCl Ophth Soln 2%","436.34"
"Pilocarpine HCl Ophth Soln 4%","443.65"
"Pilocarpine HCl Ophth Soln 4%","539.49"
"Pilocarpine HCl Ophth Soln 4%","131.53"
"Pilocarpine HCl Ophth Soln 4%","457.44"
"Pilocarpine HCl Tab 5 MG","1.30"
"Pilocarpine HCl Tab 5 MG","1.50"
"Pilocarpine HCl Tab 5 MG","1.35"
"Pilocarpine HCl Tab 5 MG","1.86"
"Pimecrolimus Cream 1%","1526.27"
"Pimozide Tab 1 MG","2.22"
"PIN  TROC GENESIS 1/8X5","418.00"
"PIN 2.5 X 200MM DWD063","488.00"
"PIN 5 X 180MM 5018-8-180","433.00"
"PIN 5.0MM STEINMANN CENTERAL THREAD  200MM 293.74","383.00"
"PIN 5MM 6MM X 300MM TRANSFIXING","384.00"
"PIN 5X 30MM 7106-5301","484.00"
"PIN ACCESS STEINMANN 3.2MM X 9INCH 110003484","413.00"
"PIN APEX 3 X 110 5038-2-110","226.00"
"PIN APEX 4X120 5023-3-120","348.00"
"PIN APEX 5 X 180MM 5018-3-180","433.00"
"PIN APEX 5X150MM 5018-5-150","373.00"
"PIN APEX 5X180MM 5018-6-180","373.00"
"PIN APEX 5X200MM 5018-5-200","433.00"
"PIN APEX S/D 5 X 120 5018-5-120","433.00"
"PIN APEX S/D THREADED 5 X 120MM 5018-3-120","433.00"
"PIN APEX SHARP HOFFMAN HALF 5X150  5018-6-150","433.00"
"PIN AXIS IJS-E 2.5 X 50MM IJS-EAP-25500","954.00"
"PIN BALL JURGAN 0.062","131.00"
"PIN BALL JURGAN W SERIES .028 W028","152.00"
"PIN BALL JURGAN W SERIES .035 W035","35.00"
"PIN BALL JURGAN W SERIES .045 W045","35.00"
"PIN BENDING FOR 2.4MM LOCKING PLATE","418.00"
"PIN BLOUNT 3  X 110 MM SLFDRLNG 5036-2-110","253.00"
"PIN BLUE 3MM 5027-1-050","143.00"
"PIN BUTTRESS 1.8X16MM","221.00"
"PIN BUTTRESS 1.8X18MM","221.00"
"PIN BUTTRESS 1.8X20MM","221.00"
"PIN BUTTRESS VA LOCKING 1.8 X 16MM 02.210.086","393.00"
"PIN BUTTRESS VA LOCKING STRDRV 1.8 X 12MM 02.210.082","393.00"
"PIN BUTTRESS VA LOCKING STRDRV 1.8 X 14MM 02.210.084","393.00"
"PIN BUTTRESS VA LOCKING STRDRV 1.8 X 18MM 02.210.088","393.00"
"PIN BUTTRESS VA LOCKING STRDRV 1.8 X 20MM 02.210.090","393.00"
"PIN BUTTRESS VA LOCKING STRDRV 1.8 X 22MM 02.210.092","393.00"
"PIN BUTTRESS VA LOCKING STRDRV 1.8 X 24MM 02.210.094","393.00"
"PIN BUTTRESS VA LOCKING STRDRV 1.8 X 26MM 02.210.096","393.00"
"PIN BUTTRESS VA LOCKING STRDRV 1.8 X 28MM 02.210.098","393.00"
"PIN CAP CTA2.4 X 24MM 2235-90-005","230.00"
"PIN CENTERING SPARE FOR HOLLOW REAMER 309.670","400.00"
"PIN CENTRAL THREAD 200MM  5X40MM","402.00"
"PIN CERCLAGE POSIT. 298.802S","354.00"
"PIN CERCLAGE POSITION TITAN","454.00"
"PIN CERCLAGE POSITION TITAN4.5","478.00"
"PIN CERCLAGE THREADED POSITIONING","478.00"
"PIN CLAMP 4 HOLE 7106-7375","1487.00"
"PIN CLAVICLE ASSEMBLY 2.5MM","3212.00"
"PIN CLAVICLE ASSEMBLY 3.8MM","2854.00"
"PIN COLLET","3871.00"
"PIN CRIMP POSITIONING 5MM STAINLESS STEEL 02.221.005S","750.00"
"PIN CRIMP POSITIONING 5MM STERILE TITANIUM 04.221.005S","750.00"
"PIN DISTRACTION 03.820.103","552.00"
"PIN DISTRACTION 14MM U44-640-14S","316.00"
"PIN DRILL HEADLESS 00-5901-020-00","1017.00"
"PIN DRILL SIGMA LCS HIGH PERFORMANCE STERILE 9505-02-300","701.00"
"PIN FIX 2.7X18 JET-X","410.00"
"PIN FIX 2.7X40 JET-X","492.00"
"PIN FIX INVIZIA 07.01595.001","363.00"
"PIN FIX TEMP","399.00"
"PIN FIX TEMPORARY 389.805","1306.00"
"PIN FIXATION  0700175001","322.00"
"PIN FIXATION .125 X 3IN DEPUY 2490-95-000","365.00"
"PIN FIXATION 7080902","389.00"
"PIN FIXATION INVIZIA 07.1595.001","443.00"
"PIN FIXATION PIN-0920-051-001","258.00"
"PIN FIXATION PROVISIONAL 3.5MM X 40MM 7117-3408","492.00"
"PIN FIXATION TEMP. 389.873","409.00"
"PIN FLUTED HEADLESS 1/8 PIN 3.5 LONG ST 7650-2038A","1351.00"
"PIN GUIDE 2.4MM SUTURE EYE AR-1297L","274.00"
"PIN GUIDE 2.5 2307-87-000","259.00"
"PIN GUIDE 3.2 7117-5701","216.00"
"PIN GUIDE 3.2 CALIBRATED","658.00"
"PIN GUIDE 3.2 MM 2810-01-175","402.00"
"PIN GUIDE 3.2 MM X 343 MM 71631436","454.00"
"PIN GUIDE 3.2X300MM","222.00"
"PIN GUIDE BRAD POINT TIP THREADED 3.2MM X 343MM 71674130","458.00"
"PIN GUIDE SCREW 2307-90-014","364.00"
"PIN GUIDE SZ 52MM 2236-00-004","399.00"
"PIN GUIDES CR 00-5970-000-33","682.00"
"PIN HALF 3.0 X 15MM 7106-3151","410.00"
"PIN HALF 3.0 X 20MM 7106-3201","410.00"
"PIN HALF 3.0 X 25MM 7106-3258","403.00"
"PIN HALF 3MM 7106-3152","668.00"
"PIN HALF 3MM 7106-3202","668.00"
"PIN HALF 4 X 30MM 12-2702","764.00"
"PIN HALF 4.5MM X 30MM X 150MM","612.00"
"PIN HALF 4MM X 20MM 7106-4201","383.00"
"PIN HALF 4MM X 30MM 7106-4301","383.00"
"PIN HALF 5 X 30 MM 7106-5302","484.00"
"PIN HALF 5 X 40MM 12-2711","764.00"
"PIN HALF 5 X 45MM 7106-5452","484.00"
"PIN HALF 5.0MM 35MM 7106-5358","534.00"
"PIN HALF 5MMX35MM 7106-5351","484.00"
"PIN HALF 6 X 40MM 7106-5409","534.00"
"PIN HALF 6MM X 25MM X 150MM","624.00"
"PIN HOFFMAN SLF-DRLG 6 X 150MM 5021-7-150","384.00"
"PIN HOFFMAN SLF-DRLG 6 X 150MM 5021-7-200","384.00"
"PIN HOFFMAN SLF-DRLG 6 X 150MM 5021-7-250","482.00"
"PIN HOFFMAN SLF-DRLG 6 X 180MM 5021-7-180","482.00"
"PIN LCP BUTTRESS 1.8 X 22MM 200.195","403.00"
"PIN LCP BUTTRESS 1.8 X 24MM 200.196","403.00"
"PIN LONG PF 7117-3324","397.00"
"PIN ORTHOSORB ARTHROSCOPIC 8410-60","720.00"
"PIN ORTHOSORB ARTHROSCOPIC 8410-70","688.00"
"PIN ORTHOSORB RESPRB 40MMX2.0M 8420-54","899.00"
"PIN P.F. 2.7MM 7117-3583","520.00"
"PIN P.F. 3.5 X 40MM 71173325","447.00"
"PIN P.F. SHORT 7117-3322","397.00"
"PIN PAC 7210154","775.00"
"PIN PASSING 2.4MM","401.00"
"PIN PF 2.7MM 7117-1229","460.00"
"PIN PF 3.5 X 18 MM 7117-5703","486.00"
"PIN PREFIXATION 8796003","395.00"
"PIN RUSH 1 1/2IN SET 5C","79.00"
"PIN RUSH 1 1/4IN SET 5B","79.00"
"PIN RUSH 1 3/4IN SET 5D","79.00"
"PIN RUSH 10 1/4IN SET 2D","229.00"
"PIN RUSH 10IN SET 3M","119.00"
"PIN RUSH 10IN SET 5Y","79.00"
"PIN RUSH 11 3/4IN SET 1B","163.00"
"PIN RUSH 11 3/4IN SET 2F","136.00"
"PIN RUSH 11IN SET 1A","163.00"
"PIN RUSH 11IN SET 2E","136.00"
"PIN RUSH 12 1/2IN SET 1C","163.00"
"PIN RUSH 12 1/2IN SET 2G","136.00"
"PIN RUSH 13 1/4IN SET 1D","163.00"
"PIN RUSH 13 1/4IN SET 2H","136.00"
"PIN RUSH 14 3/4IN SET 1F","163.00"
"PIN RUSH 14IN SET 1E","163.00"
"PIN RUSH 14IN SET 2I","136.00"
"PIN RUSH 15 1/2IN SET 1G","163.00"
"PIN RUSH 16 1/4IN SET 1H","163.00"
"PIN RUSH 17IN SET 1I","163.00"
"PIN RUSH 1IN SET 5A","79.00"
"PIN RUSH 2 1/2IN SET 5G","79.00"
"PIN RUSH 2 1/4IN SET 5F","79.00"
"PIN RUSH 2 3/4IN SET 5H","79.00"
"PIN RUSH 2IN SET 5E","79.00"
"PIN RUSH 3 1/2IN SET 5K","79.00"
"PIN RUSH 3 1/4IN SET 5J","79.00"
"PIN RUSH 3 3/4IN SET 5L","79.00"
"PIN RUSH 3IN SET 5I","79.00"
"PIN RUSH 4 1/2IN SET 3B","93.00"
"PIN RUSH 4 1/2IN SET 5N","79.00"
"PIN RUSH 4IN SET 3A","93.00"
"PIN RUSH 4IN SET 5M","79.00"
"PIN RUSH 5 1/2IN SET 3D","174.00"
"PIN RUSH 5 1/2IN SET 5P","79.00"
"PIN RUSH 5IN SET 3C","114.00"
"PIN RUSH 5IN SET 5O","152.00"
"PIN RUSH 6 1/2IN SET 3F","93.00"
"PIN RUSH 6 1/2IN ST 5R","79.00"
"PIN RUSH 6IN SET 3E","93.00"
"PIN RUSH 6IN SET 5Q","79.00"
"PIN RUSH 7 1/2IN SET 3H","174.00"
"PIN RUSH 7 1/2IN SET 5T","152.00"
"PIN RUSH 7IN SET 3G","93.00"
"PIN RUSH 7IN SET 5S","152.00"
"PIN RUSH 8 1/2IN SET 3J","114.00"
"PIN RUSH 8 1/2IN SET 5V","152.00"
"PIN RUSH 8 3/4IN SET 2B","136.00"
"PIN RUSH 8IN SET 2A","136.00"
"PIN RUSH 8IN SET 3I","114.00"
"PIN RUSH 8IN SET 5U","152.00"
"PIN RUSH 9 1/2IN SET 3L","106.00"
"PIN RUSH 9 1/2IN SET 5X","79.00"
"PIN RUSH 9IN SET 3K","174.00"
"PIN RUSH 9IN SET 5W","79.00"
"PIN SCREW GUIDE 2307-90-004","364.00"
"PIN SELF DRILLING SELF TAP APEX 120MM 5023-5-120","356.00"
"PIN SHANZ AR-8954-01","960.00"
"PIN SHORT 5X35MM 7106-5352","484.00"
"PIN SHORT 5X40MM 7106-5402","484.00"
"PIN SHORT HALF 5X40MM  7106-5401","484.00"
"PIN SLF-DRILLING 5 X 200MM 5018-6-200","373.00"
"PIN SMOOTH TRANSFIX 3X200 5045-200","427.00"
"PIN SPADE STEINMANN 5.0 293.790","383.00"
"PIN SPLITHEX 3.5MM 7117-3488","778.00"
"PIN STEIN 5.0 X 275MM 293.890","383.00"
"PIN STEIN 5.0X250MM  293.53","266.00"
"PIN STEIN 5.O X 300MM","383.00"
"PIN STEIN PL DIA 5/64 SG","85.00"
"PIN STEIN PL DIA SG 3/16","46.00"
"PIN STEINMAN 1/8 12-8106","120.00"
"PIN STEINMAN 2.8 AR-9207","148.00"
"PIN STEINMAN 3/16 12-8136","156.00"
"PIN STEINMAN 3/32 12-8086","120.00"
"PIN STEINMAN 5.0X300MM","266.00"
"PIN STEINMAN 5/32 12-8126","156.00"
"PIN STEINMAN 5/64 12-8076","532.00"
"PIN STEINMAN 7/64 12-8096","120.00"
"PIN STEINMAN 9/64 12-8116","140.00"
"PIN STEINMANN MR CONDITIONAL 4.0 X 180MM 293.67","266.00"
"PIN STEINMANN STYLE 6 4.8MM X 229MM","88.00"
"PIN STERILE THREADED SIGMA 9505-02-302","701.00"
"PIN TEMP 03.613.026","427.00"
"PIN TEMP 201-90026","288.00"
"PIN TEMP 2868-50-200","322.00"
"PIN TEMP FIX","381.00"
"PIN TEMP FIX 1.4MM 58820006","310.00"
"PIN TEMP FIXATION CS 1858","439.00"
"PIN TEMPORARY FIXATION 03.161.057","407.00"
"PIN TEMPORARY FIXATION 1.1MM DC4212","224.00"
"PIN TEMPORARY FIXATION 58820024","224.00"
"PIN THREADED 2.0 300-3500","230.00"
"PIN THREADED 3.2MM 4304-08","244.00"
"PIN THREADED FIX STERILE TRINI","363.00"
"PIN THREADED HEADED SIGMA 9505-02-303","701.00"
"PIN TITANIUM BUTRESS 1.8 MM 401.968.96","227.00"
"PIN TO BAR CLAMP INVERTED","1084.00"
"PIN TO ROD COUP HOFF 4940-001-020","1075.00"
"PIN TRACTION 7106-5503","890.00"
"PIN TRACTION 7106-5507","937.00"
"PIN TRACTION SHORT 7106-5504","890.00"
"PIN TRANSFIX 6.0 225M","386.00"
"PIN TRANSFIXING","433.00"
"PIN TRANSFIXING 4 X 300 5 X 70 5030-7-300","402.00"
"PIN TRANSFIXING 4.5 X 200MM 5030-5-200","402.00"
"PIN TRANSFIXING 4-5 X 250MM 5030-4-250","402.00"
"PIN TRANSFIXING 4X250 5X50","402.00"
"PIN TRANSFIXING 5MM 5015-7-250","433.00"
"PIN TRINICA LUMBAR FIX","426.00"
"PIN TRINICA SELECT 07.00700.701","326.00"
"PIN TROCAR GENESIS 1/8X3","418.00"
"PIN VECTRA TEMPORARY FIXATION 324.101","277.00"
"Pindolol Tab 10 MG","1.30"
"Pindolol Tab 5 MG","1.30"
"PINS 3 X 80MM 5038-5-080","253.00"
"PINS STEINMAN 3/16 X 9","156.00"
"PINS STEINMAN 3/32 X 9","120.00"
"PINS STEINMAN 5/32 X 9","156.00"
"PINS STEINMAN 9/64 X 9","140.00"
"Pioglitazone HCl Tab 15 MG (Base Equiv)","1.30"
"Pioglitazone HCl Tab 15 MG (Base Equiv)","1.79"
"Pioglitazone HCl Tab 15 MG (Base Equiv)","14.31"
"Pioglitazone HCl Tab 15 MG (Base Equiv)","14.25"
"Pioglitazone HCl Tab 30 MG (Base Equiv)","1.30"
"Pioglitazone HCl Tab 30 MG (Base Equiv)","10.94"
"Pioglitazone HCl Tab 45 MG (Base Equiv)","1.30"
"Piperacillin Sod-Tazobactam Na For Inj 3.375 GM (3-0.375 GM)","107.64"
"Piperacillin Sod-Tazobactam Na For Inj 3.375 GM (3-0.375 GM)","102.20"
"Piperacillin Sod-Tazobactam Na For Inj 3.375 GM (3-0.375 GM)","107.65"
"Piperacillin Sod-Tazobactam Na For Inj 3.375 GM (3-0.375 GM)","124.73"
"Piperacillin Sod-Tazobactam Na For Inj 3.375 GM (3-0.375 GM)","114.95"
"Piperacillin Sod-Tazobactam Na For Inj 3.375 GM (3-0.375 GM)","121.01"
"Piperacillin Sod-Tazobactam Na For Inj 3.375 GM (3-0.375 GM)","115.80"
"Piperacillin Sod-Tazobactam Na For Inj 3.375 GM (3-0.375 GM)","144.94"
"Piperacillin Sod-Tazobactam Na For Inj 3.375 GM (3-0.375 GM)","59.57"
"Piperacillin Sod-Tazobactam Na For Inj 3.375 GM (3-0.375 GM)","104.50"
"Piperacillin Sod-Tazobactam Na For Inj 3.375 GM (3-0.375 GM)","120.49"
"Piperacillin Sod-Tazobactam Sod For Inj 2.25 GM (2-0.25 GM)","71.79"
"Piperacillin Sod-Tazobactam Sod For Inj 2.25 GM (2-0.25 GM)","71.76"
"Piperacillin Sod-Tazobactam Sod For Inj 2.25 GM (2-0.25 GM)","68.70"
"Piperacillin Sod-Tazobactam Sod For Inj 2.25 GM (2-0.25 GM)","88.85"
"Piperacillin Sod-Tazobactam Sod For Inj 2.25 GM (2-0.25 GM)","77.02"
"Piperacillin Sod-Tazobactam Sod For Inj 2.25 GM (2-0.25 GM)","57.48"
"Piperacillin Sod-Tazobactam Sod For Inj 2.25 GM (2-0.25 GM)","68.13"
"Piperacillin Sod-Tazobactam Sod For Inj 2.25 GM (2-0.25 GM)","96.63"
"Piperacillin Sod-Tazobactam Sod For Inj 2.25 GM (2-0.25 GM)","80.31"
"Piperacillin Sod-Tazobactam Sod For Inj 4.5 GM (4-0.5 GM)","143.48"
"Piperacillin Sod-Tazobactam Sod For Inj 4.5 GM (4-0.5 GM)","128.11"
"Piperacillin Sod-Tazobactam Sod For Inj 4.5 GM (4-0.5 GM)","143.52"
"Piperacillin Sod-Tazobactam Sod For Inj 4.5 GM (4-0.5 GM)","159.52"
"Piperacillin Sod-Tazobactam Sod For Inj 4.5 GM (4-0.5 GM)","153.30"
"Piperacillin Sod-Tazobactam Sod For Inj 4.5 GM (4-0.5 GM)","79.42"
"Piperacillin Sod-Tazobactam Sod For Inj 4.5 GM (4-0.5 GM)","137.30"
"Piperacillin Sod-Tazobactam Sod For Inj 4.5 GM (4-0.5 GM)","152.58"
"Piperacillin Sod-Tazobactam Sod in Dex IV Sol 3-0.375GM/50ML","48.38"
"Piperacillin Sod-Tazobactam Sod in Dex IV Soln 2-0.25GM/50ML","48.38"
"Piperacillin Sod-Tazobactam Sod in Dex IV Soln 4-0.5GM/100ML","54.40"
"Piroxicam Cap 10 MG","1.30"
"PLACE LCP MEDIAL DISTAL HUMERUS 5 HOLE RT 3.5MM 241.284","2238.00"
"PLAT TI MATRIX MIDFACE ORBITAL PREFORMED SMALL RIGHT 04.503.811","3864.00"
"PLATE","423.00"
"PLATE  37MM 71001-037","2170.00"
"PLATE  COMPR STR MED 2.0 4HL","832.00"
"PLATE  DISTAL RADIUS VOLAR NARROW 3 HOLE AR-8916VNC-03","1972.00"
"PLATE  MEDIAL COLUMN 5HL LEFT","2238.00"
"PLATE  MEDIAL COLUMN 7HL  241.286","2462.00"
"PLATE  MEDIAL DISTAL 7HL","2462.00"
"PLATE  STANDARD ROI-C USED FOR  4.5-7MM HEIGHT CAGES MC1005T","2604.00"
"PLATE  WRIST FUSION SHORT BEND 629589","2977.00"
"PLATE  XTEND 28MM 2LVL 161.228","1984.00"
"PLATE 1 LEVEL 16MM 161.116","1984.00"
"PLATE 1.0 MM SILVER 16 HOLE STRAIGHT 42-1016","1428.00"
"PLATE 1.5 16HOLE STRAIGHT 01-7066","739.00"
"PLATE 1.5 MM STRAIGHT 1312-20-151","978.00"
"PLATE 1.5/ .5 4 HOLE NEURO 01-7359","512.00"
"PLATE 1.5/0.5 18.5 5MM SHUNT 01-7305","648.00"
"PLATE 1.5/0.5 GP LAETASORB FLOOR","1474.00"
"PLATE 1.5MM LCP 4 HOLE WITH GUIDES STERILE 02.114.502S","841.00"
"PLATE 1.5MM LCP 6 HOLE WITH GUIDES STERILE 02.114.504S","841.00"
"PLATE 1.5MM LCP ADAPTION 12 HOLE WITH GUIDES STERILE 02.114.505S","1213.00"
"PLATE 1.5MM LCP ADAPTION 6 HOLE 02.114.003","987.00"
"PLATE 1.5MM LCP ADAPTION 6 HOLE WITH GUIDES STERILE 02.114.503S","1213.00"
"PLATE 1.5MM LCP CONDYLAR 6 HOLE SHAFT/ GUIDES STERILE 02.114.514S","1468.00"
"PLATE 1.5MM LCP EXTENDED H LEFT 02.114.009","998.00"
"PLATE 1.5MM LCP EXTENDED H LEFT WITH GUIDES STERILE 02.114.509S","1226.00"
"PLATE 1.5MM LCP EXTENDED H RIGHT 02.114.010","998.00"
"PLATE 1.5MM LCP T 3H HEAD 8 HOLE SHAFT WITH GUIDES 02.114.506S","1276.00"
"PLATE 1.5MM LCP T 4 HOLE HEAD 8 HOLE SHFT W/GUIDES STRL. 02.114.507S","1276.00"
"PLATE 1.5MM LCP T EH HEAD 8 HOLE SHAFT 02.114.006","1036.00"
"PLATE 1.5MM LCP Y 3H HEAD 8 HOLE SHAFT WITH GUIDES STERILE 02.114.513","1226.00"
"PLATE 1.6MM 16 HOLE THICK 43-1016","2210.00"
"PLATE 1/3 3.5MM TUBULAR LK 6HL","478.00"
"PLATE 1/3 TUBULAR  5 HOLE 7182-9435","225.00"
"PLATE 1/3 TUBULAR 10 HOLE 7180-9010","515.00"
"PLATE 1/3 TUBULAR 12H 241.42","266.00"
"PLATE 1/3 TUBULAR 2H 241.32","210.00"
"PLATE 1/3 TUBULAR 6H 241.36","247.00"
"PLATE 1/3 TUBULAR 7H 241.37","247.00"
"PLATE 1/3 TUBULAR 8 HOLE 71809008","515.00"
"PLATE 1/3 TUBULAR 8H 241.38","256.00"
"PLATE 1/3 TUBULAR 9H 241.39","256.00"
"PLATE 1/8 TUBUAR NONLOCKING 7182-9433","205.00"
"PLATE 10 H RIGHT LATERAL DISTAL FEMUR  71820110S","2674.00"
"PLATE 10 HOLE 135","1406.00"
"PLATE 10 HOLE 150","1406.00"
"PLATE 10 HOLE 7180-1010","2529.00"
"PLATE 100 DEG LT 4 X 6 01-7038","730.00"
"PLATE 100 DEGREE 4 HOLE","1081.00"
"PLATE 10CM","3686.00"
"PLATE 10H 3.5X108X130MM 245.880","1251.00"
"PLATE 10H 3.5X130MM 245.030","1084.00"
"PLATE 10H 3.5X88X130MM 245.910","1251.00"
"PLATE 10HL ANTEROLATERAL LOCK","2911.00"
"PLATE 10MM 71003-010","2170.00"
"PLATE 10MM DOUBLE BEND ARCH","1228.00"
"PLATE 11CM","4262.00"
"PLATE 11H 3.5X143MM 245.031","1146.00"
"PLATE 12 HOLE 135","1406.00"
"PLATE 12 HOLE 150","1406.00"
"PLATE 12 HOLE 7182-0412","4307.00"
"PLATE 12H 3.5X108X156MM 245.882","1352.00"
"PLATE 12H 3.5X156MM 245.032","1188.00"
"PLATE 12HL 220MM LEFT  TIBIAL","2896.00"
"PLATE 130 DEG DHS-DCP SHORT BARRELL 25 MM X 2 HOLES 281.502","1281.00"
"PLATE 130 DEG DHS-DCP SHORT BARRELL 25 MM X 3 HOLES 281.503","1281.00"
"PLATE 130 DEG DHS-DCP SHORT BARRELL 25 MM X 4 HOLES 281.504","1281.00"
"PLATE 130 DEG DHS-DCP SHORT BARRELL 25 MM X 5 HOLES 281.505","1281.00"
