"SVCCD","Description","PRICE1","As of Date"
"1314790","COAG TIME ACTIVATED ",64.75,"12/20/2018"
"1314793","FDP-FSP AGG SLIDE   ",74.00,"12/20/2018"
"1314797","D-DIMER, QUANT      ",813.00,"12/20/2018"
"1314798","FIBRINOGEN ACTIVITY ",185.00,"12/20/2018"
"1314808","FETAL HGB KLEIH-BETK",123.75,"12/20/2018"
"1314809","FETAL HGB, ROSETTE  ",132.25,"12/20/2018"
"1314815","LEUKO ALK PHOS W-COU",137.25,"12/20/2018"
"1314817","MURAMIDASE          ",304.00,"12/20/2018"
"1314820","PLATELET AGGREGATION",325.25,"12/20/2018"
"1314821","PLTT NEUTRALIZATION ",200.50,"12/20/2018"
"1314822","PROTHROMBIN TIME    ",227.25,"12/20/2018"
"1314823","PROTHROMBIN, SUBSTIT",215.00,"12/20/2018"
"1314825","RUSSELL VIPER VEN DI",147.25,"12/20/2018"
"1314828","SED RATE, AUTOMATED ",278.50,"12/20/2018"
"1314829","SICKLE CELL TEST RED",380.25,"12/20/2018"
"1314830","THROMBIN TIME       ",221.25,"12/20/2018"
"1314832","THROMBOPLASTIN INHIB",52.84,"12/20/2018"
"1314833","THROMBOPLAST TIMEPTT",311.50,"12/20/2018"
"1314834","PTT SUBSTITUT       ",294.25,"12/20/2018"
"1314835","VISCOSITY EXAM      ",144.50,"12/20/2018"
"1314838","PHYS BB SERV TRAN RE",259.00,"12/20/2018"
"1314842","SPECIMEN CONCENTRATI",109.00,"12/20/2018"
"1314843","CULTURE BLOOD BACTER",745.75,"12/20/2018"
"1314844","CULT STL BACT W-ISOL",611.25,"12/20/2018"
"1314845","CULT STL BACT EA ADD",611.25,"12/20/2018"
"1314846","CULTURE BACTERIA OTH",209.00,"12/20/2018"
"1314849","CULT BACT ANA ANY SO",469.50,"12/20/2018"
"1314850","CULT ANAERO IDENT EA",219.75,"12/20/2018"
"1314851","CULT AEROBIC IDENTIF",308.25,"12/20/2018"
"1314852","CULTURE SCREEN ONLY ",382.50,"12/20/2018"
"1314854","CULT URINE-COLONY CT",611.25,"12/20/2018"
"1314856","CULT FUNGUS ISOLATIO",120.00,"12/20/2018"
"1314856","CULT SKIN FUNGI     ",120.00,"12/20/2018"
"1314857","CULT FUNGUS ISOLATIO",250.00,"12/20/2018"
"1314858","CULTURE FUNGUS BLOOD",257.25,"12/20/2018"
"1314859","FUNGI IDENTIF YEAST ",244.25,"12/20/2018"
"1314863","CULT MYCOBACTERIA   ",453.00,"12/20/2018"
"1314867","CULT TYPE,IMMUNOLOGI",163.50,"12/20/2018"
"1314877","OVA-PARASITES SMEARS",74.25,"12/20/2018"
"1314881","MICROBE SUSCEPT MIC ",188.50,"12/20/2018"
"1314888","SMEAR,GRAM STAIN    ",259.75,"12/20/2018"
"1314889","SMEAR FLUORES-ACI ST",163.50,"12/20/2018"
"1314890","SMEAR,SPECIAL STAIN ",243.75,"12/20/2018"
"1314891","SMEARWET MOUNT SAL-I",130.50,"12/20/2018"
"1314895","VIRUS INOCULAT TISSU",150.00,"12/20/2018"
"1314897","VIRUS INOCU SHELL VI",123.00,"12/20/2018"
"1314907","LEGION PNEUMOPH AG,I",493.25,"12/20/2018"
"1314914","ANTIB DETECT NOS, IF",410.25,"12/20/2018"
"1314920","CRYPTOSPOR AG,EIA   ",163.50,"12/20/2018"
"1314925","HPYLORI,STOOL,EIA   ",117.25,"12/20/2018"
"1314927","HBSAG               ",453.00,"12/20/2018"
"1314929","HBEAG               ",335.00,"12/20/2018"
"1314931","HISTOPLASM CAPSU AGE",373.50,"12/20/2018"
"1314936","ROTAVIRUS AG,EIA    ",259.75,"12/20/2018"
"1314937","SHIGA-LIKE TOX AG,EI",212.50,"12/20/2018"
"1314939","AG DETEC NOS,EIA MUL",617.00,"12/20/2018"
"1314946","LYME DIS DNA AMP PRO",1105.25,"12/20/2018"
"1314952","CHLMYD PNEUM DNA AMP",191.25,"12/20/2018"
"1314955","CHLMYD TRACH DNA AMP",688.00,"12/20/2018"
"1314958","CYTOMEG DNA AMP PROB",315.50,"12/20/2018"
"1314959","CYTOMEG DNA QUANT   ",410.75,"12/20/2018"
"1314965","HEPATITIS B,DNA QNT ",1229.25,"12/20/2018"
"1314967","HEPATITIS C,RNA,AMPP",435.50,"12/20/2018"
"1314968","HEPATITIS C,RNA,QUAN",1270.00,"12/20/2018"
"1314973","HSV, DNA, AMP PROBE ",1917.50,"12/20/2018"
"1314979","HIV-1, DNA,AMP PROBE",250.75,"12/20/2018"
"1314980","HIV-1, DNA, QUANT   ",1577.50,"12/20/2018"
"1314991","M.TUBERCULO,DNA,AMPP",390.50,"12/20/2018"
"1314997","M.PNEUM,DNA,AMP PROB",899.25,"12/20/2018"
"1315000","N.GONORRHO,DNA,AMPPR",729.50,"12/20/2018"
"1315009","DETECT AGNTNOS,DNAAM",1302.50,"12/20/2018"
"1315010","DETECT AGNT NOS,DNAQ",889.25,"12/20/2018"
"1315012","DETECT AGT MULT,DNAA",403.00,"12/20/2018"
"1315015","INFLU B ASSAY W-OP  ",339.75,"12/20/2018"
"1315015","INFLUENZA ASSAY W-OP",339.75,"12/20/2018"
"1315018","STREP A ASSAY W-OPTI",503.00,"12/20/2018"
"1315019","AGENT NOS ASSAY W-OP",198.00,"12/20/2018"
"1315020","GI PATH AMP PRB 3-5 ",195.50,"12/20/2018"
"1315020","GI PATH AMP PRB 6-11",195.50,"12/20/2018"
"1315020","GI PATH AMP PRB12-25",195.50,"12/20/2018"
"1315020","HPV HIGH RISK TYPES ",195.50,"12/20/2018"
"1315020","HPV LOW RISK TYPES  ",195.50,"12/20/2018"
"1315020","HPV TYPE 16 18 W 45 ",195.50,"12/20/2018"
"1315020","MICROBIOLOGY PROCEDU",195.50,"12/20/2018"
"1315021","UA, NONAUTO W-SCOPE ",327.75,"12/20/2018"
"1315022","UA, AUTO W-SCOPE    ",327.75,"12/20/2018"
"1315023","UA NONAUTO W-O SCOPE",58.25,"12/20/2018"
"1315024","UA, AUTO, W-O SCOPE ",58.25,"12/20/2018"
"1315027","MICROSCOPIC EX OF UR",91.50,"12/20/2018"
"1315029","URINE PREG TEST QL  ",310.00,"12/20/2018"
"1315030","URINALYSIS,VOL MEASU",107.00,"12/20/2018"
"1315033","GENOTYPE,DNA,HIV REV",1479.75,"12/20/2018"
"1315034","GENOTYPE,DNA,HEPAT C",2260.25,"12/20/2018"
"1315037","CELL CTW-ODIF BODYFL",221.25,"12/20/2018"
"1315038","CELL CTW-DIF BODYFLU",359.00,"12/20/2018"
"1315076","NATRIURETIC PEPTIDE ",354.75,"12/20/2018"
"1315079","CBC-PLT AUTORP CDM  ",255.25,"12/20/2018"
"1315081","VIRUS ISOLATION GEN ",612.00,"12/20/2018"
"1315084","LEUKOCY ASSES FEC QL",247.50,"12/20/2018"
"1315091","PROT TOTL RANDOM URI",134.50,"12/20/2018"
"1315092","PROTEIN TOT OTHR SRC",134.50,"12/20/2018"
"1315097","INFAGT DT QLSQT GIAR",805.75,"12/20/2018"
"1315123","BLD OCC NON CA SCREE",83.25,"12/20/2018"
"1315126","LIPOPROTEIN  A      ",74.50,"12/20/2018"
"1315127","LIPOPROT BLD BY NMR ",181.50,"12/20/2018"
"1315133","CCP ANTIBODY        ",506.50,"12/20/2018"
"1315134","TB TEST CELL IM MEAS",356.50,"12/20/2018"
"1315137","SMEAR COMPLEX STN   ",103.25,"12/20/2018"
"1315138","PHENOTYPE INFECT DRG",1321.00,"12/20/2018"
"1315146","WEST NILE VIR AB IGM",150.25,"12/20/2018"
"1315147","WEST NILE VIR AB    ",150.25,"12/20/2018"
"1315148","ASPERGILLUS AG EIA  ",488.25,"12/20/2018"
"1315149","ENTEROVIRUS,DNA, PRO",2121.00,"12/20/2018"
"1315151","MR-STAPH,DNA,PROBE  ",258.50,"12/20/2018"
"1315153","TRICHOMONAS W-OPTIC ",113.25,"12/20/2018"
"1315157","VENIPUNCTURE,ROUTINE",69.25,"12/20/2018"
"1315669","RBC PRETREAT W-INHIB",688.00,"12/20/2018"
"1315822","GENTAMICIN          ",260.25,"12/20/2018"
"1315826","VANCOMYCIN          ",215.00,"12/20/2018"
"1315834","CHLORIDE URINE RAN  ",131.50,"12/20/2018"
"1315845","PH FLUID,NOS        ",77.75,"12/20/2018"
"1315863","AMIKACIN            ",260.25,"12/20/2018"
"1315878","ARSENIC             ",329.75,"12/20/2018"
"1315881","COPPER SERUM        ",103.00,"12/20/2018"
"1315893","HEMOGLOBIN A1C      ",192.50,"12/20/2018"
"1316323","BASIC META W-ION CA ",490.00,"12/20/2018"
"1316335","CALPROTECTIN FECAL  ",480.25,"12/20/2018"
"1316342","BASIC METABO CA TOTA",490.00,"12/20/2018"
"1316344","SEMEN ANYL PRES-M-S ",368.50,"12/20/2018"
"1316359","ACETON-KETON SERM QT",128.75,"12/20/2018"
"1316361","HCG QUANT           ",902.50,"12/20/2018"
"1316362","GLU,HOME USE DIAGNOS",88.25,"12/20/2018"
"1316364","CRYSTAL ID,TISSUE,FL",286.25,"12/20/2018"
"1316373","CLOTTING FUNCT ACTIV",617.75,"12/20/2018"
"1316382","PROCALCITONIN PCT   ",167.25,"12/20/2018"
"1316386","PAMG-1 QUALITATIVE  ",370.50,"12/20/2018"
"1316416","DNA-RNA AMPLI PROBE ",390.50,"12/20/2018"
"1316418","C DIFF AMPLI PROBE  ",258.50,"12/20/2018"
"1316422","HEXAGONAL PHOSPHOLIP",203.25,"12/20/2018"
"1316430","HIV-1 AB EIA        ",191.75,"12/20/2018"
"1316430","HIV-2 AB EIA        ",191.75,"12/20/2018"
"1316431","HIV-1 AB EIA        ",191.75,"12/20/2018"
"1316431","HIV-2 AB EIA        ",191.75,"12/20/2018"
"1316444","RESP VIRUS 12-25 TAR",2372.75,"12/20/2018"
"1316449","VALPROIC ACID TOTAL ",626.25,"12/20/2018"
"1316450","BLD TYPE DONOR EA AG",308.25,"12/20/2018"
"1316452","DIGOXIN TOTAL       ",187.50,"12/20/2018"
"1316454","VENIPUN SNF HHA ONLY",59.25,"12/20/2018"
"1316531","HIV1 AG 12 AB SCR OP",738.00,"12/20/2018"
"1316531","HIV1 AG W HIV 1 2 AB",738.00,"12/20/2018"
"1316535","GABAPENTIN QT       ",308.25,"12/20/2018"
"1316536","LAMOTRIGINE QT      ",308.25,"12/20/2018"
"1316537","LEVETIRACETAM QT    ",308.25,"12/20/2018"
"1316538","MYCOPENOLATE QT     ",105.00,"12/20/2018"
"1316539","OXCARBAEPINE QT     ",769.50,"12/20/2018"
"1316541","ZONISAMIDE QT       ",769.50,"12/20/2018"
"1316553","COL CHRM NODRG EA   ",113.00,"12/20/2018"
"1316600","PRS DRG IA ANAZ     ",1829.25,"12/20/2018"
"1316687","ANTIEPILP NOS MS 1-3",114.50,"12/20/2018"
"1316693","BENZODIAZ MS 1-12   ",716.50,"12/20/2018"
"1316701","SKEL MSCL RLX MS 1-2",666.25,"12/20/2018"
"1316704","DEF DRUG NOS MS 1-3 ",616.50,"12/20/2018"
"1316709","ALLG SPEC IGE REC EA",173.75,"12/20/2018"
"1317002","BCR-ABL1 MAJOR QL-QN",942.00,"12/20/2018"
"1317003","BCR-ABL1 MINOR QL-QN",888.75,"12/20/2018"
"1317006","BRAF GENE ANALY V600",1016.75,"12/20/2018"
"1317014","CFTR GENE ANALY CV  ",17869.50,"12/20/2018"
"1317019","CYP2C19 GENE ANALY C",5623.75,"12/20/2018"
"1317024","F2 GEN ANALY 20210GA",1944.75,"12/20/2018"
"1317025","F5 GENE ANALY LEID V",2094.00,"12/20/2018"
"1317033","HFE GENE ANALY CV   ",4836.00,"12/20/2018"
"1317044","JAK2 GEN ANALY V617F",1549.50,"12/20/2018"
"1317045","KRAS VARIANTS 12-13 ",1749.00,"12/20/2018"
"1317060","MICROSAT INSTAB VAR ",1935.50,"12/20/2018"
"1317081","HLA1 TYP LR 1 AG EA ",2114.00,"12/20/2018"
"1317084","HLA2 TYP LR 1 AG EA ",528.00,"12/20/2018"
"1317088","HLA1 TYP HR 1 AL EA ",1205.50,"12/20/2018"
"1317090","HLA2 TYP HR 1 AL EA ",5423.75,"12/20/2018"
"1317092","MOLEC PATH LEV 2    ",1944.75,"12/20/2018"
"1317094","MOLEC PATH LEV 4    ",5326.75,"12/20/2018"
"1317104","EGFR GENE COM VAR   ",4894.25,"12/20/2018"
"1317114","UNLIST MOLEC PATH   ",1831.75,"12/20/2018"
"1317505","FET ANEUP GSA PN    ",1831.75,"12/20/2018"
"1317522","BRCA1 2 SEQ FULL DD ",2120.00,"12/20/2018"
"1321004","BONE MARROW INTERPRE",1444.25,"12/20/2018"
"1321023","CYTOPATH CONCENT TEC",464.75,"12/20/2018"
"1321027","CYTOPATH C-V INTERPR",134.50,"12/20/2018"
"1321044","CYTOPATH EVAL OF FNA",591.25,"12/20/2018"
"1321045","CYTOP EVAL,FNA,REPOR",511.00,"12/20/2018"
"1321046","CELL MRK STDY CY-DNA",2282.25,"12/20/2018"
"1321048","TISSUE CULT LYMPHOCY",1838.50,"12/20/2018"
"1321051","TISSUE CULT BONEMARR",1465.25,"12/20/2018"
"1321058","CHROMOSOME ANALYS  5",8839.00,"12/20/2018"
"1321059","CHROMOSOME ANAL15-20",8171.00,"12/20/2018"
"1321064","CYTOGENETICS DNA-PRO",367.75,"12/20/2018"
"1321067","CYTOGENETICS 25-99  ",628.75,"12/20/2018"
"1321068","CYTOGENETICS 100-300",628.75,"12/20/2018"
"1321069","CHROMOSOME KARYOT ST",356.25,"12/20/2018"
"1321075","SURG PATH GROSS LVL1",132.25,"12/20/2018"
"1321076","SURG PATH GROSS LVL2",244.25,"12/20/2018"
"1321077","SURG PATH GROSS LVL3",391.25,"12/20/2018"
"1321078","SURG PATH GROSS LVL4",632.25,"12/20/2018"
"1321079","SURG PATH GROSS LVL5",834.00,"12/20/2018"
"1321080","SURG PATH GROSS LVL6",1226.50,"12/20/2018"
"1321081","DECALCIFY TISSUE    ",91.50,"12/20/2018"
"1321082","SPECIAL STAINS GRP 1",260.25,"12/20/2018"
"1321083","SPECIAL STAINS GRP 2",442.00,"12/20/2018"
"1321084","HISTOCHEMICAL STAIN ",429.25,"12/20/2018"
"1321086","ENZYME HISTOCHEMISTR",1137.75,"12/20/2018"
"1321091","PATH CONSULT INT-1BL",644.50,"12/20/2018"
"1321092","PATH CONSULT-INTRADD",184.00,"12/20/2018"
"1321096","ELECTRON MICROSCOPY ",2131.25,"12/20/2018"
"1321114","CYTOPATH FLD NOT V-C",160.75,"12/20/2018"
"1321118","FLOWCYTOMET-TC,1 MRK",495.75,"12/20/2018"
"1321119","FLOWCYTOMETRY-TC,ADD",495.75,"12/20/2018"
"1321128","INOP CYTOPAT CNSLT 1",1444.25,"12/20/2018"
"1321152","PAP THINLAY LIQ DIAG",336.00,"12/20/2018"
"1321157","CHROMOSOME ANAL20-25",716.00,"12/20/2018"
"1321158","MICROSLIDE-CONSULN-P",123.25,"12/20/2018"
"1321159","MICROSLID CONSUL-W-P",451.25,"12/20/2018"
"1321188","1ST SEP ID AB       ",1188.25,"12/20/2018"
"1321189","ICC ADD AB PER SLIDE",1188.25,"12/20/2018"
"1321193","ICC MLTPX AB ST     ",968.50,"12/20/2018"
"1321194","TUMOR IHC QT MAN    ",389.25,"12/20/2018"
"1321195","TUMOR IHC QT UTO    ",389.25,"12/20/2018"
"1321196","TIS HYBRD SPEC INIT ",175.00,"12/20/2018"
"1321197","TIS HYBRD AD SNG PRB",127.25,"12/20/2018"
"1321204","INS HYBR MAN MUL PR ",837.25,"12/20/2018"
"1321205","IMF SPEC 1ST AB ST  ",362.75,"12/20/2018"
"1321206","IMF/SPEC ADD AB ST  ",362.75,"12/20/2018"
"1331037","S-H CRYO EACH UNIT  ",673.00,"12/20/2018"
"1331038","S-H RBC LEUKO REDU  ",2682.75,"12/20/2018"
"1331038","UNIT RBC LEUKO REDU ",2682.75,"12/20/2018"
"1331049","S-H PLAT PHERE L-R  ",7531.75,"12/20/2018"
"1331051","S-H PLAT A-P L-R IRR",3346.00,"12/20/2018"
"1331053","S-H RBC DEGLY       ",2756.75,"12/20/2018"
"1331054","S-H RBC L-R IRRAD   ",3139.00,"12/20/2018"
"1331072","S-H FFP BTWN8-24HREA",900.00,"12/20/2018"
"1331078","S-H BLOOD SPLIT UNIT",1570.25,"12/20/2018"
"135120","R&B M/S SEMI PRIVATE",2616.25,"12/20/2018"
"135207","R&B SEMI PVT TELEM  ",3687.00,"12/20/2018"
"1374026","CARBAMAZEPINE TOTAL ",693.75,"12/20/2018"
"1374039","LITHIUM             ",391.25,"12/20/2018"
"1374042","PHENYTOIN TOTAL     ",622.25,"12/20/2018"
"1374109","ELECTROLYTE PANEL   ",309.00,"12/20/2018"
"1374110","COMP METAB PANEL    ",562.75,"12/20/2018"
"1374115","HEPATIC FUNCTION PAN",490.00,"12/20/2018"
"1374135","AMMONIA             ",283.00,"12/20/2018"
"1374138","AMYLASE             ",353.00,"12/20/2018"
"1374153","BILIRUBIN DIRECT    ",102.75,"12/20/2018"
"1374156","BLD OCCULT FECES 1-3",88.25,"12/20/2018"
"1374213","CPK TOTAL           ",306.50,"12/20/2018"
"1374215","CPK MB FRACTION     ",463.00,"12/20/2018"
"1374217","CREATININE BLOOD    ",107.00,"12/20/2018"
"1374278","GLUCOSE, BODY FLUID ",131.50,"12/20/2018"
"1374280","GLUCOSE, QUANT      ",123.75,"12/20/2018"
"1374346","LACTIC ACID         ",225.25,"12/20/2018"
"1374347","LACTATE DEHYDROLDH  ",123.75,"12/20/2018"
"1374358","LIPASE              ",374.50,"12/20/2018"
"1374365","MAGNESIUM           ",175.25,"12/20/2018"
"1374425","PHOSPHORUS, BLOOD   ",108.00,"12/20/2018"
"1374433","POTASSIUM SER PL WB ",123.75,"12/20/2018"
"1374490","THYROID STIM TSH    ",429.25,"12/20/2018"
"1374502","TROPONIN,QNT        ",596.50,"12/20/2018"
"1374508","UREA NITROGEN,QUAN  ",131.50,"12/20/2018"
"1374512","URIC ACID, BLOOD    ",131.50,"12/20/2018"
"1374529","HCG, QUAL           ",329.50,"12/20/2018"
"1374594","RSV ASSAY W-OPTIC   ",780.25,"12/20/2018"
"1374609","HETEROPHILE AB SCREE",323.25,"12/20/2018"
"1374753","CBC W-PLT AUTO COMPD",511.50,"12/20/2018"
"1374754","CBC W-PLT           ",377.75,"12/20/2018"
"1374757","RETIC COUNT, FLOW   ",88.25,"12/20/2018"
"1374797","D-DIMER, QUANT      ",813.00,"12/20/2018"
"1374798","FIBRINOGEN ACTIVITY ",185.00,"12/20/2018"
"1374822","PROTHROMBIN TIME    ",227.25,"12/20/2018"
"1374828","SED RATE, AUTOMATED ",278.50,"12/20/2018"
"1374833","THROMBOPLAST TIMEPTT",311.50,"12/20/2018"
"1375018","STREP A ASSAY W-OPTI",503.00,"12/20/2018"
"1375029","URINE PREG TEST QL  ",310.00,"12/20/2018"
"1375076","NATRIURETIC PEPTIDE ",354.75,"12/20/2018"
"1375092","PROTEIN TOT OTHR SRC",134.50,"12/20/2018"
"1375153","TRICHOMONAS W-OPTIC ",113.25,"12/20/2018"
"1375157","VENIPUNCTURE,ROUTINE",69.25,"12/20/2018"
"1376342","BASIC METABO CA TOTA",490.00,"12/20/2018"
"1376359","ACETON-KETON SERM QT",128.75,"12/20/2018"
"1376361","HCG QUANT           ",902.50,"12/20/2018"
"1376362","GLU,HOME USE DIAGNOS",88.25,"12/20/2018"
"1376449","VALPROIC ACID TOTAL ",626.25,"12/20/2018"
"1376452","DIGOXIN TOTAL       ",187.50,"12/20/2018"
"1376600","PRS DRG IA ANAZ     ",1829.25,"12/20/2018"
"1410001","OTH STER SUPP LVL 1 ",36.75,"12/20/2018"
"1410002","OTH STER SUPP LVL 2 ",449.00,"12/20/2018"
"1410003","OTH STER SUPP LVL 3 ",749.00,"12/20/2018"
"1410004","OTH STER SUPP LVL 4 ",1048.00,"12/20/2018"
"1410005","OTH STER SUPP LVL 5 ",1348.00,"12/20/2018"
"1410006","OTH STER SUPP LVL 6 ",1648.00,"12/20/2018"
"1410007","OTH STER SUPP LVL 7 ",1948.00,"12/20/2018"
"1410008","OTH STER SUPP LVL 8 ",2247.00,"12/20/2018"
"1410009","OTH STER SUPP LVL 9 ",2996.00,"12/20/2018"
"1410010","OTH STER SUPP LVL 10",4194.00,"12/20/2018"
"1410011","OTH STER SUPP LVL 11",5393.00,"12/20/2018"
"1410012","OTH STER SUPP LVL 12",7704.00,"12/20/2018"
"1410013","OTH STER SUPP LVL 13",10700.00,"12/20/2018"
"1410014","OTH STER SUPP LVL 14",19259.00,"12/20/2018"
"1410015","OTH STER SUPP LVL 15",27389.00,"12/20/2018"
"1410016","OTH STER SUPP LVL 16",59943.00,"12/20/2018"
"1410018","OTH STER SUPP LVL 18",79500.00,"12/20/2018"
"1410023","TUBE DRAIN CATH 3   ",419.00,"12/20/2018"
"1410024","TUBE DRAIN CATH 4   ",749.00,"12/20/2018"
"1410025","TUBE DRAIN CATH 5   ",1048.00,"12/20/2018"
"1410026","TUBE DRAIN CATH 6   ",5649.00,"12/20/2018"
"1410038","AICD DUAL CHAMBER L4",77034.00,"12/20/2018"
"1410039","AICD DUAL CHAMBER L5",99999.99,"12/20/2018"
"1410043","LEAD LT VENT COR LV3",14979.00,"12/20/2018"
"1410047","PMKR SINGL RATE-RSL2",25678.00,"12/20/2018"
"1410048","PMKR SINGL RATE-RSL3",51356.00,"12/20/2018"
"1410052","LEAD PMKR NON-TRN L2",7704.00,"12/20/2018"
"1410053","LEAD PMKR NON-TRN L3",12900.75,"12/20/2018"
"1410055","LEAD PMKR NON-TRN L5",18777.75,"12/20/2018"
"1410064","LEAD AICD ENDO SN L4",36796.00,"12/20/2018"
"1410065","LEAD AICD ENDO SN L5",37435.00,"12/20/2018"
"1410066","PMKR DUAL RATE-RS L2",25678.00,"12/20/2018"
"1410067","PMKR DUAL RATE-RS L3",51356.00,"12/20/2018"
"1410074","LEAD AICD END DUL L4",25678.00,"12/20/2018"
"1410103","CATH-ANGIO NONLSR L3",11165.00,"12/20/2018"
"1411002","AICD OHR THN SGL/DU2",89872.00,"12/20/2018"
"1411003","AICD OHR THN SGL/DU3",99999.99,"12/20/2018"
"1411401","EMBOLIZATION COIL 1 ",389.00,"12/20/2018"
"1411431","IMPLANT OTHER LVL 1 ",599.00,"12/20/2018"
"1411432","IMPLANT OTHER LVL 2 ",2097.00,"12/20/2018"
"1411433","IMPLANT OTHER LVL 3 ",4494.00,"12/20/2018"
"1411434","IMPLANT OTHER LVL 4 ",7704.00,"12/20/2018"
"1411435","IMPLANT OTHER LVL 5 ",14979.00,"12/20/2018"
"1413001","ADHESION BARRIER1   ",1198.00,"12/20/2018"
"1413006","AICD SINGLE CHAMBER2",95655.00,"12/20/2018"
"1413038","CATH BAL DIL NONVAS1",3152.00,"12/20/2018"
"1413039","CATH BAL DIL NONVAS2",15181.00,"12/20/2018"
"1413042","CATH EP 19 OR FEW 1 ",1498.00,"12/20/2018"
"1413047","CATH EP DIG/ABL 3D 2",11834.00,"12/20/2018"
"1413056","CATH PACNG TRANSESO1",1550.50,"12/20/2018"
"1413057","CATH SUPRPUBC-CYSTO1",1798.00,"12/20/2018"
"1413067","CATH URETERAL 1     ",599.00,"12/20/2018"
"1413121","EAR TUBES DRAINAGE 1",300.00,"12/20/2018"
"1413124","EVENT RECRDR CARDIAC",39495.00,"12/20/2018"
"1413143","CATH EP 19 OR FEW 2 ",4494.00,"12/20/2018"
"1413183","LEAD PMKR NON-TRN L1",2996.00,"12/20/2018"
"1413189","MATRL FOR VOCAL CORD",5087.00,"12/20/2018"
"1413211","PATIENT PROGR NEURO2",12839.00,"12/20/2018"
"1413258","STNT NONCOR TM W/O 1",599.00,"12/20/2018"
"1413323","CATH BAL DIL NONVAS3",2996.00,"12/20/2018"
"1413324","CATH BAL DIL NONVAS4",4326.00,"12/20/2018"
"1413343","CATH EP 19 OR FEW 3 ",2731.00,"12/20/2018"
"1413353","INTERSPINOUS IMPL L3",18996.00,"12/20/2018"
"1414001","ANCHOR/SCRW LEVEL 1 ",210.00,"12/20/2018"
"1414002","ANCHOR/SCRW LEVEL 2 ",510.00,"12/20/2018"
"1414003","ANCHOR/SCRW LEVEL 3 ",809.00,"12/20/2018"
"1414004","ANCHOR/SCRW LEVEL 4 ",1258.00,"12/20/2018"
"1414005","ANCHOR/SCRW LEVEL 5 ",1798.00,"12/20/2018"
"1414006","ANCHOR/SCRW LEVEL 6 ",2547.00,"12/20/2018"
"1414007","ANCHOR/SCRW LEVEL 7 ",3594.00,"12/20/2018"
"1414008","ANCHOR/SCRW LEVEL 8 ",4793.00,"12/20/2018"
"1414009","ANCHOR/SCRW LEVEL 9 ",5393.00,"12/20/2018"
"1414010","ANCHOR/SCRW LEVEL 10",7447.00,"12/20/2018"
"1414011","ANCHOR/SCRW LEVEL 11",9501.00,"12/20/2018"
"1414012","ANCHOR/SCRW LEVEL 12",10700.00,"12/20/2018"
"1414013","ANCHOR/SCRW LEVEL 13",14979.00,"12/20/2018"
"1414014","ANCHOR/SCRW LEVEL 14",21398.00,"12/20/2018"
"1414015","ANCHOR/SCRW LEVEL 15",23966.00,"12/20/2018"
"1414016","ANCHOR/SCRW LEVEL 16",30814.00,"12/20/2018"
"1414017","ANCHOR/SCRW LEVEL 17",39373.00,"12/20/2018"
"1414050","BONE CEMENT 1       ",228.00,"12/20/2018"
"1414052","BONE CEMENT 3       ",1533.00,"12/20/2018"
"1414053","BONE CEMENT 4       ",3507.00,"12/20/2018"
"1414054","BONE CEMENT 5       ",10055.00,"12/20/2018"
"1414100","BREAST IMPLANT 1    ",2580.25,"12/20/2018"
"1414103","BREAST IMPLANT 4    ",9222.00,"12/20/2018"
"1414175","CATH HEMODIAL LT 1  ",2397.00,"12/20/2018"
"1414176","CATH HEMODIAL LT 2  ",9150.00,"12/20/2018"
"1414177","CATH HEMODIAL ST 1  ",516.25,"12/20/2018"
"1414178","CATH HEMODIAL ST 2  ",1978.00,"12/20/2018"
"1414200","CATH INTRAVAS ULTRA1",12839.00,"12/20/2018"
"1414201","CATH INTRAVAS ULTRA2",18842.25,"12/20/2018"
"1414225","CATH OCCLUSION 2    ",4194.00,"12/20/2018"
"1414249","CATH THRMB/EMBOL 1  ",1198.00,"12/20/2018"
"1414250","CATH THRMB/EMBOL 2  ",2996.00,"12/20/2018"
"1414251","CATH THRMB/EMBOL 3  ",7704.00,"12/20/2018"
"1414252","CATH THRMB/EMBOL 4  ",11057.75,"12/20/2018"
"1414276","CATH TRNS ARTHR DIR2",20678.50,"12/20/2018"
"1414278","CATH TRNS ARTHR DIR4",38154.00,"12/20/2018"
"1414286","CATH TRNS ARTHR ROT2",23460.50,"12/20/2018"
"1414287","CATH TRNS ARTHR ROT3",15772.00,"12/20/2018"
"1414300","CATH TRNSLUM ANG LA1",9245.00,"12/20/2018"
"1414325","CATH-ANGIO LEVEL 1  ",599.00,"12/20/2018"
"1414326","CATH-ANGIO LEVEL 2  ",2097.00,"12/20/2018"
"1414327","CATH-ANGIO LEVEL 3  ",3894.00,"12/20/2018"
"1414329","CATH-ANGIO LEVEL 5  ",11179.00,"12/20/2018"
"1414330","CATH-ANGIO LEVEL 6  ",13538.00,"12/20/2018"
"1414350","CATH-DRAINAG LEVEL 1",149.00,"12/20/2018"
"1414351","CATH-DRAINAG LEVEL 2",749.00,"12/20/2018"
"1414352","CATH-DRAINAG LEVEL 3",2097.00,"12/20/2018"
"1414353","CATH-DRAINAG LEVEL 4",3894.00,"12/20/2018"
"1414356","CATH-DRAINAG LEVEL 7",7519.50,"12/20/2018"
"1414375","CATHETER GUIDING 1  ",599.00,"12/20/2018"
"1414376","CATHETER GUIDING 2  ",4020.00,"12/20/2018"
