"Item","Description","2019 PRICE"
27801329,"HC TUBE GASTRO REPLACEMENT 12FR",181.12
27801332,"HC BALLOON FIXED WIRE 8/10",528.7572
27801333,"HC BALLOON FIXED WIRE 10/12",528.7572
27801334,"HC BALLOON FIXED WIRE 12/15",528.7572
27801335,"HC KIT COLON DECOMPRESSION 14FR",410.35
27801336,"HC LIGATOR SUPERVIEW 5 BAND 4225",656.74395
27801337,"HC PEG GASTRODOME 24FR PULL",167.253
27801338,"HC KIT SILICON PEG PULL 28FR",710.33
27801339,"HC DILATOR BALLOON CRE 121315",603.356
27801340,"HC DILATOR CRE 151618",528.7572
27801341,"HC DILATOR CRE 181920",528.7572
27801342,"HC DILATOR BLN CRE15X18 180CM",603.356
27801343,"HC DILATOR BLN CRE 18X20 180CM",650.9
27801354,"HC VENTRICULAR ASSIST DEVICE - IMPELLA CP  3.5 LITER",44000
27801355,"HC VENTRICULAR ASSIST DEVICE - IMPELLA  2.5 LITER",44000
27801356,"HC CATH ARTHERECTOMY DIRECTIONAL",5544
27801357,"HC BALOON CUTTING",2617.75
27801358,"HC CATH IABP 7.5F X 34CC",2122.5
27801359,"HC CATH IABP MEGA 8FR X 50CC",2854.93
27801360,"HC BALLOON MOMA 9FR 95CM",3718
27801361,"HC BALLOON GATEWAY",2365
27801362,"HC STENT GRAFT BALLOON",1259.35
27801363,"HC DES BALLOON TYPE 1",4397.8
27801364,"HC DES BALLOON TYPE 2",4950
27803108,"HC CATHETER BALLOON PACE 5FR",735.8
27803109,"HC CATHETER LUMAN INTERVEN DOUBL CATHETER CV 7FR",67.6962036
27803110,"HC CATHETER UMBILICAL 3.5 FR 15IN 1 LUM",32.307563
27803111,"HC CATHETER UMBILICAL 3.5FR DUAL  15IN 2 LUM",81.146288
27803112,"HC CATHETER UMBILICAL 5FR DUAL 15IN 2 LUM LL",81.146288
27803113,"HC CATHETER UMBILICAL W/LUER-LOK 5FR 15IN 1 LUM LL",32.3074215
27803114,"HC DEVICE CHEST MINI DRAIN",175.796722833333
27803115,"HC KIT CL TRIPLE LUMEN CT-RATED 7FR 18GA 20CM",313.8067008
27803116,"HC KIT PEG ENDOVIVE 20FR",249.33715
27803117,"HC KIT PNEUMOTHORAX #AK-01500",285.264
27803118,"HC KIT THORACENTESIS  7.5IN 8FR 22GA",87.256541
27803119,"HC TRAY CHEST TUBE INSERTION",61.451469
27803120,"HC TUBE PEG 20FR W/O BALLOON TUBE",147.16
27803121,"HC PROVENA 4 FR PICC",678.4925
27803122,"HC PROVENA 3 FR PICC",658.4278
27803123,"HC KIT HEMODIALYSIS 14FR",430.16
27803125,"HC CATH IVUS PIONEER PLUS",6369
27803126,"HC KIT ACCUCATH 18GX1.25""",62.26
27803127,"HC KIT ACCUCATH 20GX1.25""",62.26
27803128,"HC KIT ACCUCATH 22GX1.25""",62.26
27803129,"HC KIT ACCUCATH 18GX2.25""",118.86
27803130,"HC KIT ACCUCATH 20GX2.25""",118.86
27803131,"HC KIT HEMODIALYSIS 14 FR X 15 CM",430.14868
27803132,"HC KIT HEMODIALYSIS 14 FR X 20 CM",430.14868
27803133,"HC DRESSING ADAPTIC NON-ADH 3X8",2.59746833333333
27803134,"HC DRESSING GEL SOLOSITE 3OZ",13.7958255
27803135,"HC GEL WOUND COLLAGEN 3 OZ",9.5194125
27900015,"HC AMDIN SET NEBULIZER DISP",2.09
27900042,"HC INDWELLING CATH FOLEY",25.5
27900043,"HC INDWELLING CATHETER",94.07
27900045,"HC URINARY DRAIN BAG LEG ABD",20.9
27900049,"HC SPLINT",50.17
27900055,"HC TRACHEOSTOMY TUBE",133.79
28901775,"HC HOME HEALTH AGEN CARE SUP, 15-19 MINS",217.46
30000001,"HC POTASSIUM SERUM PLASMA",25.99
30000004,"HC URINE GLUCOSE (B)",18.98
30000006,"HC MICROALBUMIN, URINE, RANDOM",63.12
30000008,"HC PPD ADMIN LINKED W/ DRUG",46.78
30000009,"HC 1 HR GLUCOSE PP",52.08
30000011,"HC SL SCREEN TECHNIQUE 1, (EACH)",62.37
30000012,"HC SL ABO TYPE",108.55
30000013,"HC SL RH TYPE",77.96
30000015,"HC HIV 1/2 AG/AB RAPID SCREEN",67.98
30000017,"HC PREMATURE RUPTURE OF MEMBRANES",339.21
30000018,"HC BLOOD CULTURE POS DEFINITIVE ID",112.27
30000019,"HC BLOOD CULTURE NEG DEFINITIVE ID",176.3
30000027,"HC PRO-BNP",227.2
30000028,"HC 21-HYDROXYLASE ANTIBODY",171.8
30000029,"HC 25 TRAVEL ALLOWANCE",2.62
30000038,"HC 30 TRAVEL ALLOWANCE",11.12
30000076,"HC ABO TYPE",98.55
30000082,"HC ACETYLCHOL RECEPT.GANG NEUROAB",200.11
30000084,"HC ACETYLCHOLINE RECEPT.MODUL. AB",173.91
30000085,"HC ACETYLCHOLINE RECEPTOR BIND AB",173.91
30000103,"HC AFB DEFINITIVE IDENTIFICATION",89.41
30000107,"HC AHG INDIRECT",121.2
30000113,"HC ALBUMIN LEVEL CSF",54.95
30000114,"HC ALBUMIN LEVEL MG/DL",40.25
30000115,"HC ALBUMIN SERUM",37.15
30000120,"HC ALKALINE PHOSPHATASE SER.",60.07
30000121,"HC ALKALINE PHOSPHATASE TOTAL",58.9
30000148,"HC AMPHETAMINE DRUG SCREEN",102.94
30000196,"HC ANTIBODY ELUTION",224.89
30000199,"HC ANTIBODY TITER",121.2
30000206,"HC ANTIGEN SCREENING PER UNIT",202.13
30000207,"HC ANTIGLOMERULAR BASE MEMBRAN AB",118.88
30000208,"HC ANTIMITOCHONDRIAL ANTIBODY SCR",90
30000213,"HC ANTINEUTROPHIL CYTOPLASMIC AB",75.21
30000322,"HC AUTO URINALYSIS W/MICROSCOPIC",55.87
30000335,"HC B TYPE NATRIURETIC PEPTIDE",200.16
30000342,"HC BARBITURATE DRUG SCREEN",102.94
30000364,"HC BENZODIAZEPINE DRUG SCREEN",102.94
30000376,"HC BILIRUBIN DIRECT",70.51
30000377,"HC BILIRUBIN TOTAL SERUM",48.25
30000431,"HC BODY FLUID ALBUMIN",55
30000433,"HC BODY FLUID CELL COUNT",56.23
30000436,"HC BODY FLUID CRYSTAL",59.48
30000438,"HC BODY FLUID GLUCOSE",52.99
30000474,"HC BUN",51.3
30000478,"HC BUN POC",51.3
30000498,"HC C1 ESTERASE INHIBITOR ANTIGEN",118.88
30000506,"HC CALCIUM CHAN BIND AB P/Q-TYPE",201.8
30000507,"HC CALCIUM CHAN BIND AB, N-TYPE",201.8
30000510,"HC CALCIUM,TOTAL SERUM",40.75
30000637,"HC CENTROMERE ANTIBODY",90
30000688,"HC CHLORIDE POC",38.38
30000691,"HC CHLORIDE, SERUM",23.99
30000697,"HC CHOLESTEROL",38.21
30000702,"HC CHROMOGRANIN A",149.92
30000713,"HC CLINITEST",14.55
30000833,"HC CMV TESTING PRODUCT",90.16
30000839,"HC COCAINE DRUG SCREEN",102.94
30000877,"HC COMPAT ANTIGLOBULIN PHASE",198.06
30000878,"HC COMPAT IMMEDIATE SPIN PHASE",198.06
30000976,"HC CREATININE",29.11
30000977,"HC CREATININE POC",29.11
30001001,"HC CSF CELL COUNT",68.39
30001066,"HC CYCLIC CITRULLINATED PEPTIDE A",90.85
30001098,"HC CYTOMEGALOVIRUS IGG ANTIBODY",95.75
30001106,"HC D-DIMER QUANTITATIVE",122.85
30001175,"HC DIGITOXIN LEVEL",76
30001176,"HC DIGOXIN (LANOXIN)",75.88
30001189,"HC DIRECT COOMBS",59.34
30001316,"HC EGFR MUTATION ANALYSIS-NEO ZB3EN",781.54
30001330,"HC ELECTROLYTES",73.8
30001378,"HC EOSINOPHILE COUNT(ABSOLUTE,BLO",91.98
30001380,"HC EOSINOPHILS URINE SMEAR",56.23
30001495,"HC FACTOR V LEIDEN MUTATION-MAYO ZB014",204.53
30001521,"HC FERN TESTING",59.48
30001524,"HC FETAL FIBRONECTIN",456.71
30001563,"HC FOLATE RBC",99.79
30001589,"HC FUNGUS, YEAST, DEFINITIVE ID",70.95
30001599,"HC GANGLIOSIDEAB PAN-IGG ASIAL GM",118.05
30001600,"HC GANGLIOSIDEAB PAN-IGG DISIGD1B",118.05
30001601,"HC GANGLIOSIDEAB PAN-IGG MONO.GM1",118.05
30001602,"HC GANGLIOSIDEAB PAN-IGM ASIA GM1",118.05
30001603,"HC GANGLIOSIDEAB PAN-IGM DISIGD1B",118.05
30001604,"HC GANGLIOSIDEAB PAN-IGM MONO GM1",118.05
30001617,"HC GENTAMYCIN (GARAMYCIN)",125.33
30001626,"HC GIARDIA ANTIGEN STOOL",71.73
30001627,"HC GLIADIN IGA ANTIBODY",90
30001628,"HC GLIADIN IGG ANTIBODY",90
30001642,"HC GLUCOSE URINE RANDOM",52.99
30001643,"HC GLUTAMINIC A. DECARB.(GAD65)AB",156.05
30001644,"HC GQ1B IGG ANTIBODY QUAL",117.88
30001656,"HC H. PYLORI ANALYSIS DRUG",41.5
30001657,"HC H35PVSC (POST VAS. SPERMCOUNT)",92.68
30001667,"HC HDL",281.25
30001694,"HC HEMOCHROMAT HFE GENE ANALYSIS",360.81
30001704,"HC HEMOGRAM",68.42
30001712,"HC HEPATIC FUNCTION",125.59
30001747,"HC HISTONE AUTOANTIBODIES",90
30001758,"HC HIV-1",81
30001767,"HC HLA II TYPING 1 LOCUS LR",330.21
30001826,"HC ICTOTEST",33.81
30001973,"HC INSULIN FREE LAB TEST",74.84
30002066,"HC ISLET CELL ANTIBODY",160.05
30002161,"HC LIPOPROTEIN BLD BY NMR",182.95
30002174,"HC LYME DISEASE AB WB",89.4
30002347,"HC MUSK AB IMMUNO QUANT RIA",173.91
30002358,"HC MYELOPEROXIDASE ANTIBODY",90
30002393,"HC NEONATAL METABOLIC PANEL",62.65
30002421,"HC NITRAZINE TESTING",339.21
30002425,"HC NMO/AQP4-IGG CBA",300
30002453,"HC OBSTETRIC PANEL",186.93
30002478,"HC OPIATE DRUG SCREEN",102.94
30002525,"HC PARIETAL CELL IGG ANTIBODY",90
30002540,"HC PCP DRUG SCREEN",102.94
30002590,"HC PHENYTOIN, TOTAL (DILANTIN)",97.73
30002599,"HC PHOSPHOROUS QUANTITATIVE STOOL",87.7
30002600,"HC PHOSPHORUS",36.04
30002629,"HC PLASMINOG ACT INHIB (PAI-1) AG",372.8
30002637,"HC PLATELET COUNT MANUAL",152.8
30002638,"HC PLATELET COUNT, AUTO",33.86
30002662,"HC POOLING CHARGE",311.85
30002671,"HC POTASSIUM POC,WHOLE BLOOD",37.34
30002721,"HC PROTEINASE 3 ANTIBODY",90
30002722,"HC PROTHROMBIN MUTATION",180.42
30002923,"HC RETICULIN ANTIBODY",75.21
30002930,"HC RH PHENOTYPING",80.87
30002931,"HC RH TYPE",77.96
30002950,"HC RPR",68.63
30002973,"HC SCREEN TECHNIQUE 1, (EACH)",62.37
30002974,"HC SCREEN TECHNIQUE 2 AHG",62.37
30002991,"HC SERUM PREGNANCY",68.96
30002994,"HC SGOT",54.85
30003032,"HC SIROLIMUS LEVEL",305.7
30003059,"HC SMOOTH MUSCLE ANTIBODY SCREEN",75.21
30003061,"HC SODIUM POC,WHOLE BLOOD",42.24
30003063,"HC SODIUM SERUM PLASMA",42.24
30003130,"HC STOOL WBC",53
30003137,"HC STREP A BY IMMUNO OP",68.61
30003144,"HC STRIATED MUSCLE ANTIBODY",118.08
30003145,"HC STRIATED MUSCLE ANTIBODY QUAL",118.08
30003173,"HC SYPHILIS AB IGG, S",71.73
30003183,"HC T4",89.14
30003186,"HC TB TEST CELL IMMUN MEASURE",359.67
30003208,"HC THC 50 DRUG SCREEN",102.94
30003252,"HC THYROID STIMULATING HORMONE",128.81
30003265,"HC TISSUE TRANSGLUTAMINASE IGA AB",90
30003266,"HC TISSUE TRANSGLUTAMINASE IGG AB",90
30003332,"HC TRIGLYCERIDES",43.82
30003337,"HC TRYPTASE QUALITATIVE",118.08
30003369,"HC UNIT ANTIGEN AHG",202.13
30003387,"HC URIC ACID",63.88
30003393,"HC URINALYSIS",57.98
30003394,"HC URINALYSIS DIPSTICK",42.36
30003395,"HC URINALYSIS DIPSTICK WO MICRO",42.36
30003396,"HC URINALYSIS MICRO",17.67
30003397,"HC URINALYSIS NONAUTO W/SC",17.68
30003416,"HC URINE BLOOD",38.5
30003421,"HC URINE DIPSTICK",16.01
30003423,"HC URINE GLUCOSE",21.89
30003436,"HC URINE OPIATES IMMUNOASSAY SCRN",104.75
30003440,"HC URINE PREGNANCY",70.47
30003444,"HC URINE SP GRAVITY",12.47
30003479,"HC VALPROIC A",87.96
30003487,"HC VDRL SCREEN CSF",68.63
30003540,"HC WBC, MANUAL",153.95
30013441,"HC OXYCODONE DRUG SCREEN",91.68
30100001,"HC OLANZAPINE LEVEL",93.8
30100003,"HC PSEUDOCHOLINESTERASE TOTAL",45.74
30100006,"HC PORPHYRINS URINE QN FRACTION",84.2
30100007,"HC TROPONIN I (I-STAT)",125.56
30100008,"HC IMIPRAMINE LEVEL",151.09
30100009,"HC METHADONE",151.09
30100010,"HC MELATONIN SCREEN",151.09
30100014,"HC METHODONE DRUG SCREEN",149.8
30100015,"HC OXCODONE DRUG SCREEN",149.8
30100019,"HC 17-HYDROXYPROGESTERONE",164.22
30100021,"HC REAGENT STRIP/BLOOD GLUCOSE",25.85
30100030,"HC 25-HYDROXYVITAMIN D TOTAL",170.48
30100031,"HC 25-HYDROXYVITAMIN D3",170.48
30100058,"HC 5-FLUCYTOSINE",181.31
30100072,"HC ABG ISTAT",215
30100079,"HC ACETAMINOPHEN LEVEL",164.78
30100080,"HC ACETONE",63.52
30100089,"HC ACTH",242.58
30100090,"HC ACUTE HEPATITIS PANEL",273.39
30100101,"HC ADOLASE",66.5
30100112,"HC ALANINE AMINO (ALT) (SGPT)",53.89
30100116,"HC ALCOHOL,BLOOD(ETHANOL)",149.8
30100118,"HC ALDOSTERONE",233.89
30100122,"HC ALKALINE PHOSPHOTASE ISOENZYME",148.7
30100128,"HC ALPHA-1-ANTITRYPSIN",115.6
30100129,"HC ALPHA-1-ANTITRYPSIN PHENOTYPE",104.04
30100130,"HC ALPHA-FETOPROTEIN TUMOR MARKER",200.1
30100131,"HC ALUMINUM LEVEL",144.49
30100139,"HC AMIKACIN PEAK",86.28
30100140,"HC AMIKACIN TROUGH",86.28
30100143,"HC AMIODARONE LEVEL",95.08
30100144,"HC AMITRIPTYLINE LEVEL",151.09
30100145,"HC AMMONIA BLOOD",92.69
30100151,"HC AMYLASE ",89.04
30100152,"HC AMYLASE ISOEMYMES",87.78
30100153,"HC AMYLASE URINE 2 HRS",89.04
30100162,"HC ANDROSTENEDIONE NG/DL",168.4
30100181,"HC ANGIOTENSIN CONVERTING ENZYME",111.25
30100182,"HC ANGIOTENSION CONVERT ENZYME,CS",111.25
30100230,"HC APOLIPOPROTEIN",89.4
30100231,"HC APOLIPOPROTEIN A1",89.4
30100232,"HC APOLIPOPROTEIN B1",89.4
30100265,"HC ARSENIC LEVEL",132.7
30100285,"HC ASCORBIC ACID PLASMA",72.46
30100349,"HC BCR-ABL1 TRANSLOCATION MAJOR",253.14
30100350,"HC BCR-ABL1 TRANSLOCATION MINOR",253.14
30100367,"HC BETA 2 MICROGLOBULIN",98.51
30100368,"HC BETA HCG (QUANT. PREGNANCY)",155.2
30100369,"HC BETA-HYDROXYBUTYRATE",46.78
30100375,"HC BILE ACIDS TOTAL",98.75
30100419,"HC BLOOD GASES",215
30100421,"HC BLOOD OCCULT",37.02
30100427,"HC BMP(CALCIUM IONIZED)",320.83
30100428,"HC BMP(CALCIUM,TOTAL)",127.87
30100432,"HC BODY FLUID AMYLASE",89.04
30100435,"HC BODY FLUID CREATININE",67.4
30100440,"HC BODY FLUID PROTEIN",60.05
30100441,"HC BODY FLUID SPECIFIC GRAVITY",27
30100442,"HC BODY FLUID,LDH",59.15
30100477,"HC BUN 24 HR URINE",55.35
30100502,"HC CADMIUM LEVEL",134.75
30100505,"HC CALCITONIN LEVEL",173.5
30100508,"HC CALCIUM URINE 24 HOURS",57.8
30100509,"HC CALCIUM URINE RANDOM",57.8
30100515,"HC CALPROTECTIN FECAL",102.62
30100522,"HC CARBAMAZEPINE",110.21
30100523,"HC CARBAMAZEPINE FREE LEVEL",70.52
30100524,"HC CARBAMAZEPINE LEVEL",120.39
30100526,"HC CARBON DIOXIDE VENOUS",33.6
30100527,"HC CARBOXYHEMOGLOBIN, ART",70.69
30100528,"HC CARCINOEMBRYONIC ANTIGEN",109.15
30100529,"HC CARCINOEMBRYONIC ANTIGEN CSF",178
30100545,"HC CARNITINE INTERPRETATION",96.67
30100546,"HC CAROTENE",122.75
30100554,"HC CATECHOLAMINES FREE, FRACT.",145.53
30100638,"HC CERULOPLASMIN",75.2
30100646,"HC CHEMILUMINESCENT ASSAY",121.55
30100687,"HC CHLORIDE LEVEL STOOL",90.39
30100689,"HC CHLORIDE URINE 24 HOUR",29.11
30100690,"HC CHLORIDE URINE RANDOM",51.8
30100699,"HC CHROMIUM BLOOD",116.42
30100709,"HC CKMB",78.89
30100716,"HC CLONAZEPAM LEVEL",151.09
30100760,"HC CLOZAPINE",105.5
30100835,"HC CO2 POC",33.6
30100867,"HC COLUMN CHROMATOGRAPHY QUANT",103.95
30100902,"HC COMPREHENSIVE METABOLIC PANEL",195.81
30100931,"HC COPPER, SERUM",81.54
30100940,"HC CORT PANEL",187.11
30100941,"HC CORTISOL",93.56
30100956,"HC C-PEPTIDE PMOL/L",119.54
30100971,"HC CREATINE KINASE",56.36
30100973,"HC CREATINE KINASE TOTAL",37.42
30100978,"HC CREATININE URINE RANDOM",68.15
30100987,"HC CRYOGLOBULIN, QUAL",90.83
30101004,"HC CSF LDH",59.15
30101005,"HC CSF PROTEIN",60.05
30101065,"HC CYANIDE LEVEL",111.23
30101067,"HC CYCLOSPORINE",103.95
30101069,"HC CYSTIC FIB MUTATION ANALYSIS",1532.31
30101128,"HC DEHYDROEPIANDROSTERONE",225.74
30101129,"HC DEHYDROEPIANDROSTERONE SULFATE",127.86
30101172,"HC DIAZEPAM AND NORDIAZEPAM LEVEL",151.09
30101177,"HC DIHYDROTESTOSTERONE",151.09
30101178,"HC DIHYDROXYVITAMIN D 1,25 LEVEL",221.41
30101234,"HC DRUG SCREEN",164.78
30101237,"HC DRUGS ABUSE SCREEN, MECONIUM 4",149.8
30101333,"HC ELECTROPHORETIC FRAC AND QUANT",78.03
30101391,"HC ERYTHROPOIETIN LEVEL",110.82
30101404,"HC ESTRADIOL LEVEL, ENHANCED",190.33
30101405,"HC ESTRIOL, UNCONJUGATED",139.29
30101407,"HC ESTRONE",143.45
30101409,"HC ETHOSUXIMIDE LEVEL",93.56
30101410,"HC ETHYLENE GLYCOL LEVEL",81.99
30101522,"HC FERRITIN",92.25
30101536,"HC FINGERSTICK GLUCOSE",22.87
30101564,"HC FOLIC ACID, SERUM",96.59
30101565,"HC FOLLICLE STIMULATING HORMONE",148.29
30101578,"HC FREE RETINOL LEVEL",63.41
30101582,"HC FRUCTOSAMINE",85.24
30101593,"HC GABAPENTIN LEVEL",85.86
30101595,"HC GAMMA GLUT.TRANSFERASE",90.75
30101596,"HC GAMMAGLOBULIN (IMM) IGE",100.27
30101597,"HC GAMMAGLOBULIN C",53.01
30101606,"HC GASTRIN",112
30101632,"HC GLUCOSE 2HR PP MEAL",25.63
30101633,"HC GLUCOSE 6-PD QUANTITATIVE",74.02
30101634,"HC GLUCOSE BLOOD TEST",27.7
30101638,"HC GLUCOSE POC",27.7
30101639,"HC GLUCOSE RANDOM",27.7
30101641,"HC GLUCOSE TOLERANCE;ADD SPECIMEN",37.15
30101651,"HC GROWTH HORMONE",95.63
30101652,"HC GTT(FASTING 1/2, 1)",122
30101665,"HC HAPTOGLOBIN",72.77
30101666,"HC HCG TOTAL BETA",145.2
30101698,"HC HEMOGLOBIN A1C",98.29
30101699,"HC HEMOGLOBIN A2 PERCENT",70.1
30101700,"HC HEMOGLOBIN F",103.95
30101702,"HC HEMOGLOBIN FREE",35.68
30101706,"HC HEMOQUANT STOOL",85.24
30101744,"HC HISTAMINE",169.44
30101776,"HC HOMOCYSTINE TOTAL",155.6
30101832,"HC IGA IMMUNOGLOBULIN",66.02
30101833,"HC IGG CSF IMMUNOGLOBULIN",66.02
30101834,"HC IGG IMMUNOGLOBULIN",66.02
30101835,"HC IGG,IMM(PART OF IGG SUBCLASS)",66.02
30101836,"HC IGG1 (IMMUNOGLOBULIN)",110.35
30101837,"HC IGG2 (IMMUNOGLOBULIN)",110.35
30101838,"HC IGG3 (IMMUNOGLOBULIN)",110.35
30101839,"HC IGG4 (IMMUNOGLOBULIN)",110.35
30101842,"HC IGM IMMUNOGLOBULIN",66.02
30101974,"HC INSULIN LEVEL TOTAL",65.49
30101975,"HC INSULIN-LIKE GROW FACT B PRO-1",146.89
30102052,"HC IONIZED CALCIUM",82.53
30102053,"HC IONIZED CALCIUM POC",79
30102080,"HC KAPPA CHAINS NEPHELOMETRY",106
30102081,"HC KAPPA FREE LIGHT CHAIN",106
30102114,"HC LACOSAMIDE",207.95
30102115,"HC LACTATE DEHYDROGENASE ISOENZYM",73.8
30102116,"HC LACTATE DEHYDROGENASE TOTAL",59.15
30102117,"HC LACTIC ACID",100.19
30102118,"HC LACTIC ACID DEHYDROGENASE",59.15
30102119,"HC LACTOFERRIN",198.12
30102121,"HC LAMBDA FREE LIGHT CHAIN",105
30102124,"HC LAMOTRIGINE LEVEL",75.21
30102142,"HC LDL CHOLESTEROL",95.87
30102152,"HC LEVETIRACETAM",155.46
30102158,"HC LIPASE,SERUM",91.2
30102159,"HC LIPID PANEL",154.8
30102160,"HC LIPOPROTEIN (A)",74.84
30102163,"HC LITHIUM,SERUM",38.46
30102173,"HC LUTEINIZING HORMONE",145.2
30102188,"HC MAGNESIUM",70.22
30102189,"HC MAGNESIUM STOOL",124
30102190,"HC MAGNESIUM URINE 24 HR",65.21
30102191,"HC MAGNESIUM URINE RANDOM",65.21
30102206,"HC MANGANESE LEVEL",141.37
30102237,"HC MERCURY LEVEL",142.11
30102239,"HC METANEPHRINE FRACT RANDOM UR",140.95
30102241,"HC METHEMOGLOBIN",44.77
30102243,"HC METHOTREXATE LEVEL",116.88
30102244,"HC MTHFR C677 MUTATION-MAYO Z81J9",182.25
30102245,"HC METHYLMALONIC ACID QUANT",159.95
30102246,"HC MICROALBUMIN SEMIQUANT",25.99
30102361,"HC MYOGLOBIN SERUM",120.45
30102420,"HC NICOTINE AND METABOLITES, SERUM",166.2
30102434,"HC NORMETANEPHRINE FREE",140.95
30102435,"HC NORTRIPTYLINE LEVEL",151.09
30102456,"HC OCCULT BLOOD, GASTRIC",18.71
30102457,"HC OCCULT BLOOD-NON CANCER SCREEN",29.5
30102458,"HC OCCULT BY IMMUNOASSAY",53.2
30102467,"HC OLIGOCLONAL BANDS CSF",126
30102488,"HC OSMOLALITY, STOOL",98.75
30102492,"HC OSTEOCALCIN HUMAN",146.57
30102506,"HC OXCARBAZEPINE METABOLITE LEVEL",225.32
30102513,"HC PANCREATIC AMYLASE",37.42
30102514,"HC PANCREATIC ELASTASE STOOL",95.2
30102522,"HC PARANEOPLASTIC AUTOAB WEST BT",260
30102524,"HC PARATHYROID HORMONE, INTACT",237.01
30102539,"HC PCO2 POC",215
30102578,"HC PH BODY FLUID, NOT OTHERWISE SPECIFIED",48.3
30102581,"HC PH POC",86.09
30102586,"HC PHENOBARB",143.17
30102587,"HC PHENOBARBITAL",140.17
30102589,"HC PHENYTOIN FREE LEVEL",145.5
30102598,"HC PHOSPHOLIPIDS",40.55
30102601,"HC PHOSPHORUS URINE 24 HRS",62.9
30102602,"HC PHOSPHORUS URINE RANDOM",62.9
30102655,"HC PO2 POC",215
30102664,"HC PORPHYRINS TOTAL",58
30102670,"HC POTASSIUM 24HR URINE",31.61
30102673,"HC POTASSIUM URINE RANDOM",31.61
30102676,"HC PRE ALBUMIN",84.2
30102679,"HC PREGABALIN",130.44
30102680,"HC PREGNENOLONE",125.95
30102695,"HC PRIMIDONE",90
30102696,"HC PROCALCITONIN (PCT)",91.02
30102698,"HC PROGESTERONE LEVEL",116.5
30102699,"HC PROLACTIN LEVEL",160.3
30102704,"HC PROSTATE SPECIFIC ANTIGEN FREE",130
30102705,"HC PROSTATE SPECIFIC ANTIGEN,TOTA",116.9
30102707,"HC PROSTATIC ACID PHOSPHATASE",55.1
30102717,"HC PROTEIN TOTAL SERUM",51.75
30102718,"HC PROTEIN TOTAL SERUM REF",66.38
30102719,"HC PROTEIN URINE RANDOM",45.18
30102728,"HC PSA SCREENING",106.03
30102758,"HC PYRUVIC ACID",62.37
30102774,"HC RBC CHOLINESTERASE",149.4
30102881,"HC RENAL PANEL",130.54
30102882,"HC RENIN ACTIVITY",126.82
30102965,"HC SALICYLATE",149.8
30102981,"HC SELENIUMLEVEL",146.57
30102989,"HC SEROTONIN LEVEL",125.33
30102990,"HC SERUM OSMOLALITY",62.3
30102993,"HC SEX HORMONE BINDING GLOBULIN",124.74
30103060,"HC SODIUM 24 HR URINE",28.07
30103062,"HC SODIUM QUANTITATIVE STOOL",90.85
30103064,"HC SODIUM URINE RANDOM",28.07
30103065,"HC SOLUBLE TRANSFER RECEPT (STFR)",209.98
30103126,"HC STONE ANALYSIS 1ST CONSTITUENT",60.29
30103180,"HC T3 FREE",115.71
30103181,"HC T3 REVERSE",221.3
30103182,"HC T3 TOTAL",81.08
30103184,"HC T4 FREE",101.85
30103185,"HC TACROLIMUS LEVEL",210.9
30103202,"HC TESTOSTERONE FREE",170.25
30103204,"HC TESTOSTERONE TOTAL",148.65
30103209,"HC THEOPHYLLINE",120.08
30103223,"HC THIAMINE LEVEL",208.55
30103233,"HC THIOPURINE METHYLTRANSF., TPMT",290
30103251,"HC THYROGLOBULIN TUMOR MARKER",102.75
30103253,"HC THYROID STIMULATING IMMUNOGLOB",180.5
30103255,"HC THYROXINE BINDING GLOBULIN",85.24
30103267,"HC TOBRAMYCIN",174.12
30103272,"HC TOPIRAMATE LEVEL",135.25
30103275,"HC TOTAL FAT STOOL",118.75
30103278,"HC TOTAL IRON BINDING CAPACITY",63.53
30103280,"HC TOTAL TRICYCLIC ANTIDEPRES",149.8
30103299,"HC TRANSFERRIN",111.36
30103344,"HC T-UPTAKE",58.8
30103379,"HC UR 24HR VANILLYMANDEL ACID AD",125.54
30103382,"HC UR PROTEIN",45.18
30103383,"HC UREA(BUN) URINE RANDOM",57.82
30103389,"HC URIC ACID URINE 24HR",80.38
30103390,"HC URIC ACID URINE RANDOM",80.38
30103398,"HC URINE 24 HOUR 5-HIAA",73.8
30103399,"HC URINE 24 HOUR ARSENIC",124.34
30103400,"HC URINE 24 HOUR CADMIUM",133.06
30103401,"HC URINE 24 HOUR CITRATE",160.08
30103402,"HC URINE 24 HOUR CORTISOL",105.63
30103403,"HC URINE 24 HOUR CREAT(NTX CALC)",123.7
30103405,"HC URINE 24 HOUR MERCURY",142.11
30103406,"HC URINE 24 HOUR METANEPHRINE",146
30103407,"HC URINE 24 HOUR MICROALBUMIN",63.12
30103408,"HC URINE 24 HOUR OXALATE",75.53
30103409,"HC URINE 24 HOUR PORPHYRINS QN",84.2
30103410,"HC URINE 24 HOUR PROTEIN TOTAL",45.18
30103412,"HC URINE 24 HR PORPHOBILINOGEN QN",58.86
30103413,"HC URINE 24HR AMINOLEVULINIC ACID",87.32
30103418,"HC URINE CREATININE 24 HOURS",68.21
30103419,"HC URINE CREATININE CLEAR,24 HOUR",54.05
30103431,"HC URINE METHYMALONIC ACID,QUANT",155.95
30103432,"HC URINE MICROALBUMIN RANDOM",63.12
30103433,"HC URINE MYOGLOBIN NG ML",120.45
30103437,"HC URINE ORGANIC ACIDS",113.75
30103438,"HC URINE OSMOLALITY",44.68
