Medication,Package Size,Package Unit,UOM charge
HYDROMORPHONE (PF) 2 MG/ML INJECTION,1,mL,115
HYDROMORPHONE (PF) 4 MG/ML IJ SOLN,1,mL,115
HYDROMORPHONE 0.5 MG/0.5 ML SYRINGE,0.5,mL,115
HYDROMORPHONE 1 MG/ML ORAL LIQUID,473,mL,686.44
HYDROMORPHONE 1 MG/ML SYRINGE,2,mL,115
HYDROMORPHONE 15 MG/30 ML (0.5 MG/ML) IN 0.9% SOD.CHLORIDE PCA IV SOLN,30,mL,248
HYDROMORPHONE 15 MG/30 ML (0.5 MG/ML) IN 0.9%NS (PEDIATRIC),30,mL,288.61
HYDROMORPHONE 2 MG TAB,1,Each,38
HYDROMORPHONE 2 MG/ML IJ SOLN,1,mL,115
HYDROMORPHONE 4 MG TAB,1,Each,38
HYDROXOCOBALAMIN 5 GRAM (5 GRAM X 1) IV SOLUTION,1,Each,3008.64
HYDROXYCHLOROQUINE 200 MG TAB,1,Each,26
HYDROXYETHYL STARCH 130/0.4  6 % IN 0.9 % NACL IV,500,mL,485.05
HYDROXYPROGESTERONE CAPROATE (PREGNANCY PRESERVING) 250 MG/ML IM OIL,5,mL,24488.49
HYDROXYPROPYL METHYLCELLULOSE  2.5% OPHTHALMIC,15,mL,25.9
HYDROXYPROPYL METHYLCELLULOSE  2.5% OPHTHALMIC,15,mL,35.7
HYDROXYPROPYL METHYLCELLULOSE  2.5% OPHTHALMIC,15,mL,78.75
HYDROXYUREA 500 MG CAPSULE,1,Each,247.25
HYDROXYZINE 10 MG TAB,1,Each,26
HYDROXYZINE 10 MG/5 ML SYRUP,5,mL,26
HYDROXYZINE 10 MG/5 ML SYRUP,473,mL,189.33
HYDROXYZINE 25 MG TAB,1,Each,26
HYDROXYZINE 50 MG TAB,1,Each,26
HYDROXYZINE HCL 25 MG/ML IM SOLN,1,mL,212.34
HYDROXYZINE HCL 50 MG/ML IM SOLN,1,mL,234.28
HYDROXYZINE HCL 50 MG/ML IM SOLN,2,mL,339.24
HYDROXYZINE PAMOATE 25 MG CAP,1,Each,26
HYOSCYAMINE 0.125 MG SUBLINGUAL TAB,1,Each,26
HYOSCYAMINE 0.125 MG/ML ORAL DROPS,15,mL,126.16
HYOSCYAMINE SR 0.375 MG 12 HR TAB,1,Each,26
HYOSCYAMINE SULFATE 0.125 MG TAB,1,Each,26
HYPROMELLOSE 2 % INTRAOCULAR SYRINGE,2,mL,548.75
HYPROMELLOSE 2 % INTRAOCULAR SYRINGE,1,mL,568.52
HYPROMELLOSE 2 % INTRAOCULAR SYRINGE,1,mL,881.47
IBANDRONATE 3 MG/3 ML IV SYKT,3,mL,1494.33
IBANDRONATE 3 MG/3 ML IV SYKT,3,mL,3216.75
IBUPROFEN 100 MG/5 ML ORAL SUSP,5,mL,1
IBUPROFEN 100 MG/5 ML ORAL SUSP,5,mL,2.6
IBUPROFEN 100 MG/5 ML ORAL SUSP,5,mL,2.91
IBUPROFEN 100 MG/5 ML ORAL SUSP,5,mL,3.67
IBUPROFEN 100 MG/5 ML ORAL SUSP,10,mL,4.83
IBUPROFEN 100 MG/5 ML ORAL SUSP,118,mL,12.23
IBUPROFEN 100 MG/5 ML ORAL SUSP,120,mL,16.27
IBUPROFEN 100 MG/5 ML ORAL SUSP,120,mL,17.23
IBUPROFEN 100 MG/5 ML ORAL SUSP,120,mL,30.14
IBUPROFEN 100 MG/5 ML ORAL SUSP,118,mL,37.64
IBUPROFEN 200 MG TAB,1,Each,1
IBUPROFEN 400 MG TAB,1,Each,26
IBUPROFEN 400 MG/4 ML (100 MG/ML) INTRAVENOUS SOLUTION,4,mL,80.64
IBUPROFEN 600 MG TAB,1,Each,26
IBUPROFEN 800 MG TAB,1,Each,26
IBUPROFEN 800 MG/8 ML (100 MG/ML) INTRAVENOUS SOLUTION,8,mL,176.19
IBUTILIDE FUMARATE 0.1 MG/ML IV SOLN,10,mL,1819.41
IBUTILIDE FUMARATE 0.1 MG/ML IV SOLN,10,mL,2758.51
IDARUBICIN 1 MG/ML IV SOLN,10,mL,1520.99
IDARUCIZUMAB 2.5 GRAM/50 ML INTRAVENOUS SOLUTION,50,mL,7363.79
IFOSFAMIDE 1 GRAM IV SOLR,1,Each,664.14
IFOSFAMIDE 1 GRAM/20 ML IV SOLN,20,mL,496.61
IMATINIB 100 MG TAB,1,Each,247.25
IMATINIB 100 MG TAB,1,Each,617.097
IMATINIB 100 MG TAB,1,Each,666.85
IMIPENEM-CILASTATIN 250 MG IV SOLR,1,Each,190.25
IMIPENEM-CILASTATIN 500 MG IV SOLR,1,Each,137.1
IMIPENEM-CILASTATIN 500 MG IV SOLR,1,Each,214.98
IMIPENEM-CILASTATIN 500 MG IV SOLR,1,Each,249.96
IMIPENEM-CILASTATIN 500 MG IV SOLR,1,Each,326.45
IMIPRAMINE 10 MG TAB,1,Each,26
IMIPRAMINE 25 MG TAB,1,Each,26
IMIPRAMINE 50 MG TAB,1,Each,26
IMIQUIMOD 5 % TOPICAL CREAM PACKET,1,Each,12.04
"IMMUNE GLOB,GAMM(IGG) 10%-SORB-IGA 0 TO 50 MCG/ML INTRAVENOUS SOLUTION",50,mL,1943.2
"IMMUNE GLOB,GAMM(IGG) 10%-SORB-IGA 0 TO 50 MCG/ML INTRAVENOUS SOLUTION",100,mL,3886.4
"IMMUNE GLOB,GAMM(IGG) 10%-SORB-IGA 0 TO 50 MCG/ML INTRAVENOUS SOLUTION",200,mL,7772.8
"IMMUNE GLOBULIN(HUM),CAPR(IGG) 10 GRAM/100 ML (10 %) INJECTION",100,mL,4728.4
"IMMUNE GLOBULIN(HUM),CAPR(IGG) 20 GRAM/200 ML (10 %) INJECTION SOLN",200,mL,9456.79
INDAPAMIDE 2.5 MG TAB,1,Each,26
INDIGOTINDISULFONATE SODIUM 8 MG/ML IJ SOLN,5,mL,80
INDINAVIR 400MG,1,Each,26
INDOCYANINE GREEN 25 MG INJECTION,1,Each,714.41
INDOCYANINE GREEN 25 MG INJECTION,1,Each,765.18
INDOCYANINE GREEN 25 MG INJECTION,1,Each,860.83
INDOMETHACIN 25 MG CAP,1,Each,26
INDOMETHACIN 50 MG CAP,1,Each,26
INDOMETHACIN 50 MG RECTAL SUPPOSITORY,1,Each,300.518
INDOMETHACIN SODIUM 1 MG IV SOLR,1,Each,3226.14
INDOMETHACIN SR 75 MG CAP,1,Each,26
INFLIXIMAB 100 MG IV INJECTION,1,Each,7122.83
INFLIXIMAB-DYYB 100 MG INTRAVENOUS SOLUTION,1,Each,5771.6
INHALATIONAL SPACING DEVICE,1,Each,175.92
INHALATIONAL SPACING DEVICE,1,Each,181.74
INHALATIONAL SPACING DEVICE,1,Each,239.92
"INHALER, ASSIST DEVICES, ACCESSORIES",1,Each,110.68
INSULIN DETEMIR 100 UNIT/ML INJECTION,10,mL,1791.66
INSULIN GLARGINE 100 UNIT/ML INJECTION,1,mL,269.49
INSULIN GLARGINE 100 UNIT/ML INJECTION,10,mL,1644
INSULIN LISPRO 100 UNIT/ML INJECTION,3,mL,743.67
INSULIN LISPRO PROTAMINE/INSULIN LISPRO (50/50) 100 UNIT/ML INJECTION,10,mL,1736.46
INSULIN NPH HUMAN RECOMB 100 UNIT/ML INJECTION,1,mL,151.03
INSULIN NPH HUMAN RECOMB 100 UNIT/ML INJECTION,3,mL,446.02
INSULIN REGULAR HUMAN 100 UNIT/ML INJECTION,1,mL,132.28
INSULIN REGULAR HUMAN 100 UNIT/ML INJECTION,3,mL,446.02
INSULIN U-500 REGULAR HUMAN CONCENTRATED 500 UNIT/ML (U-500) INJECTION,20,mL,9069.59
"INSULIN, SLIDING SCALE (RICHMOND)",10,mL,1107.56
"INTERFERON ALFA-2B 10,000,000 UNIT SOLUTION FOR INJECTION",1,Each,1463.76
"INTERFERON ALFA-2B 18,000,000 UNIT SOLUTION FOR INJECTION",1,Each,2634.82
"INTERFERON ALFA-2B 6,000,000 UNIT/ML IJ SOLN",3.8,mL,4343.15
INTERFERON BETA-1A 30 MCG IM KIT,1,Each,8875.94
INTERFERON BETA-1A 30 MCG/0.5 ML IM KIT,1,Each,41413.61
INTERFERON BETA-1A 44 MCG/0.5 ML SUB-Q SYRINGE,0.5,mL,2458.21
INTERFERON BETA-1A 44 MCG/0.5 ML SUB-Q SYRINGE,0.5,mL,3700.24
IODINE-POTASSIUM IODIDE 5 %-10 % TOPICAL SOLUTION,8,mL,60.71
IODIXANOL 320 MG/ML IV SOLN,100,mL,851.79
IODIXANOL 320 MG/ML IV SOLN,150,mL,1141.34
IODIXANOL 320 MG/ML IV SOLN,150,mL,1199.25
IOHEXOL 180 MG/ML SOLN,20,mL,447.32
IOHEXOL 240 MG/ML IV SOLN,50,mL,380.43
IOHEXOL 240 MG/ML IV SOLN,50,mL,391.93
IOHEXOL 240 MG/ML IV SOLN,10,mL,435.32
IOHEXOL 240 MG/ML IV SOLN,20,mL,460.12
IOHEXOL 300 MG/ML IV SOLN,10,mL,401.93
IOHEXOL 300 MG/ML IV SOLN,30,mL,416.33
IOHEXOL 350 MG IODINE/ML INTRAVENOUS SOLUTION,50,mL,455.72
IOPAMIDOL 41 % INTRATHECAL,10,mL,583.14
IOPAMIDOL 41 % INTRATHECAL,20,mL,798.99
IOPAMIDOL 41 % IV,50,mL,421.43
IOPAMIDOL 41 % IV,200,mL,986.11
IOPAMIDOL 51 % IV SOLN,50,mL,433.42
IOPAMIDOL 51 % IV SOLN,100,mL,694.85
IOPAMIDOL 51 % IV SOLN,150,mL,901.5
IOPAMIDOL 51 % IV SOLN,200,mL,1159.84
IOPAMIDOL 61 % INTRATHECAL,15,mL,774.94
IOPAMIDOL 61 % IV SOLN,30,mL,423.83
IOPAMIDOL 61 % IV SOLN,50,mL,450.42
IOPAMIDOL 61 % IV SOLN,75,mL,659.21
IOPAMIDOL 61 % IV SOLN,100,mL,795.02
IOPAMIDOL 61 % IV SOLN,200,mL,857.28
IOPAMIDOL 61 % IV SOLN,150,mL,1032.76
IOPAMIDOL 61 % IV SOLN,200,mL,1301.4
IOPAMIDOL 61 % IV SOLN,500,mL,1488.22
IOPAMIDOL 61 % IV SOLN,500,mL,1568.44
IOPAMIDOL 76 % IV SOLN,50,mL,489.91
IOPAMIDOL 76 % IV SOLN,75,mL,663.27
IOPAMIDOL 76 % IV SOLN,200,mL,813.98
IOPAMIDOL 76 % IV SOLN,100,mL,882.55
IOPAMIDOL 76 % IV SOLN,125,mL,929
IOPAMIDOL 76 % IV SOLN,150,mL,1088.26
IOPAMIDOL 76 % IV SOLN,500,mL,1241.2
IOPAMIDOL 76 % IV SOLN,200,mL,1386.66
IOPAMIDOL 76 % IV SOLN,500,mL,1549.21
IOTHALAMATE MEGLUMINE 17.2 % URETHRAL,250,mL,252.27
IOTHALAMATE MEGLUMINE 30 % IV,150,mL,129.49
IOTHALAMATE MEGLUMINE 60 % INJECTION,30,mL,104.2
IOTHALAMATE MEGLUMINE 60 % INJECTION,50,mL,159.04
IOVERSOL 320 MG/ML IV SOLN,20,mL,328.04
IOVERSOL 320 MG/ML IV SOLN,50,mL,493.53
IOVERSOL 320 MG/ML IV SOLN,100,mL,874.71
IOVERSOL 320 MG/ML IV SOLN,150,mL,1259.25
IOVERSOL 320 MG/ML IV SYRINGE,125,mL,961.17
IOVERSOL 350 MG/ML IV SOLN,100,mL,427.43
IOVERSOL 350 MG/ML IV SOLN,50,mL,474.92
IOVERSOL 350 MG/ML IV SOLN,150,mL,1069.75
IOVERSOL 350 MG/ML IV SOLN,200,mL,1357.3
IOVERSOL 350 MG/ML IV SYRINGE,125,mL,565.13
IOVERSOL 350 MG/ML IV SYRINGE,125,mL,989.32
IPILIMUMAB 200 MG/40 ML (5 MG/ML) IV,40,mL,188845.83
IPILIMUMAB 50 MG/10 ML (5 MG/ML) IV,10,mL,47292.6
IPRATROPIUM 20 MCG-ALBUTEROL 100 MCG/ACTUATION MIST FOR INHALATION,4,g,1317.02
IPRATROPIUM BROMIDE 0.02 % SOLN FOR INHALATION,2.5,mL,26
IPRATROPIUM BROMIDE 0.03 % NASAL SPRAY AEROSOL,30,mL,211.91
IPRATROPIUM BROMIDE 0.03 % NASAL SPRAY AEROSOL,30,mL,214.91
IPRATROPIUM BROMIDE 0.06 % NASAL SPRAY AEROSOL,15,mL,211.91
IPRATROPIUM BROMIDE 0.06 % NASAL SPRAY AEROSOL,15,mL,214.82
IPRATROPIUM BROMIDE 17 MCG/ACTUATION AEROSOL INHALER,12.9,g,1270.51
IPRATROPIUM-ALBUTEROL 2.5 MG-0.5 MG/3 ML NEB SOLUTION,3,mL,26
IRBESARTAN 150 MG TAB,1,Each,26
IRBESARTAN 75 MG TAB,1,Each,26
IRINOTECAN 100 MG/5 ML IV,5,mL,338.05
IRINOTECAN 100 MG/5 ML IV,5,mL,432.31
IRINOTECAN 100 MG/5 ML IV,5,mL,467.63
IRINOTECAN 100 MG/5 ML IV,5,mL,959.45
IRINOTECAN 40 MG/2 ML IV,2,mL,247.25
IRINOTECAN 40 MG/2 ML IV,2,mL,250.91
IRINOTECAN 40 MG/2 ML IV,2,mL,293.26
IRINOTECAN LIPOSOMAL 4.3 MG/ML IV,10,mL,12986.67
IRON 151 MG-VIT C 60 MG-B12 10 MCG-FOLIC ACID 1 MG-CALCIUM-SUCC TABLET,1,Each,3.799
IRON AG-C-B12-CATHR-SUCC.ACID-STOMCH 70 MG-150 MG-10 MCG-2 MG-75MG TAB,1,Each,26
IRON DEXTRAN 100 MG/2 ML (50 MG/ML) INJECTION,2,mL,265.18
IRON DEXTRAN 50 MG/ML INJECTION SOLUTION,2,mL,265.16
IRON DEXTRAN 50 MG/ML INJECTION SOLUTION,2,mL,359.94
IRON POLYSACCH COMPLEX-B12-FA 150 MG-25 MCG-1 MG CAP,1,Each,1
IRON SUCROSE 100 MG/5 ML IV SOLN,5,mL,479.92
ISOFLURANE 99.9 % FOR INHALATION,100,mL,0
ISONIAZID 100 MG TAB,1,Each,26
ISONIAZID 300 MG TAB,1,Each,26
ISONIAZID 50 MG/5 ML SYRUP,473,mL,1031.81
ISOPROTERENOL HCL 0.2 MG/ML IJ SOLN,1,mL,398.93
ISOPROTERENOL HCL 0.2 MG/ML IJ SOLN,1,mL,6709.18
ISOPROTERENOL HCL 0.2 MG/ML IJ SOLN,5,mL,7929.03
ISOPROTERENOL HCL 0.2 MG/ML IJ SOLN,1,mL,8980.87
ISOPROTERENOL HCL 0.2 MG/ML IJ SOLN,5,mL,10918.33
ISOSORBIDE DINITRATE 10 MG TAB,1,Each,26
ISOSORBIDE DINITRATE 20 MG TAB,1,Each,26
ISOSORBIDE DINITRATE 5 MG TAB,1,Each,26
ISOSORBIDE DINITRATE SR 40 MG TAB,1,Each,26
ISOSORBIDE MONONITRATE 10 MG TAB,1,Each,26
ISOSORBIDE MONONITRATE 20 MG TAB,1,Each,26
ISOSORBIDE MONONITRATE SR 30 MG 24 HR TAB,1,Each,26
ISOSORBIDE MONONITRATE SR 60 MG 24 HR TAB,1,Each,26
ISOSULFAN BLUE 1 % IJ SOLN,5,mL,3629.06
ISOSULFAN BLUE 1 % IJ SOLN,5,mL,3836.43
ISOSULFAN BLUE 1 % IJ SOLN,5,mL,5394.36
ISRADIPINE 2.5 MG CAP,1,Each,26
ISRADIPINE 5 MG CAP,1,Each,26
ITRACONAZOLE 10 MG/ML ORAL SOLN,150,mL,1139.14
ITRACONAZOLE 100 MG CAP,1,Each,26.241
ITRACONAZOLE 100 MG CAP,1,Each,26.315
ITRACONAZOLE 100 MG CAP,1,Each,27.224
ITRACONAZOLE 100 MG CAP,1,Each,27.301
ITRACONAZOLE 100 MG CAP,1,Each,93.525
IVABRADINE 5 MG TABLET,1,Each,26
IVABRADINE 7.5 MG TABLET,1,Each,26
IVACAFTOR 150 MG TABLET,1,Each,1508.658
IVERMECTIN 3 MG TAB,1,Each,26
IXABEPILONE 15 MG INTRAVENOUS SOLUTION,1,Each,7647.92
IXABEPILONE 45 MG INTRAVENOUS SOLUTION,1,Each,22727.49
K PHOS DI & MONO-SOD PHOS MONO 250 MG TAB,1,Each,26
KETAMINE 10 MG/ML IJ SOLN,20,mL,128.46
KETAMINE 10 MG/ML IJ SOLN,20,mL,140.14
KETAMINE 100 MG/10 ML (10 MG/ML) IN 0.9 % SODIUM CHLORIDE IV SYRINGE,10,mL,115
KETAMINE 100 MG/ML IJ SOLN,5,mL,115
KETAMINE 50 MG/5 ML (10 MG/ML) IN NS IV SYRINGE,5,mL,115
KETAMINE 50 MG/ML IJ SOLN,10,mL,115
KETOCONAZOLE 2 % SHAMPOO,120,mL,127.42
KETOCONAZOLE 2 % SHAMPOO,120,mL,131.3
KETOCONAZOLE 2 % TOPICAL CREAM,15,g,146.84
KETOCONAZOLE 2 % TOPICAL CREAM,15,g,160.05
KETOCONAZOLE 200 MG TAB,1,Each,26
KETOPROFEN 75 MG CAP,1,Each,26
KETOROLAC TROMETHAMINE 0.4 % EYE DROPS,5,mL,953.42
KETOROLAC TROMETHAMINE 0.5 % EYE DROPS,3,mL,94.65
KETOROLAC TROMETHAMINE 0.5 % EYE DROPS,3,mL,94.85
KETOROLAC TROMETHAMINE 0.5 % EYE DROPS,5,mL,188.48
KETOROLAC TROMETHAMINE 0.5 % EYE DROPS,5,mL,188.71
KETOROLAC TROMETHAMINE 0.5 % EYE DROPS,10,mL,339.3
KETOROLAC TROMETHAMINE 0.5 % EYE DROPS,10,mL,339.72
KETOROLAC TROMETHAMINE 0.5 % EYE DROPS,5,mL,927.4
KETOROLAC TROMETHAMINE 10 MG TAB,1,Each,26
KETOROLAC TROMETHAMINE 15 MG/ML INJECTION,1,mL,80
KETOROLAC TROMETHAMINE 30 MG/ML INJECTION,1,mL,80
KETOROLAC TROMETHAMINE 60 MG/2 ML IM,2,mL,80
KETOTIFEN 0.025 % (0.035 %) EYE DROPS,5,mL,51.41
KETOTIFEN 0.025 % (0.035 %) EYE DROPS,5,mL,59.18
L.ACIDOPH & PARACASEI-S.THERMOPHIL-BIFIDOBACTERIUM 16 BILLION CELL CAP,1,Each,3.978
L.ACIDOPH & PARACASEI-S.THERMOPHIL-BIFIDOBACTERIUM 8 BILLION CELL CAP,1,Each,3.317
LABETALOL 100 MG TAB,1,Each,26
LABETALOL 200 MG TAB,1,Each,26
LABETALOL 5 MG/ML IV SOLN,20,mL,80
LABETALOL 5 MG/ML IV SOLN,40,mL,80
LABETALOL 5 MG/ML IV SOLN,20,mL,120.65
LABETALOL 5 MG/ML IV SOLN,40,mL,131.62
LABETALOL 5 MG/ML IV SOLN,20,mL,137.1
LABETALOL 5 MG/ML IV SOLN,20,mL,249.96
LABETALOL 5 MG/ML IV SOLN,40,mL,249.96
LABETALOL 5 MG/ML IV SOLN,40,mL,451.2
LABETALOL 5 MG/ML IV SYRINGE,4,mL,80
LABETALOL 5 MG/ML IV SYRINGE,4,mL,96.52
LACOSAMIDE 100 MG TAB,1,Each,47.599
LACOSAMIDE 100 MG TAB,1,Each,52.361
LACOSAMIDE 200 MG TAB,1,Each,55.472
LACOSAMIDE 200 MG/20 ML IV SOLN,20,mL,637.82
LACOSAMIDE 50 MG TAB,1,Each,30.444
"LACTASE 3,000 UNIT TAB",1,Each,1
LACTATED RINGERS BOLUS IV,1000,mL,248
LACTATED RINGERS IRRIGATION SOLN,3000,mL,58.27
LACTATED RINGERS IV,1000,mL,248
LACTATED RINGERS IV,500,mL,248
LACTOBACILLUS ACIDOPH & BULGAR ORAL PACKET,1,Each,3.422
LACTOBACILLUS ACIDOPH & BULGAR ORAL PACKET,1,Each,6.478
LACTOBACILLUS ACIDOPH & BULGAR ORAL PACKET,1,Each,6.48
LACTOBACILLUS ACIDOPHILUS 75 MILLION CELL-PECTIN 100 MG CAPSULE,1,Each,26
"LACTOBACILLUS REUTERI 100 MILLION CELL/5 DROP ORAL DROPS, SUSP",5,mL,67.97
"LACTOBACILLUS REUTERI 100 MILLION CELL/5 DROP ORAL DROPS, SUSP",10,mL,111.58
LACTOBACILLUS REUTERI 100 MILLION CELL-VIT D3 400 UNIT/5 DROPS ORAL,10,mL,85.51
LACTULOSE 10 GRAM/15 ML ORAL SOLN,473,mL,49
LACTULOSE 10 GRAM/15 ML ORAL SOLN,473,mL,73.5
LACTULOSE 10 GRAM/15 ML ORAL SOLN,946,mL,147
LACTULOSE 10 GRAM/15 ML ORAL SOLUTION,30,mL,26
LACTULOSE 20 GRAM/30 ML ORAL SOLUTION,30,mL,26
LAMIVUDINE 10 MG/ML ORAL SOLN,5,mL,26
LAMIVUDINE 10 MG/ML ORAL SOLN,240,mL,423.43
LAMIVUDINE 10 MG/ML ORAL SOLN,240,mL,439.96
LAMIVUDINE 150 MG TAB,1,Each,26
LAMIVUDINE 150 MG TAB,1,Each,26.516
LAMIVUDINE-ZIDOVUDINE 150 MG-300 MG TAB,1,Each,26
LAMIVUDINE-ZIDOVUDINE 150 MG-300 MG TAB,1,Each,53.118
LAMIVUDINE-ZIDOVUDINE 150 MG-300 MG TAB,1,Each,105.75
LAMOTRIGINE 100 MG TAB,1,Each,26
LAMOTRIGINE 100 MG TAB,1,Each,50.077
LAMOTRIGINE 25 MG DISPERSIBLE TAB,1,Each,26
LAMOTRIGINE 25 MG TAB,1,Each,26
LAMOTRIGINE 25 MG TAB,1,Each,43.84
LAMOTRIGINE 50 MG DISINTEGRATING TAB,1,Each,26.891
LAMOTRIGINE 50 MG DISINTEGRATING TAB,1,Each,39.502
LANOLIN-MINERAL OIL LOTION,236,mL,26
LANOLIN-MINERAL OIL-NACL-W.PET LUBION,240,mL,4.91
LANOLIN-MINERAL OIL-NACL-W.PET LUBION,237,mL,6.62
LANREOTIDE 120 MG/0.5 ML SUBCUTANEOUS SYRINGE,0.5,mL,32978.65
LANREOTIDE 120 MG/0.5 ML SUBCUTANEOUS SYRINGE,0.5,mL,44213.47
"LANSOPRAZOLE 15 MG RAPID DISSOLVE TAB, DELAYED RELEASE",1,Each,48.921
"LANSOPRAZOLE 15 MG RAPID DISSOLVE TAB, DELAYED RELEASE",1,Each,89.59
"LANSOPRAZOLE 30 MG RAPID DISSOLVE TAB, DELAYED RELEASE",1,Each,89.59
LANTHANUM 500 MG CHEWABLE TAB,1,Each,38.162
LANTHANUM 500 MG CHEWABLE TAB,1,Each,42.451
LATANOPROST 0.005 % EYE DROPS,2.5,mL,67.27
LATANOPROST 0.005 % EYE DROPS,2.5,mL,69.28
LATANOPROST 0.005 % EYE DROPS,2.5,mL,86.76
LATANOPROST 0.005 % EYE DROPS,2.5,mL,116.54
LATANOPROST 0.005 % EYE DROPS,2.5,mL,720.47
LEFLUNOMIDE 10 MG TAB,1,Each,26
LETROZOLE 2.5 MG TAB,1,Each,26
LETROZOLE 2.5 MG TAB,1,Each,82.741
LEUCOVORIN CALCIUM 100 MG IJ SOLR,1,Vial,96.52
LEUCOVORIN CALCIUM 100 MG IJ SOLR,1,Each,219.36
LEUCOVORIN CALCIUM 200 MG SOLUTION FOR INJECTION,1,Vial,168.91
LEUCOVORIN CALCIUM 200 MG SOLUTION FOR INJECTION,1,Each,230.99
LEUCOVORIN CALCIUM 25 MG TAB,1,Each,71.22
LEUCOVORIN CALCIUM 350 MG IJ SOLR,1,Vial,193.04
LEUCOVORIN CALCIUM 350 MG IJ SOLR,1,Each,207.85
LEUCOVORIN CALCIUM 350 MG IJ SOLR,1,Each,259.96
LEUCOVORIN CALCIUM 350 MG IJ SOLR,1,Each,631.68
LEUCOVORIN CALCIUM 5 MG TAB,1,Each,26
LEUCOVORIN CALCIUM 50 MG IJ SOLR,1,Each,109.68
LEUCOVORIN CALCIUM 500 MG SOLUTION FOR INJECTION,1,Vial,710.28
LEUPROLIDE (1 MONTH) 7.5 MG IM SYRINGE KIT,1,Each,8899.6
LEUPROLIDE (3 MONTH) 11.25 MG IM KIT,1,Each,22404.99
LEUPROLIDE (3 MONTH) 22.5 MG IM SYRINGE,1,Each,26698.74
LEUPROLIDE (3 MONTH) 22.5 MG SUB-Q SYRINGE,1,Each,8264.92
LEUPROLIDE (6 MONTH) 45 MG IM SYRINGE KIT,1,Each,53398.33
LEUPROLIDE (6 MONTH) 45 MG SUB-Q SYRINGE,1,Each,16529.77
LEUPROLIDE (LUPRON) DEPOT 30 MG INJECTION,1,Each,35598.4
LEUPROLIDE 1 MG/0.2 ML SUBCUTANEOUS KIT,1,Each,1610.21
LEUPROLIDE 3.75 MG IM KIT,1,Each,7468.23
LEUPROLIDE 30 MG (4 MONTH) SUBCUTANEOUS SYRINGE,1,Each,11032.08
LEUPROLIDE 7.5 MG SUB-Q SYRINGE,1,Each,2754.98
LEVALBUTEROL 0.31 MG/3 ML SOLN FOR INHALATION,3,mL,26
LEVALBUTEROL 0.31 MG/3 ML SOLN FOR INHALATION,3,mL,55.94
LEVALBUTEROL 0.63 MG/3 ML SOLN FOR INHALATION,3,mL,26
LEVALBUTEROL 0.63 MG/3 ML SOLN FOR INHALATION,3,mL,33.35
LEVALBUTEROL 0.63 MG/3 ML SOLN FOR INHALATION,3,mL,34.73
LEVALBUTEROL 0.63 MG/3 ML SOLN FOR INHALATION,3,mL,50.87
LEVALBUTEROL 1.25 MG/3 ML SOLN FOR INHALATION,3,mL,26
LEVALBUTEROL 1.25 MG/3 ML SOLN FOR INHALATION,3,mL,33.35
LEVALBUTEROL 1.25 MG/3 ML SOLN FOR INHALATION,3,mL,34.73
LEVALBUTEROL 1.25 MG/3 ML SOLN FOR INHALATION,3,mL,50.87
LEVETIRACETAM (KEPPRA) ORAL SOLUTION 100MG/ML,5,mL,37.23
LEVETIRACETAM (KEPPRA) ORAL SOLUTION 100MG/ML,500,mL,347.03
LEVETIRACETAM (KEPPRA) ORAL SOLUTION 100MG/ML,473,mL,2536.87
LEVETIRACETAM 100 MG/ML ORAL SOLN,473,mL,264.5
LEVETIRACETAM 250 MG TAB,1,Each,26
LEVETIRACETAM 500 MG TAB,1,Each,26
LEVETIRACETAM 500 MG/5 ML IV SOLN,5,mL,80
LEVETIRACETAM 500 MG/5 ML IV SOLN,5,mL,86.54
LEVETIRACETAM 500 MG/5 ML IV SOLN,5,mL,87.75
LEVETIRACETAM 500 MG/5 ML IV SOLN,5,mL,115.17
LEVETIRACETAM 500 MG/5 ML IV SOLN,5,mL,478.59
LEVETIRACETAM 500 MG/5 ML ORAL SOLN,5,mL,37.23
LEVETIRACETAM ER 500 MG 24 HR TAB,1,Each,26
"LEVETIRACETAM IN SOD CHLORIDE (ISO-OSM) 1,000 MG/100 ML IV INFUSION",100,mL,248
LEVETIRACETAM IN SOD CHLORIDE (ISO-OSM) 500 MG/100 ML IV PIGGY BACK,100,mL,248
LEVOBUNOLOL 0.5 % EYE DROPS,5,mL,115.96
LEVOCARNITINE (WITH SUCROSE) 100 MG/ML ORAL SOLN,10,mL,26
LEVOCARNITINE (WITH SUCROSE) 100 MG/ML ORAL SOLN,118,mL,218.1
LEVOCARNITINE 200 MG/ML IV SOLN,5,mL,116.26
LEVOCARNITINE 200 MG/ML IV SOLN,5,mL,131.62
LEVOCARNITINE 200 MG/ML IV SOLN,5,mL,331.14
LEVOFLOXACIN 250 MG TAB,1,Each,26
LEVOFLOXACIN 250 MG TAB,1,Each,92.655
LEVOFLOXACIN 250 MG/10 ML ORAL SOLN,10,mL,78.41
LEVOFLOXACIN 250 MG/10 ML ORAL SOLN,100,mL,526.27
LEVOFLOXACIN 500 MG TAB,1,Each,26
LEVOFLOXACIN 500 MG TAB,1,Each,106.189
LEVOFLOXACIN 500 MG TAB,1,Each,106.192
LEVOFLOXACIN 750 MG TAB,1,Each,26
LEVOFLOXACIN 750 MG TAB,1,Each,198.847
LEVOFLOXACIN IN D5W 250 MG/50 ML IV PIGGY BACK,50,mL,248
