Medication,Package Size,Package Unit,UOM charge
MISOPROSTOL 100 MCG TAB,1,Each,14
MISOPROSTOL 100 MCG TAB,1,Each,20.734
MISOPROSTOL 200 MCG TAB,1,Each,14
MODAFINIL 100 MG TAB,1,Each,15
MODAFINIL 100 MG TAB,1,Each,28.139
MODAFINIL 100 MG TAB,1,Each,44.26
MODAFINIL 100 MG TAB,1,Each,161.092
MOEXIPRIL 15 MG TAB,1,Each,14
MONTELUKAST 10 MG TAB,1,Each,14
MONTELUKAST 5 MG CHEWABLE TAB,1,Each,14
MORPHINE 10 MG RECTAL SUPPOSITORY,1,Each,34.033
MORPHINE 15 MG TAB,1,Each,15
MORPHINE SR 100 MG TAB,1,Each,16.64
MORPHINE SR 100 MG TAB,1,Each,21.838
MORPHINE SR 15 MG TAB,1,Each,15
MORPHINE SR 30 MG MULTIPHASE 24 HR CAP,1,Each,21.762
MORPHINE SR 30 MG TAB,1,Each,15
SODIUM HYPOCHLORITE (DAKIN'S) 0.125% SOLUTION,473,mL,82.04
"ZINC OXIDE 4"" X 10 YARD BANDAGE",1,Each,82.57
GEL DRESSING TOPICAL,85,g,108.73
ALBUTEROL SULFATE 0.083 % (0.83 MG/ML) SOLN FOR INHALATION,3,mL,14
MORPHINE SR 60 MG TAB,1,Each,15
ALBUTEROL SULFATE 2 MG/5 ML SYRUP,5,mL,14
KETAMINE 50 MG/ML IJ SOLN,10,mL,29.11
ALFENTANIL 500 MCG/ML IJ SOLN,2,mL,29.52
DIAZEPAM 5 MG/ML SYRINGE,1,mL,29.75
MEPERIDINE (PF) 50 MG/ML IJ SOLN,1,mL,29.84
MIDAZOLAM 5 MG/ML IJ SOLN,5,mL,30.17
BUTORPHANOL TARTRATE 1 MG/ML INJECTION,1,mL,32.53
MORPHINE (PF) 5 MG/5 ML (1 MG/ML) IN 0.9% SODIUM CHLORIDE IV SYRINGE,5,mL,34.08
MORPHINE (PF) 1 MG/ML IN 0.9% SODIUM CHLORIDE INTRAVENOUS SYRINGE,1,mL,34.73
HYDROMORPHONE 1 MG/ML (1 ML) IN 0.9 % NACL IV SYRINGE,1,mL,34.82
SUFENTANIL CITRATE 50 MCG/ML IV,1,mL,36.57
MORPHINE (PF) 1 MG/ML INJECTION,2,mL,36.69
KETAMINE 50 MG/ML (1 ML) INTRAVENOUS SYRINGE,1,mL,38.73
BUTORPHANOL TARTRATE 2 MG/ML IJ SOLN,1,mL,39.79
KETAMINE 50 MG/5 ML (10 MG/ML) IN NS IV SYRINGE,5,mL,39.87
KETAMINE 50 MG/5 ML (10 MG/ML) IN NS IV SYRINGE,5,mL,40.77
HYDROMORPHONE 1 MG/ML SYRINGE,2,mL,40.77
KETAMINE 10 MG/ML IJ SOLN,5,mL,40.77
MORPHINE (PF) 20 MG/20 ML PCA IV SOLN,20,mL,43.38
KETAMINE 100 MG/10 ML (10 MG/ML) IN 0.9 % SODIUM CHLORIDE IV SYRINGE,10,mL,46.47
MEPERIDINE 75 MG/ML PF INJ SOLUTION,1,mL,46.96
MEPERIDINE (PF) 100 MG/ML INJ SOLUTION,1,mL,46.96
MEPERIDINE (PF) 25 MG/ML INJ SOLUTION,1,mL,48.51
KETAMINE 50 MG/ML IJ SOLN,10,mL,48.92
MIDAZOLAM 5 MG/ML IJ SOLN,10,mL,48.92
MORPHINE (PF) 0.5 MG/ML IJ SOLN,10,mL,49.9
MEPERIDINE (PF) 50 MG/ML INJ SOLN,1,mL,50.14
FENTANYL CITRATE (PF) 50 MCG/ML IJ SOLN,20,mL,51.85
MORPHINE (PF) 100 MG/20 ML PCA IV SOLN,20,mL,53.97
MORPHINE (PF) 1 MG/ML INJECTION,10,mL,55.12
MIDAZOLAM 5 MG/ML IJ SOLN,10,mL,55.2
BUTORPHANOL TARTRATE 2 MG/ML IJ SOLN,2,mL,56.01
HYDROMORPHONE (PF) 10 MG/ML INJECTION,5,mL,56.18
MIDAZOLAM 5 MG/ML IJ SOLN,10,mL,56.26
ALFENTANIL 500 MCG/ML IJ SOLN,2,mL,57.07
LORAZEPAM 2 MG/ML IJ SOLN,10,mL,60.82
MORPHINE (PF) 30 MG/30 ML PCA IV SOLN (ADULT),30,mL,65.06
MORPHINE 15 MG/ML IJ SOLN,20,mL,65.22
MORPHINE (PF) 2 MG/2 ML(1 MG/ML) IN 0.9% SODIUM CHLORIDE IV SYRINGE,2,mL,66.28
KETAMINE 100 MG/ML IJ SOLN,5,mL,66.77
LORAZEPAM 2 MG/ML IJ SOLN,10,mL,71.83
HYDROMORPHONE (PF) 10 MG/ML INJECTION,5,mL,76.8
KETAMINE 100 MG/ML IJ SOLN,5,mL,80.51
MORPHINE (PF) 150 MG/30 ML PCA IV SOLN (1 HOUR LOCKOUT),30,mL,80.96
LORAZEPAM 2 MG/ML IJ SOLN,10,mL,81.53
MORPHINE (PF) 0.5 MG/ML IJ SOLN,10,mL,86.26
MORPHINE 200 MG/20 ML PCA IV SOLN,20,mL,104.36
BUPRENORPHINE 0.3 MG/ML INJECTION,1,mL,123.68
KETAMINE 10 MG/ML IJ SOLN,20,mL,134.52
MORPHINE (PF) 1 MG/ML INJECTION,10,mL,141.21
KETAMINE 10 MG/ML IJ SOLN,20,mL,146.75
MORPHINE 300 MG/30 ML PCA IV SOLN,30,mL,156.53
MORPHINE 300 MG/30 ML PCA IV SOLN (1 HR LOCKOUT),30,mL,156.53
TESTOSTERONE CYPIONATE 200 MG/ML IM OIL,1,mL,163.05
MORPHINE (PF) 150 MG/30 ML PCA IV SOLN (1 HOUR LOCKOUT),30,mL,166.31
PHENOBARBITAL SODIUM 65 MG/ML INJECTION,1,mL,169.58
MORPHINE (PF) 0.5 MG/ML IJ SOLN,10,mL,187.63
MORPHINE 50 MG/ML IV,50,mL,200.56
DIAZEPAM 5 MG/ML SYRINGE,2,mL,203.73
DIAZEPAM 5 MG/ML SYRINGE,2,mL,204.28
DIAZEPAM 5 MG/ML IJ SOLN,10,mL,272.47
PHENOBARBITAL SODIUM 130 MG/ML INJECTION,1,mL,366.27
REMIFENTANIL 1 MG IV SOLR,1,Each,415.83
METHOHEXITAL 500 MG IV SOLR,1,Each,449.61
HYDROMORPHONE (PF) 10 MG/ML INJECTION,50,mL,622.2
HYDROMORPHONE (PF) 10 MG/ML INJECTION,50,mL,631.35
TESTOSTERONE CYPIONATE 200 MG/ML IM OIL,10,mL,708.45
HYDROMORPHONE (PF) 10 MG/ML INJECTION,50,mL,736.27
REMIFENTANIL 2 MG IV SOLR,1,Each,747.74
MORPHINE (PF) 10 MG/ML IJ SOLN,20,mL,1209.5
MORPHINE (PF) 25 MG/ML IJ SOLN,20,mL,1595.69
METHADONE 10 MG/ML IJ SOLN,20,mL,1841.05
AMOBARBITAL 500 MG SOLUTION FOR INJECTION,1,Each,3469.53
MOXIFLOXACIN 400 MG TAB,1,Each,21.989
MOXIFLOXACIN 400 MG TAB,1,Each,52.213
MOXIFLOXACIN 400 MG TAB,1,Each,55.706
MOXIFLOXACIN 400 MG TAB,1,Each,64.446
MOXIFLOXACIN 400 MG TAB,1,Each,84.647
"NYSTATIN 100,000 UNIT/ML ORAL SUSP",5,mL,14
MOXIFLOXACIN 400 MG TAB,1,Each,113.719
PHENOBARB-HYOSCYAMN-ATROPINE-SCOP 16.2 MG-0.1037 MG/5 ML (5 ML) ELIXIR,5,mL,14
PROBENECID 500 MG TAB,1,Each,14
PROMETHAZINE 6.25 MG/5 ML SYRUP,5,mL,14
SORBITOL 70 % SOLN,30,mL,14
SPIRONOLACTONE 25 MG TAB,1,Each,14
TRIMETHOPRIM-SULFAMETHOXAZOLE 160 MG-800 MG TAB,1,Each,14
SULINDAC 200 MG TAB,1,Each,14
TRIAMTERENE-HYDROCHLOROTHIAZIDE 75 MG-50 MG TAB,1,Each,14
VALPROIC ACID (AS SODIUM SALT) 250 MG/5 ML ORAL SOLN,5,mL,14
CHLORHEXIDINE GLUCONATE 0.12 % MOUTHWASH,15,mL,14
MOXIFLOXACIN 400 MG TAB,1,Each,144.671
MULTIVITAMIN TAB,1,Each,1
CHLORHEXIDINE GLUCONATE 4 % TOPICAL LIQUID,946,mL,109.39
MULTIVITAMIN-FERROUS FUMARATE-FOLIC ACID 18 MG-400 MCG TABLET,1,Each,1
NABUMETONE 500 MG TAB,1,Each,14
PRAVASTATIN 20 MG TAB,1,Each,14
PRIMIDONE 50 MG TAB,1,Each,14
PROPAFENONE 150 MG TAB,1,Each,14
RANITIDINE 150 MG TAB,1,Each,14
MULTIVITAMIN-IRON (HEMATINIC) 27 MG-0.4 MG TAB,1,Each,1
SERTRALINE 50 MG TAB,1,Each,14
SIMVASTATIN 20 MG TAB,1,Each,14
SIMVASTATIN 40 MG TAB,1,Each,14
SPIRONOLACTONE 100 MG TAB,1,Each,14
SUCRALFATE 1 GRAM TAB,1,Each,14
IPRATROPIUM BROMIDE 0.02 % SOLN FOR INHALATION,2.5,mL,14
TRAMADOL 50 MG TAB,1,Each,14
TIZANIDINE 4 MG TAB,1,Each,14
MULTIVITAMIN-IRON 9 MG-FOLIC ACID 400 MCG-CALCIUM & MINERALS TABLET,1,Each,1
TORSEMIDE 20 MG TAB,1,Each,14
PENTOXIFYLLINE SR 400 MG TAB,1,Each,14
TRIMETHOPRIM-SULFAMETHOXAZOLE 40 MG-200 MG/5 ML ORAL SUSP,5,mL,14
NITROGLYCERIN 0.1 MG/HR TRANSDERM 24 HR PATCH,1,Each,14
NITROGLYCERIN 0.2 MG/HR TRANSDERM 24 HR PATCH,1,Each,14
"RIZATRIPTAN 5 MG TAB, RAPID DISSOLVE",1,Each,14
NIFEDIPINE ER 30 MG 24 HR TAB,1,Each,14
TRAMADOL-ACETAMINOPHEN 37.5 MG-325 MG TAB,1,Each,14
"MYCOPHENOLATE 360 MG TAB, DELAYED RELEASE",1,Each,42.308
MYCOPHENOLATE MOFETIL 250 MG CAP,1,Each,14
"POTASSIUM CHLORIDE SR 10 MEQ TAB, PARTICLES/CRYSTALS",1,Each,14
LACTULOSE 10 GRAM/15 ML ORAL SOLUTION,30,mL,14
ONDANSETRON HCL 4 MG TAB,1,Each,14
RISPERIDONE 0.25 MG TAB,1,Each,14
PHENYTOIN 50 MG CHEWABLE TAB,1,Each,14
OLANZAPINE 2.5 MG TAB,1,Each,14
"MYCOPHENOLIC ACID 180 MG TAB, DELAYED RELEASE",1,Each,19.084
"MYCOPHENOLIC ACID 180 MG TAB, DELAYED RELEASE",1,Each,27.172
"PANTOPRAZOLE 40 MG TAB, DELAYED RELEASE",1,Each,14
VENLAFAXINE 37.5 MG TAB,1,Each,14
LIDOCAINE 2 % MUCOSAL SOLN,15,mL,14
"MYCOPHENOLIC ACID 180 MG TAB, DELAYED RELEASE",1,Each,751.55
"SODIUM CHLORIDE 1,000 MG SOLUBLE TABS",1,Each,14
TOPIRAMATE 100 MG TAB,1,Each,14
RISPERIDONE 1 MG TAB,1,Each,14
RISPERIDONE 0.5 MG TAB,1,Each,14
BENZOCAINE 20 % MUCOSAL AEROSOL SPRAY,2,g,14
RACEPINEPHRINE 2.25 % NEB SOLUTION,0.5,mL,14
ALBUTEROL SULFATE 2.5 MG/0.5 ML NEB SOLUTION,1,Each,14
SILDENAFIL 20 MG TAB,1,Each,14
PHENYTOIN 100 MG/4 ML ORAL SUSP,4,mL,14
FUROSEMIDE 8 MG/ML ORAL SOLN,5,mL,14
HALOPERIDOL 2 MG/ML ORAL CONCENTRATE,1,mL,14
PROCHLORPERAZINE MALEATE 10 MG TAB,1,Each,14
GUAR GUM ORAL PACKET,1,Each,14
AMANTADINE 50 MG/5 ML SYRUP,5,mL,14
ASCORBIC ACID 500 MG/5 ML SYRUP,5,mL,14
VANCOMYCIN ORAL SOLUTION CPD (RX COMPOUNDED),2.5,mL,14
PERPHENAZINE 2 MG TAB,1,Each,14
VALSARTAN 160 MG TAB,1,Each,14
PYRIDOXINE 100 MG TAB,1,Each,14
TRIMETHOPRIM-SULFAMETHOXAZOLE 0.004 MG-0.02 MG/1 ML ORAL SUSP CPD.,1,mL,14
MISOPROSTOL 25 MCG (0.25 X 100 MCG) TAB,1,Each,14
CYPROHEPTADINE 2 MG/5 ML SYRUP,5,mL,14
NADOLOL 40 MG TAB,1,Each,16.578
NADOLOL 40 MG TAB,1,Each,24.05
HYDROXYZINE 10 MG/5 ML SYRUP,5,mL,14
LITHIUM CITRATE 8 MEQ/5 ML ORAL SOLN,5,mL,14
NADOLOL 40 MG TAB,1,Each,31.443
NALOXEGOL 12.5 MG TABLET,1,Each,60.05
NALOXEGOL 25 MG TABLET,1,Each,60.05
NALTREXONE 50 MG TAB,1,Each,14
PYRIDOXINE 50 MG TAB,1,Each,14
NALTREXONE 50 MG TAB,1,Each,16.127
NALTREXONE 50 MG TAB,1,Each,17.72
NALTREXONE 50 MG TAB,1,Each,21.256
NAPROXEN 250 MG TAB,1,Each,14
SODIUM CHLORIDE 10 % NEB SOLUTION,15,mL,14
TRIMETHOPRIM-SULFAMETHOXAZOLE 80 MG-400 MG TAB,1,Each,14
THIORIDAZINE 10 MG TAB,1,Each,14
THIORIDAZINE 25 MG TAB,1,Each,14
TRAZODONE 50 MG TAB,1,Each,14
TRIAMTERENE-HYDROCHLOROTHIAZIDE 37.5 MG-25 MG TAB,1,Each,14
TRIFLUOPERAZINE 1 MG TAB,1,Each,14
TRIMETHOPRIM 100 MG TAB,1,Each,14
NAPROXEN 375 MG TAB,1,Each,14
NAPROXEN SODIUM 275 MG TAB,1,Each,14
NATEGLINIDE 120 MG TAB,1,Each,14.879
NATEGLINIDE 60 MG TAB,1,Each,14.131
NATEGLINIDE 60 MG TAB,1,Each,18.791
NEBIVOLOL 10 MG TAB,1,Each,15.147
NEBIVOLOL 10 MG TAB,1,Each,29.322
NEBIVOLOL 2.5 MG TAB,1,Each,29.322
NAPROXEN 125 MG/5 ML ORAL SUSP,5,mL,14
PAROXETINE 30 MG TAB,1,Each,14
PRAVASTATIN 10 MG TAB,1,Each,14
QUINAPRIL 20 MG TAB,1,Each,14
SIMVASTATIN 10 MG TAB,1,Each,14
SOTALOL 80 MG TAB,1,Each,14
NEBIVOLOL 5 MG TAB,1,Each,23.182
NEBIVOLOL 5 MG TAB,1,Each,29.322
NEFAZODONE 100 MG TAB,1,Each,14
PAROXETINE 10 MG TAB,1,Each,14
TORSEMIDE 10 MG TAB,1,Each,14
NEFAZODONE 150 MG TAB,1,Each,14
NELFINAVIR 250 MG TAB,1,Each,21.13
NITROGLYCERIN 0.4 MG/HR TRANSDERM 24 HR PATCH,1,Each,14
SERTRALINE 20 MG/ML ORAL CONCENTRATE,1,mL,14
ALBUTEROL SULFATE 1.25 MG/3 ML (0.042 %) SOLN FOR INHALATION,3,mL,14
"POTASSIUM CHLORIDE SR 20 MEQ TAB, PARTICLES/CRYSTALS",1,Each,14
DICYCLOMINE 10 MG/5 ML ORAL SOLN,5,mL,14
RANITIDINE 15 MG/ML SYRUP,2.5,mL,14
PRAMIPEXOLE 1 MG TAB,1,Each,14
PIOGLITAZONE 15 MG TAB,1,Each,14
OXCARBAZEPINE 150 MG TAB,1,Each,14
ONDANSETRON HCL 8 MG TAB,1,Each,14
RIZATRIPTAN 10 MG TAB,1,Each,14
OLANZAPINE 5 MG TAB,1,Each,14
NELFINAVIR 625 MG TAB,1,Each,32.923
VALSARTAN 80 MG TAB,1,Each,14
OLANZAPINE 10 MG TAB,1,Each,14
OXCARBAZEPINE 300 MG TAB,1,Each,14
"ONDANSETRON 8 MG TAB, RAPID DISSOLVE",1,Each,14
CHOLECALCIFEROL (VITAMIN D3) 10 MCG/ML (400 UNIT/ML) ORAL DROPS,1,mL,14
POLYCARBOPHIL CALCIUM 625 MG TAB,1,Each,14
VENLAFAXINE 50 MG TAB,1,Each,14
CHLORHEXIDINE GLUCONATE 4 % TOPICAL LIQUID,946,mL,116.22
"ALUM, AMMONIUM (BULK) POWDER",340,g,122.86
NELFINAVIR 625 MG TAB,1,Each,52.824
NEOMYCIN 500 MG TAB,1,Each,14
DIPHENOXYLATE-ATROPINE 2.5 MG-0.025 MG/5 ML ORAL LIQUID,5,mL,15
"ONDANSETRON 4 MG TAB, RAPID DISSOLVE",1,Each,14
VALSARTAN 40 MG TAB,1,Each,14
ROSUVASTATIN 5 MG TAB,1,Each,14
SACCHAROMYCES BOULARDII 250 MG CAP,1,Each,14
BARIUM-METHYLCELLULOSE 13 % ORAL LIQUID,600,mL,14
"NEOMYCIN-BACITRACN ZN-POLYMYXIN 3.5 MG-400 UNIT-5,000 UNIT TOP OINT PK",1,Each,1
NEVIRAPINE 200 MG TAB,1,Each,14
POTASSIUM & SODIUM PHOSPHATES 280 MG-160 MG-250 MG ORAL POWDER PACKET,1,Each,14
TIZANIDINE 2 MG TAB,1,Each,14
IPRATROPIUM-ALBUTEROL 2.5 MG-0.5 MG/3 ML NEB SOLUTION,3,mL,14
SODIUM CHLORIDE 0.9 % NEB SOLUTION,5,mL,14
NEVIRAPINE 200 MG TAB,1,Each,95.815
NIACIN 100 MG TAB,1,Each,1
SODIUM CHLORIDE 0.9 % NEB SOLUTION,3,mL,14
PROCHLORPERAZINE MALEATE 5 MG TAB,1,Each,14
QUETIAPINE 100 MG TAB,1,Each,14
ROSUVASTATIN 10 MG TAB,1,Each,14
ROSUVASTATIN 20 MG TAB,1,Each,14
NIACIN 100 MG TAB,1,Each,1.422
POTASSIUM CHLORIDE SR 10 MEQ TAB,1,Each,14
NIACIN 50 MG TAB,1,Each,1
NIACIN 500 MG TAB,1,Each,1
NIACIN ER 500 MG TAB (NIASPAN),1,Each,14
LACTULOSE 10 GRAM/15 ML ORAL SOLUTION,15,mL,14
ROPINIROLE 1 MG TAB,1,Each,14
NIACIN ER 500 MG TAB (NIASPAN),1,Each,17.695
"PANTOPRAZOLE 20 MG TAB, DELAYED RELEASE",1,Each,14
NIACIN ER 500 MG TAB (NIASPAN),1,Each,23.955
POTASSIUM BICARBONATE-CITRIC ACID 25 MEQ EFFERVESCENT TAB,1,Each,14
NIACIN ER 500 MG TAB (NIASPAN),1,Each,26.984
"NIACIN ER 500 MG TABLET,EXTENDED RELEASE",1,Each,1
CALCIUM ACETATE 667 MG/5 ML ORAL SOLUTION,5,mL,14
MORPHINE 10 MG/5 ML ORAL SOLN,5,mL,15
SODIUM CHLORIDE 3 % NEB SOLUTION,15,mL,14
SODIUM CHLORIDE 3 % NEB SOLUTION,4,mL,14
ROPINIROLE 2 MG TAB,1,Each,14
BANANA FLAKES-TRANSGALACTOOLIGOSACCHAR. ORAL POWDER PACKET,1,Each,14
PRENATAL VITAMINS-IRON FUMARATE 27 MG IRON-FOLIC ACID 0.8 MG TABLET,1,Each,14
VENLAFAXINE 25 MG TAB,1,Each,14
POVIDONE-IODINE 10 % TOPICAL SOLN,118,mL,14
PREDNISOLONE 15 MG/5 ML ORAL SOLN,5,mL,14
MINERAL OIL,30,mL,14
FLUORESCEIN 1 MG EYE STRIPS,1,Each,14
ZIDOVUDINE 10 MG/ML SYRUP,1,mL,14
ZIDOVUDINE 10 MG/ML SYRUP,5,mL,14
LIDOCAINE/EPINEPHRINE/TETRACAINE TOPICAL SOLUTION,2,mL,14
"OLANZAPINE 5 MG TAB, RAPID DISSOLVE",1,Each,14
NIACIN SR 250 MG CAP,1,Each,14
DEXAMETHASONE 0.5 MG/5 ML ORAL SOLN,5,mL,14
ERYTHROMYCIN-SULFISOXAZOLE 200 MG-600 MG/5 ML ORAL SUSP,5,mL,14
PREDNISONE 5 MG/5 ML ORAL SOLN,5,mL,14
PREDNISONE 20 MG TAB,1,Each,14
TETRAHYDROZOLINE 0.05 % EYE DROPS,15,mL,14
VALPROATE SODIUM 250 MG/5 ML SYRUP,30,mL,14
METRONIDAZOLE 50 MG/ML ORAL SUSPENSION CPD (PEDIATRIC/NEONATE),5,mL,14
NIACIN SR 500 MG CAP,1,Each,14
"NIACIN-SIMVASTATIN SR 1,000 MG-20 MG MULTIPHASE 24 HR TAB",1,Each,41.765
NICARDIPINE 20 MG CAP,1,Each,14
PHENOBARBITAL 20 MG/5 ML ELIXIR,5,mL,15
NICARDIPINE 30 MG CAP,1,Each,14
NICOTINE (POLACRILEX) 2 MG BUCCAL LOZENGE,1,Each,127.8
NICOTINE (POLACRILEX) 2 MG GUM,1,Each,34.21
NICOTINE (POLACRILEX) 2 MG GUM,1,Each,41.81
NIFEDIPINE 10 MG CAP,1,Each,14
MORPHINE CONCENTRATE 20 MG/ML ORAL,1,mL,15
NICOTINE (POLACRILEX) 2 MG GUM,1,Each,77.35
NORTRIPTYLINE 10 MG CAP,1,Each,14
NORTRIPTYLINE 25 MG CAP,1,Each,14
NICOTINE (POLACRILEX) 2 MG GUM,1,Each,112.5
NICOTINE 14 MG/24 HR DAILY PATCH,1,Each,6.515
NICOTINE 14 MG/24 HR DAILY PATCH,1,Each,6.758
POLYSACCHARIDE IRON COMPLEX 150 MG CAP,1,Each,14
NICOTINE 14 MG/24 HR DAILY PATCH,1,Each,7.979
PRAZOSIN 1 MG CAP,1,Each,14
MORPHINE CONCENTRATE 20 MG/ML ORAL,0.5,mL,15
OXYCODONE 5 MG TAB,1,Each,15
ACETAMINOPHEN-CODEINE 120 MG-12 MG/5 ML ELIXIR,10,mL,15
ACETAMINOPHEN-CODEINE 120 MG-12 MG/5 ML ELIXIR,5,mL,15
CODEINE-GUAIFENESIN 10 MG-100 MG/5 ML ORAL LIQUID,10,mL,15
ZOLPIDEM 5 MG TAB,1,Each,15
"CLONAZEPAM 0.5 MG TAB, RAPID DISSOLVE",1,Each,15
OXYCODONE-ACETAMINOPHEN 7.5 MG-325 MG TAB,1,Each,15
LORAZEPAM 2 MG/ML ORAL CONCENTRATE,1,mL,15
HYDROMORPHONE 1 MG/ML ORAL LIQUID,1,mL,15
OXYCODONE 5 MG/5 ML ORAL SOLN,5,mL,15
ACETAMINOPHEN-CODEINE 120 MG-12 MG/5 ML ELIXIR,12.5,mL,15
OXYCODONE-ACETAMINOPHEN 5 MG-325 MG/5 ML ORAL SOLN,5,mL,15
ZOLPIDEM 10 MG TAB,1,Each,15
MORPHINE CONCENTRATE 20 MG/ML ORAL SYRINGE  (FOR ORAL USE ONLY),0.5,mL,15
OXYCODONE 10 MG TAB,1,Each,15
OXYCODONE 15 MG TAB,1,Each,15
OXYCODONE 20 MG TAB,1,Each,15
MEPERIDINE 50 MG/5 ML ORAL SOLN,5,mL,15
TEMAZEPAM 15 MG CAP,1,Each,15
OXYCODONE 20 MG/ML ORAL CONCENTRATE,0.5,mL,15.3
NICOTINE 21 MG/24 HR DAILY PATCH,1,Each,6.093
NICOTINE 21 MG/24 HR DAILY PATCH,1,Each,6.515
METHADONE 10 MG/ML ORAL CONCENTRATE,1,mL,18.14
NICOTINE 21 MG/24 HR DAILY PATCH,1,Each,6.758
CHLORPHENIRAMINE-HYDROCODONE SR 8 MG-10 MG/5 ML ORAL 12 HR SUSP,5,mL,19.96
RAMIPRIL 2.5 MG CAP,1,Each,14
TAMSULOSIN SR 0.4 MG 24 HR CAP,1,Each,14
TERAZOSIN 2 MG CAP,1,Each,14
TETRACYCLINE 250 MG CAP,1,Each,14
VENLAFAXINE SR 150 MG 24 HR CAP,1,Each,14
ZINC SULFATE 220 MG (50 MG ELEMENTAL ZINC) CAP,1,Each,14
ZONISAMIDE 100 MG CAP,1,Each,14
NICOTINE 21 MG/24 HR DAILY PATCH,1,Each,7.979
NICOTINE 7 MG/24 HR DAILY PATCH,1,Each,6.515
NICOTINE 7 MG/24 HR DAILY PATCH,1,Each,6.758
NICOTINE 7 MG/24 HR DAILY PATCH,1,Each,7.979
THIAMINE HCL 100 MG TAB,100,Tab,1
NIFEDIPINE ER 60 MG 24 HR TAB,1,Each,14
TETRAHYDROZOLINE 0.05 % EYE DROPS,15,mL,14.15
SORBITOL 70 % SOLN,30,mL,14.29
SOTALOL 80 MG TAB,1,Each,14.29
NIFEDIPINE ER 90 MG 24 HR TAB,1,Each,14
NIFEDIPINE ER 90 MG 24 HR TAB,1,Each,16.174
NIFEDIPINE ER 90 MG 24 HR TAB,1,Each,43.387
NIMODIPINE 30 MG CAP,1,Each,39.16
NIMODIPINE 30 MG CAP,1,Each,70.816
"NISOLDIPINE ER 17 MG TABLET,EXTENDED RELEASE 24 HR",1,Each,30.142
"NISOLDIPINE ER 17 MG TABLET,EXTENDED RELEASE 24 HR",1,Each,103.987
NISOLDIPINE SR 8.5 MG 24 HR TAB,1,Each,113.348
LEVALBUTEROL 0.63 MG/3 ML SOLN FOR INHALATION,3,mL,14.37
FUROSEMIDE 8 MG/ML ORAL SOLN,5,mL,14.38
MISOPROSTOL 200 MCG TAB,1,Each,14.38
"DULOXETINE 30 MG CAP, DELAYED RELEASE",1,Each,14.38
PEPPERMINT OIL,30,mL,157.18
"DULOXETINE 60 MG CAP, DELAYED RELEASE",1,Each,14.38
NITAZOXANIDE 500 MG TAB,1,Each,586.087
RAMIPRIL 1.25 MG CAP,1,Each,14.49
NITROFURANTOIN (25% MACROCRYSTAL FORM) 100 MG CAP,1,Each,14
QUETIAPINE 400 MG TAB,1,Each,14.54
NITROFURANTOIN (25% MACROCRYSTAL FORM) 100 MG CAP,1,Each,15.356
PIOGLITAZONE 15 MG TAB,1,Each,14.59
BUTALBITAL-ACETAMINOPHEN-CAFFEINE 50 MG-325 MG-40 MG TAB,1,Each,14.61
BUPROPION 100 MG TAB,1,Each,14.71
NITROFURANTOIN (25% MACROCRYSTAL FORM) 100 MG CAP,1,Each,20.133
CLOZAPINE 100 MG TAB,1,Each,14.82
NITROFURANTOIN MACROCRYSTAL 100 MG CAP,1,Each,14
NITROFURANTOIN MACROCRYSTAL 100 MG CAP,1,Each,14.103
NITROFURANTOIN MACROCRYSTAL 50 MG CAP,1,Each,14
GABAPENTIN 250 MG/5 ML ORAL SOLN,5,mL,14.96
POLYVINYL ALCOHOL 1.4 % EYE DROPS,15,mL,14.96
TRIFLUOPERAZINE 2 MG TAB,1,Each,14.97
METHYLPREDNISOLONE 4 MG TAB,1,Each,15.01
HALOPERIDOL 10 MG TAB,1,Each,15.04
NITROGLYCERIN 0.3 MG/HR TRANSDERM 24 HR PATCH,1,Each,37.393
NITROGLYCERIN 0.3 MG/HR TRANSDERM 24 HR PATCH,1,Each,82.183
NITROGLYCERIN 0.4 MG SUBLINGUAL TAB,1,Bottle,14
NITROGLYCERIN 0.4 MG SUBLINGUAL TAB,1,Bottle,184.58
NITROGLYCERIN 0.4 MG SUBLINGUAL TAB,1,Bottle,189.97
NITROGLYCERIN 0.4 MG SUBLINGUAL TAB,1,Bottle,256.35
AZITHROMYCIN 250 MG TAB,1,Bottle,15.18
MICONAZOLE NITRATE 2 % TOPICAL CREAM,14,g,15.22
NITROGLYCERIN 0.6 MG/HR TRANSDERM 24 HR PATCH,1,Each,14
NITROGLYCERIN SR 2.5 MG CAP,1,Each,14
NORETHINDRONE ACETATE 5 MG TAB,1,Each,14
NORGESTIMATE-ETHINYL ESTRADIOL 0.25 MG-35 MCG TAB,1,Each,14
NORGESTREL-ETHINYL ESTRADIOL 0.3 MG-30 MCG TAB,1,Each,14
HYDROCORTISONE 20 MG TAB,1,Each,15.57
AZITHROMYCIN 250 MG TAB,1,Each,15.61
NIFEDIPINE ER 60 MG 24 HR TAB,1,Each,15.67
PERPHENAZINE 4 MG TAB,1,Each,15.75
DIPHENHYDRAMINE-ZINC ACETATE 2 %-0.1 % TOPICAL CREAM,28,g,15.85
"DULOXETINE 20 MG CAP, DELAYED RELEASE",1,Each,15.88
"OLANZAPINE 20 MG TAB, RAPID DISSOLVE",1,Each,34.38
OLANZAPINE 5 MG TAB,1,Each,70.226
"OLANZAPINE 5 MG TAB, RAPID DISSOLVE",1,Each,24.662
