'Procedure ID','Description','Amount'
'205992','SYRINGE INJECTOR 150ML  ','191.00'
'205993','MEWISSEN CATH 46-175    ','476.00'
'205994','GLIDEWIRE .032 MEDITECH ','541.00'
'205996','GUIDEWIRE NITINOL       ','846.00'
'206000','ANES JACKSON REES CIRCUT','368.00'
'206060','HIP DURALOC 300 64MM    ','8395.00'
'206102','GUIDE CATH 6 FR         ','942.00'
'206103','CATH GUIDE 7 FR         ','942.00'
'206104','GUIDE CATH 8 FR         ','942.00'
'206105','CROSSOVER GUIDE CATH 6FR','942.00'
'206106','CROSSOVER GUIDE CATH 7FR','942.00'
'206107','CROSSOVER GUIDE CATH 8FR','942.00'
'206108','PANALOK LOOP ANCHOR SZ 2','2335.00'
'206113','GLUE BONE NORIAN SRS 5CC','8267.00'
'206114','NORIAN DLS-2000 DEL SYS ','1412.00'
'206115','NEDL NORIAN DEL 10CMX12G','677.00'
'206117','SCREW 6.5 CANC 16 TH/70 ','515.00'
'206118','LEAD VENTRICUL 5038-58  ','1.00'
'206120','JEJUNAL FEEDING TUBE 9F ','731.00'
'206121','JEJUNAL FEEDING TUBE 12F','731.00'
'206122','WIRE GUIDED J-TUBE 9F   ','420.00'
'206123','WIRE GUIDED J-TUBE 12F  ','420.00'
'206125','ANCHOR KT VESICA PRESSIN','5491.00'
'206126','PROBE SAPHYRE 90 W/SUCT ','1287.00'
'206127','PROBE SAPHYRE 60 W/SUCT ','1287.00'
'206130','PACEMAKER AT500 DUAL    ','35789.00'
'206132','PERC.THROMBOLYTIC DEVICE','3146.00'
'206200','CARTRIDGE MONARCH(EYE)  ','4.00'
'206202','MICROTIP KIT (EYE)      ','484.00'
'206203','NORIAN BONE GLUE 10CC   ','16427.00'
'206204','NORIAN BONE GLUE 3CC    ','6170.00'
'206206','DRILL TIP PIN 14        ','1143.00'
'206208','GUIDEWIRE .042 IN       ','441.00'
'206209','SHEATH PINNACLE 10CM    ','570.00'
'206210','SHEATH PINNACL 10/157241','570.00'
'206211','INTRO PINNACLE 157321   ','457.00'
'206214','ANGIO CATH SS 4.0-2 4T  ','3231.00'
'206215','ANGIO CATH SS 3.2-2 4T  ','3231.00'
'207000','LENS N SN60AT100        ','1323.00'
'207002','LENS N SN60AT110        ','1323.00'
'207006','LENS N SN60AT130        ','1323.00'
'207007','LENS N SN60AT135        ','1323.00'
'207008','LENS N SN60AT140        ','1323.00'
'207041','TRACH TUBE CUF DISTAL 8 ','316.00'
'207042','TRACH TUBE CF PROXIMAL 8','326.00'
'207043','DISP INNER CANNULA SZ 8 ','181.00'
'207045','PLATE 135 DHS 10H/174   ','4500.00'
'207058','INT GLIDEWIRE           ','727.00'
'207100','HIP DURALOC 300 66MM    ','8395.00'
'208173','LOOP VSSL MAXI RD       ','30.00'
'208380','TRACH TUBE HOLDER 240   ','135.00'
'208909','EVACUATR LG 400CC 19FR  ','555.00'
'210336','CATH MAXFORCE 15MM 8915 ','686.00'
'210792','SCREW CANN LT 4.0X26 207','946.00'
'210925','SCREW 7X100 SYNTHES 209.','775.00'
'220016','PROSTHESIS STEM 1888-36 ','12377.00'
'220019','PROSTHESIS STEM 1888-37 ','12377.00'
'220020','PROSTHESIS STEM 1888-38 ','12377.00'
'220175','INSERT FOAM LEG         ','788.00'
'230140','CT CHEST DRAINAGE CATH  ','444.00'
'230194','INT TRANSDUCER COVER    ','267.00'
'231015','GENERIBLOCK DISP GIS-3-D','36.00'
'235821','INTRODUC INTUB ADLT L60C','477.00'
'240157','URETHERAL CATH TRAY     ','94.00'
'240539','MAM DERMABOND           ','424.00'
'240551','MAM MANAN NEEDLE GUIDE  ','242.00'
'240552','MAM LYMPHAZURIN         ','611.00'
'240554','MAM VACUUM CANISTER     ','242.00'
'240563','MAM BARD MAGNUM SUPPLIES','424.00'
'240564','MAM BIOPSY TRAY         ','301.00'
'240566','MAM MAMMOTONE 11 GAUGE  ','1817.00'
'240568','MAM PROBE GUIDE         ','289.00'
'240611','RAD PNEUMOTHORAX KIT    ','361.00'
'250057','TRAY 11.5x13.5 MAHURKAR ','334.00'
'250093','CATH PERM DUL LUMN 36CMQ','1251.00'
'250094','CATH PRMCTH DL LUMN 40CQ','1284.00'
'250098','CATH INF MEWISSEN 46-179','476.00'
'260133','ROTATOR DRIVE UNIT      ','438.00'
'260134','CATH SDS BALLOON 4X4-75 ','1908.00'
'260301','US CATHETER CUFF KIT    ','572.00'
'260302','US ENDO RECTAL BX KIT   ','593.00'
'260303','US CUSTOM EXTENSION     ','191.00'
'260304','US TUBE CONNECTORS      ','469.00'
'260307','US TRANSDUCER COVER SET ','252.00'
'260557','US APD CATHETER         ','599.00'
'260565','US HYSTEROSONOGRAPH TRAY','768.00'
'268746','NAIL IM 485.131S        ','7242.00'
'268747','NAIL IM 485.133S        ','7242.00'
'268748','NAIL IM TI L345MM OD11.0','8800.00'
'279765','WOUND VAC Y CONNECTOR   ','92.00'
'282165','BLADE SHVR GRAY 3.5MM   ','635.00'
'282542','DRILL BIT 4MM           ','1454.00'
'285360','SCREW SHAFT 3.5X16      ','863.00'
'285361','SCREW SHAFT 3.5X18      ','942.00'
'285362','SCREW SHAFT 3.5X20      ','810.00'
'285364','SCREW SHAFT 3.5X24      ','810.00'
'285366','SCREW SHAFT 3.5X28      ','399.00'
'288008','DRSNG INTRSRB BURN 3X8  ','63.00'
'288041','BIT DRILL MINI QC 1.5MM ','312.00'
'288887','SCREW CORTEX 2.0X10     ','346.00'
'288890','SCREW CORTEX 2.0X13     ','346.00'
'288892','SCREW CORTEX 2.0X16     ','804.00'
'288931','PLATE LC-DCP 2.0X36MM   ','2278.00'
'300260','PY TEST KIT             ','802.00'
'310024','INT PTA BALLOON CATH    ','1884.00'
'310031','INT 7FR TIP GUIDING CATH','933.00'
'310032','INT 7F BRITE TIP SHEATH ','788.00'
'310087','INT STONE BASKET RET SE ','530.00'
'310092','INT BAXTER CV CATH KIT  ','680.00'
'310131','INT 5FR OPTIC PIGTAIL   ','599.00'
'310132','INT DOUBLE END GUIDEWIR ','623.00'
'310133','INT 7F INTRO SET W/MARK ','719.00'
'310134','INT 8F INTRO SET W/MARK ','580.00'
'310153','INT 12F INTRO SET W/MAR ','355.00'
'310154','INT 6F INTRO SET W/MARK ','719.00'
'310155','INT OMNI FLUSH CATHETER ','858.00'
'310156','INT ELECTRODES (TRIPLE) ','19.00'
'310157','INT BENTSON (180CM)     ','361.00'
'310158','INT BERENSTEIN CATH     ','162.00'
'310159','INT TRANSLUMBAR NEEDLE  ','741.00'
'310166','INT CATHETER 4FR STRAI  ','858.00'
'310167','INT CATHETER 5FR PIG/SE ','858.00'
'310168','INT GUIDEWIRE-ROSEN     ','355.00'
'310169','INT GUIDEWIRE-BENTSON   ','361.00'
'310170','INT MOVA CORE J-WIRE    ','725.00'
'310171','INT GLIDEWRIRE REG      ','801.00'
'310173','INT ROADRUNNER WIRE     ','460.00'
'310174','INT AMPLATZ WIRE        ','1905.00'
'310177','INT MICRO PUNCTURE SET  ','471.00'
'310178','INT ACCUSTICK 2 SET     ','411.00'
'310179','INT FLOW SWITCH         ','215.00'
'310181','INT INSECTOR LINE       ','408.00'
'310182','INT STERILE BANDED BAG  ','105.00'
'310183','INT INJECTOR SYRINGE    ','200.00'
'310184','INT NON-VENTED IV TUBING','106.00'
'310185','INT SHEATHS             ','823.00'
'310187','INT TORQUE VISE         ','233.00'
'310188','INT ROTATING Y ADAPTER  ','413.00'
'310189','INT INFLATION DEVICE    ','446.00'
'310190','INT BALLOON CATHETER    ','1884.00'
'310191','INT STENTS              ','7846.00'
'310192','INT WALL STENT (SHORT)  ','7667.00'
'310193','INT WALL STENT (LONG)   ','12295.00'
'310194','INT DRAINAGE SET        ','438.00'
'310195','INT DRAINAGE BAG        ','535.00'
'310196','INT BACKFIOW KIT        ','471.00'
'310198','INT IVC FILTER          ','6774.00'
'310199','INT CATH PULSE SPRAY    ','2074.00'
'310200','INT CATH PULSE (10/20CM)','2074.00'
'310201','INT OMNI SOS SEL 2CATH  ','856.00'
'310202','INT OMNI SOS SEL 3CATH  ','901.00'
'310207','INT ANGIO GRAPHY        ','801.00'
'310210','INT GOOSE NECK SNARE KI ','2185.00'
'310211','INT TIP DEELECTINE WIRE ','786.00'
'310215','INT VESSEL DILATOR      ','174.00'
'310925','INT HEMOCATH            ','683.00'
'310926','INT PTDCATH             ','4224.00'
'310927','INT ROTOR DRIVER        ','593.00'
'340063','STOPCOCK 3-WAY W/6" EXT.','107.00'
'347106','ADAPT/CONNECT BRONCH F/O','245.00'
'347120','VALVE CHST DRN HMLCH    ','635.00'
'347204','TUBE INTUB 7700RIN      ','588.00'
'347280','DILATOR PYLRC/CLNC BLLN ','1114.00'
'347320','CATH UTLITY RED 12FR    ','63.00'
'347664','FEM AMK 2 LT KN         ','21126.00'
'347665','INSERT TIB KN SZ2 14MM  ','9482.00'
'347829','SLEEVE OST IRR 30X2.75IN','75.00'
'347879','PROSTH ACTB HOLE PLUG   ','673.00'
'348083','HEAD FEM 28X49 SLFCTR   ','5505.00'
'348342','HEAD ARTEZE HIP -2MM    ','4282.00'
'348402','SCREW T2 LCK F-T 5X75MM ','1833.00'
'348432','LENS IOL SN60WF.210     ','1527.00'
'348435','LENS IOL 22.5           ','1527.00'
'348459','LENS IOL SN60WF.190     ','1527.00'
'348497','CATH BALN L2CMXW4CM L75C','1908.00'
'348585','TROCAR ESCPC B12LT      ','635.00'
'348586','TROCAR ESCP L100X11 11LT','635.00'
'348590','IMAGER 5FR M0064003001  ','573.00'
'348594','CATH/CONN(CE)NYLON NO.1 ','291.00'
'348713','PACEMAKR STYLET 45 GREEN','730.00'
'348992','KNIFE OPT STN SLT 2.75MM','555.00'
'348995','LENS IOL MA60AC 16.0    ','1413.00'
'349102','EXCEL FRACTURE 5L 155045','12234.00'
'349234','LINER ACTB PNCL 10D +4MM','6944.00'
'349278','NAIL IM TI 485.140S     ','8335.00'
'349286','STENT VASC 8X20         ','10098.00'
'349287','STENT VASC 8X40         ','11186.00'
'349317','STENT XPRS PM 10X40X75  ','9545.00'
'349318','STENT XPRS PM 5X40X75   ','9545.00'
'349322','STENT XPRS PM 8X40X75   ','9545.00'
'349323','STENT XPRS PM 9X40X75   ','9545.00'
'349326','STENT XPRS PM 7X40X75   ','9545.00'
'349340','LEAD CPSR FXNVS 407645  ','1.00'
'349477','HEAD HIP 12/14 28MM+5   ','12234.00'
'349495','MESH SRG 1.5X1.3 MED    ','1555.00'
'349503','GWIRE SNSR 038X150 FLX  ','641.00'
'349504','BLN URE URMX 4-4X6X75   ','3279.00'
'349505','PAIRED HELICAL 2.4/0/120','1679.00'
'349573','PINN MAR LIP LNR 58X28  ','6944.00'
'349584','GWIRE SNSR ENDO .035X150','641.00'
'349585','CTH URET 5F OE FG CN    ','427.00'
'349586','GW TEFLON D025IN L150CM ','579.00'
'349588','STENT URE CNTOR 6X22    ','1386.00'
'349589','CATH FLXMA OPN 6F 70CM  ','538.00'
'349591','STNT URET CNTOR 7X28    ','1386.00'
'349718','CABLE ORTHO 1.7X750MM   ','5618.00'
'349969','HEAD FM ART/EZ 32 +5 BRN','4282.00'
'351428','RETRCTR SURG IRIS FLXB  ','1178.00'
'351468','CATH BLN 18-20X5.5X240  ','2569.00'
'351696','CUP ACTB DURLC 58MM COMP','9070.00'
'351782','STENT XPRS PM 6X27X75   ','9545.00'
'351785','STENT XPRS PM 6X40X75   ','9545.00'
'351885','NAIL IM TI L380MM OD11.0','8335.00'
'351895','IMPL HIP HEAD FEM 28MM  ','4282.00'
'351896','IMPLNT HIP DEP 1365-13  ','4282.00'
'351897','HEAD HIP FEM 1365-14    ','4282.00'
'351899','HEAD FM +15.5 28 ART/EZ ','4282.00'
'351932','GUIDEWIRE ORTH 150X1.4MM','952.00'
'351962','STENT BIL 9X25X750MM    ','9545.00'
'352035','ENDOBUTTON BOX OF 1 STER','1184.00'
'353117','SCREW ASNS 4.0X55 CANN  ','1743.00'
'353124','STEM SMT CMNT SZ3 HI    ','12979.00'
'353126','STEM FEM 3 HIP STD OFFS ','12979.00'
'353127','STEM FEM CMNT OFST SZ6  ','12979.00'
'353138','LINER ACTB 32X56        ','6944.00'
'353150','LCS POLY 3 PEG PAT MED  ','4346.00'
'353233','CATH DRN 19FR RND HBLS  ','555.00'
'353382','NAIL GMA 11X180         ','10527.00'
'353383','SCREW BN GMA3 IM10.5X120','5241.00'
'353413','BIT DRL 4.2X130MM T2STRL','1657.00'
'353416','GW GLD 038X150 SS       ','555.00'
'353443','CMPNT PTLA 35 96-0101   ','2789.00'
'353464','LIGATOR FLSH FLLPN 4MM  ','1580.00'
'353516','SCREW T2 F/T LCK 5X35   ','1425.00'
'353517','BIT DRL 4.2X300         ','1693.00'
'353518','KWIRE GAM L450X3.2 TR   ','1313.00'
'353529','BAG DRN 2.5L BRD URMTR I','359.00'
'353551','CUP ACTB SECT 2 PNCL 60 ','9070.00'
'353581','GWIRE ORTH T2 3X800MM   ','1749.00'
'353694','MAMMOMARK 11GA MAM3001  ','514.00'
'353918','BIT DRL ASNS CANN 4.9MM ','4047.00'
'353926','BIT DRL L300 OD3.2      ','1530.00'
'353953','SCREW AS3 CANN 60-4638S ','1743.00'
'353955','SCREW AS3 CANN 60-4640S ','1743.00'
'353956','SCREW AS3 CANN 60-4642S ','1743.00'
'353962','MAMMOMARK 11GA MAM3002  ','514.00'
'353966','BIT DRL CANN TWST AO 4MM','3948.00'
'353968','BIT DRL ASNS 2.7MM      ','2778.00'
'353991','ELCTRD VPR LP SUC       ','3161.00'
'354018','STEM SMT CMNT HIP SZ4   ','12979.00'
'354020','STEM FEMORAL SUMMIT SIZE','12979.00'
'354039','CMPNT PTLA STD +        ','4346.00'
'354040','BUR CRV RAD 55 HI SPD   ','3461.00'
'354048','PTELA LG 3 3PEG ROT POR ','9448.00'
'354066','BLADE DRMTN 1.25-4.25   ','635.00'
'354077','CATH. POWERFLEX 7X20    ','1253.00'
'354128','SCREW BN GMA3 IM10.5X100','4452.00'
'354141','CANN XCEL CB11LT        ','555.00'
'354143','SLEEVE LAPSCP 100MM RADP','1114.00'
'354147','INSERT TIB KN 3 12.5MM  ','9176.00'
'354148','INSERT TIB INS 10MM     ','9176.00'
'354188','STAPLER RELOAD TR45W    ','1429.00'
'354438','CANULA INFNT SFT PRONG 7','68.00'
'354560','REAMER SHFT STRL 8X450MM','2754.00'
'354664','NAIL IM L360MM OD10 TIB ','8335.00'
'354665','CATH POWERFLEX 6X20     ','1253.00'
'354666','NAIL IM TI 485.031S     ','8335.00'
'354707','INS TIB 2X10 AMK        ','6944.00'
'354713','PTLA POLY 9.5X38        ','4346.00'
'354744','SUTURE CHRM ABS 3-0 636H','107.00'
'354854','NAIL IM TI L360MM OD12.0','7658.00'
'354897','CATH ANGIO 451404V5     ','500.00'
'354907','CATH POWERFLEX 5X20     ','1253.00'
'354928','BONE CEMENT 80GM        ','1891.00'
'355043','HEAD FEM 28X43 SLFCTR   ','5505.00'
'355096','PROSTHESIS KNEE 1488-43 ','6944.00'
'355152','SYRINGE 2 GA STRL 60 ALN','635.00'
'355174','STYLET LD 58CM .016IN KT','635.00'
'355191','STYLET LD 45CM .014IN KT','635.00'
'355193','STYLET LD 52CM .014IN KT','635.00'
'355195','STYLET LD 58CM .014IN KT','635.00'
'355210','LEAD FNLN2 4469         ','1.00'
'355228','TROCAR ESCP 100X12 H12LP','635.00'
'355230','TROCAR L100MM OD5MM BLDL','555.00'
'355244','GUIDE PIN ORTH 3.2MM14IN','635.00'
'355262','CATH INTRO ONQ PAINBSTR ','555.00'
'355279','SUTURE ABS 4-0 SH J415H ','78.00'
'355284','PLATE BNE SHRT L2RT     ','5835.00'
'355309','LEAD CPSR FXNVS 507652  ','1.00'
'355398','CAP END +5MM IM NAIL T2 ','1413.00'
'355408','LINER ACTB 32X66        ','6944.00'
'355409','LINER ACTB 32X62        ','9058.00'
'355413','LINER ACTB 32X58        ','6944.00'
'355422','LINER ACTB 10DD +4 32X54','6944.00'
'355424','LINER ACTB 10DD +4 32X60','6944.00'
'355426','LINER ACTB 10DD +4 32X64','6944.00'
'355430','LINER ACTB 32X54        ','6944.00'
'355431','LINER ACTB 10DD +4 32X58','6944.00'
'355434','LINER ACTB 10DD +4 32X66','6944.00'
'355436','LINER ACTB 10DD +4 32X62','6944.00'
'355437','LINER ACTB 10DD +4 32X56','6944.00'
'355547','CARTRIDGE CO2 DISP      ','436.00'
'355591','PLATE BN 2X1 SHRT DVR LT','5835.00'
'355593','LEAD FNLN2 4470         ','1.00'
'355771','CMPNT TIBTRY 1.5 KN CMNT','10595.00'
'355772','INS TIB MED 10 KN       ','8496.00'
'355782','STEM FEM SM 15.0MM AML S','17538.00'
'355881','TRAY MBT CEM KEEL TIB 2 ','12600.00'
'355911','LCS RP INSERT SM 20+    ','9448.00'
'355914','INSERT FEM S+ KN RT CMNT','9485.00'
'355923','DILATOR URET SPRL TIP 6F','635.00'
'355924','DILATOR URET SPRL TIP 4F','588.00'
'355930','STEM SMT CMNT SZ2 STD   ','12979.00'
'355934','STEM SZ 8 SMT CMNT      ','12979.00'
'355953','HEAD CRM 12/14 +8.5 36D ','12234.00'
'355958','HEAD CRM 12/14 +1.5 36D ','12234.00'
'355962','NAIL GMA 3 11X180       ','10605.00'
'355966','SCREW T2 LCK F-T 5X30MM ','1425.00'
'355998','CMNT FEM STM SZ5        ','12979.00'
'356000','STEM FEM 7 STD HIP CMNT ','12979.00'
'356002','STEM SMT CMNT SZ4 HI    ','12979.00'
'356003','STEM SMT CMNT SZ5 HI    ','12979.00'
'356005','STEM SMT CMNT SZ 7 HI   ','12979.00'
'356007','STEM FEM 8 HIP CMNT     ','12979.00'
'356008','HEAD FEM HIP+1X12/14X32 ','12234.00'
'356010','HEAD FM CRM12/14+5 32DLT','12234.00'
'356011','HEAD FM CRM 12/14 32+9MM','12234.00'
'356012','HEAD HIP +5 12/14 36MM  ','12234.00'
'356129','SCREW BN 458.928        ','1565.00'
'356131','CTH URET AXXCESS 6F OE  ','1347.00'
'356154','GWIRE ORTH NSE 3MM 80CM ','1429.00'
'356168','BIT DRL 4.4MM 3 FLT     ','2192.00'
'356174','BIT DRL 3.8MM           ','1965.00'
'356204','CUP ACTB SECT 2 PNCL 58 ','9070.00'
'356259','STEM FEMORAL SMALL 13.5M','17538.00'
'356332','TUBE T CATTELS 8 FR     ','414.00'
'356351','STAPLER RLOAD CRV CR40G ','2339.00'
'356360','STAPLER CRV CUT CS40G   ','4200.00'
'356442','NEEDLE BX CHIBA DCHN2215','458.00'
'356446','BLN ESPH NS 20          ','1043.00'
'356500','TROCAR LAP BLDLS B5LT   ','635.00'
'356523','CATH CHOLANGIO 4.5 BROWN','635.00'
'356529','SALUTE 38CM CARTRDGE-30 ','2556.00'
'356573','DRAIN CHST SGL CLT      ','635.00'
'356589','CT PACK SSS-CTP-QFT     ','292.00'
'356627','SUTURE ABS 0 L18 EJ10G  ','635.00'
'356675','NAIL 10MM 476.30        ','8677.00'
'356677','NAIL 10MM 476.27S       ','8677.00'
'356705','CAP END TI STRL F/SLD TI','1230.00'
'356808','CMPNT TIBTRY 6 KN CMNT  ','10595.00'
'356888','INS FEM LCS CMPLT +12.5 ','12234.00'
'356894','SCREW T2 F/T LCK 5X40   ','1425.00'
'356917','SCREW T2 LCK F-T 5X25MM ','1833.00'
'356954','SCREW BN NLEX 458.956   ','1565.00'
'357021','LAP CHOLE KIT XCEL      ','4093.00'
'357069','SCREW BN GMA3 IM 10.5X90','4296.00'
'357090','INSERT FEM COMP LG KNEE ','12284.00'
'357105','INS TIB 4X12.5 KN ROT CR','9176.00'
'357107','STEM FEM SM OD18.0MM AML','17538.00'
'357267','GFT BFR STRCH 8-9X40    ','9460.00'
'357331','SCREW BN GMA3 IM10.5X130','4934.00'
'357333','SCREW BN GMA3 IM10.5X115','5241.00'
'357335','SUTURE PDS CLR 3-0 Z416H','119.00'
'357337','CUP ACTB SECT 2 PNCL 54 ','9070.00'
'357532','INSERT FEM S+ KN LT CMNT','9485.00'
'357533','PROSTHESIS STEM 1554-06 ','17538.00'
'357534','LCS COMP RP INSERT 10+  ','9448.00'
'357546','STEM FEM 3 HIP CMNT     ','12979.00'
'357548','INSERT TIB STD 20MM KN  ','12234.00'
'357580','STEM HIP SUMIT PRS SZ10 ','23176.00'
'357606','BIT DRL 3.5X130         ','1672.00'
'357607','GWIRE SMTH TIP 2.2X800  ','1327.00'
'357609','BIT DRL 3.5X230         ','2175.00'
'357614','SCREW T2 LCK F-T 4X45MM ','1801.00'
'357636','TUBE OST FLXSL FEC      ','1134.00'
'357655','CATH.POWERFLEX 8X20     ','1253.00'
'357686','SCREW CANN PNCL 6.5X50  ','1070.00'
'357687','SCREW PNCL CANC 6.5X35MM','1386.00'
'357688','SUTURE CHRM 793G        ','555.00'
'357706','SCREW LAG GMA 10.5X110  ','4296.00'
'357713','SCREW LAG GMA 10.5X105  ','4296.00'
'357718','SCREW BN GMA3 IM10.5X125','4934.00'
'357724','SCREW CORT 5.5X45       ','1386.00'
'357727','SCREW BNE GAM3 10.5X85  ','4296.00'
'357731','SCREW BN GMA3 IM 10.5X80','4570.00'
'357734','SCREW TROCH GM3 17.5X8MM','1980.00'
'357793','SUT PDS 0 ABSRB EZ10G   ','635.00'
'357848','HEAD FEM 28X54 SLFCTR   ','5505.00'
'357901','CUP ACTB SECT 2 PNCL 48 ','9070.00'
'357912','CANNULA INNER 6 DIC     ','149.00'
'357948','CUP ACTB SECT 2 PNCL 52 ','9070.00'
'357958','CUP ACTB SECT 2 PNCL 62 ','9070.00'
'357963','CUP ACTB SECT 2 PNCL 64 ','9070.00'
'357966','CUP ACTB SECT 2 PNCL 66 ','9070.00'
'357972','STEM FEMORAL 4 HIP      ','12979.00'
'357982','SCREW CANN PNCL 6.5X55  ','1070.00'
'357987','LNR ACTB 10DD +4 32X52  ','6944.00'
'358004','STEM CNTRLZR HIP 9.25MM ','673.00'
'358023','CAP END FEM NAIL 15.3MM ','1817.00'
'358027','PROST KNEE AMK 1488-05  ','21126.00'
'358062','TUBE TRCH CANN FEN SZ 8 ','635.00'
'358066','TUBE TRACH #8 CANN FEN  ','635.00'
'358076','LINER ACTB PNCL 28X56   ','6944.00'
'358152','TRAY PROC L11IN ODSEC8FR','1429.00'
'358178','NDL SBDRM NMRSPN 2 4CHNL','1705.00'
'358181','STEM FEMORAL 2 HIP      ','12979.00'
'358240','TUBE ORTH 52 TFLN DISP  ','1933.00'
'358244','DRSNG DUODERM 10GR      ','177.00'
'358253','CATH MAHURKAR 17277011  ','1010.00'
'358319','BIT DRL 195MM 3.5MM     ','1007.00'
'358324','BLADE SHVR INCSR 4.5REPR','951.00'
'358329','BLADE FUL RAD BEIGE REPR','951.00'
'358331','BLADE REPRO 3.5MM INCISO','951.00'
'358356','DISSECTOR 33CM 5MM EPTH ','951.00'
'358367','SCISSOR ENDO CRV REPR   ','951.00'
'358416','NAIL GAMMA3 11X18X120   ','10527.00'
'358422','ELCTRD ESRG 10IN PLSM WN','3313.00'
'358475','PACEMKR ENRTHM P1501DR  ','33511.00'
'358486','DOME PTELA 38 OVL 3PEG  ','2789.00'
'358508','TRAY 6 MBT TIB CMNT KEEL','13498.00'
'358544','PROSTHES L150MM OD57MM  ','8992.00'
'358554','SUTURE NABS 0 CT-1 CX21D','437.00'
'358585','STEM FEM SMT BASIC PRFT ','12979.00'
'358587','STEM FEMORAL 7 HIP      ','12979.00'
'358592','STEM FEM 4 HIP CMNT     ','12979.00'
'358597','STEM FEM CMNT #8 HIP    ','12979.00'
'358600','STEM FEM SMT BASIC PRFT ','12979.00'
'358601','STEM FEM CMNTLS 10 12/24','23176.00'
'358602','STEM FEM BSC #6 HIP     ','12979.00'
'358607','STEM FEM BSC #7 HIP     ','12979.00'
'358608','STEM FEM 2 HIP CMNT     ','12979.00'
'358610','STEM FEM CMNT #5 HIP    ','12979.00'
'358612','STEM FEM CMNT #7 HIP    ','12979.00'
'358662','PLUG BN CANN TNL 7-12MM ','1159.00'
'358693','MAMMOMARK 8GA MAM3008   ','514.00'
'358717','HEAD FEM 28X45 SLFCTR   ','5505.00'
'358778','BIT DRL CANN STRL 5MM   ','3328.00'
'358840','HEAD FEM 28X47 SLFCTR   ','5505.00'
'358850','14MM MCS STD COMP SCREW ','2088.00'
'358855','K WIRE PODIATRIC        ','498.00'
'359010','STNT VAS 6MM C06040SL   ','11186.00'
'359020','STENT VASC 7X20         ','10098.00'
'359048','HEAD FEM 28X51 SLFCTR   ','5505.00'
'359061','SUTURE CHRM ABS 4-0 635H','136.00'
'359146','STEM FEM LG OD15.0MM AML','17538.00'
'359243','SCISSOR ENDO LAPSC      ','793.00'
'359272','STNT VASC 6X20          ','10098.00'
'359284','REAMER 240X8 BIXCUT DISP','2504.00'
'359311','BG OST STD MED TRN NS   ','115.00'
'359314','POUCH OST LG L12IN RT SD','59.00'
'359316','BARRIER SKN ESTM SYNR L4','67.00'
'359317','POUCH DRAIN E/S INVISICL','59.00'
'359318','WAFER E/S STOMA 1 7/8   ','67.00'
'359325','CATH HEMOSPLIT STR 27CM ','4057.00'
'359326','CATH HEMOSPLT 23CM LG LM','3479.00'
'359328','KNEE-PRIMARY LCK PIN    ','3706.00'
'359334','STEM FEM SMT 12/14TPR 4 ','23176.00'
'359447','NDL CATH YUEH CNTS      ','555.00'
'359465','VIRABLE FIT TIB CUP     ','2466.00'
'359522','BIT DRL SMRT TOE        ','2124.00'
'359538','HEAD FEM 28X48 SLFCTR   ','5505.00'
'359576','SYSTEM PROFORE LAYER BAN','422.00'
'359609','CATH ANGIO 451401V5     ','500.00'
'359640','KIT CATH HEMODIA 19CM   ','3461.00'
'359669','INSERT FEM LCS CMPLT 15M','12234.00'
'359670','INSERT FEM COMP 17.5MM  ','12234.00'
'359671','INSERT FEM CMPLT L+ 20MM','12234.00'
'359672','CMPNT PTLA STD + MNSCL  ','5566.00'
'359673','COMPNT LCS LETE M/B PA  ','5566.00'
'359689','INS FEM LCS STD+15      ','9176.00'
'359690','INSERT FEM STD + 17.5MM ','12234.00'
'359691','INSERT FEM CMPLT LG 20MM','12234.00'
'359692','INS FEM LCS LG 17.5     ','12234.00'
'359693','INSRT FEM LCS CMPLT STD ','12234.00'
'359705','NEEDLE BX FRNSN 20G 10CM','597.00'
'359711','NEEDLE BX CHBA 18GX10   ','458.00'
'359716','BLADE CRV 60 D 4MM      ','2065.00'
'359753','TRAY TIBIAL MBT POR SZ5 ','14675.00'
'359757','LCS 3 PEG ROT PAT LG    ','4346.00'
'359760','LCS COMP RP INS STD 15  ','8356.00'
'359805','LIGATOR ESCPC NYL POLYLP','914.00'
'359822','NEEDLE BX DISP 14GX6    ','476.00'
'359826','LEAD CPSR SPNVS 409258  ','1.00'
'359865','TUBE TRACH JCKSON #4 REG','718.00'
'359915','TUBE TRACH CFLS FEN 4   ','635.00'
'360015','IV SOL D10W 1000ML      ','39.00'
'360020','SALINE 5% 500ML BOT     ','106.00'
'360025','IV SOL NS .45% 1000ML   ','181.00'
'360040','IV SOL D5W 500ML        ','33.00'
'360055','IV SOL D5W 100ML 1/PKG  ','225.00'
'360065','IV SOL D5 & .9% NS 1000M','38.00'
'360080','IV SOL D5 & 1/4 NS 500ML','35.00'
'360110','IV SOL LACT RINGERS 1000','199.00'
'360111','IV SOL LACT RINGER 500ML','36.00'
'360115','IV SOL D5W & LR 1000ML  ','48.00'
'360120','IV SOL 5% D5 & LR 500ML ','33.00'
'360130','IV SOL D5 & 1/2 NS 1000M','193.00'
'360136','IV SOL D5 & 1/3 NS 500ML','148.00'
'360150','SALINE 0.9% 50ML        ','146.00'
'360155','IV SOL NS .9% 100ML     ','49.00'
