DRG_Long_Desc,Average_Charge_Per_Case,Average_Medicare_Payment_Per_Case
883 - DISORDERS OF PERSONALITY & IMPULSE CONTROL,7708,No Medicare Payment Available
884 - ORGANIC DISTURBANCES & INTELLECTUAL DISABILITY,39399.08,6804.94
885 - PSYCHOSES,27753.68,6786.81
887 - OTHER MENTAL DISORDER DIAGNOSES,30099.5,No Medicare Payment Available
894 - ALCOHOL/DRUG ABUSE OR DEPENDENCE; LEFT AMA,23366.69,3269.99
895 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W REHABILITATION THERAPY,20653.67,No Medicare Payment Available
896 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W MCC,60069.28,7128.13
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,28482.33,4322.42
901 - WOUND DEBRIDEMENTS FOR INJURIES W MCC,433128.48,23575.42
902 - WOUND DEBRIDEMENTS FOR INJURIES W CC,179031.42,No Medicare Payment Available
906 - HAND PROCEDURES FOR INJURIES,118177.76,No Medicare Payment Available
907 - OTHER O.R. PROCEDURES FOR INJURIES W MCC,312614.83,29549.61
908 - OTHER O.R. PROCEDURES FOR INJURIES W CC,146822.67,10138.14
909 - OTHER O.R. PROCEDURES FOR INJURIES W/O CC/MCC,132424.52,8252.4
913 - TRAUMATIC INJURY W MCC,77431.34,8117.1
914 - TRAUMATIC INJURY W/O MCC,43851.58,5059.68
915 - ALLERGIC REACTIONS W MCC,50809,No Medicare Payment Available
916 - ALLERGIC REACTIONS W/O MCC,31796.17,3941.4
917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,82993.96,7382.62
918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,28665.31,3763.86
919 - COMPLICATIONS OF TREATMENT W MCC,123939.81,10176.03
920 - COMPLICATIONS OF TREATMENT W CC,74128.12,5978.86
921 - COMPLICATIONS OF TREATMENT W/O CC/MCC,44985.27,4373.93
922 - OTHER INJURY; POISONING & TOXIC EFFECT DIAG W MCC,128807.52,No Medicare Payment Available
923 - OTHER INJURY; POISONING & TOXIC EFFECT DIAG W/O MCC,37645.25,2473.02
934 - FULL THICKNESS BURN W/O SKIN GRFT OR INHAL INJ,550842.8,No Medicare Payment Available
935 - NON-EXTENSIVE BURNS,37563.5,9834.48
939 - O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES W MCC,74403,No Medicare Payment Available
940 - O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES W CC,249480.25,7187.13
941 - O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES W/O CC/MCC,116239.88,No Medicare Payment Available
945 - REHABILITATION W CC/MCC,129196.92,19634.02
946 - REHABILITATION W/O CC/MCC,69276.5,No Medicare Payment Available
947 - SIGNS & SYMPTOMS W MCC,93499.05,7081.31
948 - SIGNS & SYMPTOMS W/O MCC,38095.28,4281.44
949 - AFTERCARE W CC/MCC,111952.98,17440.65
950 - AFTERCARE W/O CC/MCC,49750.33,31717.52
951 - OTHER FACTORS INFLUENCING HEALTH STATUS,10734.9,2407
955 - CRANIOTOMY FOR MULTIPLE SIGNIFICANT TRAUMA,759114.65,56042.13
956 - LIMB REATTACHMENT; HIP & FEMUR PROC FOR MULTIPLE SIGNIFICANT TRAUMA,203425.27,17114.11
957 - OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W MCC,347819.19,No Medicare Payment Available
958 - OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W CC,284025.51,24202.33
963 - OTHER MULTIPLE SIGNIFICANT TRAUMA W MCC,214341.28,15113.43
964 - OTHER MULTIPLE SIGNIFICANT TRAUMA W CC,52677.72,8388.38
965 - OTHER MULTIPLE SIGNIFICANT TRAUMA W/O CC/MCC,61514.67,No Medicare Payment Available
969 - HIV W EXTENSIVE O.R. PROCEDURE W MCC,285609.94,No Medicare Payment Available
974 - HIV W MAJOR RELATED CONDITION W MCC,305031.83,15868.58
975 - HIV W MAJOR RELATED CONDITION W CC,180762.85,7639.7
976 - HIV W MAJOR RELATED CONDITION W/O CC/MCC,69376,5468.79
977 - HIV W OR W/O OTHER RELATED CONDITION,28086,7670.02
981 - EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,280245.39,24016.44
982 - EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W CC,174217.27,12408.81
983 - EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC,131004.28,9350.25
987 - NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,279155.19,18033.6
988 - NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W CC,137086.63,8783.14
989 - NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC,117066.02,6304.12
