Charge name,Charge procedure master #,Revenue ID,Associated Cost Centers & NAME,HOSPITAL BILLING DEFAULT TECH FEE SCHEDULE,Fee Schedule Year
HC THROMBOENDARTERECTOMY SFA,H3610859,361,20 CARDIAC CATH LAB,"$5,123.00",2018
HC BRONCH W/CMPR-ASST NAV ADD-ON,H3610860,361,"20 RESPIRATORY THERAPY
","$2,244.00",2018
HC BRONCH FL W/MARKER(S) PLCMNT,H3610863,361,"20 RESPIRATORY THERAPY
","$2,356.00",2018
HC INCISN WINDPIPE,H3610865,361,"20 RESPIRATORY THERAPY
20 PROCEDURES - CRITICAL CARE","$2,789.00",2018
HC EGD PLACE GASTROSTOMY TUBE,H3610867,361,"20 GI/ENDO/GEN MED
20 NEURO SURGICAL
20 PROCEDURES - CRITICAL CARE
20 MEDICAL OVERFLOW UNIT","$1,691.00",2018
HC INJ/ASP SMALL JNT/BURSA W/US GUID,H3610871,361,"20 GI/ENDO/GEN MED
20 MED TELEMETRY STEP- DOWN
20 MEDICAL ONCOLOGY
20 NEURO SURGICAL
20 ORTHOPAEDICS
20 4 SURGICAL
20 SURG TELEMETRY STEP-DOWN
20 PEDIATRICS
20 PSYCHIATRIC
20 MOTHER/BABY NURSING
20 NEONATAL INTENSIVE CARE
20 CRITICAL CARE STEP DOWN
20 PULMONARY CARE
20 REHABILITATION UNIT
20 LABOR & DELIVERY
20 CLINICAL OBSERVATION UNIT
20 PROCEDURES - CRITICAL CARE
20 EMERGENCY ROOM NURSING
20 MEDICAL IMAGING-OPDC
20 CT SCAN - RADIOLOGY
20 RADIOLOGY - MAIN DEPT
20 SPECIAL PROCEDURES
25 MEDICAL/SURGICAL
25 INTENSIVE CARE
25 EMERGENCY ROOM
30 MEDICAL/SURGICAL
30 INTENSIVE CARE
30 EMERGENCY ROOM NURSING
30 PAIN CLINICS PB
45 EMERGENCY ROOM
55 MEDICAL/SURGICAL
55 EMERGENCY ROOM NURSING
80 MEDICAL/SURGICAL
80 EMERGENCY ROOM NURSING
80 CT SCAN - RADIOLOGY
80 RADIOLOGY-MAIN DEPT
GEROPSYCH
55 SURGICAL SERVICES
80 BERKLEY SPRINGS INTERNAL MED PB
80 SURGICAL SERVICES PRACTICE PB
80 HANCOCK MEDICAL PRACTICE PB
80 WAR INT MED -BSIM FACILITY
80 WAR MULTISPEC - SURG SER FACILITY
80 WAR FAM MED - HANCOCK FACILITY
45 RADIOLOGY
20 MEDICAL OVERFLOW UNIT
20 WMC SHORT STAY UNIT",$381.00,2018
HC INJ/ASP INTRMDT JNT/BURSA W/US GUID,H3610872,361,"20 GI/ENDO/GEN MED
20 MED TELEMETRY STEP- DOWN
20 MEDICAL ONCOLOGY
20 NEURO SURGICAL
20 ORTHOPAEDICS
20 4 SURGICAL
20 SURG TELEMETRY STEP-DOWN
20 PSYCHIATRIC
20 MOTHER/BABY NURSING
20 NEONATAL INTENSIVE CARE
20 CRITICAL CARE STEP DOWN
20 PULMONARY CARE
20 REHABILITATION UNIT
20 LABOR & DELIVERY
20 CLINICAL OBSERVATION UNIT
20 PROCEDURES - CRITICAL CARE
20 EMERGENCY ROOM NURSING
20 MEDICAL IMAGING-OPDC
20 CT SCAN - RADIOLOGY
20 RADIOLOGY - MAIN DEPT
20 SPECIAL PROCEDURES
25 MEDICAL/SURGICAL
25 INTENSIVE CARE
25 EMERGENCY ROOM
30 MEDICAL/SURGICAL
30 INTENSIVE CARE
30 EMERGENCY ROOM NURSING
30 PAIN CLINICS PB
45 EMERGENCY ROOM
55 MEDICAL/SURGICAL
55 EMERGENCY ROOM NURSING
80 MEDICAL/SURGICAL
80 EMERGENCY ROOM NURSING
80 CT SCAN - RADIOLOGY
80 RADIOLOGY-MAIN DEPT
20 PEDIATRICS
GEROPSYCH
55 SURGICAL SERVICES
20 MEDICAL OVERFLOW UNIT
20 WMC SHORT STAY UNIT",$381.00,2018
HC INJ/ASP MAJOR JNT/BURSA W/US GUID,H3610873,361,"20 GI/ENDO/GEN MED
20 MED TELEMETRY STEP- DOWN
20 MEDICAL ONCOLOGY
20 NEURO SURGICAL
20 ORTHOPAEDICS
20 4 SURGICAL
20 SURG TELEMETRY STEP-DOWN
20 PEDIATRICS
20 PSYCHIATRIC
20 MOTHER/BABY NURSING
20 NEONATAL INTENSIVE CARE
20 CRITICAL CARE STEP DOWN
20 PULMONARY CARE
20 REHABILITATION UNIT
20 LABOR & DELIVERY
20 CLINICAL OBSERVATION UNIT
20 PROCEDURES - CRITICAL CARE
20 EMERGENCY ROOM NURSING
20 MEDICAL IMAGING-OPDC
20 CT SCAN - RADIOLOGY
20 RADIOLOGY - MAIN DEPT
20 SPECIAL PROCEDURES
25 MEDICAL/SURGICAL
25 INTENSIVE CARE
25 EMERGENCY ROOM
30 MEDICAL/SURGICAL
30 INTENSIVE CARE
30 EMERGENCY ROOM NURSING
30 PAIN CLINICS PB
45 EMERGENCY ROOM
55 MEDICAL/SURGICAL
55 EMERGENCY ROOM NURSING
80 MEDICAL/SURGICAL
80 EMERGENCY ROOM NURSING
80 CT SCAN - RADIOLOGY
80 RADIOLOGY-MAIN DEPT
GEROPSYCH
55 SURGICAL SERVICES
80 BERKLEY SPRINGS INTERNAL MED PB
80 SURGICAL SERVICES PRACTICE PB
80 HANCOCK MEDICAL PRACTICE PB
80 WAR INT MED -BSIM FACILITY
80 WAR MULTISPEC - SURG SER FACILITY
80 WAR FAM MED - HANCOCK FACILITY
45 RADIOLOGY
20 MEDICAL OVERFLOW UNIT
20 WMC SHORT STAY UNIT",$678.00,2018
HC ABLATION CRYO PQ BONE TUMOR(S) W/GUID,H3610874,361,"20 SPECIAL PROCEDURES
20 CT SCAN - RADIOLOGY

","$6,778.00",2018
HC PQ VRTBRPLST 1 BDY INJ CRV-THR W/IMG INI,H3610875,361,"20 SPECIAL PROCEDURES
","$8,297.00",2018
HC PQ VRTBRPLST 1 BDY INJ LMB-SCR W/IMG INI,H3610876,361,"20 SPECIAL PROCEDURES
","$8,297.00",2018
HC PQ VRTBRPLST 1 BDY INJ CRV-THR/LMB-SCR W/IMG ADDL,H3610877,361,"20 SPECIAL PROCEDURES
","$4,123.00",2018
HC PQ KYPHPLSTY 1 BDY THOR W/IMG,H3610878,361,20 SPECIAL PROCEDURES,"$20,629.00",2018
HC PQ KYPHPLSTY 1 BDY LUMB W/IMG,H3610879,361,20 SPECIAL PROCEDURES,"$20,629.00",2018
HC PQ KYPHPLSTY EA ADDL BDY THR/LMB W/IMG ADDL,H3610880,361,20 SPECIAL PROCEDURES,"$10,315.00",2018
HC INSERT/REPL SQ DEFIB W/ELTRD,H3610881,361,20 CARDIAC CATH LAB,"$62,714.00",2018
HC ECMO INITIATION VENO-VENOUS,H3610883,361,20 PROCEDURES - CRITICAL CARE,"$58,221.75",2018
HC ECMO INITIATION VENO-ARTERIAL,H3610884,361,20 PROCEDURES - CRITICAL CARE,"$53,575.86",2018
HC ECMO MGMT/DAY VENO-VENOUS,H3610885,361,20 PROCEDURES - CRITICAL CARE,"$8,856.96",2018
HC ECMO MGMT/DAY VENO-ARTERIAL,H3610886,361,20 PROCEDURES - CRITICAL CARE,"$8,648.16",2018
HC ECMO INS PERIPH CNULA PQ 6 YRS+,H3610887,361,20 PROCEDURES - CRITICAL CARE,"$4,364.76",2018
HC ECMO INS PERIPH CNULA OPEN 6 YRS+,H3610889,361,20 PROCEDURES - CRITICAL CARE,"$4,369.86",2018
HC ECMO INS CNTRL CNULA THOR INSCN 6 YRS+,H3610891,361,20 PROCEDURES - CRITICAL CARE,"$1,770.84",2018
HC ECMO RPSTN PERIPH CNULA PQ 6 YRS+,H3610892,361,20 PROCEDURES - CRITICAL CARE,"$1,772.16",2018
HC ECMO RPSTN PERIPH CNULA OPEN 6 YRS+,H3610894,361,20 PROCEDURES - CRITICAL CARE,"$1,772.16",2018
HC ECMO RPSTN CNTRL CNULA THOR INSCN 6 YRS+,H3610896,361,20 PROCEDURES - CRITICAL CARE,"$1,772.16",2018
HC ECMO RMVL PERIPH CNULA PQ 6 YRS+,H3610897,361,20 PROCEDURES - CRITICAL CARE,"$1,779.87",2018
HC ECMO RMVL PERIPH CNULA OPEN 6 YRS+,H3610899,361,20 PROCEDURES - CRITICAL CARE,"$1,779.87",2018
HC ECMO RMVL CNTRL CNULA THOR INSCN 6 YRS+,H3610901,361,20 PROCEDURES - CRITICAL CARE,"$2,859.87",2018
HC ECMO EXPOSURE ARTERY GRAFT CONDUIT,H3610902,361,20 PROCEDURES - CRITICAL CARE,"$2,413.74",2018
HC INS LEFT HEART VENT THOR INSCN ECMO,H3610903,361,20 PROCEDURES - CRITICAL CARE,"$2,415.69",2018
HC RMVL LEFT HEART VENT THOR INSCN ECMO,H3610904,361,20 PROCEDURES - CRITICAL CARE,"$1,779.87",2018
HC TRNSCATH PLC STNT ANTE CAROTID ART,H3610905,361,"20 SPECIAL PROCEDURES
","$30,697.00",2018
HC ABLATION CRYO PQ LIVER TUMOR(S),H3610906,361,20 CT SCAN - RADIOLOGY,"$11,448.00",2018
HC PLC STENT TRSCATH VERT OR INTRATHOR CAROTID,H3610907,361,20 SPECIAL PROCEDURES,"$17,241.00",2018
HC INJ/ASP MAJOR JNT/BURSA WO US GUID,H3610916,361,"20 GI/ENDO/GEN MED
20 MED TELEMETRY STEP- DOWN
20 MEDICAL ONCOLOGY
20 NEURO SURGICAL
20 ORTHOPAEDICS
20 4 SURGICAL
20 SURG TELEMETRY STEP-DOWN
20 PEDIATRICS
20 PSYCHIATRIC
20 MOTHER/BABY NURSING
20 NEONATAL INTENSIVE CARE
20 CRITICAL CARE STEP DOWN
20 PULMONARY CARE
20 REHABILITATION UNIT
20 LABOR & DELIVERY
20 CLINICAL OBSERVATION UNIT
20 PROCEDURES - CRITICAL CARE
20 EMERGENCY ROOM NURSING
20 MEDICAL IMAGING-OPDC
20 CT SCAN - RADIOLOGY
20 RADIOLOGY - MAIN DEPT
20 SPECIAL PROCEDURES
25 MEDICAL/SURGICAL
25 INTENSIVE CARE
25 EMERGENCY ROOM
30 MEDICAL/SURGICAL
30 INTENSIVE CARE
30 EMERGENCY ROOM NURSING
30 PAIN CLINICS PB
45 EMERGENCY ROOM
55 MEDICAL/SURGICAL
55 EMERGENCY ROOM NURSING
80 MEDICAL/SURGICAL
80 EMERGENCY ROOM NURSING
80 CT SCAN - RADIOLOGY
80 RADIOLOGY-MAIN DEPT
GEROPSYCH
55 SURGICAL SERVICES
80 BERKLEY SPRINGS INTERNAL MED PB
80 SURGICAL SERVICES PRACTICE PB
80 HANCOCK MEDICAL PRACTICE PB
80 WAR INT MED -BSIM FACILITY
80 WAR MULTISPEC - SURG SER FACILITY
80 WAR FAM MED - HANCOCK FACILITY
45 RADIOLOGY
20 MEDICAL OVERFLOW UNIT
20 WMC SHORT STAY UNIT",$530.00,2018
HC INJ/ASP INTRMDT JNT/BURSA WO US GUID,H3610917,361,"20 GI/ENDO/GEN MED
20 MED TELEMETRY STEP- DOWN
20 MEDICAL ONCOLOGY
20 NEURO SURGICAL
20 ORTHOPAEDICS
20 4 SURGICAL
20 SURG TELEMETRY STEP-DOWN
20 PEDIATRICS
20 PSYCHIATRIC
20 MOTHER/BABY NURSING
20 NEONATAL INTENSIVE CARE
20 CRITICAL CARE STEP DOWN
20 PULMONARY CARE
20 REHABILITATION UNIT
20 LABOR & DELIVERY
20 CLINICAL OBSERVATION UNIT
20 PROCEDURES - CRITICAL CARE
20 EMERGENCY ROOM NURSING
20 MEDICAL IMAGING-OPDC
20 CT SCAN - RADIOLOGY
20 RADIOLOGY - MAIN DEPT
20 SPECIAL PROCEDURES
25 MEDICAL/SURGICAL
25 INTENSIVE CARE
25 EMERGENCY ROOM
30 MEDICAL/SURGICAL
30 INTENSIVE CARE
30 EMERGENCY ROOM NURSING
30 PAIN CLINICS PB
45 EMERGENCY ROOM
55 MEDICAL/SURGICAL
55 EMERGENCY ROOM NURSING
80 MEDICAL/SURGICAL
80 EMERGENCY ROOM NURSING
80 CT SCAN - RADIOLOGY
80 RADIOLOGY-MAIN DEPT
GEROPSYCH
55 SURGICAL SERVICES
80 BERKLEY SPRINGS INTERNAL MED PB
80 SURGICAL SERVICES PRACTICE PB
80 HANCOCK MEDICAL PRACTICE PB
80 WAR INT MED -BSIM FACILITY
80 WAR MULTISPEC - SURG SER FACILITY
80 WAR FAM MED - HANCOCK FACILITY
45 RADIOLOGY
20 MEDICAL OVERFLOW UNIT
20 WMC SHORT STAY UNIT",$530.00,2018
HC INJ/ASP SMALL JNT/BURSA WO US GUID,H3610918,361,"20 GI/ENDO/GEN MED
20 MED TELEMETRY STEP- DOWN
20 MEDICAL ONCOLOGY
20 NEURO SURGICAL
20 ORTHOPAEDICS
20 4 SURGICAL
20 SURG TELEMETRY STEP-DOWN
20 PEDIATRICS
20 PSYCHIATRIC
20 MOTHER/BABY NURSING
20 NEONATAL INTENSIVE CARE
20 CRITICAL CARE STEP DOWN
20 PULMONARY CARE
20 REHABILITATION UNIT
20 LABOR & DELIVERY
20 CLINICAL OBSERVATION UNIT
20 PROCEDURES - CRITICAL CARE
20 EMERGENCY ROOM NURSING
20 MEDICAL IMAGING-OPDC
20 CT SCAN - RADIOLOGY
20 RADIOLOGY - MAIN DEPT
20 SPECIAL PROCEDURES
25 MEDICAL/SURGICAL
25 INTENSIVE CARE
25 EMERGENCY ROOM
30 MEDICAL/SURGICAL
30 INTENSIVE CARE
30 EMERGENCY ROOM NURSING
30 PAIN CLINICS PB
45 EMERGENCY ROOM
55 MEDICAL/SURGICAL
55 EMERGENCY ROOM NURSING
80 MEDICAL/SURGICAL
80 EMERGENCY ROOM NURSING
80 CT SCAN - RADIOLOGY
80 RADIOLOGY-MAIN DEPT
GEROPSYCH
55 SURGICAL SERVICES
80 BERKLEY SPRINGS INTERNAL MED PB
80 SURGICAL SERVICES PRACTICE PB
80 HANCOCK MEDICAL PRACTICE PB
80 WAR INT MED -BSIM FACILITY
80 WAR MULTISPEC - SURG SER FACILITY
80 WAR FAM MED - HANCOCK FACILITY
45 RADIOLOGY
20 MEDICAL OVERFLOW UNIT
20 WMC SHORT STAY UNIT",$530.00,2018
HC DRAINAGE DEEP PERIURETHRAL ABSCESS,H3610926,361,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
80 EMERGENCY ROOM NURSING
55 EMERGENCY ROOM NURSING","$2,359.00",2018
HC DRAIN ABSCESS NASAL INTERNAL APPROACH,H3610929,361,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING",$579.00,2018
HC MYELOGRAPHY VIA INJ W/S&I CERVICAL,H3610935,361,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT

","$1,958.00",2018
HC MYELOGRAPHY VIA INJ W/S&I THORACIC,H3610936,361,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT

","$1,958.00",2018
HC MYELOGRAPHY VIA INJ W/S&I LUMBOSACRAL,H3610937,361,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT

","$1,958.00",2018
HC MYELOGRAPHY VIA INJ W/S&I 2+ REGIONS,H3610938,361,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
30 RADIOLOGY DIAGNOSTIC
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT

","$1,958.00",2018
HC PROCTOSIGMOIDOSCOPY RIGID W/ SGL OR MULT BX,H3610940,361,"55 MEDICAL/SURGICAL
","$1,044.00",2018
HC CLOSURE PQ LAA W/IMPLANT,H3610942,361,20 CARDIAC CATH LAB,"$11,438.00",2018
HC PLACEMENT OCCLUSION BLN FOR HEMORRHAGE,H3610949,361,20 CARDIAC CATH LAB,"$1,531.00",2018
HC PLCMT SFT TISS LOC PQ W/IMG 1ST LSN,H3610958,361,20 THERAPEUTIC  RADIOLOGY,"$1,461.00",2018
HC PLCMT SFT TISS LOC PQ W/IMG EA ADDL LSN,H3610959,361,"20 THERAPEUTIC  RADIOLOGY



",$693.00,2018
HC PRIM ART MECH THRMBC NON-INTRACRANIAL,H3610961,361,20 SPECIAL PROCEDURES,"$8,275.00",2018
HC PRIM ART MECH THRMBC NON-INTRACRANIAL ADD-ON,H3610962,361,20 SPECIAL PROCEDURES,"$1,656.00",2018
HC SEC ART MECH THRMBC NON-INTRACRANIAL ADD-ON,H3610963,361,20 SPECIAL PROCEDURES,"$1,656.00",2018
HC TRNSCATH TX THROMBLYTC ARTERY NON-INTRACRN INI DAY,H3610964,361,"20 SPECIAL PROCEDURES
20 ULTRASOUND- RADIOLOGY","$4,176.00",2018
HC INTRVASC US NONCORONARY 1ST VESSEL,H3610965,361,"20 SPECIAL PROCEDURES
20 CARDIAC CATH LAB
25 WMH CATH LAB","$3,522.00",2018
HC INTRVASC US NONCORONARY ADDL VESSEL,H3610966,361,"20 SPECIAL PROCEDURES
20 CARDIAC CATH LAB
25 WMH CATH LAB","$2,325.00",2018
HC INJ FOR CHOLANGIOGRAM PQ W/IMG EXISTING ACCESS,H3610967,361,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
20 SPECIAL PROCEDURES
25 RADIOLOGY DIAGNOSTIC
80 RADIOLOGY-MAIN DEPT





","$2,873.00",2018
HC INJ FOR CHOLANGIOGRAM PQ W/IMG NEW ACCESS,H3610968,361,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
20 SPECIAL PROCEDURES
25 RADIOLOGY DIAGNOSTIC
80 RADIOLOGY-MAIN DEPT




","$6,615.00",2018
HC PLCMNT BILIARY DRAINAGE CATH W/IMG EXT,H3610969,361,20 SPECIAL PROCEDURES,"$6,615.00",2018
HC PLCMNT BILIARY DRAINAGE CATH W/IMG INTRNL-EXT,H3610970,361,20 SPECIAL PROCEDURES,"$6,615.00",2018
HC CONVERSION EXT BIL DRG CATH W/IMG,H3610971,361,20 SPECIAL PROCEDURES,"$6,615.00",2018
HC EXCHANGE BILIARY DRG CATH W/IMG,H3610972,361,20 SPECIAL PROCEDURES,"$6,615.00",2018
HC REMOVAL BILIARY DRG CATH PQ W/IMG,H3610973,361,20 SPECIAL PROCEDURES,"$1,468.00",2018
HC PLCMNT STENT BILE DUCT PQ W/IMG EXISTING ACCESS,H3610974,361,20 SPECIAL PROCEDURES,"$12,513.00",2018
HC PLCMNT STENT BILE DUCT PQ NEW ACCESS W/O CATH PLCMNT,H3610975,361,20 SPECIAL PROCEDURES,"$12,513.00",2018
HC PLCMNT STENT BILE DUCT PQ NEW ACCESS W/CATH PLCMNT,H3610976,361,20 SPECIAL PROCEDURES,"$12,513.00",2018
HC PLCMNT ACCESS BIL TREE SM BWL W/IMG NEW ACCESS,H3610977,361,20 SPECIAL PROCEDURES,"$6,615.00",2018
HC DILATE BAL BILIARY DUCT/AMPULLA W/IMG EA ADD ON,H3610978,361,20 SPECIAL PROCEDURES,"$1,392.00",2018
HC BX ENDOLUMINAL BILIARY TREE W/IMG ADD ON,H3610979,361,20 SPECIAL PROCEDURES,"$1,392.00",2018
HC REMOVAL DUCT GLBLDR CALCULI PQ W/IMG ADD ON,H3610980,361,20 SPECIAL PROCEDURES,"$1,392.00",2018
HC SCLEROTHERAPY FLUID COLLECTION PQ W/IMG,H3610981,361,"20 SPECIAL PROCEDURES
20 CARDIAC/VASCULAR HOLDING
","$2,863.00",2018
HC INJ NEPHROSTO/URETEROGRAM W/IMG NEW ACCESS,H3610982,361,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
20 SPECIAL PROCEDURES
25 RADIOLOGY DIAGNOSTIC
","$1,594.00",2018
HC INJ NEPHROSTO/URETEROGRAM W/IMG EXSTNG ACCESS,H3610983,361,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
20 SPECIAL PROCEDURES
25 RADIOLOGY DIAGNOSTIC
","$1,594.00",2018
HC PLCMNT NEPHROSTOMY CATH PQ W/IMG,H3610984,361,"20 SPECIAL PROCEDURES
20 ULTRASOUND- RADIOLOGY
20 CT SCAN - RADIOLOGY","$4,577.00",2018
HC PLCMNT NEPHROURETERAL CATH PQ W/IMG NEW ACCESS,H3610985,361,"20 SPECIAL PROCEDURES
20 ULTRASOUND- RADIOLOGY
20 CT SCAN - RADIOLOGY","$4,577.00",2018
HC CONVERT NEPHROSTOMY CATH W/IMG EXISTING TRCT,H3610986,361,"20 SPECIAL PROCEDURES
20 ULTRASOUND- RADIOLOGY
20 CT SCAN - RADIOLOGY","$1,594.00",2018
HC EXCHANGE NEPHROSTOMY CATH W/IMG,H3610987,361,"20 SPECIAL PROCEDURES
20 ULTRASOUND- RADIOLOGY
20 CT SCAN - RADIOLOGY","$1,594.00",2018
HC BX ENDOLUMINAL URETER/RENAL PELVIS W/IMG ADD-ON,H3610988,361,"20 SPECIAL PROCEDURES
20 RADIOLOGY - MAIN DEPT","$1,392.00",2018
HC PLCMNT URETERAL STENT PQ W/IMG EXSTNG TRCT,H3610989,361,"20 SPECIAL PROCEDURES
20 ULTRASOUND- RADIOLOGY","$6,817.00",2018
HC PLCMNT URETERAL STENT PQ W/IMG NEW W/O CATH,H3610990,361,"20 SPECIAL PROCEDURES
20 ULTRASOUND- RADIOLOGY","$6,817.00",2018
HC PLCMNT URETERAL STENT PQ W/IMG NEW W/CATH,H3610991,361,"20 SPECIAL PROCEDURES
20 ULTRASOUND- RADIOLOGY","$6,817.00",2018
HC EMBO/OCCL URETERAL W/IMG ADD ON,H3610992,361,20 SPECIAL PROCEDURES,"$1,392.00",2018
HC DILATION BALLOON URETERAL STRCTR W/IMG ADD ON,H3610993,361,"20 SPECIAL PROCEDURES
20 CARDIAC CATH LAB","$1,392.00",2018
HC PQ ART MECH THRMBC/INF THROMBOLYSIS INTRACRANIAL,H3610994,361,"20 SPECIAL PROCEDURES
20 ULTRASOUND- RADIOLOGY
20 CARDIAC CATH LAB","$44,397.00",2018
HC EVASC INTRACRN PRLNG ADMN RX AGNT 1ST,H3610995,361,"20 SPECIAL PROCEDURES
20 ULTRASOUND- RADIOLOGY","$19,460.00",2018
HC EVASC INTRACRN PRLNG ADMN RX AGNT ADD,H3610996,361,"20 SPECIAL PROCEDURES
20 ULTRASOUND- RADIOLOGY","$8,880.00",2018
HC BRONCH EBUS SAMPLNG 1-2 NODE,H3611002,361,"20 RESPIRATORY THERAPY
","$6,053.00",2018
HC BRONCH EBUS SAMPLNG 3> NODES,H3611003,361,"20 RESPIRATORY THERAPY
","$6,742.00",2018
HC BRONCH EBUS IVNTJ PERPH LES ADD ON,H3611004,361,"20 RESPIRATORY THERAPY
",$999.00,2018
HC EXCHANGE TUNNELED PLEURAL CATH,H3611008,361,"20 RADIOLOGY - MAIN DEPT
20 SPECIAL PROCEDURES",$817.00,2018
HC CATH RT HRT W/ PRESSURE SENSOR IMPLANT,H3611011,361,20 CARDIAC CATH LAB,"$40,224.00",2018
HC REPAIR BLOOD VESSEL LESION,H3611012,361,20 CARDIAC CATH LAB,"$3,145.00",2018
HC TRANSCATH MV REPAIR INIT PROSTHESIS,H3611014,361,20 CARDIAC CATH LAB,"$11,200.00",2018
HC TRANSCATH MV REPAIR ADDL PROSTHESIS,H3611015,361,20 CARDIAC CATH LAB,"$2,155.00",2018
HC TAVR PERQ FEMORAL,H3611016,360,20 CARDIAC CATH LAB,"$11,200.00",2018
HC TAVR OPEN FEMORAL,H3611017,360,20 CARDIAC CATH LAB,"$11,200.00",2018
HC TAVR OPEN AXILLARY,H3611018,360,20 CARDIAC CATH LAB,"$10,775.00",2018
HC TAVR OPEN ILIAC,H3611019,360,20 CARDIAC CATH LAB,"$10,775.00",2018
HC TAVR TRANSAORTIC,H3611020,360,20 CARDIAC CATH LAB,"$10,775.00",2018
HC TAVR TRANSAPICAL,H3611021,360,20 CARDIAC CATH LAB,"$11,200.00",2018
HC TAVR W/PERQ CP BYPASS,H3611022,360,20 CARDIAC CATH LAB,"$2,240.00",2018
HC TAVR W/OPEN VESSEL CP BYPASS,H3611023,360,20 CARDIAC CATH LAB,"$2,240.00",2018
HC TAVR W/ OPEN CENTRAL CP BYPASS,H3611024,360,20 CARDIAC CATH LAB,"$2,155.00",2018
HC APPLY MLT-LYR CMPRS ARM W/HAND/FINGERS,H3611027,361,"20 PHYSICAL THERAPY O/P
20 PHYSICAL THERAPY I/P
25 PHYSICAL THERAPY O/P
25 PHYSICAL THERAPY I/P
25 OCCUPATIONAL THERAPY O/P
30 PHYSICAL THERAPY I/P
30 OCCUPATIONAL THERAPY
30 STRASBURG PHYSICAL THERAPY
30 MT JACKSON PHYSICAL THERAPY
45 PHYSICAL THERAPY
55 PHYSICAL THERAPY I/P",$255.00,2018
HC DOPPLER RENAL INTRVS FRCTL FLOW RATE,H3611033,361,20 SPECIAL PROCEDURES,"$1,459.00",2018
HC RMVL PQ IABP,H3611034,361,20 PROCEDURES - CRITICAL CARE,"$1,463.00",2018
HC INS MIDLINE CATH WO SUBQ PRT/PMP 5YR>,H3611035,361,"20 INFUSION THERAPY
25 WMH CATH LAB","$2,116.00",2018
HC INS MIDLINE CATH WO SUBQ PRT/PMP<5YR,H3611036,361,20 INFUSION THERAPY,"$2,116.00",2018
HC I&D LEG/ANKL DEEP ABSCESS/HEMATOMA,H3611037,361,"20 SURG TELEMETRY STEP-DOWN
","$1,803.00",2018
HC REMOVE FB FOREARM/WRIST DEEP,H3611042,361,"20 SPECIAL PROCEDURES
","$3,369.00",2018
HC PLCMNT DSTL XTN PROSTH DLYD AFTER EVASC RPR DTA,H3611044,361,"20 CARDIAC CATH LAB
","$13,724.00",2018
HC ENDOVASC RPR VISC AORTA 1 GRAFT,H3611045,361,20 CARDIAC CATH LAB,"$8,960.00",2018
HC ENDOVASC RPR VISC AORTA 2 GRAFT,H3611046,361,20 CARDIAC CATH LAB,"$8,960.00",2018
HC ENDOVASC RPR VISC AORTA  3 GRAFT,H3611047,361,20 CARDIAC CATH LAB,"$8,960.00",2018
HC ENDOVASC RPR VISC/INFRNL AA 1 PROSTHESIS,H3611048,361,20 CARDIAC CATH LAB,"$8,960.00",2018
HC ENDOVASC RPR VISC/INFRNL AA 2 PROSTHESIS,H3611049,361,20 CARDIAC CATH LAB,"$8,960.00",2018
HC ENDOVASC RPR VISC/INFRNL AA 3 PROSTHESIS,H3611050,361,20 CARDIAC CATH LAB,"$8,960.00",2018
HC ENDOVASC RPR VISC/INFRNL AA 4+ PROSTHESIS,H3611051,361,20 CARDIAC CATH LAB,"$8,960.00",2018
HC INTRO CATH DIALYSIS CIRCUIT,H3611086,361,"20 PROCEDURES - CRITICAL CARE
20 SPECIAL PROCEDURES
25 WMH CATH LAB",$721.00,2018
HC INTRO CATH DIALYSIS CIRCUIT W/PTA,H3611087,361,"20 PROCEDURES - CRITICAL CARE
20 SPECIAL PROCEDURES
25 WMH CATH LAB","$7,173.00",2018
HC INTRO CATH DIALYSIS CIRCUIT W/STENT PLCMNT,H3611088,361,"20 PROCEDURES - CRITICAL CARE
20 SPECIAL PROCEDURES
25 WMH CATH LAB","$10,368.00",2018
HC THROMBECTOMY/INF PQ DIALYSIS CIRCUIT,H3611089,361,"20 PROCEDURES - CRITICAL CARE
20 SPECIAL PROCEDURES
25 WMH CATH LAB","$7,173.00",2018
