"Description","Price"
"LAPAOPCHOLECYSTECTOMYAOPGRAFT",16662
"LAPAOPVENTAOPABDAOPHERNIAAOPREPAIR",8862
"LAPAROAOPABLATEAOPRENALAOPCYST",16662
"LAPAROAOPABLATEAOPRENALAOPMASS",9403
"LAPAROAOPNEWAOPURETER/BLADDER",10107
"LAPAROAOPPARTIALAOPNEPHRECTOMY",13178
"LAPAROAOPRADICALAOPNEPHRECTOMY",16662
"LAPAROAOPRADICALAOPPROSTATECTOMY",9300
"LAPAROAOPREMOVEAOPWAOPURETER",16662
"LAPAROSCOPICAOPCHOLECYSTECTOMY",16662
"LAPAROSCOPICAOPNEPHRECTOMY",16662
"Laparoscopy Retroperitoneal Lymph Node Biopsy-1 ",14302
"Laparoscopy, Pyeloplasty",16662
"Laparoscopy, surgical with biopsy",10107
"LAPAROSCOPYAOPAPPENDECTOMY",10107
"LAPAROSCOPYAOPBIOPSY",10107
"LAPAROSCOPYAOPLYMPHADENECTOMY",19492
"LAPAROSCOPYAOPLYMPHAOPNODEAOPBIOPSY",14302
"LAPAROSCOPYAOPORCHIECTOMY",16662
"LAPAROSCOPYAOPPYELOPLASTY",16662
"LAPAROSCOPYAOPREMOVEAOPADNEXA",16662
"LARGEAOPBLADDERAOPTUMOR",3807
"LARYNGOSCOPYAOPFLEXIBLEAOPFIBEROPTIC",3567
"LARYNGOSCOPYAOPFORAOPASPIRATION",3183
"LASERAOPTXAOPOFAOPRETINA",2045
"LAY CLOSE SCALP WOUND 2.6 7",970
"LAYAOPCLOSEAOPFACEAOPWOUNDAOP2.5CM",970
"LAYAOPCLOSEAOPFACEAOPWOUNDAOP2.6AOP5.0",970
"LAYAOPCLOSEAOPFACEAOPWOUNDAOP20.1AOP30.0",2774
"LAYAOPCLOSEAOPFACEAOPWOUNDAOP5.1AOP7.5",970
"LAYAOPCLOSEAOPFACEAOPWOUNDAOP7.6AOP12.5",2774
"LAYAOPCLOSEAOPFACEAOPWOUNDAOPOVERAOP30.1",4828
"LAYAOPCLOSEAOPNECKAOP12.6AOP20.0",2774
"LAYAOPCLOSEAOPNECKAOPWOUNDAOP2.5",970
"LAYAOPCLOSEAOPNECKAOPWOUNDAOP2.6AOP7.5",970
"LAYAOPCLOSEAOPNECKAOPWOUNDAOP20.1AOP30.0",2774
"LAYAOPCLOSEAOPNECKAOPWOUNDAOP7.6AOP12.5",2774
"LAYAOPCLOSEAOPNECKAOPWOUNDAOPOVERAOP30.1",4828
"LAYAOPCLOSEAOPSCALPAOPWOUNDAOP12.6AOP20.0",2774
"LAYAOPCLOSEAOPSCALPAOPWOUNDAOP2.5",970
"LAYAOPCLOSEAOPSCALPAOPWOUNDAOP20.1AOP30.0",2774
"LAYAOPCLOSEAOPSCALPAOPWOUNDAOPOVERAOP30.1",4828
"LAYAOPCLOSEDAOPFACEAOPWOUNDAOP12.6AOP20.0",2774
"LAYAOPCLOSUREAOPSCALPAOPWOULDAOP7.6AOP12.5",2774
"LEAD REMOVAL DUAL",7633
"LEAD REMOVAL SINGLE",6752
"Left Atrial Pacing & Recording ",11448
"Left Heart Cath (LHC) Only ",12681
"Left Heart Cath by Transeptal Puncture",12681
"LEFT HRT CATH W VENTRCLGRPHY",12681
"Legal Blood Alcohol Permission -> Yes",125
"LEGAOPANKLEAOPSURGERYAOPPROCEDURE",713
"LEGAOPSURGERYAOPPROCEDURE",713
"LESIONAOPREMOVALAOPCOLONOSCOPY",1867
"LEVEL 6 EA ADDITIONAL 30 MINUTES",1181
"Level I Forensic Nurse",971
"Level II Forensic Nurse",1682
"Level III Forensic Nurse",3172
"Level IV Forensic Nurse",4767
"Level V Forensic Nurse",5445
"LG PACU - OR","interval - Southside PACU"
"Lifter Rigid Leg 41in Long",17
"LIGATIONAOPAVAOPFISTULA",8056
"LIGATIONAOPOFAOPHEMMORRHOID",935
"LIGATIONAOPOFAOPVARICOSEAOPVEIN",5896
"LINEAR ACC STEREO RADSUR 5 SESSIO",17541
"Liner Replacement Multiboot",117
"LIPAOPREPAIR",4794
"LIPAOPSURGERYAOPPROCEDURE",3941
"Lithotripsy Support -> Yes",491
"Lithotripsy Technical Component -> Yes",15221
"LLIAC REVASC",25175
"LLIAC REVASC ADD ON",22805
"LLIAC REVASC ADD ON Cardiac Cath",24123
"LLIAC REVASC Cardiac Cath",26629
"LLIAC REVASC W STENT",46667
"LLIAC REVASC W STENT ADD ON",45154
"LLIAC REVASC W STENT Cardiac Cath",49364
"Local","interval - Local Anes. Southside"
"Lock Shoe Lace Black Set/2",18
"Lock Shoe Lace White Set/2",13
"Loop Soft Touch Velfoam RL",142
"LORAZEPAM 2MG/ML 10ML VIAL",5
"Lotion Deep Tissue Massage",79
"Lumbar Puncture ",1197
"LUNG FISH MANUAL MULTIPLEX PROBE",609
"LV LEAD ADD ON EXISTING SYSTEM",28774
"LV LEAD ADD ON NEW",28774
"LYSEAOPCHESTAOPFIBRINAOPADDAOPDAY",1299
"LYSEAOPCHESTAOPFIBRINAOPINITAOPDAY",1299
"LYSIS/EXCAOPOFAOPPENILEAOPPOSTAOPCIRCUMCI",6925
"M/PHMTRC ALYS ISHQUANT SEMIQ",532
"MACROBORE T-PORT ADAPTOR KIT",30
"MALEAOPSLINGAOPPROCEDURE",22415
"MAMMOTOME BIOPSY PROBE 11 GA",1469
"MAMMOTOME PROBE 11 GA",1234
"Mapping for Cardiac Ablation (not 3D) ",3817
"MARKER RIBBON W W/O WINGS",545
"MARKER, BIOPSY SITE",437
"MARKER, HYDROMARK BREAST BX SITE STEREO",540
"MARQUEE CORE BIOPSY 14X10",275
"MARQUEE CORE BIOPSY INTRUMENT 12G DISP",528
"MARSUPLIZATIONAOPBARTHOLINAOPCYST",6462
"MASK, SELECT-A-VENT ADULT",10
"MASTECTOMY BRA 11",144
"MASTOTOMYAOPEXPLORAOPDRAINAOPABCESS",3453
"MATERNITYAOPCARE",443
"MATRIX BIO4 VIABLE BONE 10CC",11571
"MATRIX WOUND PURAPLY ANTIMICROBIAL 8*16 (128 sq cm)",698
"MEASUREMENTAOPOFAOPPOSTAOPVOIDAOPRESIDUAL",261
"Mechanical Thrombectomy, Coronary ",6039
"Medicare Hep B Imadm Prq Id Subq/Im Njxs 1 Vaccine",72
"MEDICINE MANAGEMENT (Psychiatrist)",135
"MEDROXYPROGEST 400MG/ML 2.5ML VL",16
"Mental Health Consult Telemedicine (SCH and BMH Only)",385
"Mepilex Foam 6x6",44
"Mepilex Lite 4x4",20
"Mesenteric Artery Duplex ",1254
"MESH MULTIFILAMENT FLAT SHEET 9CM*13CM",463
"METHYLPREDNISOL SUCC 125MG/2ML VL",48
"MG Breast Biopsy w/ Stereo Guide Left",3167
"MG Breast Biopsy w/ Stereo Guide LT Add",2389
"MG Breast Biopsy w/ Stereo Guide Right",3167
"MG Breast Biopsy w/ Stereo Guide RT Add",2389
"MG Breast Tissue Specimen Surg LT Add",729
"MG Breast Tissue Specimen Surgical Left",729
"MG Breast Tissue Specimen Surgical Right",729
"MG Breast Tissue Specimen Surgl RT Add",729
"MG Breast Tomo 3D Digital Diag Bilateral",47
"MG Breast Tomo 3D Digital Diag Left",47
"MG Breast Tomo 3D Digital Diag Right",47
"MG Breast Tomo 3D Digital Screening",47
"MG Device Plcmnt w/ Mammo Guide Left",464
"MG Device Plcmnt w/ Mammo Guide LT Add",350
"MG Device Plcmnt w/ Mammo Guide Right",464
"MG Device Plcmnt w/ Mammo Guide RT Add",350
"MG Device Plcmnt w/ Stereo Guide Left",464
"MG Device Plcmnt w/ Stereo Guide LT Add",350
"MG Device Plcmnt w/ Stereo Guide Right",464
"MG Device Plcmnt w/ Stereo Guide RT Add",350
"MG Ductogram or Galactogram Multi Left",1210
"MG Ductogram or Galactogram Multi Right",1210
"MG Ductogram or Galactogram Single Left",914
"MG Ductogram or Galactogram Single Right",914
"MG Mammo Digital Diagnostic Bilat",652
"MG Mammo Digital Diagnostic Left",479
"MG Mammo Digital Diagnostic Right",479
"MG Mammo Digital Post Procedure Bilat",652
"MG Mammo Digital Post Procedure Left",479
"MG Mammo Digital Post Procedure Right",479
"MG Mammo Digital Screening Bilat w Tomo",403
"MG Mammo Digital Screening Bilateral",403
"MG Mammo Implant Digital Diag Bilateral",403
"MG Mammo Implant Digital Screening Bilat",403
"MG Mammo Implant Screening Bilat w Tomo",403
"MGMT METHYLATION ANALYSIS",887
"MICRODISSECTIONAL MANUAL",1194
"MICROSATELLITE INSTABILITY ANALYS",1086
"MICROSLIDE CONSULT",1099
"MINI MAZE(INTRA OP EPICARDIAL PAC",2333
"Mirror Laryngeal #00 10mm",50
"Mirror Telescoping SelfInspect 2.75 Rnd",67
"MLH 1 GENE",719
"MOD SED OTH PHYS <5YRS 15 MIN",69
"MOD SED OTH PHYS <5YRS 15 MIN Cardiac Cath",69
"MOD SED OTH PHYS 5/>YRS 15 MIN",69
"MOD SED OTH PHYS 5/>YRS 15 MINS",69
"MOD SED OTH PHYS ADD 15 MIN",69
"MOD SED OTH PHYS ADD 15MIN",69
"MOD SED SAME PHYS <5YRS 15 MIN",69
"MOD SED SAME PHYS 5/>YRS 15 MIN",69
"MOD SED SAME PHYS/QHP <5YRS",69
"MOD SED SAME PHYS/QHP ADD 15 MIN",69
"MOD SED SAME PHYS/QHP ADD 15 MIN Cardiac Cath",69
"MOD SED SAME PHYS/QHP ADD 15MIN",69
"Moderate Sedation",17
"Moisture Barrier charge",25
"MOLEC PATH INTERP",130
"MOLECULAR PATH PROCEDURE LEVEL",2214
"MOLECULAR PATH PROCEDURE LEVEL 2",668
"MOLECULAR PATH PROCEDURE LEVEL I",609
"Monitored Anesthesia Care",18
"MOPATH PROCEDURE LEVEL 3",813
"MORPHOMETRIC ANALYSIS PROB",1093
"MORPHOMETRIC ANALYSIS PROBE MAN",1093
"MORPHOMETRIC ANALYSIS QUAN",1340
"MORPHOMETRIC ANALYSIS QUANT",474
"MORPHOMETRIC ANALYSIS QUANT AUTO",1340
"MORPHOMETRIC ANALYSIS QUANT MANUA",474
"MORPHOMETRIC ANALYSIS TUM",574
"MORPHOMETRIC ANALYSIS TUMOR",574
"Motor ﴧ 11-12 Nrv Cndj Preconf Eltrode Limb ",969
"Motor ﴧ 1-2 Nrv Cndj Preconf Eltrode Limb ",395
"Motor ﴧ 3-4 Nrv Cndj Preconf Eltrode Limb ",476
"Motor ﴧ 5-6 Nrv Cndj Preconf Eltrode Limb ",572
"Motor ﴧ 7-8 Nrv Cndj Preconf Eltrode Limb ",739
"Motor ﴧ 9-10 Nrv Cndj Preconf Eltrode Limb ",857
"MOUTHAOPSURGERYAOPPROCEDURE",1699
"MR SECONDARY ADMIN KIT",44
"MR STANDARD ADMIN KIT",79
"MRA Abdomen w/  w/o Contrast",3189
"MRA Abdomen w/  w/o Contrast Card",3189
"MRA Abdomen w/ Contrast",2874
"MRA Abdomen w/ Contrast Card",2874
"MRA Abdomen w/o Contrast",2505
"MRA Abdomen w/o Contrast Card",2505
"MRA Brain/Head w/  w/o Contrast",3267
"MRA Brain/Head w/  w/o Contrast Card",3267
"MRA Brain/Head w/ Contrast",2622
"MRA Brain/Head w/ Contrast Card",2622
"MRA Brain/Head w/o Contrast",2460
"MRA Brain/Head w/o Contrast Card",2460
"MRA Chest w/  w/o Contrast",3243
"MRA Chest w/  w/o Contrast Card",2584
"MRA Chest w/ Contrast",2844
"MRA Chest w/ Contrast Card",2844
"MRA Chest w/o Contrast",2505
"MRA Chest w/o Contrast Card",2505
"MRA Lower Extremity w/  w/o Cnt Left",3009
"MRA Lower Extremity w/  w/o Cnt LT Card",3009
"MRA Lower Extremity w/  w/o Cnt RT Card",3009
"MRA Lower Extremity w/ Cnt Left Card",2793
"MRA Lower Extremity w/ Cnt Right Card",2793
"MRA Lower Extremity w/ Contrast Left",2793
"MRA Lower Extremity w/o Cnt Left Card",2505
"MRA Lower Extremity w/o Contrast Left",2505
"MRA Neck w/  w/o Contrast",3427
"MRA Neck w/  w/o Contrast Card",3427
"MRA Neck w/ Contrast",2787
"MRA Neck w/ Contrast Card",2787
"MRA Neck w/o Contrast",2460
"MRA Neck w/o Contrast Card",2460
"MRA Pelvis w/  w/o Contrast",2035
"MRA Pelvis w/  w/o Contrast Card",2035
"MRA Pelvis w/ Contrast",1895
"MRA Pelvis w/ Contrast Card",1895
"MRA Pelvis w/o Contrast",1782
"MRA Pelvis w/o Contrast Card",1782
"MRA Upper Extremity w/  w/o Cnt Left",2505
"MRA Upper Extremity w/  w/o Cnt LT Card",2505
"MRA Upper Extremity w/  w/o Cnt Right",2505
"MRA Upper Extremity w/  w/o Cnt RT Card",2505
"MRI Abdomen w/  w/o Contrast",5389
"MRI Abdomen w/ Contrast",2912
"MRI Abdomen w/o Contrast",2524
"MRI Abdomen w/o Contrast Limited",2524
"MRI Ankle w/  w/o Contrast Left",3353
"MRI Ankle w/  w/o Contrast Right",3353
"MRI Ankle w/ Contrast Left",2703
"MRI Ankle w/ Contrast Right",2703
"MRI Ankle w/o Contrast Left",2505
"MRI Ankle w/o Contrast Right",2505
"MRI Brain w/  w/o Contrast",5606
"MRI Brain w/ Contrast",4090
"MRI Brain w/o Contrast",3273
"MRI Brain w/o Contrast Limited",3273
"MRI Breast Biopsy w/ MRI Guide Left",3167
"MRI Breast Biopsy w/ MRI Guide Right",3167
"MRI Breast w/  w/o Contrast Bilateral",6730
"MRI Breast w/  w/o Contrast Left",3936
"MRI Breast w/  w/o Contrast Right",3936
"MRI Breast w/ Contrast Bilateral",5620
"MRI Breast w/ Contrast Left",3936
"MRI Breast w/ Contrast Right",3936
"MRI Breast w/o Cnt Bilateral Limited",1892
"MRI Breast w/o Cnt Left",3936
"MRI Breast w/o Cnt Right",3936
"MRI Breast w/o Contrast Bilateral",5338
"MRI Cardiac Morph Fnct w/  w/o Cnt",3669
"MRI Cardiac Morph Fnct w/o Cnt",2584
"MRI CARDIAC VELOCITY FLOW MAPPING",507
"MRI Cardiac w/ Stress w/ contrast",4573
"MRI Chest w/  w/o Cnt Breast Imaging",5345
"MRI Chest w/  w/o Contrast",5345
"MRI Chest w/ Contrast",3817
"MRI Chest w/ Contrast Breast Imaging",3817
"MRI Chest w/o Contrast",3120
"MRI Chest w/o Contrast Breast Imaging",3120
"MRI Chest w/o Contrast Limited",3120
"MRI Elbow w/  w/o Contrast Left",3361
"MRI Elbow w/  w/o Contrast Right",3361
"MRI Elbow w/ Contrast Left",2723
"MRI Elbow w/ Contrast Right",2723
"MRI Elbow w/o Contrast Left",2505
"MRI Elbow w/o Contrast Right",2505
"MRI Face Neck Orbit w/  w/o Contrast",5375
"MRI Face Neck Orbit w/ Contrast",3923
"MRI Face Neck Orbit w/o Contrast",3138
"MRI Face Neck Orbit w/o Contrast Limited",3138
"MRI Foot w/  w/o Contrast Left",3314
"MRI Foot w/  w/o Contrast Right",3314
"MRI Foot w/ Contrast Left",2639
"MRI Foot w/ Contrast Right",2639
"MRI Foot w/o Contrast Left",2505
"MRI Foot w/o Contrast Right",2448
"MRI Hand w/  w/o Contrast Left",3280
"MRI Hand w/  w/o Contrast Right",3280
"MRI Hand w/ Contrast Left",2940
"MRI Hand w/ Contrast Right",2940
"MRI Hand w/o Contrast Left",2505
"MRI Hand w/o Contrast Right",2505
"MRI Hip w/  w/o Contrast Left",3353
"MRI Hip w/  w/o Contrast Right",3353
"MRI Hip w/ Contrast Left",2703
"MRI Hip w/ Contrast Right",2703
"MRI Hip w/o Contrast Left",2505
"MRI Hip w/o Contrast Right",2505
"MRI Knee w/  w/o Contrast Left",3353
"MRI Knee w/  w/o Contrast Right",3353
"MRI Knee w/ Contrast Left",2703
"MRI Knee w/ Contrast Right",2703
"MRI Knee w/o Cnt Left Implant Planning",2505
"MRI Knee w/o Cnt Right Implant Planning",2505
"MRI Knee w/o Contrast Left",2505
"MRI Knee w/o Contrast Right",2505
"MRI Lower Extremity w/  w/o Cnt Left",3314
"MRI Lower Extremity w/  w/o Cnt Right",3314
"MRI Lower Extremity w/ Contrast Left",2639
"MRI Lower Extremity w/ Contrast Right",2639
"MRI Lower Extremity w/o Cnt LT Limited",2505
"MRI Lower Extremity w/o Cnt RT Limited",2505
"MRI Lower Extremity w/o Contrast Left",2505
"MRI Lower Extremity w/o Contrast Right",2505
"MRI MOD SED SAME PHYS   5/>YRS 15 MIN",69
"MRI MOD SED SAME PHYS <5YRS 15 MIN",69
"MRI MOD SED SAME PHYS 5/>YRS 15 MIN",69
"MRI MOD SED SAME PHYS/QHP ADD 15 MIN",69
"MRI MRCP",2524
"MRI NEW INJECTOR KIT",92
"MRI Pelvis w/  w/o Contrast",5389
"MRI Pelvis w/ Contrast",3933
"MRI Pelvis w/o Contrast",3145
"MRI Pelvis w/o Contrast Limited",3145
"MRI Prostate w/  w/o Contrast",5389
"MRI Prostate w/o Contrast",3145
"MRI Shoulder w/  w/o Contrast Left",3361
"MRI Shoulder w/  w/o Contrast Right",3361
"MRI Shoulder w/ Contrast Left",2723
"MRI Shoulder w/ Contrast Right",2723
"MRI Shoulder w/o Contrast Left",2505
"MRI Shoulder w/o Contrast Right",2505
"MRI Spectroscopy",2524
"MRI Spine Cervical w/  w/o Contrast",5606
"MRI Spine Cervical w/ Contrast",4090
"MRI Spine Cervical w/o Contrast",3273
"MRI Spine Cervical w/o Contrast Limited",3273
"MRI Spine Lumbar w/  w/o Contrast",5606
"MRI Spine Lumbar w/ Contrast",4090
"MRI Spine Lumbar w/o Contrast",3273
"MRI Spine Lumbar w/o Contrast Limited",3273
"MRI Spine Thoracic w/  w/o Contrast",5606
"MRI Spine Thoracic w/ Contrast",4090
"MRI Spine Thoracic w/o Contrast",3273
"MRI Spine Thoracic w/o Contrast Limited",3273
"MRI TMJ",2524
"MRI TMJ Limited",2524
"MRI Upper Extremity w/  w/o Cnt Left",3280
"MRI Upper Extremity w/  w/o Cnt Right",3280
"MRI Upper Extremity w/ Contrast Left",2940
"MRI Upper Extremity w/ Contrast Right",2940
"MRI Upper Extremity w/o Con Left Limited",2505
"MRI Upper Extremity w/o Con Right Limited",2505
"MRI Upper Extremity w/o Contrast Left",2505
"MRI Upper Extremity w/o Contrast Right",2505
"MRI Venogram Sag Sinus w/  w/o Contrast",3267
"MRI Venogram Sag Sinus w/ Contrast",2622
"MRI Venogram Sag Sinus w/o Contrast",2460
"MRI W/CHECK VALVE KIT",52
"MRI Wrist w/  w/o Contrast Left",3361
"MRI Wrist w/  w/o Contrast Right",3361
"MRI Wrist w/ Contrast Left",2723
"MRI Wrist w/ Contrast Right",2723
"MRI Wrist w/o Contrast Left",2505
"Multiboot",333
"Multiple Sleep Latency Test",2487
"MUSCLEAOPBIOPSYAOPSUPERFICIAL",4856
"MUSCULOSKELETALAOPSURGERY",3034
"MYELOGRAM CERVICAL",3358
"MYRINGOTOMY AOP",2381
"N BLOCK INJ TRIGEMINAL",1323
"N BLOCK SPENOPALATINE GANGI",1323
"N GONORRHOEAE AMP",356
"N GONORRHOEAE AMPLIFIED",356
"NACL 0.9% INJ 100ML",13
"NACL 0.9% INJ 50ML",10
"NAIL 10MM TI CANN RETRO FEM EX 280MM",3314
"NAIL TI CANN TFNA LT 10MM*130 DEG*235",6119
"NAIL TI CANN TFNA LT 10MM*130 DEG*300",6119
"NAIL TI CANN TFNA LT 10MM*130 DEG*320",6119
"NAIL TI CANN TFNA LT 10MM*130 DEG*340",6119
"NAIL TI CANN TFNA LT 10MM*130 DEG*400",6119
"NAIL TI CANN TFNA LT 10MM*130 DEG*440",6119
"NAIL TI CANN TFNA LT 10MM*130 DEG*460",6119
"NAIL TI CANN TFNA LT 11MM*130 DEG*300",6119
"NAIL TI CANN TFNA LT 11MM*130 DEG*440",6119
"NAIL TI CANN TFNA LT 11MM*130 DEG*460",6119
"NAIL TI CANN TFNA LT 14MM*130 DEG*300",6119
"NAIL TI CANN TFNA LT 14MM*130 DEG*320",6119
"NAIL TI CANN TFNA LT 14MM*130 DEG*340",6119
"NAIL TI CANN TFNA LT 14MM*130 DEG*360",6119
"NAIL TI CANN TFNA LT 14MM*130 DEG*380",6119
"NAIL TI CANN TFNA LT 14MM*130 DEG*400",6119
"NAIL TI CANN TFNA LT 14MM*130 DEG*420",6119
"NAIL TI CANN TFNA LT 14MM*130 DEG*440",6119
"NAIL TI CANN TFNA LT 14MM*130 DEG*460",6119
"NAIL TI CANN TFNA RT 10MM*130 DEG*235",6119
"NAIL TI CANN TFNA RT 10MM*130 DEG*300",6119
"NAIL TI CANN TFNA RT 10MM*130 DEG*320",6119
"NAIL TI CANN TFNA RT 10MM*130 DEG*340",6119
"NAIL TI CANN TFNA RT 10MM*130 DEG*400",6119
"NAIL TI CANN TFNA RT 10MM*130 DEG*420",6119
"NAIL TI CANN TFNA RT 10MM*130 DEG*440",6119
"NAIL TI CANN TFNA RT 10MM*130 DEG*460",6119
"NAIL TI CANN TFNA RT 11MM*130 DEG*300",6119
"NAIL TI CANN TFNA RT 11MM*130 DEG*320",6119
"NAIL TI CANN TFNA RT 11MM*130 DEG*460",6119
"NAIL TI CANN TFNA RT 14MM*130 DEG*300",6119
"NAIL TI CANN TFNA RT 14MM*130 DEG*320",6119
"NAIL TI CANN TFNA RT 14MM*130 DEG*340",6119
"NAIL TI CANN TFNA RT 14MM*130 DEG*360",6119
"NAIL TI CANN TFNA RT 14MM*130 DEG*420",6119
"NAIL TI CANN TFNA RT 14MM*130 DEG*440",6119
"NAIL TI CANN TFNA RT 14MM*130 DEG*460",6119
"NAOPBLOCKAOPINJAOPPUDENDAL",2131
"NAOPBLOCKAOPSPENOPALATINEAOPGANG",2072
"Nasal Pillow-All Sizes",107
"NASALAOPENDOSCOPY",179
"NASALAOPSINUSAOPENDOAOPWAOPBXAOPPOLYAOPDEBRID",3183
"NASALAOPSINUSAOPENDOSCOPY",3183
"NDL ACHIEVE SOFT TISSUE BIOPSY 14/18 GA",361
"NDL EPISPIN LOCK TUOHY 17G*135MM SPROTTE 25G",123
"NDL HOMER MAMMALOK ALL SIZES",221
"NDL MISSION CORE BIOPSY 16x19",322
"NDL SPINAL PECAN PENCIL PT",98
"NDL TRUGUIDE COAXIAL BIOPSY 15X7.8",121
"NECKAOPCHESTAOPSURGERYAOPPROCEDURE",1699
"NEEDLE BIOPSY BONE DEEP",3502
"NEEDLE BIOPSY LIVER",3165
"NEEDLE BONE BIOPSY ALL SIZES",378
"Needle Electromyography (EMG), Cranial Nerve Muscle, Bilat",302
"Needle Emg Ea Extremity w/Paraspinl Area Limited ",351
"Needle Emg Guid w/Chemodenervation ",313
"Needle Emg Lmtd Std Musc 1 Xtr/Non-Limb Uni/Bi ",189
"Needle Emg Nonextremty Mscles w/Nerve Conduction ",376
"Needle Emg Thrc Paraspi Musc Excluding T1/T12 ",189
"Needle Emg w/1 Fiber Electrode Quan Meas Jitter ",317
"NEEDLE GUIDE DUAL TRANSDUCER DISP",111
"NEEDLE GUIDE OPEN/CLOSED 20-22 GA",83
"NEEDLE, BIOPSY QUICK CORE ALL SIZES",390
"NEEDLE, CHIBA W/ECHO TIP",132
"NEEDLEAOPBIOPSYAOPBONEAOPSUPERFICIAL",2441
"NEEDLEAOPBIOPSYAOPOFAOPLIVER",3314
"NEEDLEAOPBIOPSYAOPOFAOPMUSCLE",3314
"NEGPRESSENDTHERAPY<50CM",292
"NEGPRESSTHERAPY>50CM",292
"NEONATE MILEAGE",25
"NERVOUSAOPSYSTEM",1089
"Neuroeltrd Stim Post Tibial",1065
"NEUROELTRDAOPSTIMAOPPOSTAOPTIBAL",1065
"Neuromuscular Junct Tstg Ea Nrv Any 1 Meth ",264
"NEUROSCOPYAOPADDAOPON",1205
"Newborn Hearing Screening",121
"N-Invas Physiologic Std Xtr Veins Compl Bi Std ",350
"Nitric Oxide",268
"NJX PX NFROSGRM URTRGRM",2564
"NJX PX NFROSGRM URTRGRM EXIST",2564
"NJXAOPINTERLAMINARAOPCRV/THRC",1158
"NJXAOPPXAOPNFROSGRMAOPEXIST",2564
"NJXAOPPXAOPNFROSGRMAOPURTRGRM",2564
"NM ACCUTEC",2465
"NM Acute Thrombosis Imaging Bilat",1804
"NM Bone Imaging Limited Delay 1",1804
"NM Bone Imaging Multiple Areas Delay 1",1994
"NM Bone Imaging Whole Body Delay 1",2223
"NM Bone Marrow Imaging Limited",1804
"NM Bone Marrow Imaging Whole Body",2223
"NM Bone Spect",2833
"NM Bone Three Phase Study Delay 1",2293
"NM Brain Imaging Comp w/ Vascular Flow",1377
"NM Brain Imaging Vascular Flow Only",1350
"NM Brain Static",1350
"NM Brain w/ Flow Study",2177
"NM Cardiac MUGA",2645
"NM CCK UD",651
"NM CHOLETEC COLD KIT",242
"NM Cisternography Delay 1",1533
"NM CSF Detection Delay 1",1533
"NM DTPA COLD KIT",1212
"NM GA 67 GALLIUM UD",383
"NM Gastric Emptying Study",1981
"NM Gastroesophageal Reflux Study",1561
"NM Gastrointestinal Blood Loss Imaging",2335
"NM Hepatobiliary Imaging Delay 1",1198
"NM HIDA w/ Drug Delay 1",1198
"NM I 123 100 UCI",255
"NM I-131 DIAGNOISTIC PER mCi",212
"NM I-131 DIAGNOISTIC PER uCi",232
"NM I-131 THERAPEUTIC 100 UNITS",464
"NM I-131 THERAPEUTIC PER UNIT",83
"NM INDIUM 111 OXINE WBC",9051
"NM INDIUM 111- Zevalin Diagnostic",14482
"NM INDIUM DTPA UD",100
"NM Inflamation Loc Spect",1989
"NM Inflmtn Loc Ltd - Ceretec Delay 1",1802
"NM Inflmtn Loc Ltd - Gallium Delay 1",1802
"NM Inflmtn Loc Ltd - Indium Delay 1",1802
"NM Inflmtn Loc Ltd Delay 1",1802
"NM Inflmtn Loc WB - Ceretec Delay 1",2893
"NM Inflmtn Loc WB - Gallium Delay 1",2893
"NM Inflmtn Loc WB - Indium Delay 1",2893
"NM Inflmtn Loc WB Delay 1",2893
"NM Kidney Imaging Multiple w/쏺 Pharm",2140
"NM Kidney Imaging Single w/ Pharm",2355
"NM Kidney Imaging Single w/o Pharm",1839
"NM Liver Imaging Spect",2346
"NM Liver Imaging Static",2497
"NM Liver/Spleen Imaging Delay 1",1407
"NM Liver/Spleen Imaging Injection/Scan",1407
"NM Lung Perfusion Differential Imaging",1481
"NM Lung Perfusion Imaging",1640
"NM Lung Vent/Perf Differential Imaging",2656
"NM Lung Vent/Perf Imaging",2992
"NM Lung Ventilation Imaging",1670
"NM Lymphoscintigraphy Delay 1",1955
"NM MAA COLD KIT",2030
"NM MAA UD SYRINGE",753
"NM MAG 3 COLD KIT",3287
"NM Meckels Scan",1457
"NM METASTRON",17352
"NM Myocardial SPECT Single Study",3729
"NM Nuclear Stress",5170
"NM OCTREOSCAN PER UD",11761
"NM P-32",804
"NM Parathyroid Imaging Delay 1",1049
"NM Parathyroid Imaging w/ Spect Delay 1",1049
"NM QUADRAMET",24639
"NM Radiopharm Therapy IV Admin",643
"NM Radiopharm Therapy Oral Admin",1266
"NM Sentinel Node",652
"NM Shunt Evaluation CSF Delay 1",1217
"NM SULFUR COLLOID COLD KIT",1464
"NM TC 99M",168
"NM TC 99M  MEBROFENIN UD",313
"NM TC 99M CEROTIC WBC",6761
"NM TC 99M DTPA UD",671
"NM TC 99M LYMPHOSEEK UD",1261
"NM TC 99M MAG 3 TRACER UD",855
"NM TC 99M MAG 3 UD",1770
"NM TC 99M MDP COLD KIT",137
"NM TC 99M MDP UD",197
"NM TC 99M MYOVIEW STRESS UD",594
"NM TC 99M NEUTROSPEC",3185
"NM TC 99M SESTAMIBI REST UD",616
"NM TC 99M SESTAMIBI STRESS UD",616
"NM TC 99M SULFUR COLLIOD FILTERED UD",876
"NM TC 99M SULFUR COLLOID UD",453
"NM Testicular w/ Vascular Flow",1803
"NM THALLIUM 201/MCI REST UD",147
