"Mnemonic","Description","Price"
4400898,"GUIDE CATH INTER EBU40 MEDT",658.92
4400902,"GUIDE CATH INTER LA5EBU35 M",606.9
4400904,"GUIDE CATH INTER LA5JR40 ME",606.9
4400915,"WIRE GUIDE WHISPER MS 3X300",1011.5
4400916,"INTRODUCER SHEATH 4X11 MERI",126.582
4400926,"WIRE PRIME PRESTIGE PLUS 91",7935
4400929,"CATH GUIDE LAUNCH 5FR LA5JL",606.9
4400930,"CATH GUIDE LAUNCH 5FR LA5JL",606.9
4400931,"CATH GUIDE LAUNCH 5FR LA5JL",606.9
4400933,"CATH GUIDE LAUNCH 5FR LA5AL",606.9
4400934,"CATH GUIDE LAUNCH 5FR LA5AL",658.92
4400937,"CATH GUIDE LAUNCH 5FR LA5SA",658.92
4400942,"CATH GUIDE LAUNCH 5FR LA5EB",606.9
4400943,"CATH GUIDE LAUNCH 5FR LA5EB",658.92
4400946,"CATH GUIDE LAUNCH 5FR LA5JR",658.92
4400961,"CATH GUIDE LAUNCH 5FR LA5AR",658.92
4400968,"SET IMPELLA 2.5 AIC PUMP",172500
4400984,"BALLOON EVERCROSS 6X20 EV3",1589.5
4400986,"BALLOON EVERCROSS 4X20 EV3",1589.5
4400987,"STENT VISI-PRO 7X27 PXB35-0",8337.5
4400996,"CATHETER PRESSURE WEDGE 6FR",968.15
4400997,"WIRE VERSACORE 145CM 102068",794.75
4401012,"CATHETER IMAGING DRAGONFLY",7280
4401042,"CATH GUIDEZILLA GUIDE EXTEN",4762.5
4401044,"VEIN WORLEY SELECTOR 5F 575",1445
4401047,"CATH GUIDE WRP 6FR 38969-60",650.25
4401048,"BALLOON EVERCROSS 5X80 EV3",1589.5
4401054,"SHEATH GLIDE 6FR RM*AF6D10H",1404.829
4401055,"CATHETER PRONTO PRO V4 4006",5080
4401057,"STENT REBEL 3.0X16 39274-16",6037.5
4401059,"CATH GUIDE MACH1 6FR VR1 34",650.25
4401061,"STENT REBEL 3.0X24 39274-24",6037.5
4401063,"STENT REBEL 2.25X16 39274-1",6900
4401064,"STENT REBEL 2.5X16 39274-16",6037.5
4401065,"STENT REBEL 2.75X28 39274-2",6037.5
4401067,"GLIDEWIRE .035X260 GR3526 T",664.7
4401068,"STENT REBEL 3.5X12 39274-12",6037.5
4401069,"GUIDE MACH1 KR3H KIESZ 3435",650.25
4401073,"STENT REBEL 4.0X16 39274-16",6037.5
4401075,"STENT REBEL 2.5X28 39274-28",6037.5
4401078,"STENT RESOLUTE 2.5X12 25012",5175
4401079,"STENT RESOLUTE 2.5X22 25022",5175
4401082,"STENT REBEL 2.25X12 39274-1",6900
4401085,"STENT REBEL 2.25X28 39274-2",6900
4401086,"STENT REBEL 2.5X8 39274-082",6037.5
4401090,"STENT REBEL 2.75X16 39274-1",6900
4401093,"STENT REBEL 3.0X12 39274-12",6037.5
4401095,"STENT REBEL 3.0X32 39274-32",6037.5
4401100,"STENT REBEL 4.0X12 39274-12",6037.5
4401109,"STENT RESOLUTE 4.0X18 40018",5175
4401114,"STENT RESOLUTE 3.5X26 35026",5175
4401116,"STENT RESOLUTE 3.5X18 35018",5175
4401117,"STENT RESOLUTE 3.5X15 35015",5175
4401118,"STENT RESOLUTE 3.5X12 35012",5175
4401121,"STENT RESOLUTE 3.0X26 30026",5175
4401123,"STENT RESOLUTE 3.0X18 30018",5175
4401124,"STENT RESOLUTE 3.0X15 30015",5175
4401125,"STENT RESOLUTE 3.0X12 30012",5175
4401126,"STENT RESOLUTE 3.0X9 30009U",5175
4401127,"STENT RESOLUTE 2.75X30 2753",7590
4401131,"STENT RESOLUTE 2.75X14 2751",5175
4401133,"STENT RESOLUTE 2.75X8 27508",7590
4401134,"STENT RESOLUTE 2.5X30 25030",5175
4401135,"STENT RESOLUTE 2.5X18 25018",5175
4401136,"STENT RESOLUTE 2.5X14 25014",5175
4401137,"STENT RESOLUTE 2.5X8 25008U",7590
4401139,"STENT RESOLUTE 2.25X26 2252",5175
4401140,"STENT RESOLUTE 2.25X22 2252",5175
4401141,"STENT RESOLUTE 2.25X18 2251",5175
4401142,"STENT RESOLUTE 2.25X14 2251",5175
4401144,"STENT RESOLUTE 2.25X8 22508",5175
4401145,"STENT RESOLUTE 3.0X34 30034",7590
4401146,"STENT RESOLUTE 3.0X38 30038",5175
4401148,"STENT RESOLUTE 3.5X38 35038",5175
4401151,"STENT SYNERGY 2.25X8 M39260",8797.5
4401152,"STENT SYNERGY 2.25X12 M3926",8280
4401153,"STENT SYNERGY 2.25X16 M3926",8797.5
4401154,"STENT SYNERGY 2.25X20 39260",8280
4401155,"STENT SYNERGY 2.25X24 M3926",8280
4401156,"STENT SYNERGY 2.25X28 M3926",8797.5
4401157,"STENT SYNERGY 2.25X32 M3926",8280
4401158,"STENT SYNERGY 2.25X38 M3926",8797.5
4401159,"STENT SYNERGY 2.5X8 H392608",8280
4401160,"STENT SYNERGY 2.5X12 M39260",8280
4401161,"STENT SYNERGY 2.5X16 M39260",8280
4401162,"STENT SYNERGY 2.5X20 M39260",8280
4401163,"STENT SYNERGY 2.5X24 M39260",8280
4401164,"STENT SYNERGY 2.5X28 M39260",8280
4401165,"STENT SYNERGY 2.5X32 M39260",8280
4401166,"STENT SYNERGY 2.5X38 M39260",8280
4401167,"STENT SYNERGY 2.75X8 M39260",8280
4401168,"STENT SYNERGY 2.75X12 M3926",8280
4401169,"STENT SYNERGY 2.75X16 M3926",8280
4401170,"STENT SYNERGY 2.75X20 M3926",8280
4401171,"STENT SYNERGY 2.75X24 M3926",8280
4401172,"STENT SYNERGY 2.75X28 M3926",8280
4401174,"STENT SYNERGY 2.75X38 M3926",8280
4401175,"STENT SYNERGY 3.0X8 M392600",8280
4401176,"STENT SYNERGY 3.0X12 M39260",8280
4401177,"STENT SYNERGY 3.0X16 M39260",8280
4401178,"STENT SYNERGY 3.0X20 M39260",8280
4401179,"STENT SYNERGY 3.0X24 M39260",8797.5
4401180,"STENT SYNERGY 3.0X28 M39260",8797.5
4401181,"STENT SYNERGY 3.0X32 M39260",8280
4401182,"STENT SYNERGY 3.0X38 M39260",8797.5
4401183,"STENT SYNERGY 3.5X8 M392608",8280
4401184,"STENT SYNERGY 3.5X12 M39260",8280
4401185,"STENT SYNERGY 3.5X16 M39260",8280
4401186,"STENT SYNERGY 3.5X20 M39260",8797.5
4401187,"STENT SYNERGY 3.5X24 M39260",8797.5
4401188,"STENT SYNERGY 3.5X28 M39260",8280
4401189,"STENT SYNERGY 3.5X32 M39260",8280
4401190,"STENT SYNERGY 3.5X38 M39260",8280
4401192,"STENT SYNERGY 4.0X12 M39260",8280
4401193,"STENT SYNERGY 4.0X16 M39260",8280
4401194,"STENT SYNERGY 4.0X20 M39260",8280
4401195,"STENT SYNERGY 4.0X24 M39260",8797.5
4401196,"STENT SYNERGY 4.0X28 M39260",8280
4401197,"STENT SYNERGY 4.0X32 M39260",8797.5
4401199,"WORLEY VEIN SELECTOR STD 5F",1445
4401200,"CATH PERFORMA 4FR 7704-10 M",171.2325
4401203,"CATH LAUNCH RAD 5FR LNG LA5",658.92
4401204,"CATH LAUNCH RAD 5FR SHT LA5",606.9
4401208,"STENT VISI-PRO 7X57 PXB3507",8337.5
4401211,"EVERCROSS BALLOON 4X40 AB35",1589.5
4401214,"STENT VISI-PRO 7X37 PXB3507",8337.5
4401215,"POUCH TYRX ANTIBACTERIAL CM",9054.5
4401216,"PACK VEIN PROCEDURE CPK55-0",1029.25
4401218,"SHEATH VEIN 7FRX7CM MIS-7F0",440.725
4401220,"BALLOON EVERCROSS 6X150 AB3",1806.25
4401221,"BALLOON EVERCROSS 5X60 AB35",1589.5
4401223,"BALLOON EVERCROSS 4X60 AB35",1589.5
4401232,"SHEATH GLIDE SLENDER 6FR TR",953.7
4401233,"SHEATH GLIDE SLENDER 7FR TR",953.7
4401236,"BALLOON EVERCROSS 4X40 AB35",1589.5
4401237,"BALLOON EVERCROSS 6X40 AB35",1589.5
4401239,"CATH PERFORMA 5F PIG ST 5RP",722.5
4401240,"CATH PERFORMA 5F PIG LT 5RP",722.5
4401241,"EVERFLEX STENT 7X40 EVD-07-",8190
4401242,"EVERCROSS BALLOON 4X150 AB3",1806.25
4401248,"NANOCROSS BALLOON 2.5X150",3746.5
4401262,"BALLOON NANOCROSS 5X100",3492.5
4401264,"BALLOON EMERGE 2.75X12",1734
4401265,"BALLOON EMERGE MONO 8X2.25",1734
4401266,"BALLOON EMERGE MONO 12X2.25",1950.75
4401267,"CATH NANOCROSS 6X100X150 ME",3492.5
4401273,"MONITOR CONFIRM RX DM3500",32430
4401275,"STYLET MOND RVOT 58 4141/58",1223.1925
4401276,"STYLET MOND RVOT 65 4141/65",1223.1925
4401282,"VENASEAL CLOSURE DEVICE VS-",12689.1
6401219,"CATH NANOCROSS 3.5X150 AB14",3492.5
6401237,"BALLOON EVERCROSS 6X40 AB35",1589.5
4401288,"INTRODUCER WORLEY RENAL 7FR",5080
4401293,"STENT RESOLUTE ONYX 2.0X8",6210
4401295,"STENT RESOLUTE ONYX 2.0X15",8901
4401296,"STENT RESOLUTE ONYX 2.0X18",6210
4401297,"STENT RESOLUTE ONYX 2.0X22",8901
4401299,"STENT RESOLUTE ONYX 2.0X30",8901
4401319,"DIAMONDBACK 360 SOLID 1.5 1",23425.5
4401320,"DIAMONDBACK 360 SOLID 2.0 1",23425.5
4401321,"DIAMONDBACK CORONARY CLASSI",26185.5
4401322,"VIPERWIRE FLEX .014 VPR-GW-",2167.5
4401323,"VIPERWIRE ADV CORONARY .014",2817.75
4401324,"VIPERSLIDE LUBRICANT 100ML",1156
4401328,"GUIDE SAFESHEATH CSGWORLBC1",4889.5
4401333,"CATHETER IVUS DIGITAL PV .0",8337.5
4401340,"STENT EVERFLEX 6X40 EVD35",9100
4401341,"STENT EVERFLEX 6X80 EVD35",9100
4450010,"INTRODUCER HEMOSTASIS 6 406",144.5
4450011,"INTRODUCER HEMOSTASIS 7 406",144.5
4450014,"INTRODUCER GUIDING 8.5 CURV",2060.57
4450015,"SHEATH AGILIS STEERABLE 8.5",7953.4
4450016,"INTRODUCER GUIDE TRANSEPTL",2060.57
4450017,"INTRODUCER GUIDE TRANSEPTL",2392.92
4450018,"CATH RESPONSE EP QUAD 6F 12",1595.28
4450020,"CATH LIVEWIRE EP STEER 5X11",6008.75
4450021,"CATH SAFIRE ABLATION 7 A088",11730
4450023,"SET TUBING PUMP COOL POINT",1445
4450027,"KIT ENSITE NAV-X SURFACE 33",8645
4450030,"NEEDLE TRANSSEPTAL NRG-71-C",6286.5
4450031,"WIRE PRIME 175 PTW-25-175 B",2890
4450033,"GUIDEWIRE 10FR 12CM 406120",289
4450034,"CATH RESPONSE DECP 120 4013",1927.63
4450035,"CATH EP INQUIRY DECAP 81520",5429.25
4450037,"CATH INQUIRY OPTIMA 4.5 816",9011.4
4450039,"VIEW FLEX PLUS ICE 10008975",19320
4450041,"NEEDLE TRANSSEPTAL NRG-89-C",6286.5
4450042,"WIRE PIGTAIL PROTRACK 230",2890
4450043,"CATHETER ARRAY ENSITE EC100",22149
4450045,"INTRODUCER HEMOSTATIS 10F 3",823.65
4450046,"WIRE AMPLATZ CRVD .032 G035",325.125
4450047,"WIRE EXCHANGE .032 G03750 C",325.125
4450048,"CATH TACTICATH ABLATION 75",17250
4450049,"CATHETER ABLATION FLEX FJ C",11730
4450050,"KIT ENSITE PRECISION EN0020",7245
4450051,"CATHETER ABLATION A-FASE-FJ",12765
4450053,"CATHETER MAPPING D-AVSE-DF1",9011.4
33010,"CCL-PERICARDIOCENTESIS",673
33015,"INCISION OF HEART SAC",5630
33206,"INSERT PACER W TVE ATR",14771
33207,"INSERT PACER W TVE VENT",14788
33208,"INSERT PACER W TVE ATR AND",14952
33210,"CCL-TEMP PACEMAKER INSERTIO",5550
33215,"REPOSITIONING PACER/CARDIO",4099
33216,"INSERT SINGLE TVE",5550
33217,"INSERT 2 TVE",4372
33222,"REVISE SKIN POCKET PACER",3063
33223,"RELOCATE SKIN POCKT CARDIO",3218
33225,"L VENTRIC PACING LEAD ADD-O",11797
33227,"REMOVE PULSE GEN W REPLMNT",17411
33228,"REMOVE PULSE GEN W REPLCMNT",19097
33229,"REMOVE PULSE GEN W REPLACE",19456
33233,"REMOVAL PULSE GENERATOR",3557
33234,"REMOVE TV ELECTRODE SINGLE",3156
33249,"INSERT CARDIO DEFIB W TV LE",38965
33262,"REMOVE CARDIO DEFIB W REPLC",64314
33263,"REMVE CARDIO DEFIB S/REPLCE",64314
33264,"REMVE CARDIO DEFB S/REPLACE",64314
"33285CL","Loop insertion",8044
"33286CL","Loop removal",2724
"33990CL","INSERT VAD artey access",1824
"36000CL","INTRO NEEDLE/INTRACATH VEIN",61
"36005EP","INJECTION EXT VENOGRAPHY",461
"36010A","CCL-VENOUS ANGIOGRAM",954
"36140CL","INTRO NEEDLE EXTREMITY ARTE",901
"36200CL","INTRO CATHETER AORTA",845
"36225CL","Cath Place Subclavian Art",4635
"36245LTCL","SEL CATH PLC 1ST ORD ABD/PE",916
"36245RTCL","SEL CATH PLC 1ST ORD ABD/PE",916
"36246LTCL","SEL CATH PLC 2ND ORD ABD/PE",1078
"36246RTCL","SEL CATH PLC 2ND ORD ABD/PE",1078
"36247CL","SEL CATH PLC 3RD ORD ABD/PE",1709
"36247LTCL","SEL CATH PLC 3RD ORD ABD/PE",1709
"36247RTCL","SEL CATH PLC 3RD ORD ABD/PE",1709
36251,"SEL CTH PLMT 1ST OR RNL ART",5277
36252,"SEL CTH PLMT 1ST OR RNL ART",5291
"36475VL","ENDOVENOUS 1ST VEIN",4234
"36476VL","ENDOVENOUS VEIN ADD-ON",849
"36482VL","ENDOVEN CHEM ADH 1ST VEIN",3848
"36483VL","ENDOVEN CHEM ADH ADD VEIN",450
"37184CL","MECH TROM/ART OR BYPASS INI",6994
"37220CL","PTA ILIAC/UNILAT/INIT VESSE",11748
"37221CL","PTA W/STNT ILIAC/UNILAT/INI",15054
"37222CL","PTA ILIAC/EA ADD",8789
"37223CL","PTA W/STNT ILAC/EA ADD",7922
"37224CL","PTA FEMRL/POPLITEAL INIT VE",11653
"37225CL","FEM/POPL REVAS W/ATHERECTOM",24484
37226,"FEM/POP REVASC W/ STENT",25503
"37227CL","FEM/POPL REVASC STNT & ATHE",37994
"37228CL","PTA TBIAL/PERONEAL/INTIAL V",15002
"37230CL","PTA W/STNT/TBIAL/PERONEAL/I",21938
"37246CL","PTA (oth ART) Initial w/ S&",10052
"37252CL","INTRAVASC US PV initial ves",750
"37253CL","INTRAVASC US PV ADD-ON",375
"75625CL","ABDOMINAL AORTOGRAM",2366
"75630CL","ABDOMEN AORTOGRAM W/RUNOFF",2552
"75710T","EXT ANGIO IMAGING & SUPERV",2410
"75716CL","BIL EXTERMITY ARTERIOGRAM",2327
"75820CL","Venography S&I of extr uni",922
"85347CL","I-STAT ACTIVATED CLOTTING T",61
90784,"CCL-NITROPRUSSIDE INFUSION",244
92920,"PERC TRANSLUM COR ANGIO SNG",9262
92921,"PERC TRANSLUM COR ANGIO EA",7949
"92924CL","PERC TRANSL COR ATHERECTMY",10535
"92925CL","PERC TRANSL ATHERECTMY ADD",603
92928,"PERC TRANSCATH PLC INCOR ST",14927
92929,"TRANSCTH PLC INCOR STNT EA",12200
92937,"PERC TRANSLUM REVSC BYPSS G",12542
92941,"TRNSLUM REVSCU ACTE TOT OCC",12812
92943,"TRNSLUM REVASC CHRN TOT OCC",12200
92950,"CCL-CARDIOPULMONARY RESUSCI",1049
"92960CL","CARDIOVERSION CATH LAB",932
92973,"PTC TRANSLUM CORONARY THROM",6195
92978,"INTRAVASC US HEART ADD-ON",3576
92979,"INTRAVASC US HEART ADD-ON",1704
93451,"RT HRT CTH W/O2 SAT & CAR O",4919
93452,"LT HEART CATH W/ LV INJ",10913
93453,"RT & LT HRT CATH W/ LV INJ",9101
93454,"COR CTH PLM W/O L HRT CTH W",5517
93455,"CTH PLMT W/O LH CTH W/ CRS/",5792
93456,"RT HRT CATH W/ CORONARY INJ",8225
93458,"LT HRT CTH W/CORS INJ W/WO",14066
93459,"LH CTH W/CRS INJ/BPG ANG W/",16387
93460,"LT&RT HT CTH W/CORS W/WO LV",14066
93461,"LT&RT HRT CTH W/CRS & BPG W",15440
93462,"TRANSEPTAL OR TRANSAPICAL P",8539
93463,"PHARM AGEN ADMN W/HMDYNMC M",532
93503,"INSERT/PLACE HEART CATHETER",2102
93536,"INSERT INTRA - AORTIC BALLO",1824
93567,"SUPRAAORTOGRAPHY INJ/CARD C",294
93571,"FRACTIONAL FLOW RESERVE STU",1988
93572,"FRACT FLOW RESERVE, EA ADD",1170
93612,"IV PACING RT AND/OR LT",4794
93613,"INTRACARDIAC 3D MAPPING",385
93618,"INDCTN OF ARRHYTHMIA BY ELE",966
93619,"COMP EPS W/O INDUCTION",1407
93620,"COMP EPS W INDUCTION",1929
93621,"LA PACING AND RECORD FROM L",1778
93622,"LV PACING AND RECORDING",1190
93623,"DRUG STIMULATION AND PACING",335
93640,"EPS EVAL OF ICD AT IMPLANT",1856
93650,"AV NODE ABLATN W/WO TEMP PA",5949
93653,"COMP EPS W ATRIAL ABLATION",4701
93655,"ABLTE ADD DISCRT ARRHTYH FO",2350
93656,"COMP EPS TRANSSEPT ABLATE P",6276
93657,"ABLATE ADD RT/LT ATRIAL SIT",29
93662,"INTRACARDIAC ECG",695
"93799CL","CCL-UNLISTED CARDIO PROC",420
"99152CL","Mod sed initial 15 m 1 prov",50
"99153CL","Mod sed ea add 15m 1 provid",50
"3647550CL","Venous ablation 1st vein bi",6351
"3647650CL","Venous ablation add vein bi",1274
"3648250VL","ENDOVEN CHEM ADH 1ST VEIN B",5772
"3648350CL","ENDOVEN CHEM ADH ADD BILAT",675
"C9600","PERC DRUG-EL COR STENT SING",20118
"C9601","PERC DRUG-EL COR STENT BRAN",20118
"C9604","PERC D-E COR REVASC T CABG",20118
"C9606","PERC D-E COR REVASC AMI",23437
"C9607","PERC D-E COR REVASC CHRO SI",20118
"CLB1","BLOOD ADMINISTRATION",881
"STNTART","Intravasc Art Stent w/PTA S",20545
"80047SD","iSTAT BMP",122
"81000SD","URINE DIPSTICK CHEMISTRIES",28
"81002SD","URINALYSIS W/MICROSCOPE",74
"82270SD","STOOL FOR OCCULT BLOOD",49
"83514SD","TROPONIN-I",83
"84704SD","URINE PREGNANCY TEST",66
"85013SD","HEMATOCRIT",21
"85017SD","HEMOGLOBIN",21
"85022SD","CBC WITH DIFF",111
"85027SD","CBC",80
"86300SD","MONO SCREEN",49
"86403SD","RAPID INFLUENZA A",64
"86404SD","STREP RAPID SCREEN",94
"87215SD","WET PREP FOR TRICH/YEAST",40
"88301SD","RAPID INFLUENZA B",64
80004,"P-ELECTROLYTES",67
80005,"P-COMPREHENSIVE METABOLIC P",121
80007,"P-BASIC METABOLIC PROFILE",97
80032,"C-ACETAMINOPHEN",95
80035,"AML-DRUG SCREEN CONFIRMATIO",156
"80035A","MEDTOX - BENZO CONFIRMATION",156
80037,"AML-AMIODARONE",148
80039,"AML-FLECAINIDE",126
"80047OL","OSL-iSTAT BMP",122
80052,"P-OBSTETRIC PANEL",287
80058,"P-HEPATIC FUNCTION PANEL",73
80062,"P-LIPID CARDIAC RISK",92
80071,"P-THYROID STIMULATING HORMO",130
80073,"P-RENAL PANEL",86
80091,"OCHL-HANDLING FEE",32
"80100A","AML-ACTIN SMOOTH MUSCLE AB,",77
"80100AB","MAYO - ANTI-SMOOTH MUSCLE A",188
80101,"C-HEPATITIS B SURFACE AB",95
"80101A","AML-FENTANYL PROGRESSIVE",125
"80101F","NMS - ZOLPIDERM SCREEN URIN",149
80102,"AML-HEPATITIS B CORE AB",95
80103,"C-HEPATITIS B SURFACE AG",71
80104,"AML-HEPATITIS BE AG",95
"80104A","C-MEDTOX SCAN UR DRUG SCREE",115
80105,"AML-HEPATITIS BE AB",95
80106,"AML-HETEROPHILE ABS",140
80113,"AML-CHLAMYDIA CULTURE",154
80115,"STATE METABOLIC SCREEN - PK",137
80118,"AML-CAROTENE",82
80119,"AML-CITRATE-URINE",200
80121,"AML-COPPER,URINE",88
80124,"AML-GROWTH HORMONE",121
80125,"C-INSULIN PLASMA",90
80128,"AML-ZINC",92
80129,"AML-ANTITHROMBIN III",124
80135,"C-CA-125",149
80137,"AML-COCCIDIOIDES IM ABS",74
"80137A","AML-COCCIDIODES IM ABS IMMU",98
"80138A","AML-SM ANTIBODIES",114
"80138B","AML-SM/RNP ANTIBODIES",114
80139,"AML-ANTI-PARIETAL CELL AB-I",102
80143,"AML-ANTITHYROGLOBULIN",106
80147,"AML-CSF-VDRL",52
80150,"AML-PORPHYRINS FRACTIONATED",137
80156,"AML-GASTRIN",118
80157,"AML- VIRUS ID & CULTURE",173
80158,"AML-HLA B27",169
80160,"Quest-Alphafetoprotein",121
80161,"AML-ANTIMITOCHRONDRIAL ABS",110
80162,"AML-T3 BY RIA",170
80163,"C-VALPROIC ACID",96
80164,"AML-KIDNEY STONE ANALYSIS",103
80168,"AML-ANGIO-1-CONV ENZYME",118
80169,"AML-CALCITONIN",205
80170,"AML-CATECHOLAMINES UR FRACT",169
80172,"AML-CORTISOL URINE FREE",130
80173,"UVA-CRYOGLOBULINS",52
80176,"AML-OXALATE-URINE",130
80178,"AML-PRIMIDOME (MYSOLINE)",104
"80178A","AML PRIM PHENOBARBITAL",104
80179,"AML-PROGESTERONE",132
80183,"AML-TESTOSTERONE",185
80185,"AML-T3-FREE",239
80186,"AML-VMA",110
80188,"AML-EPSTEIN BARR VIRUS AB",156
80190,"UVA-COMPLEMENT,TOTAL(CH50)",149
80227,"AML- DIPHENHYDRAMINE LEVEL",87
80229,"UVA-FREE VALPROIC ACID LEVE",126
80231,"AML-LAMICTAL LEVEL",78
"80273A","AML-OXYCODONE LEVEL",107
80285,"AML-RISPERIDONE LEVEL",179
80299,"AML-GABAPETIN (NEURONTIN)",88
"80299A","MAYO-MYCOPHENOLIC ACID",123
"80299C","AML-ALLOPURINOL & METABOLIT",169
"80299O","AML-POSACONAZOLE LEVEL",234
"80299P","AML-DABIGATRAN",74
"80301A","ARUP-BUPRENORPHINE QNT MECO",248
"80307A","NMS-URINE HEROIN",130
80311,"AML-TRAMADOL LEVEL",117
80314,"AML-METFORMIN LEVEL (GLUCOP",181
"80339A","NMS-CLOBAZAM",96
"80342B","NMS-ASENAPINE",266
"80375B","NMS-PROPOFOL URINE",200
80446,"AML-TSH RECEPTOR ANTIBODY",443
81000,"U-URINALYSIS W/O MICROSCOPI",70
"81000OL","OSL-URINE DIPSTICK CHEMISTR",28
81002,"U-URINALYSIS WITH MICROSCOP",74
81004,"U-URINALYSIS-SINGLE COMPONE",30
81015,"U-URINE MICROSCOPIC",27
81099,"U-EOSINOPHIL COUNT-URINE-W",23
"81120A","CSI-IDH 1 MUTATION",240
"81121A","CSI-IDH 2 MUTATION",311
81206,"CSI-BRC ABL QUANTITATIVE AS",669
81207,"CSI-BCR-ABL P190",405
81210,"CSI-BRAF MUTATION ANALYSIS",438
"81229A","AML - CYTOGENOMIC MICROARRA",1470
"81235A","CSI-EGFR MUTATION ANALYSIS",533
"81236BA","AML-IgVH MUTATION ANALYSIS",942
"81236BB","AML-FLOW CYTO 1ST MARKER",194
"81236BC","AML-FLOW CYTO ADD MARKER 2",86
"81236BD","AML-FLOW CYTO ADD MARKER 3",86
"81236BE","AML-NEOPLASTIC TISSUE CULTU",511
"81236BF","AML-CHROM ANALYSIS 20-25 CE",505
"81236BG","AML-CLL FISH PROBE 1",86
"81236BH","AML-CLL FISH PROBE 2",86
"81236BI","AML-CLL FISH PROBE 3",86
"81236BJ","AML-CLL FISH PROBE 4",86
"81236BK","AML-CLL FISH PROBE 5",86
"81236BL","AML-CLL INTERPHASE ANALYSIS",161
"81236BM","AML-CLL INTERPHASE ANALYSIS",161
"81236BN","AML-CLL INTERPHASE ANALYSIS",161
"81236BO","AML-CLL INTERPHASE ANALYSIS",161
"81236BP","AML-CLL INTERPHASE ANALYSIS",161
81245,"CSI-FLT3 MUTATION",405
81246,"CSI-FLT3 MUTATION ADDITIONA",78
81257,"AML-ALPHA THL DNA MUATION",1306
"81264A","CSI-IGK GENE REARRANGEMENT",1398
"81270A","CSI-JAK2 V617F MUTATION",405
"81272A","CSI-KIT GENE ANALYSIS",577
"81273A","AML-CKIT MUTATION PDGFRA",326
81275,"CSI-KRAS MUTATION ANALYSIS",534
"81276A","CSI-KRAS MUTATION ADD VARIA",342
81310,"CSI-NPM1 MUTATION",437
"81311A","CSI-NRAS MUTATION",585
"81332A","AML-ALPHA 1 ANTITRYPSIN MUT",324
"81342A","CSI-T CELL GENE REARRANGEME",867
"81350A","AML-UGT1A1 GENOTYPING",221
"81376B","AML-HLA DRB 3 4 5",225
"81401E","ATH-SPINAL MUSCULAR ATROPHY",581
81402,"AML- MPL MUTATION",377
81403,"CSI-CEBPA MUTATION",858
"81404F","ATH-TTR DNA SEQUENCING",1230
"81420A","AML-QNATAL ADVANCED",4228
81479,"AML- CALRETICULIN MUTATION",639
"81479H","CSI-MOLECULAR MUTATION ANAL",646
82011,"C-SALICYLATE",74
82025,"AML-ACTH",293
82040,"C-ALBUMIN",34
82041,"FL-ALBUMIN BODY FLUID",34
82042,"AML-ALBUMIN SERUM",31
82043,"C-URINE MICROALBUMIN",65
82055,"C-ETHYL ALCOHOL",81
82065,"AML-URINE ALCOHOL",52
82073,"C-BREATH ALCOHOL",80
82074,"C-BREATH ALCOHOL CONFIRMATI",80
82079,"UVA-METHANOL",121
82088,"AML-ALDOSTERONE SERUM",271
82090,"AML-ALDOSTERONE 24HR UR",271
82102,"AML-DRUG SCREEN CONFIRMATIO",156
"82102B","MEDTOX - OPICATE CONFIRMATI",206
"82104A","AML-ALPHA 1 ANTITRYP PHENO",488
82107,"AML-AFP AND AFP L3",390
82127,"AML-CARNITINE",221
82131,"AML-AMINO ACIDS PLASMA",282
82137,"AML-TRICYCLIC ANTIDEP. QUAN",155
82138,"AML-AMYTRIPTYLINE (ELAVIL)",84
82140,"C-AMMONIA",97
82146,"AML-DRUG SCREEN CONFIRMATIO",156
82150,"C-AMYLASE",53
82151,"FL-AMYLASE BODY FLUID",49
82156,"C-AMYLASE URINE",49
82157,"AML-ANDROSTENEDIONE RIA",186
"82170AA","AML-NASH APOLIPOPROTEIN",100
"82170AB","AML-NASH TOTAL BILIRUBIN",34
"82170AC","AML-NASH CHOLESTEROL",29
"82170AD","AML-NASH GLUCOSE",26
"82170AE","AML-NASH GGT",47
"82170AF","AML-NASH HAPTOGLOBIN",82
"82170AG","AML-NASH A2 MACROGLOBULINS",88
"82170AH","AML-NASH AST",35
"82170AI","AML-NASH ALT",35
"82170AJ","AML-NASH TRIGLYCERIDES",38
82171,"AML-APOLIPOPROTEIN #1",100
82172,"AML-APOLIPOPROTEIN #2",100
82175,"AML-ARSENIC BLOOD OR OTHER",193
"82175A","NMS - ARSENIC HAIR",209
82176,"AML-ARSENIC URINE",193
82181,"AML-VITAMIN C (ASCORBIC ACI",79
"82190AA","AML- IODINE RANDOM URINE",124
"82190B","AML-IODINE SERUM",131
82205,"C-PHENOBARBITOL",104
82211,"AML-DRUG SCREEN CONFIRMATIO",156
"82211A","AML-SUBSTANCE ABUSE PANEL 1",112
"82211B","AML-SUBSTANCE ABUSE PAN 10-",127
"82211D","MEDTOX - BARBIT CONFIRMATIO",156
82232,"AML-BETA 2 MICROGLOBULIN UR",119
82241,"AML-BILE ACIDS (CHOLYLGLYCI",131
"82247B","LCORE-APOLIPOPROTEIN",122
"82247C","LCORE - BILIRUBIN",54
"82247D","LCORE - GGT",56
"82247E","LCORE - HAPTOGLOBIN",100
"82247F","LCORE - NEPHELOMETRY",108
