Medication,Package Size,Package Unit,UOM charge 
LIDOCAINE HCL 1 % (10 MG/ML) IJ SOLN,20,mL,2.84
LIDOCAINE HCL 1 % (10 MG/ML) IJ SOLN,20,mL,4.033
LIDOCAINE HCL 1 % (10 MG/ML) IJ SOLN,20,mL,4.033
LIDOCAINE HCL 1 % (10 MG/ML) IJ SOLN,10,mL,6.021
LIDOCAINE HCL 1 % (10 MG/ML) IJ SOLN,50,mL,7.952
LIDOCAINE HCL 1 % (10 MG/ML) IJ SOLN,20,mL,8.407
LIDOCAINE HCL 2 % (20 MG/ML) IJ SOLN,20,mL,4.09
LIDOCAINE HCL 2 % (20 MG/ML) IJ SOLN,20,mL,5.964
LIDOCAINE HCL 2 % (20 MG/ML) IJ SOLN,10,mL,8.52
LIDOCAINE HCL 2 % (20 MG/ML) IJ SOLN,20,mL,9.486
LIDOCAINE HCL 3 % TOPICAL CREAM,28.35,g,204.79
LIDOCAINE IN D5W (PF) 4 MG/ML IV,500,mL,20.94
"LIDOCAINE-EPINEPHRINE 0.5 %-1:200,000 IJ SOLN",50,mL,9.798
"LIDOCAINE-EPINEPHRINE 0.5 %-1:200,000 IJ SOLN",50,mL,17.324
"LIDOCAINE-EPINEPHRINE 1 %-1:100,000 IJ SOLN",20,mL,3.522
"LIDOCAINE-EPINEPHRINE 1 %-1:100,000 IJ SOLN",20,mL,6.021
"LIDOCAINE-EPINEPHRINE 1 %-1:100,000 IJ SOLN",20,mL,10.679
"LIDOCAINE-EPINEPHRINE 1.5 %-1:200,000 IJ SOLN",10,mL,23.658
"LIDOCAINE-EPINEPHRINE 1.5 %-1:200,000 IJ SOLN",30,mL,38.596
"LIDOCAINE-EPINEPHRINE 2 %-1:100,000 IJ SOLN",20,mL,8.52
"LIDOCAINE-EPINEPHRINE 2 %-1:100,000 IJ SOLN",20,mL,10.792
"LIDOCAINE-EPINEPHRINE BITARTRATE 2 %-1:100,000 INJECTION, CARTRIDGE",1.7,mL,1.362
LIDOCAINE-PRILOCAINE 2.5 %-2.5 % TOPICAL CREAM,5,g,26.352
LIDOCAINE-PRILOCAINE 2.5 %-2.5 % TOPICAL CREAM,5,g,26.352
LIDOCAINE-PRILOCAINE 2.5 %-2.5 % TOPICAL CREAM,5,g,30.962
LIDOCAINE-PRILOCAINE 2.5 %-2.5 % TOPICAL CREAM,5,g,30.962
"LIGHT MINERAL OIL-MINERAL OIL (PF) 0.5 %-0.5 % EYE DROPS,DROPPERETTE",30,Each,2.325
LINACLOTIDE 145 MCG CAPSULE,30,Each,40.899
LINAGLIPTIN 5 MG TAB,100,Each,43.48
LINDANE 1 % SHAMPOO,60,mL,478.515
LINEZOLID 100 MG/5 ML ORAL SUSP,150,mL,2935.985
LINEZOLID 100 MG/5 ML ORAL SUSP,150,mL,5833.95
LINEZOLID 600 MG TAB,30,Each,26.95
LINEZOLID 600 MG TAB,30,Each,26.95
LINEZOLID 600 MG TAB,1,Each,26.95
LINEZOLID 600 MG TAB,1,Each,26.95
LINEZOLID 600 MG TAB,20,Each,31.766
LINEZOLID 600 MG TAB,1,Each,31.766
LINEZOLID 600 MG TAB,30,Each,316.323
LINEZOLID 600 MG/300 ML D5W IV,300,mL,209.4
LINEZOLID 600 MG/300 ML D5W IV,300,mL,209.4
LINEZOLID 600 MG/300 ML D5W IV,300,mL,209.4
LINEZOLID 600 MG/300 ML D5W IV,300,mL,209.4
LIOTHYRONINE 25 MCG TAB,100,Each,3.64
LIOTHYRONINE 25 MCG TAB,100,Each,3.675
LIOTHYRONINE 5 MCG TAB,100,Each,2.771
LIOTHYRONINE 5 MCG TAB,100,Each,2.797
LIOTHYRONINE 5 MCG TAB,90,Each,2.972
LIP PROTECTANT 0.6 %-0.5 %-1.1 %-0.5 % TOPICAL OINTMENT,10,g,6.992
"LIPASE 10,500-PROTEASE 35,500-AMYLASE 61,500 UNIT CAPSULE,DELAYED REL",100,Each,13.123
"LIPASE 16,800-PROTEASE 56,800-AMYLASE 98,400 UNIT CAPSULE, DELAYED REL",100,Each,21.072
"LIPASE 21,000-PROTEASE 54,700-AMYLASE 83,900 UNIT CAPSULE,DELAYED REL",100,Each,26.246
"LIPASE-PROTEASE-AMYLASE 12,000-38,000-60,000 UNIT CAP, DELAY REL",100,Each,12.8
"LIPASE-PROTEASE-AMYLASE 24,000-76,000-120,000 UNIT CAP, DELAY REL",100,Each,25.368
"LIPASE-PROTEASE-AMYLASE 36,000-114,000-180,000 UNIT CAPSULE,DELAY REL",100,Each,38.517
"LIPASE-PROTEASE-AMYLASE 6,000-19,000-30,000 UNIT CAP, DELAY REL",100,Each,6.402
LIRAGLUTIDE 0.6 MG/0.1 ML (18 MG/3 ML) SUB-Q PEN INJECTOR,3,mL,539.642
LISDEXAMFETAMINE 20 MG CAP,100,Each,42.97
LISDEXAMFETAMINE 30 MG CAP,100,Each,42.97
LISDEXAMFETAMINE 50 MG CAPSULE,100,Each,42.97
LISINOPRIL 20 MG TAB,100,Each,0.302
LISINOPRIL 20 MG TAB,100,Each,0.516
LISINOPRIL 20 MG TAB,1,Each,0.516
LISINOPRIL 20 MG TAB,100,Each,0.546
LISINOPRIL 20 MG TAB,1,Each,0.547
LISINOPRIL 20 MG TAB,1,Each,0.621
LISINOPRIL 30 MG TAB,100,Each,0.476
LISINOPRIL 5 MG TAB,500,Each,0.223
LISINOPRIL 5 MG TAB,1,Each,0.529
LISINOPRIL 5 MG TAB,100,Each,0.747
LISINOPRIL 5 MG TAB,1,Each,0.748
LITHIUM CARBONATE 150 MG CAP,100,Each,0.393
LITHIUM CARBONATE 300 MG CAP,100,Each,0.734
LITHIUM CARBONATE 300 MG TAB,100,Each,0.905
LITHIUM CARBONATE SR 300 MG TAB,100,Each,1.46
LITHIUM CARBONATE SR 300 MG TAB,1,Each,1.539
LITHIUM CARBONATE SR 300 MG TAB,1,Each,1.596
LITHIUM CARBONATE SR 450 MG TAB,100,Each,1.879
LITHIUM CARBONATE SR 450 MG TAB,1,Each,2.448
LITHIUM CITRATE 8 MEQ/5 ML ORAL SOLN,5,mL,5.244
LMFOLATE CA 6 MG-ACETYLCYS 600 MG-MB12 2 MG-ALGAL OIL 90.314 MG TABLET,90,Each,23.489
LOPERAMIDE 1 MG/5 ML ORAL LIQUID,10,mL,6.643
LOPERAMIDE 1 MG/5 ML ORAL LIQUID,118,mL,9.798
LOPERAMIDE 2 MG CAP,100,Each,2.932
LOPERAMIDE 2 MG CAP,1,Each,2.933
LOPERAMIDE 2 MG CAP,100,Each,3.181
LOPERAMIDE 2 MG CAP,1,Each,3.182
LOPINAVIR-RITONAVIR 200 MG-50 MG TAB,120,Each,37.298
LORATADINE 10 MG TAB,100,Each,1.267
LORATADINE 10 MG TAB,100,Each,1.267
LORATADINE 10 MG TAB,100,Each,1.809
LORATADINE-PSEUDOEPHEDRINE SR 10 MG-240 MG 24 HR TAB,10,Each,2.01
LORATADINE-PSEUDOEPHEDRINE SR 10 MG-240 MG 24 HR TAB,15,Each,3.028
LORATADINE-PSEUDOEPHEDRINE SR 5 MG-120 MG 12 HR TAB,10,Each,3.618
LORATADINE-PSEUDOEPHEDRINE SR 5 MG-120 MG 12 HR TAB,20,Each,4.099
LORATADINE-PSEUDOEPHEDRINE SR 5 MG-120 MG 12 HR TAB,30,Each,3.352
LORAZEPAM 0.5 MG TAB,1,Each,0.546
LORAZEPAM 0.5 MG TAB,100,Each,0.205
LORAZEPAM 0.5 MG TAB,100,Each,0.546
LORAZEPAM 1 MG TAB,1,Each,0.429
LORAZEPAM 1 MG TAB,1,Each,0.53
LORAZEPAM 1 MG TAB,100,Each,0.24
LORAZEPAM 1 MG TAB,100,Each,0.429
LORAZEPAM 1 MG TAB,100,Each,0.53
LORAZEPAM 1 MG TAB,500,Each,0.137
LORAZEPAM 100 MG/100 ML (1 MG/ML) IN DEXTROSE 5 % IV,100,mL,328.447
LORAZEPAM 2 MG/ML IJ SOLN,1,mL,1.409
LORAZEPAM 2 MG/ML IJ SOLN,1,mL,1.409
LORAZEPAM 2 MG/ML IJ SOLN,1,mL,2.662
LORAZEPAM 2 MG/ML IJ SOLN,1,mL,2.662
LORAZEPAM 2 MG/ML IJ SOLN,1,mL,4.587
LORAZEPAM 2 MG/ML IJ SOLN,1,mL,4.587
LORAZEPAM 2 MG/ML IJ SOLN,1,mL,4.587
LORAZEPAM 2 MG/ML IJ SOLN,1,mL,8.873
LORAZEPAM 2 MG/ML IJ SOLN,10,mL,24.052
LORAZEPAM 2 MG/ML IJ SOLN,10,mL,24.052
LORAZEPAM 2 MG/ML ORAL CONCENTRATE,0.5,mL,1.436
LORAZEPAM 2 MG/ML ORAL CONCENTRATE,30,mL,86.159
LORAZEPAM 4 MG/ML INJECTION,10,mL,32.733
LORAZEPAM 4 MG/ML INJECTION,10,mL,32.733
LORAZEPAM 50 MG/50 ML (1 MG/ML) IN DEXTROSE 5 % IV,50,mL,194.513
LOSARTAN 25 MG TAB,100,Each,2.246
LOSARTAN 25 MG TAB,50,Each,2.609
LOSARTAN 25 MG TAB,1,Each,2.609
LOSARTAN 50 MG TAB,1000,Each,0.826
LOSARTAN 50 MG TAB,90,Each,0.826
LOSARTAN 50 MG TAB,100,Each,2.644
LOSARTAN 50 MG TAB,100,Each,2.95
LOSARTAN-HYDROCHLOROTHIAZIDE 50 MG-12.5 MG TAB,90,Each,0.411
LOSARTAN-HYDROCHLOROTHIAZIDE 50 MG-12.5 MG TAB,30,Each,0.913
LOSARTAN-HYDROCHLOROTHIAZIDE 50 MG-12.5 MG TAB,90,Each,0.913
LOSARTAN-HYDROCHLOROTHIAZIDE 50 MG-12.5 MG TAB,50,Each,1.468
LOSARTAN-HYDROCHLOROTHIAZIDE 50 MG-12.5 MG TAB,1,Each,1.469
"LOTEPREDNOL ETABONATE 0.2 % EYE DROPS, SUSP",5,mL,395.864
"LOTEPREDNOL ETABONATE 0.5 % EYE DROPS, SUSP",5,mL,417.124
LOVASTATIN 20 MG TAB,100,Each,0.852
LOVASTATIN 20 MG TAB,100,Each,0.852
LOXAPINE 10 MG CAP,1,Each,2.85
LOXAPINE 25 MG CAP,1,Each,3.649
LUBIPROSTONE 24 MCG CAP,60,Each,27.028
LUBIPROSTONE 8 MCG CAP,60,Each,27.028
LUBRICANTS TOPICAL GEL,56,g,8.566
LURASIDONE 20 MG TAB,30,Each,75.851
LURASIDONE 40 MG TAB,30,Each,75.851
LURASIDONE 40 MG TAB,100,Each,75.851
LURASIDONE 40 MG TAB,1,Each,75.851
MAGIC MOUTHWASH COMPOUNDING KIT,237,mL,120.141
MAGNESIUM CITRATE ORAL SOLN,296,mL,7.762
MAGNESIUM CITRATE ORAL SOLN,296,mL,7.762
MAGNESIUM CITRATE ORAL SOLN,296,mL,7.762
MAGNESIUM GLUCONATE 27 MG (500 MG) TAB,90,Each,0.188
MAGNESIUM HYDROXIDE 400 MG/5 ML ORAL SUSP,30,mL,8.522
MAGNESIUM OXIDE 400 MG TAB,120,Each,0.114
MAGNESIUM OXIDE 400 MG TAB,120,Each,0.114
MAGNESIUM OXIDE 400 MG TAB,100,Each,0.498
MAGNESIUM SULFATE (LAXATIVE) CRYSTALS,454,g,4.583
MAGNESIUM SULFATE 2 GRAM/50 ML IVPB,50,mL,34.028
MAGNESIUM SULFATE 2 GRAM/50 ML IVPB,50,mL,50.954
MAGNESIUM SULFATE 2 GRAM/50 ML IVPB,50,mL,56.015
MAGNESIUM SULFATE 4 GRAM/100 ML IV PIGGY BACK,100,mL,25.128
MAGNESIUM SULFATE 4 GRAM/100 ML IV PIGGY BACK,100,mL,27.92
MAGNESIUM SULFATE 4 GRAM/50 ML IV PIGGY BACK,50,mL,25.652
"MAGNESIUM SULFATE 40 GRAM/1,000 ML IV",1000,mL,27.92
"MAGNESIUM SULFATE 40 GRAM/1,000 ML IV",1000,mL,31.41
MAGNESIUM SULFATE 50 % (4 MEQ/ML) INJECTION,2,mL,3.181
MAGNESIUM SULFATE 50 % (4 MEQ/ML) INJECTION,2,mL,4.488
MAGNESIUM SULFATE 50 % (4 MEQ/ML) INJECTION,2,mL,4.488
MAGNESIUM SULFATE 50 % (4 MEQ/ML) INJECTION,10,mL,4.914
MAGNESIUM SULFATE 50 % (4 MEQ/ML) INJECTION,20,mL,10.792
MAGNESIUM SULFATE 50 % (4 MEQ/ML) INJECTION,50,mL,52.54
MAGNESIUM SULFATE IN D5W 1 GRAM/100 ML IV PIGGY BACK,100,mL,25.826
MAGNESIUM SULFATE IN D5W 1 GRAM/100 ML IV PIGGY BACK,100,mL,28.269
MANNITOL 20 % IV,500,mL,66.31
MANNITOL 20 % IV,500,mL,66.31
MANNITOL 20 % IV,500,mL,191.95
MANNITOL 25 % IV SOLN,50,mL,6.248
"MEASLES,MUMPS&RUBELLA VACCIN(PF) 1,000-12,500 TCID50/0.5 ML SUB-Q SUSP",10,Each,127.724
"MEASLES,MUMPS&RUBELLA VACCIN(PF) 1,000-12,500 TCID50/0.5 ML SUB-Q SUSP",1,Each,127.725
MECLIZINE 12.5 MG TAB,100,Each,1.914
MECLIZINE 12.5 MG TAB,50,Each,2.618
MECLIZINE 12.5 MG TAB,1,Each,2.618
MECLIZINE 25 MG TAB,100,Each,1.403
MECLIZINE 25 MG TAB,100,Each,2.596
MECLIZINE 25 MG TAB,1,Each,2.968
MEDIUM CHAIN TRIGLYCERIDES OIL ORAL,946,mL,248.042
MEDROXYPROGESTERONE 10 MG TAB,100,Each,1.158
MEDROXYPROGESTERONE 10 MG TAB,30,Each,6.105
MEDROXYPROGESTERONE 10 MG TAB,1,Each,6.105
MEDROXYPROGESTERONE 150 MG/ML INTRAMUSCULAR SUSPENSION,1,mL,83.7
MEDROXYPROGESTERONE 150 MG/ML INTRAMUSCULAR SUSPENSION,1,mL,151.507
MEDROXYPROGESTERONE 150 MG/ML INTRAMUSCULAR SUSPENSION,1,mL,151.665
MEDROXYPROGESTERONE 150 MG/ML INTRAMUSCULAR SUSPENSION,1,mL,151.665
MEDROXYPROGESTERONE 2.5 MG TAB,100,Each,0.621
MEDROXYPROGESTERONE 2.5 MG TAB,100,Each,0.621
MEGESTROL 40 MG TAB,100,Each,1.018
MEGESTROL 40 MG TAB,100,Each,2.185
MEGESTROL 400 MG/10 ML ORAL SUSP,10,mL,15.383
MEGESTROL 400 MG/10 ML ORAL SUSP,10,mL,15.47
MEGESTROL 400 MG/10 ML ORAL SUSP,10,mL,15.601
MELATONIN 1 MG TAB,180,Each,0.083
MELATONIN 1 MG TAB,90,Each,0.179
MELATONIN 3 MG TAB,1,Each,0.975
MELATONIN 3 MG TAB,1,Each,1.058
MELATONIN 5 MG TABLET,100,Each,0.105
MELOXICAM 7.5 MG TAB,100,Each,0.175
MELOXICAM 7.5 MG TAB,50,Each,0.721
MELOXICAM 7.5 MG TAB,1,Each,0.722
MEMANTINE 28 MG SPRINKLE ER 24HR CAPSULE,30,Each,38.709
MEMANTINE 28 MG SPRINKLE ER 24HR CAPSULE,30,Each,44.849
MEMANTINE 5 MG TAB,100,Each,1.883
MEMANTINE 5 MG TAB,60,Each,2.915
MEMANTINE 5 MG TAB,1,Each,2.915
MEMANTINE 5 MG TAB,1,Each,32.382
MEMANTINE 5 MG TAB,100,Each,32.39
MEMANTINE 7 MG SPRINKLE ER 24HR CAPSULE,30,Each,44.849
"MENINGOC VAC A,C,Y,W-135 DIP (PF) 4 MCG/0.5 ML INTRAMUSCULAR SOLUTION",0.5,mL,214.92
MENTHOL 2 % TOPICAL GEL,99.2,g,16.04
MEPERIDINE (PF) 100 MG/ML INJ SOLUTION,1,mL,6.547
MEPERIDINE (PF) 100 MG/ML INJ SOLUTION,1,mL,6.547
MEPERIDINE (PF) 100 MG/ML INJ SOLUTION,1,mL,15.725
MEPERIDINE (PF) 25 MG/ML INJ SOLUTION,1,mL,16.244
MEPERIDINE (PF) 50 MG/ML INJ SOLN,1,mL,9.992
MEPERIDINE (PF) 50 MG/ML INJ SOLN,1,mL,9.992
MEPERIDINE (PF) 50 MG/ML INJ SOLN,1,mL,16.79
MEPERIDINE 10 MG/ML PCA,50,mL,93.858
MEPERIDINE 50 MG TAB,25,Each,2.282
MEPERIDINE 50 MG TAB,100,Each,2.023
MEPERIDINE 50 MG/5 ML ORAL SOLN,500,mL,230.685
MEPERIDINE 75 MG/ML PF INJ SOLUTION,1,mL,15.725
MEPIVACAINE (PF) 10 MG/ML (1 %) INJECTION,30,mL,15.166
MEPIVACAINE (PF) 15 MG/ML (1.5 %) INJECTION,30,mL,15.762
MEPIVACAINE (PF) 15 MG/ML (1.5 %) INJECTION,30,mL,26.157
MEPIVACAINE (PF) 20 MG/ML (2 %) INJECTION,20,mL,14.2
MEPROBAMATE 200 MG TAB,100,Each,15.015
MEPROBAMATE 200 MG TAB,100,Each,15.015
MEPROBAMATE 400 MG TAB,100,Each,18.018
MERCAPTOPURINE 50 MG TAB,25,Each,13.853
MEROPENEM 1 GRAM IV SOLR,1,Each,37.2
MEROPENEM 1 GRAM IV SOLR,1,Each,38.04
MEROPENEM 1 GRAM IV SOLR,1,Each,54.201
MEROPENEM 1 GRAM IV SOLR,1,Each,124.831
MEROPENEM 500 MG IV SOLR,1,Each,17.04
MEROPENEM 500 MG IV SOLR,1,Each,45.965
MEROPENEM 500 MG/50 ML IN NS IV PIGGY BACK,1,Each,19.536
MEROPENEM-VABORBACTAM 2 GRAM INTRAVENOUS SOLUTION,1,Each,306.9
MEROPENEM-VABORBACTAM 2 GRAM INTRAVENOUS SOLUTION,1,Each,306.9
"MESALAMINE 1,000 MG RECTAL SUPPOSITORY",30,Each,65.781
"MESALAMINE 1.2 G TAB, DELAYED RELEASE",120,Each,35.345
"MESALAMINE 1.2 G TAB, DELAYED RELEASE",120,Each,40.908
MESALAMINE 4 GRAM/60 ML ENEMA,60,mL,58.471
MESALAMINE 400 MG CAPSULE (WITH DELAYED RELEASE TABLETS INSIDE),180,Each,15.483
"MESALAMINE 400 MG CAPSULE,DELAYED RELEASE",180,Each,14.203
"MESALAMINE 800 MG TAB, DELAYED RELEASE",180,Each,37.525
MESALAMINE CR 250 MG CAP,240,Each,13.267
MESALAMINE SR 500 MG CAP,120,Each,26.535
MESNA 100 MG/ML IV SOLN,10,mL,131.1
MESNA 100 MG/ML IV SOLN,10,mL,289.731
METAPROTERENOL 10 MG TAB,100,Each,3.068
METAXALONE 800 MG TAB,100,Each,17.812
METAXALONE 800 MG TAB,30,Each,24.472
METAXALONE 800 MG TAB,1,Each,24.472
METAXALONE 800 MG TAB,50,Each,29.952
METAXALONE 800 MG TAB,1,Each,29.952
METFORMIN 500 MG TAB,100,Each,0.219
METFORMIN 500 MG TAB,100,Each,0.245
METFORMIN 500 MG TAB,100,Each,0.398
METFORMIN 500 MG TAB,100,Each,0.398
METFORMIN 500 MG TAB,1,Each,0.398
METFORMIN 500 MG TAB,100,Each,0.524
METFORMIN 500 MG TAB,1,Each,0.525
METFORMIN 850 MG TAB,100,Each,0.328
METFORMIN 850 MG TAB,100,Each,0.656
METFORMIN 850 MG TAB,100,Each,0.656
METFORMIN 850 MG TAB,100,Each,0.948
METFORMIN 850 MG TAB,1,Each,0.949
METFORMIN SR 500 MG 24 HR TABLET,100,Each,0.415
METFORMIN SR 500 MG 24 HR TABLET,1,Each,0.879
METFORMIN SR 500 MG 24 HR TABLET,100,Each,0.988
METFORMIN SR 750 MG 24 HR TABLET,100,Each,0.83
METFORMIN SR 750 MG 24 HR TABLET,30,Each,1.669
METFORMIN SR 750 MG 24 HR TABLET,1,Each,1.67
METHACHOLINE CHLORIDE 100 MG SOLUTION FOR INHALATION,1,Each,10.882
METHACHOLINE CHLORIDE 100 MG SOLUTION FOR INHALATION,1,Each,10.882
METHADONE 1 MG/ML ORAL SOLN,500,mL,286.65
METHADONE 10 MG TAB,1,Each,0.708
METHADONE 10 MG TAB,1,Each,0.901
METHADONE 10 MG TAB,100,Each,0.956
METHADONE 10 MG TAB,100,Each,0.956
METHADONE 10 MG/ML INTRAVENOUS SYRINGE,1,mL,45.744
METHADONE 10 MG/ML ORAL CONCENTRATE,30,mL,55.365
METHADONE 40 MG SOLUBLE TAB,100,Each,0.702
METHADONE 5 MG TAB,1,Each,0.792
METHADONE 5 MG TAB,100,Each,0.841
METHAZOLAMIDE 50 MG TAB,100,Each,26.788
METHAZOLAMIDE 50 MG TAB,100,Each,40.182
METHENAM 118 MG-M.BLUE 10 MG-S.PHOS 40.8 MG-P.SALIC 36 MG-HYOS CAPSULE,100,Each,13.696
METHENAMINE-SODIUM SALICYLATE 162 MG-162.5 MG TAB,40,Each,0.52
METHENAMINE-SODIUM SALICYLATE 162 MG-162.5 MG TAB,40,Each,0.546
METHIMAZOLE 10 MG TAB,100,Each,1.809
METHIMAZOLE 10 MG TAB,1,Each,1.989
METHIMAZOLE 5 MG TAB,100,Each,1.232
METHIMAZOLE 5 MG TAB,100,Each,1.604
METHOCARBAMOL 100 MG/ML IJ SOLN,10,mL,187.668
METHOCARBAMOL 500 MG TAB,500,Each,0.315
METHOCARBAMOL 500 MG TAB,100,Each,0.341
METHOCARBAMOL 500 MG TAB,100,Each,0.9
METHOCARBAMOL 500 MG TAB,1,Each,0.901
METHOCARBAMOL 500 MG TAB,100,Each,0.913
METHOCARBAMOL 500 MG TAB,500,Each,2.906
METHOCARBAMOL 750 MG TAB,500,Each,0.428
METHOCARBAMOL 750 MG TAB,100,Each,0.524
METHOCARBAMOL 750 MG TAB,500,Each,0.586
METHOCARBAMOL 750 MG TAB,100,Each,0.948
METHOCARBAMOL 750 MG TAB,100,Each,0.948
METHOCARBAMOL 750 MG TAB,1,Each,0.949
METHOHEXITAL 500 MG IV SOLR,1,Each,79.524
METHOTREXATE NA (PRESERV FREE) 1 GRAM IJ SOLR,1,Each,118.296
METHOTREXATE NA (PRESERV FREE) 25 MG/ML INJECTION,2,mL,19.228
METHOTREXATE NA (PRESERV FREE) 25 MG/ML INJECTION,40,mL,94.402
METHOTREXATE NA (PRESERV FREE) 25 MG/ML INJECTION,40,mL,102.808
METHOTREXATE SODIUM 2.5 MG TAB,20,Each,12.105
METHOTREXATE SODIUM 2.5 MG TAB,1,Each,12.105
METHOTREXATE SODIUM 2.5 MG TAB,100,Each,13.315
METHOTREXATE SODIUM 25 MG/ML IJ SOLN,2,mL,31.29
METHOTREXATE SODIUM 25 MG/ML IJ SOLN,10,mL,146.789
METHSCOPOLAMINE 2.5 MG TABLET,100,Each,8.867
METHYL SALICYLATE-MENTHOL 15 %-10 % TOPICAL CREAM,85,g,7.801
METHYL SALICYLATE-MENTHOL 15 %-10 % TOPICAL CREAM,57,g,14.448
METHYLCELLULOSE (LAXATIVE) 500 MG TAB,100,Each,0.284
METHYLCELLULOSE (LAXATIVE) 500 MG TAB,100,Each,0.555
METHYLCELLULOSE (LAXATIVE) 500 MG TAB,100,Each,0.555
METHYLDOPA 250 MG TAB,1,Each,0.787
METHYLDOPATE 250 MG/5 ML IV SOLN,5,mL,113.6
METHYLENE BLUE (ANTIDOTE) 1 % IJ SOLN,1,mL,56.737
METHYLENE BLUE (ANTIDOTE) 1 % IJ SOLN,10,mL,567.367
METHYLENE BLUE (ANTIDOTE) 5 MG/ML (0.5 %) INTRAVENOUS SOLUTION,10,mL,567.367
METHYLENE BLUE (ANTIDOTE) 5 MG/ML (0.5 %) INTRAVENOUS SOLUTION,10,mL,567.367
METHYLERGONOVINE MALEATE 0.2 MG TAB,28,Each,99.981
METHYLERGONOVINE MALEATE 0.2 MG TAB,28,Each,115.718
METHYLERGONOVINE MALEATE 0.2 MG TAB,12,Each,115.785
METHYLERGONOVINE MALEATE 0.2 MG/ML IJ SOLN,1,mL,19.489
METHYLERGONOVINE MALEATE 0.2 MG/ML IJ SOLN,1,mL,62.64
METHYLNALTREXONE 12 MG/0.6 ML SUBCUTANEOUS SOLUTION,0.6,mL,186.004
METHYLPHENIDATE 10 MG TAB,1,Each,3.11
METHYLPHENIDATE 10 MG TAB,100,Each,1.611
METHYLPHENIDATE 10 MG TAB,100,Each,2.277
METHYLPHENIDATE 5 MG TAB,1,Each,3.954
METHYLPHENIDATE 5 MG TAB,30,Each,3.953
METHYLPHENIDATE 5 MG TAB,100,Each,1.597
METHYLPHENIDATE SR 18 MG 24 HR TAB,100,Each,21.253
METHYLPHENIDATE SR 27 MG 24 HR TAB,1,Each,20.877
METHYLPHENIDATE SR 27 MG 24 HR TAB,100,Each,14.51
METHYLPHENIDATE SR 27 MG 24 HR TAB,100,Each,21.785
METHYLPREDNISOLONE (PF) 125 MG/2 ML IJ SOLR,1,Each,27.514
METHYLPREDNISOLONE (PF) 125 MG/2 ML IJ SOLR,1,Each,27.514
METHYLPREDNISOLONE (PF) 125 MG/2 ML IJ SOLR,1,Each,27.514
METHYLPREDNISOLONE (PF) 125 MG/2 ML IJ SOLR,1,Each,27.514
METHYLPREDNISOLONE (PF) 40 MG/ML IJ SOLR,1,Each,17.086
METHYLPREDNISOLONE (PF) 40 MG/ML IJ SOLR,1,Each,17.086
METHYLPREDNISOLONE (PF) 40 MG/ML IJ SOLR,1,Each,17.086
METHYLPREDNISOLONE (PF) 40 MG/ML IJ SOLR,1,Each,17.086
METHYLPREDNISOLONE 4 MG TAB,1,Each,7.303
METHYLPREDNISOLONE 4 MG TABS IN A DOSE PACK,21,Each,4.982
METHYLPREDNISOLONE 40 MG/ML SUSP FOR INJECTION,1,mL,33.507
METHYLPREDNISOLONE 40 MG/ML SUSP FOR INJECTION,1,mL,33.514
METHYLPREDNISOLONE 40 MG/ML SUSP FOR INJECTION,5,mL,130.186
"METHYLPREDNISOLONE SOD SUCC (PF) 1,000 MG/8 ML IV SOLUTION",1,Each,105.648
METHYLPREDNISOLONE SOD SUCC (PF) 500 MG/4 ML IV SOLUTION,1,Each,72.633
"METHYLPREDNISOLONE SODIUM SUCC 1,000 MG IJ SOLR",1,Vial,77.916
METHYLPREDNISOLONE SODIUM SUCC 2 GRAM IJ SOLR,1,Each,154.585
METIPRANOLOL 0.3 % EYE DROPS,5,mL,91.028
METOCLOPRAMIDE 10 MG TAB,1,Each,0.433
METOCLOPRAMIDE 10 MG TAB,100,Each,3.487
METOCLOPRAMIDE 10 MG TAB,1,Each,3.488
METOCLOPRAMIDE 5 MG TAB,100,Each,0.315
METOCLOPRAMIDE 5 MG TAB,100,Each,0.494
METOCLOPRAMIDE 5 MG TAB,100,Each,0.494
METOCLOPRAMIDE 5 MG TAB,100,Each,3.291
METOCLOPRAMIDE 5 MG TAB,1,Each,3.291
METOCLOPRAMIDE 5 MG/5 ML ORAL SOLN,10,mL,8.085
METOCLOPRAMIDE 5 MG/5 ML ORAL SOLN,10,mL,23.598
METOCLOPRAMIDE 5 MG/ML IJ SOLN,2,mL,2.556
METOCLOPRAMIDE 5 MG/ML IJ SOLN,2,mL,3.153
METOCLOPRAMIDE 5 MG/ML IJ SOLN,2,mL,7.748
METOCLOPRAMIDE 5 MG/ML IJ SOLN,2,mL,9.52
METOCLOPRAMIDE 5 MG/ML IJ SOLN,2,mL,9.52
METOCLOPRAMIDE 5 MG/ML SYRINGE,2,mL,7.555
METOLAZONE 10 MG TAB,100,Each,10.733
METOLAZONE 2.5 MG TAB,100,Each,7.25
METOLAZONE 2.5 MG TAB,1,Each,11.966
METOLAZONE 5 MG TAB,1,Each,13.596
METOPROLOL SUCCINATE SR 25 MG 24 HR TAB,100,Each,3.824
METOPROLOL SUCCINATE SR 25 MG 24 HR TAB,100,Each,4.248
METOPROLOL SUCCINATE SR 25 MG 24 HR TAB,1,Each,4.248
METOPROLOL SUCCINATE SR 25 MG 24 HR TAB,1,Each,4.248
METOPROLOL SUCCINATE SR 50 MG 24 HR TAB,100,Each,4.248
