Px Code,Procedure Description,Unit Price,FEE SCHEDULE GROUP NAME,
77030016355,STNT ESOPH WFLX BSC -H1,3375.86,,Supplies [3]
71177002271,ENSURE STRAWBERRY CRMC USE ONLY,2.1,,Supplies [3]
71177002272,KIT LAVAGE TUM-E-VAC CRMC USE ONLY,103.95,,Supplies [3]
71177002273,BDG COFLEX 2 CRMC USE ONLY,6.3,,Supplies [3]
71177002274,BDG COFLEX 4 CRMC USE ONLY,9.45,,Supplies [3]
71177002275,ADAPTER DOUBLE MALE LL CRMC USE ONLY,5.25,,Supplies [3]
71177002276,PROS ACTIVENT PAPARELLA CRMC USE ONLY,58.8,,Supplies [3]
71177002277,TRAY INSERTION MIDLINE/PICC CRMC USE ONLY,63,,Supplies [3]
71177002278,STATLOCK PICC CRMC USE ONLY,33.6,,Supplies [3]
71177002279,STAPLER REFILL TRV30 F/TLV30 CRMC USE ONLY,217.19,,Supplies [3]
71177002280,HOT PACKS LARGE CRMC USE ONLY,11.55,,Supplies [3]
71177002281,ADAPTER LUER LOK W/INJ SITE CRMC USE ONLY,11.55,,Supplies [3]
71177002282,DRAPE MICROSCOPE NEURO CRMC USE ONLY,77.7,,Supplies [3]
71177002283,TIPS PHACO ALCON CRMC USE ONLY,183.75,,Supplies [3]
71177002284,KIT PHACO ALLON CRMC USE ONLY,179.55,,Supplies [3]
71177002285,HEMOSTAT ABSORB 1X2 CRMC USE ONLY,284.45,,Supplies [3]
71177002286,BRACE ANKLE UNIVERSAL CRMC USE ONLY,48.3,,Supplies [3]
71177002287,BLADE TRICUT 4.0 CRMC USE ONLY,382.57,,Supplies [3]
71177002288,PROSHIELD SKIN PROTECTANT CRMC USE ONLY,35.7,,Supplies [3]
71177002289,HALO SYSTEM SMALL CRMC USE ONLY,2754.05,,Supplies [3]
71177002290,HALO SYSTEM MEDIUM CRMC USE ONLY,3012.03,,Supplies [3]
71177002291,HALO SYSTEM LARGE CRMC USE ONLY,2887.45,,Supplies [3]
71177002292,PAD ELECTRODE HP CRMC USE ONLY,59.85,,Supplies [3]
71177002293,AIRWAY NASO PHAR 30 CRMC USE ONLY,18.9,,Supplies [3]
71177002294,ADAPTER LUER LOCK 4 CRMC USE ONLY,17.85,,Supplies [3]
71177002295,TIP YANKAUER FIRM CRMC USE ONLY,3.15,,Supplies [3]
71177002296,CANNULA 4DIC CRMC USE ONLY,16.8,,Supplies [3]
71177002297,GELFOAM POWDER CRMC USE ONLY,168,,Supplies [3]
71177002298,KIT VESIA PERCUTANEOUS CRMC USE ONLY,1604.14,,Supplies [3]
71177002299,FOAM LEG INSERT CRMC USE ONLY,64.05,,Supplies [3]
71177002300,DRAPE IOBAN LONG CRMC USE ONLY,59.85,,Supplies [3]
71177002301,PROMOTE W/FIBER VANILLA CRMC USE ONLY,3.15,,Supplies [3]
71177002302,GLOVE BIOGEL 8.0 CRMC USE ONLY,7.35,,Supplies [3]
71177002303,KIT PHACO ALCON CRMC USE ONLY,325.24,,Supplies [3]
77030016425,ANCHR FIX ENDOBTN1 S&N -C,373.75,,Supplies [3]
71177002304,BLADE 40 SINUS 4M CRMC USE ONLY,368.24,,Supplies [3]
71177002305,BLADE RADENOID ADENOIDECTOM 4M CRMC USE ONLY,282.24,,Supplies [3]
71177002306,BLADE RADAIRWAY LARYGNEAL 4M CRMC USE ONLY,787.19,,Supplies [3]
71177002307,TUBE VERTICAL DRAIN ATTACHMENT CRMC USE ONLY,30.45,,Supplies [3]
71177002308,CLIPS RANEY CRMC USE ONLY,57.75,,Supplies [3]
71177002309,IMMOBOLIZER MENS LG CRMC USE ONLY,60.9,,Supplies [3]
71177002310,GLOVE BIOGEL 6.0 CRMC USE ONLY,9.45,,Supplies [3]
71177002311,PROBE OXIMETER NEONATAL CRMC USE ONLY,59.85,,Supplies [3]
71177002312,COLLAR F CRMC USE ONLY,122.85,,Supplies [3]
71177002313,COLLAR MIAMI J MEDIUM CRMC USE ONLY,122.85,,Supplies [3]
71177002314,COLLAR MIAMI J TALL CRMC USE ONLY,122.85,,Supplies [3]
71177002315,PACK CUSTOM UPPER EXTREMITY CRMC USE ONLY,166.95,,Supplies [3]
71177002316,THERMOMETER MERCURY CRMC USE ONLY,2.1,,Supplies [3]
71177002317,KIT FEMORAL DELIVERY CRMC USE ONLY,1961.35,,Supplies [3]
71177002318,KIT JUGULAR DELIVERY CRMC USE ONLY,1961.35,,Supplies [3]
71177002319,GUIDE WIRE 035 150CM/F NITROL CRMC USE ONLY,53.55,,Supplies [3]
71177002320,TUBING HYSTEROSCOPE IRRIGATOR CRMC USE ONLY,348.39,,Supplies [3]
71177002321,PUNCH CORNEA BARRON 7.75M CRMC USE ONLY,205.07,,Supplies [3]
71177002322,TROCAR REDUCER 5MM CRMC USE ONLY,27.3,,Supplies [3]
71177002323,PACK CUSTOM ENT/FESS CRMC USE ONLY,212.78,,Supplies [3]
71177002324,PACK CUSTOM PLASTIC CRMC USE ONLY,92.4,,Supplies [3]
71177002325,STAPLER GIA 30 2.5 A/S CRMC USE ONLY,1111.32,,Supplies [3]
71177002326,STAPLER REFILL 30 2.5 A/S CRMC USE ONLY,484,,Supplies [3]
71177002327,STAPLER GIA 30 3.5 A/S CRMC USE ONLY,1265.67,,Supplies [3]
71177002328,STAPLER REFILL GIA 30 3.5 A/S CRMC USE ONLY,485.1,,Supplies [3]
71177002329,TUBE SUCTION NEUROSURGICAL SPO CRMC USE ONLY,18.9,,Supplies [3]
71177002330,PROS BMT DURAVENT VENT TUBES CRMC USE ONLY,82.95,,Supplies [3]
71177002331,GLOVE BIOGEL 6.5 CRMC USE ONLY,7.35,,Supplies [3]
71177002332,CONN UNIVERSAL F/PD CRMC USE ONLY,26.25,,Supplies [3]
71177002333,TRAY BONE MARROW CRMC USE ONLY,116.55,,Supplies [3]
71177002334,EXCHANGER TUBE TRACHEAL6.0-8.5 CRMC USE ONLY,30.45,,Supplies [3]
71177002335,BRUSH FEMORAL W/SUCTION CRMC USE ONLY,71.4,,Supplies [3]
71177002336,TIP FEMORAL SEPARABLE CRMC USE ONLY,66.15,,Supplies [3]
71177002337,KIT SOLO SIMPULSE CRMC USE ONLY,181.65,,Supplies [3]
71177002338,TENDERFOOT LANCE DEVICE CRMC USE ONLY,7.35,,Supplies [3]
71177002339,SET CATH EXT Y TYPE CRMC USE ONLY,14.7,,Supplies [3]
71177002340,CANISTER VAC CRMC USE ONLY,142.8,,Supplies [3]
71177002341,KIT DRSG VAC LG CRMC USE ONLY,155.4,,Supplies [3]
71177002342,KIT DRSG VAC MED CRMC USE ONLY,169.05,,Supplies [3]
71177002343,KIT DRSG VAC SMALL CRMC USE ONLY,134.4,,Supplies [3]
71177002344,CREAM SKIN ALOEVESTA 40Z CRMC USE ONLY,6.3,,Supplies [3]
71177002345,DRSG CARBOFLEX 4X4 CRMC USE ONLY,24.15,,Supplies [3]
71177002346,LEAD PACING MYCARDIAL TEMP CRMC USE ONLY,138.6,,Supplies [3]
71177002347,ABDUCTION PILLOW LEG SMALL CRMC USE ONLY,128.1,,Supplies [3]
71177002348,GOWN SURG XXL CRMC USE ONLY,24.15,,Supplies [3]
71177002349,CREAM ANTIFUNGAL ALOEVESTA 20Z CRMC USE ONLY,22.05,,Supplies [3]
71177002350,SOLUTION PERINEAL ALOEVESTA II CRMC USE ONLY,6.3,,Supplies [3]
71177002351,TOURNIQUET B CRMC USE ONLY,89.25,,Supplies [3]
71177002352,TOURNIQUET SINGLE 42 CRMC USE ONLY,115.5,,Supplies [3]
71177002353,TOURNIQUET SINGLE 18 CRMC USE ONLY,81.9,,Supplies [3]
71177002354,TOURNIQUET SINGLE 24 CRMC USE ONLY,92.4,,Supplies [3]
71177002355,TOURNIQUET 34 CRMC USE ONLY,116.55,,Supplies [3]
71177002356,TOURNIQUET 12  SINGLE CRMC USE ONLY,76.65,,Supplies [3]
71177002357,KNIFE ACL ENDOSCOPIC 12M CRMC USE ONLY,183.75,,Supplies [3]
71177002358,DRSG VIGILON 4X4 CRMC USE ONLY,19.95,,Supplies [3]
71177002359,AUTOTRANS KIT 125/TKIS21 CRMC USE ONLY,96.6,,Supplies [3]
71177002360,BAG SPECIMAN ENDOCATCH 10MM CRMC USE ONLY,372.65,,Supplies [3]
71177002361,PACK CUSTOM LF GENERAL CRMC USE ONLY,1198.42,,Supplies [3]
71177002362,PACK CUSTOM LATEX LAPAROSCOPY CRMC USE ONLY,192.15,,Supplies [3]
71177002363,LIGACLIP ENDO ERCA LRG ER 420 CRMC USE ONLY,351.7,,Supplies [3]
71177002364,SAW STERNAL DISP CRMC USE ONLY,335.16,,Supplies [3]
71177002365,DRAIN BLAKE 10FR RND CRMC USE ONLY,222.71,,Supplies [3]
71177002366,CHOLANGIOGRAPH CATHETER A CRMC USE ONLY,108.15,,Supplies [3]
71177002367,ENDOPATH GASTRIC FLEX TRAY CRMC USE ONLY,1202.83,,Supplies [3]
71177002368,POUCH FLUID COLLECTION CRMC USE ONLY,131.25,,Supplies [3]
71177002369,HOOK ULTRACISION 5MM/HARMONIC CRMC USE ONLY,497.23,,Supplies [3]
71177002370,TAPE GLOW N TELL VACUTECH CRMC USE ONLY,122.85,,Supplies [3]
71177002371,CATH EMOLEC 4FR ADMERENT CLOT CRMC USE ONLY,527,,Supplies [3]
71177002373,BRUSH CYTOLOGY B CRMC USE ONLY,587.63,,Supplies [3]
71177002374,CATH POLLACK OPEN END FLEX 5FR CRMC USE ONLY,47.25,,Supplies [3]
71177002375,CATH URETHRAL 30FR RED CRMC USE ONLY,14.7,,Supplies [3]
71177002376,CATH ENDO PYELOTOMY ACUCISE RP CRMC USE ONLY,223.81,,Supplies [3]
71177002377,SEAL BIOPSY PORT ADJ (CYSTO) CRMC USE ONLY,67.2,,Supplies [3]
71177002378,GUIDEWIRE LUBRI 3CM FLEXTIP CRMC USE ONLY,91.35,,Supplies [3]
71177002379,DRILL BIT MEDNEXT METAL WHEEL CRMC USE ONLY,341.78,,Supplies [3]
71177002380,ARTHROWAND 45D 3.0MM CRMC USE ONLY,833.49,,Supplies [3]
71177002381,WRAP BACK ICE EBI UNIV SIZE CRMC USE ONLY,72.45,,Supplies [3]
71177002382,DRILL BIT MEDNEXT CUTTIN CRMC USE ONLY,321.93,,Supplies [3]
71177002383,DRILL BIT ACUFEX ENDO CANNULAT CRMC USE ONLY,527,,Supplies [3]
71177002384,DRILL BUR DIAM ROD 3M LNG CRMC USE ONLY,223.81,,Supplies [3]
71177002385,TUBING ARTHROSCOPIC TWO LEAD CRMC USE ONLY,11.55,,Supplies [3]
71177002386,SHIELD CORNEA LIGHT CRMC USE ONLY,5.25,,Supplies [3]
71177002387,DRAPE 1040/EYE CRMC USE ONLY,40.95,,Supplies [3]
71177002388,BLADE BEAVER  69 CRMC USE ONLY,30.45,,Supplies [3]
71177002389,DRAPE APERTURE 1064 CRMC USE ONLY,75.6,,Supplies [3]
71177002390,INST NAVIGATOR VERTICAL ENT CRMC USE ONLY,469.67,,Supplies [3]
71177002391,KIT JACKSON WILSON FRAME DISP CRMC USE ONLY,107.1,,Supplies [3]
71177002392,PACK CUSTOM LATEX ORTHO CRMC USE ONLY,681.35,,Supplies [3]
71177002393,DRSG DRY BURN INTERSORB PAD CRMC USE ONLY,32.55,,Supplies [3]
71177002394,TUBE JEJUNAL MIC FEEDING TUBE CRMC USE ONLY,321.93,,Supplies [3]
71177002395,ELECTRO SURGICAL PLATE 3M CRMC USE ONLY,15.75,,Supplies [3]
71177002396,TIP RETRACTABLE SPLASH SHIELD CRMC USE ONLY,66.15,,Supplies [3]
71177002397,DUCT VACURRETTE CVD 6MM CRMC USE ONLY,21,,Supplies [3]
71177002398,BUR EGG 5.0MM MEDIUM CRMC USE ONLY,251.37,,Supplies [3]
71177002399,BUR EGG 6.0MM CRMC USE ONLY,251.37,,Supplies [3]
71177002400,BUR PEAR 6.0MM MEDIUM CRMC USE ONLY,251.37,,Supplies [3]
71177002401,BUR ACORN 6.0MM MEDIUM CRMC USE ONLY,237.04,,Supplies [3]
71177002402,BUR DIAMOND RND 1.5MM MEDIUM CRMC USE ONLY,282.24,,Supplies [3]
71177002403,BUR DIAMOND RND 2.0MM MED CRMC USE ONLY,334.06,,Supplies [3]
71177002404,BUR DIAMOND RND 2.5 MEDIUM CRMC USE ONLY,282.24,,Supplies [3]
71177002405,TOURNIQUET DISP ZIM DUAL 42 CRMC USE ONLY,111.3,,Supplies [3]
71177002406,DRILL BUR TPS 3.0 MED CRMC USE ONLY,280.04,,Supplies [3]
71177002407,BUR DIA RND 3.5M MED CRMC USE ONLY,282.24,,Supplies [3]
71177002408,BUR DIA RND 4.0 MED CRMC USE ONLY,280.04,,Supplies [3]
71177002409,BUR DIA RND 4.0M LONG CRMC USE ONLY,282.24,,Supplies [3]
71177002410,BUR DIA RND 4.5M MED CRMC USE ONLY,282.24,,Supplies [3]
71177002411,BUR DIA RND 5.0MM MED CRMC USE ONLY,280.04,,Supplies [3]
71177002412,BUR DIA RND 6.0MM SHORT CRMC USE ONLY,282.24,,Supplies [3]
71177002413,BUR FLUTED RND 1.5MM CRMC USE ONLY,237.04,,Supplies [3]
71177002414,BUR FLUTED RND 2.0 SHORT CRMC USE ONLY,237.04,,Supplies [3]
71177002415,BUR FLUTED RND 2.5MM CRMC USE ONLY,237.04,,Supplies [3]
71177002416,BUR FLUTED RND 3.0MM CRMC USE ONLY,237.04,,Supplies [3]
71177002417,BUR FLUTED RND 4.0MM MED CRMC USE ONLY,237.04,,Supplies [3]
71177002418,BUR FLUTED RND 5.0MM MED CRMC USE ONLY,237.04,,Supplies [3]
71177002419,BUR FLUTED 5.0 LONG CRMC USE ONLY,251.37,,Supplies [3]
71177002420,BUR FLUTED RND 5.5 MED CRMC USE ONLY,237.04,,Supplies [3]
71177002421,BUR FLUTED RND 6.0MM CRMC USE ONLY,237.04,,Supplies [3]
71177002422,BUR FLUTED RND 6.5MM CRMC USE ONLY,238.14,,Supplies [3]
71177002423,BUR CROSS CUT 1.2MM CRMC USE ONLY,186.9,,Supplies [3]
71177002424,BUR CROSS CUT 1.6MM CRMC USE ONLY,187.95,,Supplies [3]
71177002425,BUE CROSS CUT 2.1MM CRMC USE ONLY,187.95,,Supplies [3]
71177002426,BUR SWNSN PT 2.0MM CRMC USE ONLY,238.14,,Supplies [3]
71177002427,BUR SWNSN PT 3.0MM CRMC USE ONLY,238.14,,Supplies [3]
71177002428,BUR SWNSN PT 4.0MM CRMC USE ONLY,238.14,,Supplies [3]
71177002429,BLADE SHORT NARROW 15.0 M CRMC USE ONLY,163.8,,Supplies [3]
71177002430,BLADE MED NARROW 18.0MM CRMC USE ONLY,128.1,,Supplies [3]
71177002431,BLADE MED MED 18.5MM CRMC USE ONLY,128.1,,Supplies [3]
71177002432,BLADE MED WIDE 18.5MM CRMC USE ONLY,129.15,,Supplies [3]
71177002433,BLADE NARROW 25.0MM CRMC USE ONLY,128.1,,Supplies [3]
71177002434,BLADE LONG NARROW 29.5 CRMC USE ONLY,128.1,,Supplies [3]
71177002435,BLADE LONG MED 25.0M CRMC USE ONLY,128.1,,Supplies [3]
71177002436,BLADE LONG MED 31.0MM CRMC USE ONLY,128.1,,Supplies [3]
71177002437,BLADE LONG WIDE 34.5MM CRMC USE ONLY,129.15,,Supplies [3]
71177002438,BLADE XLG WIDE 34.5 CRMC USE ONLY,129.15,,Supplies [3]
71177002439,BLADE XLONG WIDE 39.0M CRMC USE ONLY,129.15,,Supplies [3]
71177002440,BLADE THIN WI/WIDE FLARE CRMC USE ONLY,79.8,,Supplies [3]
71177002441,BLADE SAG THIN NARROW CRMC USE ONLY,79.8,,Supplies [3]
71177002442,BLADE SAG THIN SHORT CRMC USE ONLY,79.8,,Supplies [3]
71177002443,BLADE SAG WIDE THICK NO CRMC USE ONLY,79.8,,Supplies [3]
71177002444,BLADE SAG XLONG THICK CRMC USE ONLY,79.8,,Supplies [3]
71177002445,BLADE CRES 15.0M CUT EDGE CRMC USE ONLY,145.95,,Supplies [3]
71177002446,BLADE CRES 18.0 CUT EDGE CRMC USE ONLY,347.29,,Supplies [3]
71177002447,RASP HELICOIDAL 3.2MM CRMC USE ONLY,186.9,,Supplies [3]
71177002448,RASP TEAR CROSS CUT 5M CRMC USE ONLY,343.98,,Supplies [3]
71177002449,BLADE REC� TPRD SHORT CRMC USE ONLY,123.9,,Supplies [3]
71177002450,DRILL BIT 2.7MM CRMC USE ONLY,187.95,,Supplies [3]
71177002451,DRILL WIRE PASS 1.1MM CRMC USE ONLY,186.9,,Supplies [3]
71177002452,DRILL WIRE PASS 1.3MM CRMC USE ONLY,186.9,,Supplies [3]
71177002453,DRILL WIRE PASS 2.0MM CRMC USE ONLY,186.9,,Supplies [3]
71177002454,DRILL NEURO MED 3.0 CRMC USE ONLY,238.14,,Supplies [3]
71177002455,DRILL NEURO LONG 3.0MM CRMC USE ONLY,253.58,,Supplies [3]
71177002456,DISC DIAMOND 25.4MM SHORT CRMC USE ONLY,244.76,,Supplies [3]
71177002457,ROUTER TPRD PT 2.2MM CRMC USE ONLY,245.86,,Supplies [3]
71177002458,BLADE SAG XLONG THICK/WIDE CRMC USE ONLY,79.8,,Supplies [3]
71177002459,BLADE SPECIAL CRMC USE ONLY,148.05,,Supplies [3]
71177002460,SUCT VACURRETTE CVD 7M CRMC USE ONLY,21,,Supplies [3]
71177002461,ROUTER TAPERED 30X25.0 CRMC USE ONLY,242.55,,Supplies [3]
71177002462,CASSETTE HANDPIECE SINGLE CRMC USE ONLY,144.9,,Supplies [3]
71177002464,BOOK HEART ATTACK CRMC USE ONLY,26.25,,Supplies [3]
71177002465,ENDOPOUCH CRMC USE ONLY,283.34,,Supplies [3]
71177002466,DRAPE HAND CRMC USE ONLY,42,,Supplies [3]
71177002467,LEGGINGS CRMC USE ONLY,14.7,,Supplies [3]
71177002468,DRAPE LAVH CRMC USE ONLY,70.35,,Supplies [3]
71177002469,HOLDER ET TUBE CRMC USE ONLY,17.85,,Supplies [3]
71177002470,NDLE PERIURETHRAL/CONTIGEN FEM CRMC USE ONLY,57.75,,Supplies [3]
71177002471,FOAM INSERT/2ND ASSIST LEGHOLD CRMC USE ONLY,53.55,,Supplies [3]
71177002472,STENT SINUS FRINTAL MEATAL CRMC USE ONLY,22.05,,Supplies [3]
71177002473,STAPLER ENDO LINEAR CUT E1B5B CRMC USE ONLY,1260.16,,Supplies [3]
71177002474,BASKET STONE HELICAL EXTR 4W CRMC USE ONLY,308.7,,Supplies [3]
71177002475,NDLE SPINAL 18/22G 8/10  DISKO CRMC USE ONLY,65.1,,Supplies [3]
71177002476,FCP TRIPOLAR CUTTING DISP CRMC USE ONLY,965.79,,Supplies [3]
71177002477,TAPE MICROPORE 1/2 CRMC USE ONLY,3.15,,Supplies [3]
71177002478,TROCAR ETHICON 10-12MM XLNG CRMC USE ONLY,209.48,,Supplies [3]
71177002479,SYRINGE ADAPTER/CONTIGEN IMPLA CRMC USE ONLY,8.4,,Supplies [3]
71177002480,NDLE TRANSURETHRAL/CONTIGEN MA CRMC USE ONLY,96.6,,Supplies [3]
71177002481,DRSG KALTOSTAT 2GRAMS CRMC USE ONLY,27.3,,Supplies [3]
71177002482,TUBE CHEST 24/28/32FR ST REG CRMC USE ONLY,211.68,,Supplies [3]
71177002483,STAPLER ENDO LINEAR ROTIC AX55 CRMC USE ONLY,576.61,,Supplies [3]
71177002484,KIT VIRECTOMY ALCON CRMC USE ONLY,340.67,,Supplies [3]
71177002485,WRAP DURA-KOLD SHOULDER/2INSER CRMC USE ONLY,147,,Supplies [3]
71177002486,STAPLER ENDO STITCH AUTOSUT CRMC USE ONLY,414.54,,Supplies [3]
71177002487,KIT FLEXI-GASTROS T-FAST 18FR CRMC USE ONLY,426.67,,Supplies [3]
71177002488,BUR DIAM RND 2.0 LONG CRMC USE ONLY,296.57,,Supplies [3]
71177002489,BUR DIAM RND 2.5 LONG CRMC USE ONLY,296.57,,Supplies [3]
71177002490,BUR DIAM RND 3.0 LONG CRMC USE ONLY,296.57,,Supplies [3]
71177002491,BUR DIAM RND 4.5 LONG CRMC USE ONLY,296.57,,Supplies [3]
71177002492,BUR DIAM RND 5.0 LONG CRMC USE ONLY,269.01,,Supplies [3]
71177002493,BUR DIAM RND 5.5 LONG CRMC USE ONLY,275.63,,Supplies [3]
71177002494,BUR DIAM RND 6.0 LONG CRMC USE ONLY,296.57,,Supplies [3]
71177002495,BUR FLUTED RND 4.5 MED CRMC USE ONLY,238.14,,Supplies [3]
71177002496,BUR FLUTED RND 2.5 LONG CRMC USE ONLY,238.14,,Supplies [3]
71177002497,BUR FLUTED RND 3.0 LONG CRMC USE ONLY,251.37,,Supplies [3]
71177002498,BUR FLUTED RND 4.0 LONG CRMC USE ONLY,253.58,,Supplies [3]
71177002499,BUR FLUTED RND 4.5 LONG CRMC USE ONLY,237.04,,Supplies [3]
71177002500,BUR FLUTED RND 5.5 LONG CRMC USE ONLY,251.37,,Supplies [3]
71177002501,BUR FLUTED RND 6.0 LONG CRMC USE ONLY,251.37,,Supplies [3]
71177002502,BUR PEAR 4.0 MED CRMC USE ONLY,123.9,,Supplies [3]
71177002503,BUR PEAR 5.0 MED CRMC USE ONLY,251.37,,Supplies [3]
71177002504,BUR PEAR 4.0 LONG CRMC USE ONLY,267.91,,Supplies [3]
71177002505,BUR PEAR 5.0 LONG CRMC USE ONLY,267.91,,Supplies [3]
77030016826,CATH ESOPH BLN DIL1 BSC -C,542.43,,Supplies [3]
71177002506,BUR PEAR 6.0 LONG CRMC USE ONLY,267.91,,Supplies [3]
71177002507,BLD 34.5 X 13.0 LN WD CRMC USE ONLY,128.1,,Supplies [3]
77030016834,CATH HD DBL LT1 BARD -D,851.13,,Supplies [3]
71177002508,BLD 27X9 4MM LG MED CRMC USE ONLY,128.1,,Supplies [3]
77030016835,CATH HD DBL LT1 COVD -D,637.25,,Supplies [3]
71177002509,BLD 25X9 MED CRMC USE ONLY,128.1,,Supplies [3]
71177002510,BLD 31X9 LG MED CRMC USE ONLY,128.1,,Supplies [3]
71177002511,BLD 31X9 LG MED S CRMC USE ONLY,128.1,,Supplies [3]
71177002512,BLD 18X5.5 MED NAR CRMC USE ONLY,112.35,,Supplies [3]
77030016852,CATH INFUS VLV CR1 MEDT -C,385.88,,Supplies [3]
77030016853,CATH INRATHECAL1 MEDT -F,1192.91,,Supplies [3]
71177002513,BLD MICRO ST 9X 18.5 X .38 CRMC USE ONLY,134.4,,Supplies [3]
71177002514,BLD 34.5 X 16.5 LG WD CRMC USE ONLY,129.15,,Supplies [3]
71177002515,DILATOR CYSTO NOTTINGHAM12-18F CRMC USE ONLY,299.88,,Supplies [3]
71177002516,DRAPE FLUID WARMER CRMC USE ONLY,122.85,,Supplies [3]
71177002517,PIN DISTRACTION/CASPAR 14MM CRMC USE ONLY,166.95,,Supplies [3]
71177002518,SYRINGE PULSATOR 7CC CRMC USE ONLY,16.8,,Supplies [3]
71177002519,ORIGIN TACKER SYSTEM 5MM CRMC USE ONLY,971.3,,Supplies [3]
71177002520,NDLE SPINAL 18GA THIN VAS CRMC USE ONLY,13.65,,Supplies [3]
71177002521,VALVULOTOME LAMAITRE CRMC USE ONLY,1618.47,,Supplies [3]
71177002522,VALVULOTOME GORE EZE-SIT CRMC USE ONLY,1198.42,,Supplies [3]
71177002523,DISP ENDO GRASPER ANVIL/ALLIS CRMC USE ONLY,1035.25,,Supplies [3]
71177002524,STAPLER ENDO THORACIC TSG 45 CRMC USE ONLY,833.49,,Supplies [3]
71177002525,CUSA TUBING 23KHZ HANDPIECE CRMC USE ONLY,540.23,,Supplies [3]
77030016886,CATH URET1 BARD -B,39.9,,Supplies [3]
71177002526,CUSA TUBING 36KHZ HANDPIECE CRMC USE ONLY,371.54,,Supplies [3]
71177002527,CORNEA LIGHT SHIELD/SWENDRIS CRMC USE ONLY,5.25,,Supplies [3]
77030016891,CBL DALL M4 STRY -D,1008.79,,Supplies [3]
71177002531,SET NOVY CORNUAL CANNULAT CYST CRMC USE ONLY,222.71,,Supplies [3]
71177002532,DRAIN RESERVIOR 3-SPRING KIT CRMC USE ONLY,39.9,,Supplies [3]
71177002533,TUBE LMA  5 CRMC USE ONLY,111.3,,Supplies [3]
71177002534,TUBE LMA  4 CRMC USE ONLY,111.3,,Supplies [3]
71177002535,TUBE LMA  3 CRMC USE ONLY,65.1,,Supplies [3]
71177002536,COLLAR MIAMI J SMALL CRMC USE ONLY,121.8,,Supplies [3]
77030016903,CBL SPN TI1 J&J -D,1228.19,,Supplies [3]
71177002537,DRILL BUR FLUTED RND 5.0 CRMC USE ONLY,223.81,,Supplies [3]
77030016905,CBL SPN TI4 J&J -C,1550.12,,Supplies [3]
71177002538,DRILL BUR TPS ACORN 6.0 SHORT CRMC USE ONLY,223.81,,Supplies [3]
71177002539,INTERGEL CRMC USE ONLY,776.16,,Supplies [3]
71177002540,KIT JACKSON TABLE CRMC USE ONLY,149.1,,Supplies [3]
71177002541,DRAPE U-DRAPE 1015 CRMC USE ONLY,25.2,,Supplies [3]
71177002542,GOWN TOGA/ZIPPER MB-20 X LG CRMC USE ONLY,170.1,,Supplies [3]
71177002543,HEMOCLIP ENDOSCOPIC 5MM DISP CRMC USE ONLY,352.8,,Supplies [3]
71177002544,FCP GRASPING CYSTO/COOK CRMC USE ONLY,435.49,,Supplies [3]
71177002545,ELECTRODE BALLOON THERACHOILE CRMC USE ONLY,1588.7,,Supplies [3]
71177002546,CEMENT MIXER DISP STRYKER CRMC USE ONLY,332.96,,Supplies [3]
71177002547,BASKET NITINOL STONE/COOK CRMC USE ONLY,498.33,,Supplies [3]
71177002551,SCALPEL HARMONIC SHEARS 5/MM CRMC USE ONLY,927.2,,Supplies [3]
77030016927,CNTRL FEM STEM2 ZIMM -C,498.33,,Supplies [3]
71177002555,BLADE INCISOR MINI 3.5 7CM CRMC USE ONLY,206.17,,Supplies [3]
71177002556,BLADE INCISOR MINI 3.5 8CM CRMC USE ONLY,206.17,,Supplies [3]
71177002557,AMBU CHEK TUBE CRMC USE ONLY,29.4,,Supplies [3]
71177002558,CATHETER INTRANS CRMC USE ONLY,100.8,,Supplies [3]
71177002559,STETHOSCOPE DISP CRMC USE ONLY,10.5,,Supplies [3]
71177002560,SDFT FEEDER CRMC USE ONLY,64.05,,Supplies [3]
71177002561,KIT IV START LATEX FREE CRMC USE ONLY,4.2,,Supplies [3]
71177002562,COLORADO PAK CRMC USE ONLY,36.75,,Supplies [3]
71177002563,TRAY SHAVE PREP WET CRMC USE ONLY,5.25,,Supplies [3]
71177002564,STRAP CIRCUMCISION CRMC USE ONLY,25.2,,Supplies [3]
71177002565,TRAY CATH 16FR LF CRMC USE ONLY,63,,Supplies [3]
71177002566,SET MINI BORE EXTENSION CRMC USE ONLY,7.35,,Supplies [3]
71177002567,UTERINE MANIPULATOR 6CM RUMI CRMC USE ONLY,142.8,,Supplies [3]
71177002568,UTERINE MANIPULATOR 8CM RUMI CRMC USE ONLY,142.8,,Supplies [3]
71177002569,UTERINE MANIPULATOR 10CM RUMI CRMC USE ONLY,142.8,,Supplies [3]
71177002570,UTERINE MANIPULATOR 6.7X6CM CRMC USE ONLY,169.05,,Supplies [3]
71177002571,UTERINE BALLOON OCCLUDERS CRMC USE ONLY,183.75,,Supplies [3]
71177002572,DRILL BUR TPS DIA EX-COURSE 5M CRMC USE ONLY,287.75,,Supplies [3]
71177002573,DRILL BUR TPS DIA EX-COURSE 4M CRMC USE ONLY,287.75,,Supplies [3]
71177002574,TUBE ET 6.0MM N/O LF CRMC USE ONLY,60.9,,Supplies [3]
71177002575,TUBE ET 6.5MM N/O LF CRMC USE ONLY,63,,Supplies [3]
71177002576,TUBE ET 7.0MM N/O LF CRMC USE ONLY,60.9,,Supplies [3]
