"SVCCD","Description","PRICE1","As of Date"
"1314491","THYROID STIM IMMUNO ",880.75,"12/20/2018"
"1314494","TRANSFERASE AST     ",169.25,"12/20/2018"
"1314495","TRANSFERASE ALT     ",169.25,"12/20/2018"
"1314496","TRANSFERRIN         ",350.00,"12/20/2018"
"1314497","TRIGLYCERIDES       ",169.25,"12/20/2018"
"1314498","T3-T4 UPTAKE        ",260.00,"12/20/2018"
"1314499","T3,TOTAL            ",351.00,"12/20/2018"
"1314500","T3,FREE             ",290.50,"12/20/2018"
"1314501","T3,REVERSE          ",298.50,"12/20/2018"
"1314502","TROPONIN,QNT        ",107.25,"12/20/2018"
"1314508","UREA NITROGEN,QUAN  ",169.25,"12/20/2018"
"1314510","UREA NITROGEN,URINE ",327.75,"12/20/2018"
"1314512","URIC ACID, BLOOD    ",129.50,"12/20/2018"
"1314513","URIC ACID,URINE RAND",232.00,"12/20/2018"
"1314518","VMA, URINE          ",361.50,"12/20/2018"
"1314520","VASOPRESSIN         ",264.75,"12/20/2018"
"1314521","VITAMIN A           ",418.75,"12/20/2018"
"1314522","VITAMIN ASSAY, NOS  ",334.75,"12/20/2018"
"1314526","ZINC                ",120.25,"12/20/2018"
"1314527","C-PEPTIDE           ",200.50,"12/20/2018"
"1314529","HCG, QUAL           ",263.50,"12/20/2018"
"1314532","ANTIBODY SCREEN, RBC",331.25,"12/20/2018"
"1314535","DIRECT COOMBS TEST  ",190.00,"12/20/2018"
"1314560","PSA, SCREENING      ",199.50,"12/20/2018"
"1314562","ALLERGEN IGE QUANT  ",64.25,"12/20/2018"
"1314564","WBC AB IDENT        ",387.25,"12/20/2018"
"1314567","ANA                 ",280.00,"12/20/2018"
"1314570","ASO,SCREEN          ",253.00,"12/20/2018"
"1314571","C-REACTIVE PROTEIN  ",263.50,"12/20/2018"
"1314572","CRP,HIGHLY SENS     ",464.25,"12/20/2018"
"1314573","BETA-2 GLYCOPROT AB ",189.00,"12/20/2018"
"1314574","CARDIOLIPIN AB,IGG  ",263.50,"12/20/2018"
"1314579","COMPLEMENT AG, EA   ",361.50,"12/20/2018"
"1314581","COMPLEMENT-FUNC ACT ",361.50,"12/20/2018"
"1314583","COMP, TOTAL CH50    ",413.00,"12/20/2018"
"1314584","PROT E-PHOR-URIN-CSF",336.00,"12/20/2018"
"1314591","DNA AB,NATIVE-DOUBL ",532.00,"12/20/2018"
"1314595","ANTI-ENA            ",423.50,"12/20/2018"
"1314599","FLUORESCENT AB,SCREE",678.75,"12/20/2018"
"1314600","PANCREA ELASTAS,FEC ",157.50,"12/20/2018"
"1314601","FLUORESCENT AB,TITER",358.00,"12/20/2018"
"1314606","TUMOR AG  CA 15-3   ",396.50,"12/20/2018"
"1314606","TUMR AG CA15-3 27-29",396.50,"12/20/2018"
"1314607","TUMOR AG  CA 19-9   ",406.00,"12/20/2018"
"1314608","TUMOR AG  CA 125    ",497.00,"12/20/2018"
"1314609","HETEROPHILE AB SCREE",192.50,"12/20/2018"
"1314612","TUMOR AG, OTHER     ",518.00,"12/20/2018"
"1314613","INF AGENT IMMUNO QUA",215.75,"12/20/2018"
"1314621","IMMUNOFIXATION ELECT",540.00,"12/20/2018"
"1314622","INHIBIN A           ",115.00,"12/20/2018"
"1314624","INTRINSIC FACTOR AB ",336.00,"12/20/2018"
"1314626","LEUK HISTAMINE RELEA",694.00,"12/20/2018"
"1314632","MICROSOMAL AB       ",159.75,"12/20/2018"
"1314634","NEUTRALIZ TEST,VIRAL",254.25,"12/20/2018"
"1314638","RHEUMATOID FACT,QUAL",204.00,"12/20/2018"
"1314639","RHEUMATOID FACT QUAN",159.75,"12/20/2018"
"1314646","SYPHILIS TEST, QUAL ",133.00,"12/20/2018"
"1314647","SYPHILIS TEST, QUANT",15.00,"12/20/2018"
"1314654","BORDETELLA AB       ",228.50,"12/20/2018"
"1314655","BORRELIA BURG.CONFIR",309.00,"12/20/2018"
"1314656","LYME DISEASE AB     ",425.75,"12/20/2018"
"1314659","CAMPYLOBACTER AB    ",135.25,"12/20/2018"
"1314666","CMV AB              ",271.75,"12/20/2018"
"1314667","CMV AB, IGM         ",285.75,"12/20/2018"
"1314673","ENTEROVIRUS AB      ",136.50,"12/20/2018"
"1314674","EPSTEIN-BARR AB, EA ",381.50,"12/20/2018"
"1314675","EPSTEIN-BARR, EBNA  ",184.25,"12/20/2018"
"1314676","EPSTEIN-BARR, VCA   ",183.00,"12/20/2018"
"1314677","EHRLICHIA AB        ",213.50,"12/20/2018"
"1314681","H PYLORI AB QL      ",544.75,"12/20/2018"
"1314681","HELICOBACTER PYLORI ",544.75,"12/20/2018"
"1314689","HERPES SIMP TYPE 1  ",275.25,"12/20/2018"
"1314690","HERPES SIMP TYPE 2  ",263.50,"12/20/2018"
"1314692","HIV-1 AB ELISA      ",247.25,"12/20/2018"
"1314692","HIV1 AG HIV1 HIV2 AB",247.25,"12/20/2018"
"1314692","HIV-2 AB ELISA      ",247.25,"12/20/2018"
"1314695","HEP B CORE TOT      ",99.25,"12/20/2018"
"1314696","HEP B CORE AB, IGM  ",331.25,"12/20/2018"
"1314697","HEP B SURF AB       ",205.25,"12/20/2018"
"1314699","HEP A AB, TOTAL     ",200.50,"12/20/2018"
"1314700","HEP A AB, IGM       ",326.50,"12/20/2018"
"1314709","MUMPS AB            ",228.50,"12/20/2018"
"1314713","PARVOVIRUS AB       ",178.50,"12/20/2018"
"1314716","RSV AB              ",292.75,"12/20/2018"
"1314717","RICKETTSIA AB       ",229.75,"12/20/2018"
"1314719","RUBELLA AB          ",236.75,"12/20/2018"
"1314720","RUBEOLA AB          ",378.00,"12/20/2018"
"1314726","TREP. PALLIDUM,CONFI",275.25,"12/20/2018"
"1314728","VARICELLA-ZOSTER AB ",406.00,"12/20/2018"
"1314731","THYROGLOBULIN AB    ",338.25,"12/20/2018"
"1314732","HEPATITIS C AB TEST ",365.00,"12/20/2018"
"1314751","HEMATOCRIT, OTHER   ",56.00,"12/20/2018"
"1314752","HEMOGLOBIN          ",56.00,"12/20/2018"
"1314753","CBC W-PLT AUTO COMPD",84.00,"12/20/2018"
"1314754","CBC W-PLT           ",78.25,"12/20/2018"
"1314756","RETIC COUNT, MANUAL ",133.00,"12/20/2018"
"1314759","WBC COUNT           ",99.25,"12/20/2018"
"1314764","FACTOR II,PROTHROMBI",443.25,"12/20/2018"
"1314765","FACTOR V ASSAY      ",25.01,"12/20/2018"
"1314780","ANTITHROMBIN IIIACTI",603.00,"12/20/2018"
"1314782","PROTEIN C, AG       ",818.75,"12/20/2018"
"1314783","PROTEIN C, ACTIVITY ",275.25,"12/20/2018"
"1314784","PROTEIN S, TOTAL    ",1093.00,"12/20/2018"
"1314785","PROTEIN S, FREE     ",541.25,"12/20/2018"
"1314796","D-DIMER, SEMIQUANT  ",338.25,"12/20/2018"
"1314798","FIBRINOGEN ACTIVITY ",309.00,"12/20/2018"
"1314803","PLASMINOGEN ACTIVATO",46.80,"12/20/2018"
"1314811","HEPARIN ASSAY       ",413.00,"12/20/2018"
"1314822","PROTHROMBIN TIME    ",43.25,"12/20/2018"
"1314823","PROTHROMBIN, SUBSTIT",43.25,"12/20/2018"
"1314825","RUSSELL VIPER VEN DI",404.75,"12/20/2018"
"1314827","SED RATE NONAUTOMATE",81.75,"12/20/2018"
"1314829","SICKLE CELL TEST RED",176.25,"12/20/2018"
"1314833","THROMBOPLAST TIMEPTT",168.00,"12/20/2018"
"1314834","PTT SUBSTITUT       ",320.75,"12/20/2018"
"1314843","CULTURE BLOOD BACTER",110.75,"12/20/2018"
"1314844","CULT STL BACT W-ISOL",275.25,"12/20/2018"
"1314846","CULTURE BACTERIA OTH",275.25,"12/20/2018"
"1314850","CULT ANAERO IDENT EA",168.00,"12/20/2018"
"1314851","CULT AEROBIC IDENTIF",168.00,"12/20/2018"
"1314852","CULTURE SCREEN ONLY ",275.25,"12/20/2018"
"1314854","CULT URINE-COLONY CT",87.50,"12/20/2018"
"1314856","CULT FUNGUS ISOLATIO",150.50,"12/20/2018"
"1314856","CULT SKIN FUNGI     ",150.50,"12/20/2018"
"1314857","CULT FUNGUS ISOLATIO",310.25,"12/20/2018"
"1314861","CULT MYCOPLASMA     ",38.51,"12/20/2018"
"1314863","CULT MYCOBACTERIA   ",493.50,"12/20/2018"
"1314865","CULT TYPE IMMUNOFLUO",532.00,"12/20/2018"
"1314877","OVA-PARASITES SMEARS",539.00,"12/20/2018"
"1314881","MICROBE SUSCEPT MIC ",122.50,"12/20/2018"
"1314888","SMEAR,GRAM STAIN    ",166.75,"12/20/2018"
"1314889","SMEAR FLUORES-ACI ST",165.75,"12/20/2018"
"1314891","SMEARWET MOUNT SAL-I",133.00,"12/20/2018"
"1314892","TISSUE EX FOR FUNGI ",99.25,"12/20/2018"
"1314895","VIRUS INOCULAT TISSU",528.50,"12/20/2018"
"1314918","CLOSTRIDIUM DIF TOXN",120.25,"12/20/2018"
"1314920","CRYPTOSPOR AG,EIA   ",278.75,"12/20/2018"
"1314925","HPYLORI,STOOL,EIA   ",603.00,"12/20/2018"
"1314926","HPYLORI AG,EIA      ",51.25,"12/20/2018"
"1314927","HBSAG               ",275.25,"12/20/2018"
"1314929","HBEAG               ",281.00,"12/20/2018"
"1314934","INFLUENZA A AG,EIA  ",58.25,"12/20/2018"
"1314934","INFLUENZA A,AG,EIA  ",58.25,"12/20/2018"
"1314934","INFLUENZA B,AG,EIA  ",58.25,"12/20/2018"
"1314939","AG DETEC NOS,EIA MUL",232.00,"12/20/2018"
"1314949","CANDIDA DNA AMP PROB",82.75,"12/20/2018"
"1314955","CHLMYD TRACH DNA AMP",501.50,"12/20/2018"
"1314958","CYTOMEG DNA AMP PROB",781.50,"12/20/2018"
"1314965","HEPATITIS B,DNA QNT ",361.50,"12/20/2018"
"1314968","HEPATITIS C,RNA,QUAN",877.25,"12/20/2018"
"1314973","HSV, DNA, AMP PROBE ",326.50,"12/20/2018"
"1315000","N.GONORRHO,DNA,AMPPR",218.00,"12/20/2018"
"1315009","DETECT AGNTNOS,DNAAM",268.25,"12/20/2018"
"1315018","STREP A ASSAY W-OPTI",238.00,"12/20/2018"
"1315019","AGENT NOS ASSAY W-OP",168.00,"12/20/2018"
"1315022","UA, AUTO W-SCOPE    ",38.50,"12/20/2018"
"1315024","UA, AUTO, W-O SCOPE ",44.25,"12/20/2018"
"1315025","URINALYSIS          ",129.50,"12/20/2018"
"1315029","URINE PREG TEST QL  ",68.75,"12/20/2018"
"1315031","URINALYSIS TEST PROC",7.70,"12/20/2018"
"1315034","GENOTYPE,DNA,HEPAT C",620.50,"12/20/2018"
"1315038","CELL CTW-DIF BODYFLU",309.00,"12/20/2018"
"1315064","SEMEN ANALY MOTIL CT",247.25,"12/20/2018"
"1315076","NATRIURETIC PEPTIDE ",603.00,"12/20/2018"
"1315079","CBC-PLT AUTORP CDM  ",99.25,"12/20/2018"
"1315091","PROT TOTL RANDOM URI",280.00,"12/20/2018"
"1315092","PROTEIN TOT OTHR SRC",169.25,"12/20/2018"
"1315097","INFAGT DT QLSQT GIAR",53.00,"12/20/2018"
"1315125","LACTOFERRIN,FEC QUAN",86.50,"12/20/2018"
"1315127","LIPOPROT BLD BY NMR ",94.50,"12/20/2018"
"1315133","CCP ANTIBODY        ",310.25,"12/20/2018"
"1315134","TB TEST CELL IM MEAS",508.50,"12/20/2018"
"1315137","SMEAR COMPLEX STN   ",40.75,"12/20/2018"
"1315146","WEST NILE VIR AB IGM",50.73,"12/20/2018"
"1315147","WEST NILE VIR AB    ",50.73,"12/20/2018"
"1315157","VENIPUNCTURE,ROUTINE",28.00,"12/20/2018"
"1315822","GENTAMICIN          ",352.25,"12/20/2018"
"1315826","VANCOMYCIN          ",369.75,"12/20/2018"
"1315834","CHLORIDE URINE RAN  ",166.75,"12/20/2018"
"1315845","PH FLUID,NOS        ",145.75,"12/20/2018"
"1315893","HEMOGLOBIN A1C      ",105.00,"12/20/2018"
"1316335","CALPROTECTIN FECAL  ",565.75,"12/20/2018"
"1316342","BASIC METABO CA TOTA",91.00,"12/20/2018"
"1316359","ACETON-KETON SERM QT",103.75,"12/20/2018"
"1316361","HCG QUANT           ",425.75,"12/20/2018"
"1316382","PROCALCITONIN PCT   ",175.00,"12/20/2018"
"1316411","HUMAN EPI PROTEIN 4 ",420.00,"12/20/2018"
"1316447","INFLUENZA A AG,EIA  ",58.25,"12/20/2018"
"1316447","INFLUENZA A,AG,EIA  ",58.25,"12/20/2018"
"1316447","INFLUENZA B,AG,EIA  ",58.25,"12/20/2018"
"1316449","VALPROIC ACID TOTAL ",346.75,"12/20/2018"
"1316451","VALPROIC ACID FREE  ",346.75,"12/20/2018"
"1316452","DIGOXIN TOTAL       ",288.25,"12/20/2018"
"1316531","HIV1 AG 12 AB SCR OP",114.50,"12/20/2018"
"1316531","HIV1 AG W HIV 1 2 AB",114.50,"12/20/2018"
"1316534","EVEROLIMUS QT       ",289.25,"12/20/2018"
"1316536","LAMOTRIGINE QT      ",36.75,"12/20/2018"
"1316537","LEVETIRACETAM QT    ",77.75,"12/20/2018"
"1316539","OXCARBAEPINE QT     ",78.00,"12/20/2018"
"1316542","T VAGINALIS AMP     ",1034.75,"12/20/2018"
"1316600","PRS DRG IA ANAZ     ",293.00,"12/20/2018"
"1316676","ANABOLC STRD MS 1-2 ",866.25,"12/20/2018"
"1316709","ALLG SPEC IGE REC EA",32.14,"12/20/2018"
"1317014","CFTR GENE ANALY CV  ",567.50,"12/20/2018"
"1317025","F5 GENE ANALY LEID V",61.75,"12/20/2018"
"1317044","JAK2 GEN ANALY V617F",269.50,"12/20/2018"
"1317081","HLA1 TYP LR 1 AG EA ",261.25,"12/20/2018"
"1321023","CYTOPATH CONCENT TEC",175.00,"12/20/2018"
"1321059","CHROMOSOME ANAL15-20",2913.75,"12/20/2018"
"1321064","CYTOGENETICS DNA-PRO",338.25,"12/20/2018"
"1321068","CYTOGENETICS 100-300",1358.75,"12/20/2018"
"1321075","SURG PATH GROSS LVL1",290.50,"12/20/2018"
"1321076","SURG PATH GROSS LVL2",445.50,"12/20/2018"
"1321077","SURG PATH GROSS LVL3",445.50,"12/20/2018"
"1321078","SURG PATH GROSS LVL4",627.50,"12/20/2018"
"1321079","SURG PATH GROSS LVL5",542.50,"12/20/2018"
"1321080","SURG PATH GROSS LVL6",589.00,"12/20/2018"
"1321081","DECALCIFY TISSUE    ",42.00,"12/20/2018"
"1321082","SPECIAL STAINS GRP 1",325.50,"12/20/2018"
"1321083","SPECIAL STAINS GRP 2",311.50,"12/20/2018"
"1321114","CYTOPATH FLD NOT V-C",247.25,"12/20/2018"
"1321188","1ST SEP ID AB       ",1249.25,"12/20/2018"
"1321189","ICC ADD AB PER SLIDE",1249.25,"12/20/2018"
"1331038","S-H RBC LEUKO REDU  ",854.25,"12/20/2018"
"1331038","UNIT RBC LEUKO REDU ",854.25,"12/20/2018"
"1331039","S-H 1 DONOR FFP     ",915.50,"12/20/2018"
"1331048","S-H PLAT PHER       ",2904.25,"12/20/2018"
"1331048","UNIT PLAT PHER      ",2904.25,"12/20/2018"
"135120","R&B M/S SEMI PRIVATE",1472.90,"12/20/2018"
"135207","R&B SEMI PVT TELEM  ",1952.60,"12/20/2018"
"1410001","OTH STER SUPP LVL 1 ",39.25,"12/20/2018"
"1410002","OTH STER SUPP LVL 2 ",158.75,"12/20/2018"
"1410003","OTH STER SUPP LVL 3 ",260.50,"12/20/2018"
"1410004","OTH STER SUPP LVL 4 ",323.50,"12/20/2018"
"1410005","OTH STER SUPP LVL 5 ",311.00,"12/20/2018"
"1410006","OTH STER SUPP LVL 6 ",385.25,"12/20/2018"
"1410007","OTH STER SUPP LVL 7 ",413.00,"12/20/2018"
"1410008","OTH STER SUPP LVL 8 ",523.75,"12/20/2018"
"1410009","OTH STER SUPP LVL 9 ",694.75,"12/20/2018"
"1410010","OTH STER SUPP LVL 10",405.50,"12/20/2018"
"1410011","OTH STER SUPP LVL 11",604.75,"12/20/2018"
"1410012","OTH STER SUPP LVL 12",1087.75,"12/20/2018"
"1410013","OTH STER SUPP LVL 13",1511.00,"12/20/2018"
"1410014","OTH STER SUPP LVL 14",2462.50,"12/20/2018"
"1410021","TUBE DRAIN CATH 1   ",26.50,"12/20/2018"
"1410022","TUBE DRAIN CATH 2   ",51.75,"12/20/2018"
"1410023","TUBE DRAIN CATH 3   ",77.25,"12/20/2018"
"1410026","TUBE DRAIN CATH 6   ",796.75,"12/20/2018"
"1411434","IMPLANT OTHER LVL 4 ",1235.00,"12/20/2018"
"1413038","CATH BAL DIL NONVAS1",262.50,"12/20/2018"
"1413039","CATH BAL DIL NONVAS2",3251.00,"12/20/2018"
"1413121","EAR TUBES DRAINAGE 1",105.00,"12/20/2018"
"1413208","OCULAR IMPLANT LVL1 ",262.50,"12/20/2018"
"1413222","ASTIGMAT CORRCT IOL1",1000.00,"12/20/2018"
"1414001","ANCHOR/SCRW LEVEL 1 ",270.25,"12/20/2018"
"1414002","ANCHOR/SCRW LEVEL 2 ",369.25,"12/20/2018"
"1414003","ANCHOR/SCRW LEVEL 3 ",439.00,"12/20/2018"
"1414004","ANCHOR/SCRW LEVEL 4 ",694.00,"12/20/2018"
"1414005","ANCHOR/SCRW LEVEL 5 ",988.75,"12/20/2018"
"1414006","ANCHOR/SCRW LEVEL 6 ",1140.50,"12/20/2018"
"1414007","ANCHOR/SCRW LEVEL 7 ",1610.00,"12/20/2018"
"1414008","ANCHOR/SCRW LEVEL 8 ",2145.00,"12/20/2018"
"1414009","ANCHOR/SCRW LEVEL 9 ",2532.25,"12/20/2018"
"1414010","ANCHOR/SCRW LEVEL 10",3496.50,"12/20/2018"
"1414011","ANCHOR/SCRW LEVEL 11",4461.50,"12/20/2018"
"1414012","ANCHOR/SCRW LEVEL 12",5355.50,"12/20/2018"
"1414014","ANCHOR/SCRW LEVEL 14",4000.00,"12/20/2018"
"1414051","BONE CEMENT 2       ",807.50,"12/20/2018"
"1414175","CATH HEMODIAL LT 1  ",1686.50,"12/20/2018"
"1414178","CATH HEMODIAL ST 2  ",548.50,"12/20/2018"
"1414351","CATH-DRAINAG LEVEL 2",84.50,"12/20/2018"
"1414352","CATH-DRAINAG LEVEL 3",988.75,"12/20/2018"
"1414355","CATH-DRAINAG LEVEL 6",772.75,"12/20/2018"
"1414403","CATH-INFUS PERIF 4  ",364.50,"12/20/2018"
"1414475","CONN TISSUE HUMAN 1 ",1238.25,"12/20/2018"
"1414477","CONN TISSUE HUMAN 3 ",7935.25,"12/20/2018"
"1414500","DRILL BIT/BLADE LVL1",99.25,"12/20/2018"
"1414501","DRILL BIT/BLADE LVL2",300.00,"12/20/2018"
"1414502","DRILL BIT/BLADE LVL3",544.25,"12/20/2018"
"1414503","DRILL BIT/BLADE LVL4",987.00,"12/20/2018"
"1414504","DRILL BIT/BLADE LVL5",1645.00,"12/20/2018"
"1414505","DRILL BIT/BLADE LVL6",891.00,"12/20/2018"
"1414506","DRILL BIT/BLADE LVL7",1371.00,"12/20/2018"
"1414625","GUIDEWIRE LEVEL 1   ",197.00,"12/20/2018"
"1414626","GUIDEWIRE LEVEL 2   ",724.00,"12/20/2018"
"1414627","GUIDEWIRE LEVEL 3   ",884.25,"12/20/2018"
"1414628","GUIDEWIRE LEVEL 4   ",1549.00,"12/20/2018"
"1414700","JOINT DEVICE IMPLT 1",3284.00,"12/20/2018"
"1414701","JOINT DEVICE IMPLT 2",7884.00,"12/20/2018"
"1414702","JOINT DEVICE IMPLT 3",11825.75,"12/20/2018"
"1414703","JOINT DEVICE IMPLT 4",11825.75,"12/20/2018"
"1414704","JOINT DEVICE IMPLT 5",17981.75,"12/20/2018"
"1414705","JOINT DEVICE IMPLT 6",20143.00,"12/20/2018"
"1414707","JOINT DEVICE IMPLT 8",21060.00,"12/20/2018"
"1414725","LENS INTRAOCULR NT 1",1381.50,"12/20/2018"
"1414727","LENS INTRAOCULR NT 3",2100.00,"12/20/2018"
"1414750","MESH IMPLANTABLE 1  ",724.00,"12/20/2018"
"1414751","MESH IMPLANTABLE 2  ",1606.25,"12/20/2018"
"1414752","MESH IMPLANTABLE 3  ",2410.00,"12/20/2018"
"1414753","MESH IMPLANTABLE 4  ",3372.75,"12/20/2018"
"1414801","PEEL-AWAY SHEATH 2  ",589.75,"12/20/2018"
"1414827","PORT 3              ",1943.00,"12/20/2018"
"1414924","SHEATH NON-LASR 1   ",710.00,"12/20/2018"
"1414925","SHEATH NON-LASR 2   ",393.25,"12/20/2018"
"1414926","SHEATH NON-LASR 3   ",627.00,"12/20/2018"
"1414928","SHEATH NON-LASR 5   ",2116.50,"12/20/2018"
"1417000","SUTURE LEVEL 1      ",29.50,"12/20/2018"
"1417001","SUTURE LEVEL 2      ",75.25,"12/20/2018"
"1417002","SUTURE LEVEL 3      ",218.50,"12/20/2018"
"1417003","SUTURE LEVEL 4      ",236.00,"12/20/2018"
"1417005","SUTURE LEVEL 6      ",810.00,"12/20/2018"
"1417085","STAPLER/RELOAD 1    ",149.75,"12/20/2018"
"1417086","STAPLER/RELOAD 2    ",411.25,"12/20/2018"
"1417087","STAPLER/RELOAD 3    ",874.75,"12/20/2018"
"1417088","STAPLER/RELOAD 4    ",1625.50,"12/20/2018"
"1417090","STAPLER/RELOAD 6    ",1460.00,"12/20/2018"
"1417091","STAPLER/RELOAD 7    ",2974.50,"12/20/2018"
"1417110","FALLOPIAN BANDS     ",5232.25,"12/20/2018"
"1417113","WOUND VAC           ",852.66,"12/20/2018"
"1417114","SPECIALTY BED 1     ",337.00,"12/20/2018"
"1417115","SPECIALTY BED 2     ",45.00,"12/20/2018"
"1417120","NEEDLES 2           ",183.75,"12/20/2018"
"1417121","NEEDLES 3           ",249.00,"12/20/2018"
"1417124","ADHESION BARRIER2   ",1068.00,"12/20/2018"
"1417126","MALYUGIN RING       ",469.35,"12/20/2018"
"145120","R&B M/S SEMI PRIVATE",1472.85,"12/20/2018"
"145207","R&B SEMI PVT TELEM  ",1952.55,"12/20/2018"
"1522022","PROCEDURE INTERMEDIA",402.50,"12/20/2018"
"1522030","BLOOD TRANSF 0 2 HRS",470.00,"12/20/2018"
"1522031","BLOOD TRANSF 2 4 HRS",944.75,"12/20/2018"
"1522032","BLOOD TRANSF 4 6 HRS",1413.75,"12/20/2018"
"1522033","BLOOD TRANSF 6 8 HRS",1880.25,"12/20/2018"
"1522034","BLOOD TRANSF 8 10 HR",1987.50,"12/20/2018"
"1522111","IV THERAPY DX 1 HR  ",350.00,"12/20/2018"
"1522112","IV THERAPY EA AD HR ",116.75,"12/20/2018"
"1522117","THERAPEUTIC DX SQ IM",67.75,"12/20/2018"
"1522135","PHLEBOTOMY THERAPEUT",535.50,"12/20/2018"
"1522140","IMM ADM FLU VACCINE ",229.50,"12/20/2018"
"1522141","IMM ADM PNEU VACCINE",229.50,"12/20/2018"
"1523111","CHEMO IV INFU 1ST HR",451.50,"12/20/2018"
"1523112","CHEMO IV IN EA AD HR",103.75,"12/20/2018"
"1610001","HE-EYE FOREIGNBDY DR",566.75,"12/20/2018"
"1610002","HE-MANDIBLE LTD DR  ",505.00,"12/20/2018"
"1610003","HE-MANDIBLE 4VPLS DR",771.00,"12/20/2018"
"1610008","HE-FACIAL BNES 3V DR",778.00,"12/20/2018"
"1610009","HE-NASAL BONES DR   ",558.00,"12/20/2018"
"1610012","HE-ORBITS 4V DR     ",831.75,"12/20/2018"
"1610014","HE-SINUSES 3VPLUS DR",588.00,"12/20/2018"
"1610016","HE-SKULL LIMITED DR ",746.50,"12/20/2018"
"1610017","HE-SKULL 4V PLUS DR ",1079.00,"12/20/2018"
"1610022","HE-TMJ BILATERAL DR ",588.00,"12/20/2018"
"1610026","SP-NECK SOFT TISS DR",554.00,"12/20/2018"
"1610027","CH-RIBS UNILAT DR   ",610.00,"12/20/2018"
"1610028","CH-RIB UNI PA CXR DR",853.75,"12/20/2018"
"1610029","CH-RIBS BILATERAL DR",834.00,"12/20/2018"
"1610030","CH-RIBS BI PA CXR DR",935.50,"12/20/2018"
"1610031","CH-STERNUM DR       ",502.75,"12/20/2018"
"1610033","SP-SPINE SNGL VW DR ",554.00,"12/20/2018"
"1610034","SP-CERV SP 2TO3VW DR",588.00,"12/20/2018"
"1610035","SP-CERV SP 4TO5VW DR",1030.00,"12/20/2018"
"1610036","SP-CRV SPNE 6VPLS DR",1171.00,"12/20/2018"
"1610037","SP-T SPINE 2 VIEW DR",727.75,"12/20/2018"
"1610040","SP-THORACOLMBR 2V DR",588.00,"12/20/2018"
"1610045","SP-LS SPN 2 TO 3V DR",748.75,"12/20/2018"
"1610046","SP-LS SPNE 4VPLUS DR",984.50,"12/20/2018"
"1610047","SP-LS SPINE W BND DR",1071.00,"12/20/2018"
"1610049","LE-PELVIS DR        ",549.25,"12/20/2018"
"1610052","SP-SI JNTS 3VPLUS DR",583.25,"12/20/2018"
"1610053","SP-SCRM COCCYX 2V DR",583.25,"12/20/2018"
"1610056","UE-CLAVICLE DR      ",599.50,"12/20/2018"
"1610058","UE-SCAPULA DR       ",680.00,"12/20/2018"
"1610059","UE-SHOULDER 1V DR   ",608.75,"12/20/2018"
"1610060","UE-SHLDR 2VW PLUS DR",588.00,"12/20/2018"
"1610061","IR-ARTHROGM SHLDR DR",2357.25,"12/20/2018"
"1610062","UE-AC JTS BILAT DR  ",613.50,"12/20/2018"
"1610064","UE-HUMERUS DR       ",620.50,"12/20/2018"
"1610065","UE-ELBOW 2V DR      ",566.75,"12/20/2018"
"1610066","UE-ELBOW 3V DR      ",588.00,"12/20/2018"
"1610067","UE-FOREARM 2V DR    ",580.75,"12/20/2018"
"1610068","UE-UP EXT INFANT DR ",671.75,"12/20/2018"
"1610069","UE-WRIST 2V DR      ",599.50,"12/20/2018"
"1610070","UE-WRIST 3V PLUS DR ",588.00,"12/20/2018"
"1610071","UE-HAND 2V DR       ",586.75,"12/20/2018"
"1610072","UE-HAND 3V DR       ",588.00,"12/20/2018"
"1610073","UE-FINGER S 2VPLS DR",566.75,"12/20/2018"
"1610074","LE-HIP UNILAT 1V DR ",316.00,"12/20/2018"
"1610075","LE-HIP PV UN2OR3V DR",499.00,"12/20/2018"
"1610077","LE-HIP PLV BI 2V DR ",993.50,"12/20/2018"
"1610079","LE-HIP PV BI MIN5VDR",1071.00,"12/20/2018"
"1610080","IR-ARTHROGRAM HIP DR",2357.25,"12/20/2018"
"1610082","LE-FEMUR 2V DR      ",588.00,"12/20/2018"
"1610083","LE-KNEE 1 TO 2V DR  ",588.00,"12/20/2018"
"1610085","LE-KNEE 4V PLUS DR  ",670.75,"12/20/2018"
"1610086","LE-KNEE BI AP STD DR",588.00,"12/20/2018"
"1610087","LE-TIB FIB 2V DR    ",588.00,"12/20/2018"
"1610088","LE-LWR EXT INFANT DR",588.00,"12/20/2018"
"1610089","LE-ANKLE 2V DR      ",566.75,"12/20/2018"
"1610090","LE-ANKLE 3VPLUS DR  ",588.00,"12/20/2018"
"1610091","LE-FOOT 2V DR       ",566.75,"12/20/2018"
"1610092","LE-FOOT 3V PLUS DR  ",588.00,"12/20/2018"
"1610093","LE-CALCANEUS 2PLS DR",566.75,"12/20/2018"
"1610094","LE-TOE S 2VPLUS DR  ",537.75,"12/20/2018"
"1610095","CH-ABD SER PA CXR DR",968.00,"12/20/2018"
"1610097","FL-SMALL BOWEL DR   ",797.75,"12/20/2018"
"1610112","IR-HYSTERSALPINGO DR",1971.25,"12/20/2018"
"1610115","CH-BABYGRAM FB DR   ",566.75,"12/20/2018"
"1610122","BONE AGE STUDY DR   ",569.25,"12/20/2018"
"1610126","BONE SRVY INFANT DR ",1175.75,"12/20/2018"
"1610134","UE-ELBOW 2VW BI DR  ",837.00,"12/20/2018"
