"SVCCD","Description","PRICE1","As of Date"
"1218756","NEO/BAC/POLY OO 3.5G",127.00,"12/20/2018"
"1218768","MICONAZOLE 2% CR 30G",3.40,"12/20/2018"
"1218769","LIDO 5% OINT 35.4GM ",161.00,"12/20/2018"
"1218770","REPAGLINIDE 0.5MG TB",13.00,"12/20/2018"
"1218777","BUPROPION 100MG TAB ",1.70,"12/20/2018"
"1218817","LIDOCAINE 4% 5ML    ",6.40,"12/20/2018"
"1218819","LIDO MDV 2% 10ML    ",6.40,"12/20/2018"
"1218823","LIDO 4% TOP SOLN 50 ",44.00,"12/20/2018"
"1218824","LIDOCAINE 2% GEL30ML",47.00,"12/20/2018"
"1218825","LIDOCAINE 2% GEL 4ML",32.00,"12/20/2018"
"1218829","BUDESONIDE 3MG SR CP",80.00,"12/20/2018"
"1218840","FA/B COMP W/C CAP   ",1.70,"12/20/2018"
"1218873","CHLORTHALIDON 50MGTB",1.70,"12/20/2018"
"1218886","H-COD10/APAP325MG TB",1.70,"12/20/2018"
"1218891","DILTIAZE 120MG SR CP",5.00,"12/20/2018"
"1218892","DILTIAZE 180MG SR TB",5.90,"12/20/2018"
"1218915","CYANOCOBAL 100MCG TB",1.00,"12/20/2018"
"1218916","CYANOCOBA 1000MCG TB",1.70,"12/20/2018"
"1218919","LIDOCAINE 10MG IV   ",1.00,"12/20/2018"
"1218923","ASPIRIN 600MG SUPP  ",1.70,"12/20/2018"
"1218933","THEOPHYLL 200MG SRTB",1.70,"12/20/2018"
"1218956","THEOPHYLL 300MG SRTB",1.70,"12/20/2018"
"1218980","OXYBUTYNIN 10MG SRTB",8.50,"12/20/2018"
"1218988","NEO/POLY/HC SUSP 10 ",69.00,"12/20/2018"
"1219006","RISPERIDONE .25MG TB",16.00,"12/20/2018"
"1219025","CEPHALEXIN 250MG CAP",1.70,"12/20/2018"
"1219033","NADOLOL 40MG TAB    ",4.50,"12/20/2018"
"1219036","CARB50-LEVO200MGSRTB",6.70,"12/20/2018"
"1219044","ETHAMBUTOL 400MG TAB",7.50,"12/20/2018"
"1219061","MIDODRINE 5MG TAB   ",10.00,"12/20/2018"
"1219071","PILOCARPINE 5MG TAB ",6.70,"12/20/2018"
"1219114","SELEGILINE 5MG TAB  ",8.70,"12/20/2018"
"1219122","NEO/POLYB/HC OS 7.5M",234.00,"12/20/2018"
"1219126","EPINEP 1:1000 NAS 30",69.00,"12/20/2018"
"1219132","PERMETHRIN 5%CRM 60G",298.00,"12/20/2018"
"1219146","TIMOLOL 0.5% OS 5ML ",47.00,"12/20/2018"
"1219153","COLESEVELAM 625MG TB",6.20,"12/20/2018"
"1219191","BUPI-MPF.25%/EPI 30M",8.00,"12/20/2018"
"1219212","CHOLESTYR LT POW 4GM",11.00,"12/20/2018"
"1219221","CISATRACUR 20MG/10ML",86.00,"12/20/2018"
"1219226","CLINDAMYCI 900MG/6ML",6.40,"12/20/2018"
"1219231","CLOBETA .05% EM CR30",80.00,"12/20/2018"
"1219238","CLOTRIM VAG 1%CRM45G",5.90,"12/20/2018"
"1219249","COLLAGENA 250OIN 30G",230.00,"12/20/2018"
"1219266","DILTIAZEM 125MG/25ML",12.29,"12/20/2018"
"1219277","DOCUSA NA 4MG/ML 25M",1.70,"12/20/2018"
"1219293","ERYTHROMYC 250MG TAB",8.40,"12/20/2018"
"1219309","FAT EMULS 20% 100ML ",89.00,"12/20/2018"
"1219310","FAT EMULS 20% 500ML ",368.00,"12/20/2018"
"1219332","FLUORESC NA 1MG STRP",1.40,"12/20/2018"
"1219369","GUAIFEN 200MG/10ML  ",1.70,"12/20/2018"
"1219370","GUAIF-COD 200-20/10M",1.70,"12/20/2018"
"1219401","HYDROXYUREA 500MG CP",1.70,"12/20/2018"
"1219416","LABETALOL 20MG/4ML  ",6.40,"12/20/2018"
"1219419","LEVOTHYROX 112MCG TB",1.70,"12/20/2018"
"1219428","LITHIUM LIQ 300MG/5M",1.70,"12/20/2018"
"1219431","LORAZEPAM 2MG/ML 1ML",6.70,"12/20/2018"
"1219450","MENTH-METH SA CR120G",2.80,"12/20/2018"
"1219454","METRONID 500MG/100ML",6.40,"12/20/2018"
"1219458","MORPH PO 20MG/ML 30M",6.00,"12/20/2018"
"1219474","SOD CHLOR .9% 1000ML",1.50,"12/20/2018"
"1219490","PERMETHRIN 5%CRM 10G",159.00,"12/20/2018"
"1219493","PHENOBARB 100MG TAB ",1.70,"12/20/2018"
"1219499","PHENOL/PHEN SOD 180M",12.00,"12/20/2018"
"1219500","PHENYLEPHRIN 1% DROP",2.80,"12/20/2018"
"1219520","POLY10K-TRIM.1%OS10M",87.00,"12/20/2018"
"1219522","POLYVINYL 1.4%OS 15M",10.95,"12/20/2018"
"1219536","PROMETHAZINE DM SYRP",1.70,"12/20/2018"
"1219577","SULFAME800-TMP160/20",13.13,"12/20/2018"
"1219591","TETRACAINE.5%OS 2ML ",6.40,"12/20/2018"
"1219629","NIFEDIPINE 30MG SRTB",4.70,"12/20/2018"
"1219630","NIFEDIPINE CC 60MG  ",10.00,"12/20/2018"
"1219647","DM-GUAIF 20-200/10ML",1.70,"12/20/2018"
"1219649","OXYMETAZLN HCL.05%30",3.10,"12/20/2018"
"1219666","SALINE.65%NAS SP 45M",2.50,"12/20/2018"
"1219677","CLOT1/BETA.05%CR 45G",142.00,"12/20/2018"
"1219691","DILTIAZE 120MG SR CP",5.00,"12/20/2018"
"1219708","BETHANECHOL 10MG TAB",6.20,"12/20/2018"
"1219721","GENTAMYC 0.3%OS 5ML ",61.00,"12/20/2018"
"1219733","BUSPIRONE 15MG TAB  ",8.90,"12/20/2018"
"1219764","FLECAINIDE 100MG TAB",11.00,"12/20/2018"
"1219774","KETOROLAC TRO SOL3ML",117.00,"12/20/2018"
"1219779","LEVOFLOXACN 750MG TB",168.00,"12/20/2018"
"1219808","PERMETHRI 1%LOT 60ML",5.00,"12/20/2018"
"1219820","PRAMIPEXOLE .25MG TB",12.00,"12/20/2018"
"1219829","SENNOSIDES 8.6MG TAB",1.70,"12/20/2018"
"1219841","TRIAMCNOLO.5%CRM15GM",28.00,"12/20/2018"
"1219842","TRIFLURID 1%OS 7.5ML",375.00,"12/20/2018"
"1219849","ZINC OX 20% OINT 60G",4.20,"12/20/2018"
"1219866","LIDO 2% W/EPI 20ML  ",6.40,"12/20/2018"
"1219867","MAG HYD400MG/5ML 30M",1.70,"12/20/2018"
"1219884","BENZO/MENTH 6-10 LOZ",1.70,"12/20/2018"
"1219898","DILTIAZEM 25MG/5ML V",6.40,"12/20/2018"
"1219909","ESTROGN VAG CR 42.5G",664.00,"12/20/2018"
"1219913","NALOXONE .02MG/ML VL",32.00,"12/20/2018"
"1219918","PHENYTOIN 100MG/4ML ",1.70,"12/20/2018"
"1219927","SPS 15GM/60ML SUSP  ",37.00,"12/20/2018"
"1219953","TRIAMCINOLN.1%CR15GM",4.50,"12/20/2018"
"1219957","CARMUSTINE 100MG INJ",3862.48,"12/20/2018"
"1219958","HEMORRHOIDAL SUPP   ",1.70,"12/20/2018"
"1219960","NITROGLYCRN 2%OINTPK",2.20,"12/20/2018"
"1219966","DIPHENHYD 2%CR 30GM ",3.90,"12/20/2018"
"1219980","LIDOCAIN 1%/EPI 20ML",6.40,"12/20/2018"
"1219994","RISPERIDONE 1MG ODT ",31.00,"12/20/2018"
"1221000","D5LR UP TO 1000ML   ",88.00,"12/20/2018"
"1221001","D5NS+KCL 20MEQ 1000M",66.00,"12/20/2018"
"1221003","D5W/KCL 20MEQ 1000ML",66.00,"12/20/2018"
"1221004","D10W 1000ML         ",89.00,"12/20/2018"
"1221005","D10W 250ML          ",7.40,"12/20/2018"
"1221008","D5.45NS/KCL20 1000ML",66.00,"12/20/2018"
"1221009","D5.45NS/KCL40 1000ML",66.00,"12/20/2018"
"1221010","D5 1/2NS/KCL10MEQ   ",66.00,"12/20/2018"
"1221011","D5-0.2% NACL 1000ML ",86.00,"12/20/2018"
"1221015","RINGER LAC UP TO 1L ",152.00,"12/20/2018"
"1221017","D5LR UP TO 1000ML   ",8.80,"12/20/2018"
"1221019","NITROGLYC/D5W 250ML1",89.00,"12/20/2018"
"1221024","DEXTROSE 70% 500ML  ",68.00,"12/20/2018"
"1221025","DEXTROSE 50% 2000ML ",6.40,"12/20/2018"
"1221028","STERILE WATER 1000ML",9.20,"12/20/2018"
"1221044","SOD CHLOR .45%1000ML",1.40,"12/20/2018"
"1221046","SOD CHLOR .45% 500ML",1.10,"12/20/2018"
"1221055","D5W 1000ML/KCL 40MEQ",95.00,"12/20/2018"
"1221063","D545NS C KCL 30MEQ  ",66.00,"12/20/2018"
"1221064","DEX 5%/WATER 25ML   ",6.40,"12/20/2018"
"1221065","MANNITOL 20% 500ML  ",117.00,"12/20/2018"
"1221071","AA425D10WLYTES 1000 ",152.00,"12/20/2018"
"1221074","AMINO ACID 10% 500ML",341.00,"12/20/2018"
"1221081","D5LR/KCL 20MEQ/1000 ",76.00,"12/20/2018"
"1221085","SOD CHLOR .9% 100ML ",85.98,"12/20/2018"
"1221086","NS W/ KCL 20MEQ/1000",66.00,"12/20/2018"
"1221087","NS W/ KCL 40MEQ/1000",66.00,"12/20/2018"
"1221088","KCL 20MEQ/.45%NS1000",70.00,"12/20/2018"
"1221091","D5W/0.9%NSS+40MEQ 1L",66.00,"12/20/2018"
"1221104","SOD CHLOR 3% 500ML  ",60.00,"12/20/2018"
"1221109","D5W/0.45%NACL 1000ML",85.00,"12/20/2018"
"1221112","D5-0.2% NACL 500ML  ",84.00,"12/20/2018"
"1221140","D10W 500ML          ",85.00,"12/20/2018"
"1221145","DEX 5%/WATER 250ML  ",82.08,"12/20/2018"
"1221149","SOD CHLOR .9% 50ML  ",81.00,"12/20/2018"
"1221150","SOD CHLOR .9% 100ML ",81.00,"12/20/2018"
"1221152","SOD CHLOR .9% 150ML ",6.40,"12/20/2018"
"1221159","AA5 D25W-LYTES-CA 2L",572.00,"12/20/2018"
"1221191","STERILE WATER 250ML ",6.40,"12/20/2018"
"1221300","SOD CHLOR .9% 50ML  ",85.71,"12/20/2018"
"1240011","LD ORLVL 1 EA ADDMIN",108.00,"12/20/2018"
"1314016","CATECHOL FRACTNTD   ",82.00,"12/20/2018"
"1314026","CARBAMAZEPINE TOTAL ",97.00,"12/20/2018"
"1314028","CYCLOSPORINE        ",59.00,"12/20/2018"
"1314039","LITHIUM             ",21.00,"12/20/2018"
"1314041","PHENOBARBITAL       ",77.00,"12/20/2018"
"1314042","PHENYTOIN TOTAL     ",77.00,"12/20/2018"
"1314043","PHENYTOIN FREE      ",66.00,"12/20/2018"
"1314049","TACROLIMUS          ",79.00,"12/20/2018"
"1314050","THEOPHYLLINE        ",113.00,"12/20/2018"
"1314052","TOPIRAMATE          ",63.00,"12/20/2018"
"1314054","DRUG UNSPEC QUANT   ",45.00,"12/20/2018"
"1314082","SPEC CHAIN CUSTODY  ",47.00,"12/20/2018"
"1314083","BLOOD TYPING ABO    ",16.00,"12/20/2018"
"1314084","BLOOD TYPING RH D   ",16.00,"12/20/2018"
"1314091","COMPATIB TEST IS    ",87.00,"12/20/2018"
"1314093","COMPATIB TEST AHG   ",65.00,"12/20/2018"
"1314098","ACETON-KETON SERM QL",36.00,"12/20/2018"
"1314103","ADRENOCORT ACTH     ",126.00,"12/20/2018"
"1314105","ALBUMIN SERUM       ",39.00,"12/20/2018"
"1314106","ALBUMIN FLUID       ",21.06,"12/20/2018"
"1314109","ELECTROLYTE PANEL   ",94.00,"12/20/2018"
"1314110","COMP METAB PANEL    ",79.00,"12/20/2018"
"1314112","LIPID PANEL         ",92.00,"12/20/2018"
"1314113","RENAL FUNCTION PANEL",64.00,"12/20/2018"
"1314114","HEPATITIS ACUTE PANE",110.00,"12/20/2018"
"1314115","HEPATIC FUNCTION PAN",114.00,"12/20/2018"
"1314116","MICROALB QNT        ",51.00,"12/20/2018"
"1314119","ETHANOL BREATH ANAL ",47.00,"12/20/2018"
"1314120","ALDOLASE            ",32.00,"12/20/2018"
"1314121","ALDOSTERONE         ",133.00,"12/20/2018"
"1314122","ALKALOIDS NOS MS    ",78.44,"12/20/2018"
"1314123","ALPHA 1-ANTITRYP TOT",44.00,"12/20/2018"
"1314125","AFP SERUM           ",55.00,"12/20/2018"
"1314127","ALUMINUM            ",83.00,"12/20/2018"
"1314131","AMINO ACID SING QUAN",96.00,"12/20/2018"
"1314132","ALA DELTA           ",54.00,"12/20/2018"
"1314133","AMINO ACID QUAN 2-5 ",137.00,"12/20/2018"
"1314135","AMMONIA             ",77.00,"12/20/2018"
"1314138","AMYLASE             ",97.00,"12/20/2018"
"1314140","ANDROSTENEDIONE     ",95.00,"12/20/2018"
"1314143","ANGIOTENSIN CONV ENZ",48.00,"12/20/2018"
"1314144","APOLIPOPROTEIN EACH ",88.00,"12/20/2018"
"1314146","ASCORBIC ACID       ",32.00,"12/20/2018"
"1314148","BARBITURATES MS     ",47.00,"12/20/2018"
"1314149","BETA-2 MICROGLOBULIN",53.00,"12/20/2018"
"1314150","BILE ACIDS TOTAL    ",82.00,"12/20/2018"
"1314152","BILIRUBIN TOTAL     ",47.00,"12/20/2018"
"1314153","BILIRUBIN DIRECT    ",47.00,"12/20/2018"
"1314155","BIOTINIDASE         ",96.00,"12/20/2018"
"1314158","BLD OCCULT FECES EIA",112.00,"12/20/2018"
"1314161","VITAMIN D 25OH      ",128.00,"12/20/2018"
"1314163","CALCITONIN          ",87.00,"12/20/2018"
"1314164","CALCIUM TOTAL       ",34.00,"12/20/2018"
"1314165","CALCIUM IONIZED     ",45.00,"12/20/2018"
"1314167","CALCIUM URI QN TIMED",39.00,"12/20/2018"
"1314173","CARBON DIOXIDE CO2  ",32.00,"12/20/2018"
"1314176","CARCINOEMBRYONIC AG ",62.00,"12/20/2018"
"1314180","CATECHOLAMINES BLD  ",142.00,"12/20/2018"
"1314183","CERULOPLASMIN       ",35.00,"12/20/2018"
"1314184","CHEMILUM ASSAY NOS  ",80.00,"12/20/2018"
"1314188","CHLORIDES OTHER FLD ",107.00,"12/20/2018"
"1314190","CHOLESTEROL TOTAL   ",45.00,"12/20/2018"
"1314201","CITRATE             ",91.00,"12/20/2018"
"1314206","CORTISOL FREE       ",55.00,"12/20/2018"
"1314207","CORTISOL TOTAL      ",53.00,"12/20/2018"
"1314213","CPK TOTAL           ",62.00,"12/20/2018"
"1314214","CPK ISOENZYMES      ",44.00,"12/20/2018"
"1314215","CPK MB FRACTION     ",114.00,"12/20/2018"
"1314217","CREATININE BLOOD    ",32.00,"12/20/2018"
"1314218","CREATININE UR-OTHER ",32.00,"12/20/2018"
"1314219","CREATININE CLEARANCE",88.00,"12/20/2018"
"1314221","CRYOGLOBULIN        ",21.00,"12/20/2018"
"1314223","VITAMIN B-12        ",129.00,"12/20/2018"
"1314226","DHEA                ",82.00,"12/20/2018"
"1314227","DHEA-S              ",73.00,"12/20/2018"
"1314234","DIHYDROXY VITAMIN D ",126.00,"12/20/2018"
"1314240","ERYTHROPOIETIN      ",61.00,"12/20/2018"
"1314241","ESTRADIOL           ",91.00,"12/20/2018"
"1314243","ESTROGEN TOTAL      ",71.00,"12/20/2018"
"1314244","ESTRIOL             ",79.00,"12/20/2018"
"1314249","FAT-LIPID FECES QUAL",84.00,"12/20/2018"
"1314250","FAT-LIPID FECES QUAN",55.00,"12/20/2018"
"1314254","FERRITIN            ",96.00,"12/20/2018"
"1314258","FOLIC ACID SERUM    ",97.00,"12/20/2018"
"1314259","FOLIC ACID RBC      ",57.00,"12/20/2018"
"1314264","GALACTOSE TRANS SCRN",48.00,"12/20/2018"
"1314265","GAMMAGLOB M-G-A-D   ",30.00,"12/20/2018"
"1314266","GAMMAGLOBULIN IGE   ",54.00,"12/20/2018"
"1314267","IGG SUB 1,2,3 OR 4  ",64.00,"12/20/2018"
"1314276","GASTRIN             ",58.00,"12/20/2018"
"1314278","GLUCOSE, BODY FLUID ",54.00,"12/20/2018"
"1314280","GLUCOSE, QUANT      ",43.00,"12/20/2018"
"1314282","GLUCOSE, POST DOSE  ",47.00,"12/20/2018"
"1314283","GLUCOSE TOL, 3 SPECS",146.00,"12/20/2018"
"1314283","GTT 3 SPEC          ",146.00,"12/20/2018"
"1314284","GLUCOSE TOL, ADD SP ",24.00,"12/20/2018"
"1314284","GTT ADD SP          ",24.00,"12/20/2018"
"1314292","GGT                 ",81.00,"12/20/2018"
"1314297","FOLLICLE STIM HORM  ",61.00,"12/20/2018"
"1314298","LEUTEINIZING HORMONE",60.00,"12/20/2018"
"1314299","GROWTH HORMONE      ",54.00,"12/20/2018"
"1314301","HAPTOGLOBIN, QUANT  ",41.00,"12/20/2018"
"1314303","H PYLORI,BREATH TEST",277.20,"12/20/2018"
"1314308","HEMOGLOBIN, CHROMA  ",102.00,"12/20/2018"
"1314324","HISTAMINE           ",167.00,"12/20/2018"
"1314325","HOMOCYSTEINE        ",55.00,"12/20/2018"
"1314328","5-HIAA              ",42.00,"12/20/2018"
"1314333","IMMUNOASSAY, OTHER  ",184.00,"12/20/2018"
"1314335","IMMUNOASSAY, RIA    ",44.00,"12/20/2018"
"1314336","IMMUNOASSAY, NOS    ",214.00,"12/20/2018"
"1314337","INSULIN, TOTAL      ",37.00,"12/20/2018"
"1314338","INSULIN, FREE       ",53.28,"12/20/2018"
"1314340","IRON                ",88.00,"12/20/2018"
"1314341","IRON BINDING CAPACIT",97.00,"12/20/2018"
"1314346","LACTIC ACID         ",114.00,"12/20/2018"
"1314347","LACTATE DEHYDROLDH  ",62.00,"12/20/2018"
"1314348","LDH ISOENZYMES      ",42.00,"12/20/2018"
"1314352","LEAD                ",39.00,"12/20/2018"
"1314357","LEUCOCYTE ALK PHOS  ",121.00,"12/20/2018"
"1314358","LIPASE              ",58.00,"12/20/2018"
"1314361","LIPOPROTEIN, HDL    ",66.00,"12/20/2018"
"1314363","LIPOPROTEIN, LDL    ",54.00,"12/20/2018"
"1314365","MAGNESIUM           ",97.00,"12/20/2018"
"1314371","MERCURY             ",92.00,"12/20/2018"
"1314372","METANEPHRINES       ",55.00,"12/20/2018"
"1314373","METHADONE MS        ",53.00,"12/20/2018"
"1314380","MYOGLOBIN           ",42.00,"12/20/2018"
"1314381","NEPHELOMETRY, NOS   ",179.00,"12/20/2018"
"1314399","NUCLEOTIDASE 5'     ",36.00,"12/20/2018"
"1314400","OLIGOCLONAL BANDS   ",66.00,"12/20/2018"
"1314401","ORGAN ACID,TOT,QUAN ",54.00,"12/20/2018"
"1314403","ORGAN ACID,SIN,QUAN ",93.00,"12/20/2018"
"1314405","OSMOLALITY, BLOOD   ",21.00,"12/20/2018"
"1314406","OSMOLALITY,URINE    ",22.00,"12/20/2018"
"1314408","OXALATE             ",42.00,"12/20/2018"
"1314410","PARATHORMONE PTH    ",236.00,"12/20/2018"
"1314414","PHENYLALANINE, BLOOD",258.00,"12/20/2018"
"1314418","PHOSPHATASE, PROSTAT",32.00,"12/20/2018"
"1314419","PHOSPHATASE,ALKALINE",101.00,"12/20/2018"
"1314421","PHOSPHATASE,ALK ISO ",48.00,"12/20/2018"
"1314425","PHOSPHORUS, BLOOD   ",34.00,"12/20/2018"
"1314428","PORPHOBILINOGEN,QUAN",28.00,"12/20/2018"
"1314430","PORPHYRINS,UR,QUAN  ",48.00,"12/20/2018"
"1314433","POTASSIUM SER PL WB ",36.00,"12/20/2018"
"1314434","POTASSIUM, URINE    ",47.00,"12/20/2018"
"1314435","PREALBUMIN          ",48.00,"12/20/2018"
"1314438","PREGNENOLONE        ",76.56,"12/20/2018"
"1314440","PROGESTERONE        ",68.00,"12/20/2018"
"1314441","PROLACTIN           ",63.00,"12/20/2018"
"1314444","PSA, TOTAL          ",195.00,"12/20/2018"
"1314445","PSA, FREE           ",12.00,"12/20/2018"
"1314446","PROTEIN TOT SER PLWB",38.00,"12/20/2018"
"1314448","PROTEINELECTR FR-QNT",35.00,"12/20/2018"
"1314453","PROINSULIN          ",51.00,"12/20/2018"
"1314454","VITAMIN B-6         ",92.00,"12/20/2018"
"1314461","RECEPTOR, NON-ENDO  ",207.00,"12/20/2018"
"1314462","RENIN               ",72.00,"12/20/2018"
"1314463","VITAMIN B-2         ",74.94,"12/20/2018"
"1314465","SEROTONIN           ",176.00,"12/20/2018"
"1314466","SEX HORM BIND GLOB  ",36.00,"12/20/2018"
"1314469","SODIUM,SER PL OR WB ",43.00,"12/20/2018"
"1314470","SODIUM, URINE RANDOM",43.00,"12/20/2018"
"1314473","SPECTROPHOTO, NOS   ",23.00,"12/20/2018"
"1314474","SPECIFIC GRAVITY    ",12.00,"12/20/2018"
"1314481","TESTOSTERONE, FREE  ",83.00,"12/20/2018"
"1314482","TESTOSTERONE, TOTAL ",84.00,"12/20/2018"
"1314483","VITAMIN B-1         ",69.00,"12/20/2018"
"1314485","THYROGLOBULIN       ",52.00,"12/20/2018"
"1314486","THYROXINE T4,TOTAL  ",64.00,"12/20/2018"
"1314487","THYROXINE T4, NEO   ",37.00,"12/20/2018"
"1314488","THYROXINE T4, FREE  ",68.00,"12/20/2018"
"1314490","THYROID STIM TSH    ",171.00,"12/20/2018"
"1314491","THYROID STIM IMMUNO ",166.00,"12/20/2018"
"1314492","VITAMIN E           ",46.00,"12/20/2018"
"1314494","TRANSFERASE AST     ",81.00,"12/20/2018"
"1314495","TRANSFERASE ALT     ",81.00,"12/20/2018"
"1314496","TRANSFERRIN         ",274.00,"12/20/2018"
"1314497","TRIGLYCERIDES       ",122.00,"12/20/2018"
"1314498","T3-T4 UPTAKE        ",60.00,"12/20/2018"
"1314499","T3,TOTAL            ",46.00,"12/20/2018"
"1314500","T3,FREE             ",83.00,"12/20/2018"
"1314501","T3,REVERSE          ",89.00,"12/20/2018"
"1314502","TROPONIN,QNT        ",34.00,"12/20/2018"
"1314508","UREA NITROGEN,QUAN  ",38.00,"12/20/2018"
"1314510","UREA NITROGEN,URINE ",56.00,"12/20/2018"
"1314512","URIC ACID, BLOOD    ",47.00,"12/20/2018"
"1314513","URIC ACID,URINE RAND",47.00,"12/20/2018"
"1314518","VMA, URINE          ",51.00,"12/20/2018"
"1314519","VASOINTESTINAL PEP  ",115.00,"12/20/2018"
"1314520","VASOPRESSIN         ",192.00,"12/20/2018"
"1314521","VITAMIN A           ",38.00,"12/20/2018"
"1314522","VITAMIN ASSAY, NOS  ",51.18,"12/20/2018"
"1314523","VITAMIN K           ",12.00,"12/20/2018"
"1314526","ZINC                ",37.00,"12/20/2018"
"1314527","C-PEPTIDE           ",68.00,"12/20/2018"
"1314529","HCG, QUAL           ",71.00,"12/20/2018"
"1314531","CLIN CHEM TEST NOS  ",20.00,"12/20/2018"
"1314531","DIHYDROTESTOST (DHT)",20.00,"12/20/2018"
"1314531","DMD DUP-DEL ANAL    ",20.00,"12/20/2018"
"1314531","LIPOPROTEIN,SMDENLDL",20.00,"12/20/2018"
"1314532","ANTIBODY SCREEN, RBC",43.00,"12/20/2018"
"1314534","ANTIBODY ID,EA PANEL",71.00,"12/20/2018"
"1314535","DIRECT COOMBS TEST  ",41.00,"12/20/2018"
"1314560","PSA, SCREENING      ",195.00,"12/20/2018"
"1314562","ALLERGEN IGE QUANT  ",17.00,"12/20/2018"
"1314563","ALLERGEN IGE,QUALMUL",109.00,"12/20/2018"
"1314565","PLATELET AB         ",60.00,"12/20/2018"
"1314567","ANA                 ",39.00,"12/20/2018"
"1314569","ASO,TITER           ",56.00,"12/20/2018"
"1314571","C-REACTIVE PROTEIN  ",54.00,"12/20/2018"
"1314572","CRP,HIGHLY SENS     ",143.00,"12/20/2018"
"1314573","BETA-2 GLYCOPROT AB ",144.00,"12/20/2018"
"1314574","CARDIOLIPIN AB,IGG  ",69.00,"12/20/2018"
"1314575","PHOSPHOLIPID AB     ",91.00,"12/20/2018"
"1314579","COMPLEMENT AG, EA   ",47.00,"12/20/2018"
"1314581","COMPLEMENT-FUNC ACT ",58.00,"12/20/2018"
"1314583","COMP, TOTAL CH50    ",66.00,"12/20/2018"
"1314584","PROT E-PHOR-URIN-CSF",101.00,"12/20/2018"
"1314588","IMM E-PHORS-URIN-CSF",166.00,"12/20/2018"
"1314589","DEOXYRIBONUCLEASE AB",107.00,"12/20/2018"
"1314591","DNA AB,NATIVE-DOUBL ",49.00,"12/20/2018"
"1314593","DNA AB SINGLE STRAND",40.00,"12/20/2018"
"1314594","RSV ASSAY W-OPTIC   ",48.99,"12/20/2018"
"1314595","ANTI-ENA            ",58.00,"12/20/2018"
"1314599","FLUORESCENT AB,SCREE",39.00,"12/20/2018"
"1314600","PANCREA ELASTAS,FEC ",420.00,"12/20/2018"
"1314601","FLUORESCENT AB,TITER",39.00,"12/20/2018"
"1314606","TUMOR AG  CA 15-3   ",118.00,"12/20/2018"
"1314606","TUMR AG CA15-3 27-29",118.00,"12/20/2018"
"1314607","TUMOR AG  CA 19-9   ",118.00,"12/20/2018"
"1314608","TUMOR AG  CA 125    ",118.00,"12/20/2018"
"1314609","HETEROPHILE AB SCREE",122.00,"12/20/2018"
"1314612","TUMOR AG, OTHER     ",68.00,"12/20/2018"
"1314613","INF AGENT IMMUNO QUA",102.80,"12/20/2018"
"1314619","IMMUNODIFF, OUCHTER ",68.00,"12/20/2018"
"1314621","IMMUNOFIXATION ELECT",73.00,"12/20/2018"
"1314622","INHIBIN A           ",88.00,"12/20/2018"
"1314623","INSULIN AB          ",121.00,"12/20/2018"
"1314624","INTRINSIC FACTOR AB ",49.00,"12/20/2018"
"1314629","T CELLS, TOTAL      ",123.00,"12/20/2018"
"1314630","T CELL,ABSO CD4-CD8 ",153.00,"12/20/2018"
"1314632","MICROSOMAL AB       ",47.00,"12/20/2018"
"1314634","NEUTRALIZ TEST,VIRAL",62.64,"12/20/2018"
"1314636","PART AGGLUT.SCREEN  ",62.00,"12/20/2018"
"1314638","RHEUMATOID FACT,QUAL",43.00,"12/20/2018"
"1314639","RHEUMATOID FACT QUAN",19.00,"12/20/2018"
"1314643","SKIN TEST, TB INTRA ",21.00,"12/20/2018"
"1314646","SYPHILIS TEST, QUAL ",62.00,"12/20/2018"
"1314649","ADENOVIRUS AB       ",99.00,"12/20/2018"
"1314650","ASPERGILLUS AB      ",59.00,"12/20/2018"
"1314652","BARTONELLA AB       ",58.00,"12/20/2018"
"1314656","LYME DISEASE AB     ",56.00,"12/20/2018"
"1314661","CHLAMYDIA AB        ",38.00,"12/20/2018"
"1314666","CMV AB              ",47.00,"12/20/2018"
"1314667","CMV AB, IGM         ",55.00,"12/20/2018"
"1314673","ENTEROVIRUS AB      ",43.00,"12/20/2018"
"1314674","EPSTEIN-BARR AB, EA ",75.00,"12/20/2018"
"1314675","EPSTEIN-BARR, EBNA  ",87.00,"12/20/2018"
"1314676","EPSTEIN-BARR, VCA   ",103.00,"12/20/2018"
"1314681","H PYLORI AB QL      ",47.00,"12/20/2018"
"1314681","HELICOBACTER PYLORI ",47.00,"12/20/2018"
"1314682","HELMINTH AB, NOS    ",200.00,"12/20/2018"
"1314686","HTLV-HIV AB CONFIRM ",63.00,"12/20/2018"
"1314688","HERPES SIMP NON-SPEC",47.00,"12/20/2018"
"1314689","HERPES SIMP TYPE 1  ",46.00,"12/20/2018"
"1314690","HERPES SIMP TYPE 2  ",63.00,"12/20/2018"
"1314695","HEP B CORE TOT      ",39.00,"12/20/2018"
"1314696","HEP B CORE AB, IGM  ",38.00,"12/20/2018"
"1314697","HEP B SURF AB       ",35.00,"12/20/2018"
"1314698","HEP BE AB           ",38.00,"12/20/2018"
"1314699","HEP A AB, TOTAL     ",40.00,"12/20/2018"
"1314700","HEP A AB, IGM       ",37.00,"12/20/2018"
"1314701","INFLUENZA VIRUS AB  ",44.00,"12/20/2018"
"1314702","LEGIONELLA AB       ",50.00,"12/20/2018"
