Description,Price
GUIDE LAUNCHER 6FR JR3.5SH,323
GUIDE LAUNCHER 6FR JR4.0,323
GUIDE LAUNCHER 6FR JR4.0SH,323
GUIDE LAUNCHER 6FR JR4.5,323
GUIDE LAUNCHER 6FR JR5.0,323
GUIDE LAUNCHER 6FR LCB,323
GUIDE LAUNCHER 6FR LCBSH,323
GUIDE LAUNCHER 6FR MP1,323
GUIDE LAUNCHER 6FR MP1SH,323
GUIDE LAUNCHER 6FR MP2,323
GUIDE LAUNCHER 6FR RBU35,323
GUIDE LAUNCHER 6FR RBU4.0,323
GUIDE LAUNCHER 6FR RBU4.0SH,323
GUIDE LAUNCHER 6FR RBU4.5,323
GUIDE LAUNCHER 6FR RBU4.5SH,323
GUIDE LAUNCHER 6FR RCB,323
GUIDE LAUNCHER 6FR RCBSH,323
GUIDE LAUNCHER 6FR SCR3.5,323
GUIDE LAUNCHER 6FR SCR3.5SH,323
GUIDE LAUNCHER 7 FR JL4.0,323
GUIDE LAUNCHER 7FR JR4.5,323
GUIDE LAUNCHER 7FR AL1,323
GUIDE LAUNCHER 7FR AL1.0SH,323
GUIDE LAUNCHER 7FR AL1.5,323
GUIDE LAUNCHER 7FR AL1.5SH,323
GUIDE LAUNCHER 7FR AL2.0,323
GUIDE LAUNCHER 7FR AL3,323
GUIDE LAUNCHER 7FR AL3.0SH,323
GUIDE LAUNCHER 7FR AR1.0,323
GUIDE LAUNCHER 7FR AR2.0,323
GUIDE LAUNCHER 7FR AR2.0SH,323
GUIDE LAUNCHER 7FR EBU3.5SH,323
GUIDE LAUNCHER 7FR EBU4.0,323
GUIDE LAUNCHER 7FR HS1,323
GUIDE LAUNCHER 7FR HS1SH,323
GUIDE LAUNCHER 7FR IMA,323
GUIDE LAUNCHER 7FR IMASH,323
GUIDE LAUNCHER 7FR JCL3.5,323
GUIDE LAUNCHER 7FR JCL4.0,323
GUIDE LAUNCHER 7FR JCL4.5,323
GUIDE LAUNCHER 7FR JCL5.0,323
GUIDE LAUNCHER 7FR JCR4.0,323
GUIDE LAUNCHER 7FR JL3.5,323
GUIDE LAUNCHER 7FR JL4.0SH,323
GUIDE LAUNCHER 7FR JL4.5,323
GUIDE LAUNCHER 7FR JL4.5SH,323
GUIDE LAUNCHER 7FR JL5,323
GUIDE LAUNCHER 7FR JR3.5,323
GUIDE LAUNCHER 7FR JR4.0,323
GUIDE LAUNCHER 7FR LCB,323
GUIDE LAUNCHER 7FR LCBSH,323
GUIDE LAUNCHER 7FR MB2,323
GUIDE LAUNCHER 7FR MB2SH,323
GUIDE LAUNCHER 7FR MP1,323
GUIDE LAUNCHER 7FR MP1SH,323
GUIDE LAUNCHER 7FR RCB,323
GUIDE LAUNCHER 7FR RCBSH,323
GUIDE LAUNCHER EBU3.0 5FR,363
GUIDE LAUNCHER EBU3.0 6FR,363
GUIDE LAUNCHER EBU3.5 5FR,363
GUIDE LAUNCHER EBU3.5 6FR,363
GUIDE LAUNCHER EBU3.75 6FR,363
GUIDE LAUNCHER EBU4.0 5FR,363
GUIDE LAUNCHER EBU4.0 6FR,363
GUIDE LAUNCHER EBU4.5 6FR,363
GUIDE LAUNCHER JCL3.5 6 FR,363
GUIDE LAUNCHER JCL3.5SH 6 FR,363
GUIDE LAUNCHER JCL4.0 6FR,363
GUIDE LAUNCHER JCL4.0SH 6 FR,363
GUIDE LAUNCHER JCL4.5 6 FR,363
GUIDE LAUNCHER JCL4.5SH 6 FR,363
GUIDE LAUNCHER JL3 6 FR,323
GUIDE LEMAITRE STENT,326
GUIDE LUNCHER 5FR SCR4.0,323
GUIDE NDL CLOSED STRL 20-22G,139
GUIDE NDL OPEN STRL 20-22G,144
GUIDE NEEDLE 16-19 GA,83
GUIDE NEURO 6FR/.053/105CM/12CM MP,3444
GUIDE NEURO 6FR/.053/105CM/12CM STRA,3444
GUIDE NEURO 6FR/.053/105CM/6CM MP,3444
GUIDE NEURO 6FR/.053/105CM/6CM STRA,3444
GUIDE NEURO 6FR/.053/115CM/12CM MP,3444
GUIDE NEURO 6FR/.053/115CM/12CM STRA,3444
GUIDE NEURO 6FR/.053/115CM/6CM MP,3444
GUIDE NEURO 6FR/.053/115CM/6CM STRA,3444
GUIDE NEURO 6FR/.070/105/8 MP,3444
GUIDE NEURO 6FR/.070/105/8 STRA,3444
GUIDE NEURO 6FR/.070/95/6 MP,3444
GUIDE NEURO 6FR/.070/95/6 STRA,3444
GUIDE NEUROMAX LONG SHEATH 6FR/.088/80/4 MP (804M),2799
GUIDE NEUROMAX LONG SHEATH 6FR/.088/80/4 STRA,2799
GUIDE NEUROMAX LONG SHEATH 6FR/.088/90/4 MP (904M),2799
GUIDE NEUROMAX LONG SHEATH 6FR/.088/90/4 STRA,2799
GUIDE OPEN NEEDLE 20-22 GA,83
GUIDE PERIPHERAL ASTATO 30 180CM,897
GUIDE PERIPHERAL ASTATO XS20 180CM,897
GUIDE PERIPHERAL ASTATO XS20 300CM,897
GUIDE PERIPHERAL ASTATO XS40 200CM,964
GUIDE PERIPHERAL ASTATO XS40 300CM,964
GUIDE PERIPHERAL GLADIUS 0.014'' 200CM,897
GUIDE PERIPHERAL GLADIUS 0.014'' 300CM,897
GUIDE PERIPHERAL GLADIUS 0.018'' 200CM,897
GUIDE PERIPHERAL GLADIUS 0.018'' 300CM,897
GUIDE PERIPHERAL HALBERD 0.014'' 200CM,952
GUIDE PERIPHERAL HALBERD 0.014'' 300CM,952
GUIDE PERIPHERAL HALBERD 0.018'' 200CM,952
GUIDE PERIPHERAL HALBERD 0.018'' 300CM,952
GUIDE PERIPHERAL PRE-SHAPE GAIA PV 0.018'' 200CM,952
GUIDE PERIPHERAL PRE-SHAPE GAIA PV 0.018'' 300CM,952
"GUIDE PERIPHERAL REGALIA XS 1.0 .014"" 180CM",813
"GUIDE PERIPHERAL REGALIA XS 1.0 .014"" 300CM",813
GUIDE PERIPHERAL TREASURE 12 180CM,897
GUIDE PERIPHERAL TREASURE FLOPPY 190CM,2124
GUIDE PERIPHERAL TREASURE FLOPPY 300CM,897
GUIDE PROBE 11GA,57
GUIDE PROBE 14GA,48
GUIDE SIGNATURE KNEE (ALL SZS),5688
GUIDE SUTURE GABBY FRATER,603
GUIDE TRACER HYBRID WIRE 25967,815
GUIDE TRACER METRO WIRE,856
GUIDE TRUMATCH CPI FEM BLOCK SIGMA SZ 1.5,3344
GUIDE TRUMATCH CPI FEM BLOCK SIGMA SZ 2,3344
GUIDE TRUMATCH CPI FEM BLOCK SIGMA SZ 2.5,3344
GUIDE TRUMATCH CPI FEM BLOCK SIGMA SZ 3,3344
GUIDE TRUMATCH CPI FEM BLOCK SIGMA SZ 4,3344
GUIDE TRUMATCH CPI FEM BLOCK SIGMA SZ 5,3344
GUIDE TRUMATCH CPI FEM BLOCK SIGMA SZ 6,3344
GUIDE TRUMATCH CPI TIB BLOCK SIGMA SZ 1.5L,3344
GUIDE TRUMATCH CPI TIB BLOCK SIGMA SZ 1.5R,3344
GUIDE TRUMATCH CPI TIB BLOCK SIGMA SZ 2.5L,3344
GUIDE TRUMATCH CPI TIB BLOCK SIGMA SZ 2.5R,3344
GUIDE TRUMATCH CPI TIB BLOCK SIGMA SZ 2L,3344
GUIDE TRUMATCH CPI TIB BLOCK SIGMA SZ 2R,3344
GUIDE TRUMATCH CPI TIB BLOCK SIGMA SZ 3L,3344
GUIDE TRUMATCH CPI TIB BLOCK SIGMA SZ 3R,3344
GUIDE TRUMATCH CPI TIB BLOCK SIGMA SZ 4L,3344
GUIDE TRUMATCH CPI TIB BLOCK SIGMA SZ 4R,3344
GUIDE TRUMATCH CPI TIB BLOCK SIGMA SZ 5L,3344
GUIDE TRUMATCH CPI TIB BLOCK SIGMA SZ 5R,3344
GUIDE TRUMATCH CPI TIB BLOCK SIGMA SZ 6L,3344
GUIDE TRUMATCH CPI TIB BLOCK SIGMA SZ 6R,3344
GUIDE ULTRA-PRO II NDL,133
GUIDE VISTA BRITE TIP GC 7FR IM,264
GUIDE VISTA BRITE TIP GC 7FR JL3.5,264
GUIDE VISTA BRITE TIP GC 7FR JL4,264
GUIDE VISTA BRITE TIP GC 7FR JR4,264
GUIDE VISTA BRITE TIP GC 7FR RCB,264
GUIDE VISTA BRITE TIP GC 7FR XB3.5,264
GUIDE WIRE W/BALL TIP 3.2MM*98CM,1025
GUIDE WIRE W/BALL TIP 2MM*98CM,1025
GUIDE WORLEY JUMBO CORONARY SINUS,1892
GUIDE WORLEY STD CORONARY SINUS,1892
"GUIDE, PROBE 11 GA",57
"GUIDE, PROBE 14 GA",48
GUIDEAOPCATHETAOPFLUIDAOPDRAINAGE,1643
GUIDECATH MPC 8FR/95CM,383
GUIDECATH MPC ENVOY 6FR/100CM,2289
GUIDECATH VERT 45 VBL 7FR/90CM,525
GUIDELINE V2 CATH 6 FR CPEVAL-344,2622
GUIDELINE V2 CATH 7 FR CPEVAL-344,2622
GUIDEPIN BREADKAWAY 2.5MM,893
GUIDEPIN GLENOID DIA 1.5*300MM,457
GUIDEPIN METAGLENE DIA 2.5MM,767
GUIDEPIN SCREW DIA 1.2*5MM,1197
GUIDEPIN W/SUTURE EYE 2.4MM,420
GUIDEWIRE .018,330
GUIDEWIRE .025*150,259
GUIDEWIRE .062*12 IN,245
GUIDEWIRE .062*6 IN,245
GUIDEWIRE .062*7 IN,120
GUIDEWIRE 013334 SURETAC,73
GUIDEWIRE 1.2*18 IN,177
GUIDEWIRE 2.0 X 240MM,259
GUIDEWIRE 2.4MM DIA BULLET TIP SENTINEL,1024
GUIDEWIRE 2.5*230MM THREADED,323
GUIDEWIRE 3.2*400MM,621
GUIDEWIRE 3.2MM X 1,1019
GUIDEWIRE 3.2MM X 290MM,617
GUIDEWIRE 5658 JAGWIRE STR,958
GUIDEWIRE 630-101 GLIDEWIRE,326
GUIDEWIRE ACUITY WHISPER EDS,643
GUIDEWIRE ACUITY WHISPER VIEW EDS CS-J,643
GUIDEWIRE ADD WIRE,584
GUIDEWIRE AMPLATZ .038 75CM,269
GUIDEWIRE AMPLATZ .038*145CM (640-106) (USE 34939),208
GUIDEWIRE AMPLATZ EX-STIFF TFE W/HEPARIN 35/180,192
GUIDEWIRE AMPLATZ EXTRA STIFF CRVD .032*180 CM,96
GUIDEWIRE AMPLATZ FIXED CORE EXTRA STIFF PTFE 5CM DOUBLE FLEXIBLE TIP 0.035*145 CM,188
GUIDEWIRE AMPLATZ STIFF .025*145CM,355
GUIDEWIRE AMPLATZ STRAIGHT SHORT TIP 145CM,157
GUIDEWIRE AMPLATZ SUPER STIFF .038*180CM,270
GUIDEWIRE AMPLATZ SUPER STIFF SHORT TIP 260 1CM,270
GUIDEWIRE AMPLATZ SUPER STIFF ST .035*145CM,270
GUIDEWIRE AMPLATZ SUPERSTIFF .035/6/180CM STR,355
GUIDEWIRE AMPLATZ SUPERSTIFF .035/6/260CM J TIP,355
GUIDEWIRE AMPLATZ SUPERSTIFF .035/6/260CM STR,355
GUIDEWIRE AMPLATZ SUPERSTIFF J .035/6/180CM,322
GUIDEWIRE ANGLED .018,430
GUIDEWIRE ANGLED .035 IN 150CM,274
GUIDEWIRE ASAHI ASTATO 30 300CM,1128
GUIDEWIRE ASAHI CONFIANZA PRO 9*.014/0.009*180CM,876
GUIDEWIRE ASAHI FIELDER XT PTCA W/HYDROPHILIC COATING J TIP 190 CMCM,833
GUIDEWIRE ASAHI FIELDER XT PTCA 300CM STRA TIP,637
GUIDEWIRE ASAHI MIRACLE BROS 3*.014*180CM,876
GUIDEWIRE ASAHI MIRACLE BROS 6.5*.014*180CM,876
GUIDEWIRE ASAHI SION BLKUE 180CM STRA TIP,876
GUIDEWIRE ASAHI SION BLUE STRAIGHT 180CM TORQUE,700
GUIDEWIRE ASAHI SION BLUE STRAIGHT 300CM,700
GUIDEWIRE ASAHI TREASURE 12 300CM,1128
GUIDEWIRE ATTAIN HYBRID GWR419378,1311
GUIDEWIRE ATTAIN HYBRID GWR419388,1311
GUIDEWIRE ATTAIN HYBRID GWR488,1311
GUIDEWIRE ATTAIN HYBRID GWR588,1414
GUIDEWIRE ATTAIN HYBRID GWR678 98CM,1311
GUIDEWIRE ATTAIN HYBRID GWR688 96CM,1311
GUIDEWIRE ATTAIN HYBRID GWR978,1311
GUIDEWIRE BALANCE HEAVYWEIGHT 190CM,493
GUIDEWIRE BALL NOSE 3.0MM X 100CM,996
GUIDEWIRE BALL NOSE 3.0MM X 80CM,996
GUIDEWIRE BALL TIP 3*750MM,1234
GUIDEWIRE BENTSON .035 W/15CM FLEXTIP,142
GUIDEWIRE BENTSON .035/180/15 STRAIGHT,107
GUIDEWIRE BENTSON 80CM,53
GUIDEWIRE BENTSON EXCHANGE TSFB-35-260-BH,153
GUIDEWIRE BENTSON STRA W/O HEPARIN .035/150,113
GUIDEWIRE BENTSON STRAIGHT FIXED CORE 260CM,114
GUIDEWIRE BLUNT,1272
GUIDEWIRE BMW ELITE 190CM,485
GUIDEWIRE BMW STRAIGHT TIP .014*190CM,492
GUIDEWIRE BMW UNIVERSAL 190CM,492
GUIDEWIRE BMW UNIVERSAL 300CM,493
GUIDEWIRE CALIBRATED 3.2*300MM,822
GUIDEWIRE CALIBRATED 3/32X9 1/2-71/2IN TRO 6,455
GUIDEWIRE CATH CPS DUO 195 CM EXTRA FIRM,347
GUIDEWIRE CATH CPS DUO 195 CM FIRM,347
GUIDEWIRE CATH CPS DUO 195 CM SOFT,347
GUIDEWIRE CHIKAI 0.014*200CM,2290
GUIDEWIRE CHIKAI 0.014*300CM,2290
GUIDEWIRE CHOICE PT ES J TIP 182CM,466
GUIDEWIRE CHOICE PT ES STR 182CM,476
GUIDEWIRE CHOICE PT ES STR 300CM,476
GUIDEWIRE CHOICE PT J ES 300 CM,1050
GUIDEWIRE CHOICE PT PLUS J TIP 182CM,1050
GUIDEWIRE CHOICE PT PLUS STR TIP 182CM,1050
GUIDEWIRE CONFIDA BREAKER CURVE 0.035*260CM,993
GUIDEWIRE COPEN NITINOL MANDRIL 125CM,397
GUIDEWIRE COUGAR LS STRA 190,813
GUIDEWIRE COUGAR XT MED SUPPORT STRT TIP,813
GUIDEWIRE COUGAR XT STRA 190,492
GUIDEWIRE DBL FLEX .035/145CM,114
GUIDEWIRE DOC EXTENSION,493
GUIDEWIRE DOUBLE ENDED TROCAR 0.45 IN,212
GUIDEWIRE DOUBLE ENDED TROCAR 0.86 MM,212
GUIDEWIRE DRILL TIP 2.5*200MM,445
GUIDEWIRE DRILL TIP 2.5*300MM,476
GUIDEWIRE DUAL,164
GUIDEWIRE DUALOCK LOCALIZATION 20G*107MM,121
GUIDEWIRE DUALOCK LOCALIZATION 20G*137MM,121
GUIDEWIRE DUALOCK LOCALIZATION 20G*57MM,121
GUIDEWIRE DUALOCK LOCALIZATION 20G*77MM,121
GUIDEWIRE DUOFLEX SPRING .025 IN*33CM,44
GUIDEWIRE EMERALD .025 3MM J 150 LGTH,92
GUIDEWIRE ENDOSCOPIC .038 IN DIA 145 CM FLEX TIP FIXED CORE NON HYDROPHILIC RADIOPAQUE STAINLESS DIS,103
GUIDEWIRE FATHOM 16 CM,1859
GUIDEWIRE FEMUR FINDER 3.0MM*100MM,779
GUIDEWIRE FIXED CORE CURVED,106
GUIDEWIRE FIXED CORE H/D .038 145CM PTFE COATED,96
GUIDEWIRE FIXED CORE H/D PTFE 3CM TIP 0.035*145CM,96
GUIDEWIRE FIXED CORE SAF T-J CURVE,93
GUIDEWIRE FIXED CORE SAFE-T-J .035*80,70
GUIDEWIRE FIXED CORE TSCF-25-145-7.5,224
GUIDEWIRE FLOPPY CHOICE 300CM,601
GUIDEWIRE FOR 4.5MM CANN SCREWS 1.6MM,262
GUIDEWIRE FOR USE W/2 PIN PASSER,179
GUIDEWIRE FORTE EXTRA SUPPORT 185CM,558
GUIDEWIRE FORTE EXTRA SUPPORT 300CM,558
GUIDEWIRE GLIDEWIRE .035/180CM/ANGLED,275
GUIDEWIRE GLIDEWIRE .035/180CM/ANGLED STIFF,386
GUIDEWIRE GLIDEWIRE .035/180CM/STR,391
GUIDEWIRE GLIDEWIRE .035/260CM/ANGLED,275
GUIDEWIRE GLIDEWIRE .035/260CM/ANGLED STIFF,275
GUIDEWIRE GLIDEWIRE .035/260CM/STR,391
GUIDEWIRE GLIDEWIRE .035/260CM/STR STIFF,391
GUIDEWIRE GLIDEWIRE .038/150CM/ANGLED TIP,248
GUIDEWIRE GLIDEWIRE .038/180CM/ANGLED TIP,275
GUIDEWIRE GLIDEWIRE GT 90/60/.018/180,1385
GUIDEWIRE GLIDEWIRE TAPERED .035*150CM,274
GUIDEWIRE GRAND SLAM .014*180CM,488
GUIDEWIRE GRAND SLAM .014*300CM,488
GUIDEWIRE GUIDANT BI-VENTRICULAR,708
GUIDEWIRE GWR419578 98CM GLOBAL CE,1185
GUIDEWIRE HALO,1180
GUIDEWIRE HERBERT WHIPPLE .038,166
GUIDEWIRE HI TORQUE WHISPERWIRE ES 190CM STRA TIP,478
GUIDEWIRE HI TORQUE WIGGLE,432
GUIDEWIRE HIGH PERFORM NOVAGOLD 260CM 0.018,1068
GUIDEWIRE HI-TORQUE PILOT 150 .014 STRAIGHT TIP 3.0 CM X 300 CM,833
GUIDEWIRE HI-WIRE 3CM ANGLED TIP 0.035*150CM,239
GUIDEWIRE HI-WIRE STD BODY 3CM STRA .025 X 150CM,211
GUIDEWIRE HI-WIRE STIFF 3CM STRA TIP .025 150CM,331
GUIDEWIRE INQWIRE .035 150CM STRAIGHT,59
GUIDEWIRE INQWIRE BENTSON DIAG .035 150CM STRA TIP,79
GUIDEWIRE INQWIRE BENTSON DIAG .035 180CM STRA TIP,73
GUIDEWIRE INQWIRE BENTSON DIAG .035 260CM STRA TIP,72
GUIDEWIRE INQWIRE DIAG 3MM J-TIP .089MM 150CM,57
GUIDEWIRE INQWIRE DIAG 3MM J-TIP .089MM 180CM,66
GUIDEWIRE INQWIRE DIAG 3MM J-TIP .089MM 260CM,85
GUIDEWIRE INQWIRE ROSEN .035 180CM 1.5MM J-TIP,91
GUIDEWIRE INQWIRE STD DIAG .035 150CM 15MM J-TIP,56
GUIDEWIRE INQWIRE SUPER STIFF DIAG .035 150CM STRA TIP,150
GUIDEWIRE IQ MARKER FLOPPY STR 185CM,558
GUIDEWIRE IRONMAN .04 190CM,491
GUIDEWIRE IRONMAN .04 300CM,491
GUIDEWIRE J .032 3MM,44
GUIDEWIRE J .035 X 260 X 1.5,85
GUIDEWIRE J 3MM 145CM,62
GUIDEWIRE J 3MM 175CM,77
GUIDEWIRE J 3MM 260CM,106
GUIDEWIRE J STIFFED BOD .038*150CM,145
GUIDEWIRE KEY FREE CALIB 3.2MM,146
GUIDEWIRE KINETIX CPEVAL-307,1068
GUIDEWIRE KINETIX PLUS CPEVAL-307,493
GUIDEWIRE LAUREATE HYDROPHILIC STD ANG .035/150CM,238
GUIDEWIRE LAUREATE HYDROPHILIC STD ANG .035/180CM,251
GUIDEWIRE LAUREATE HYDROPHILIC STD ANG .035/260CM,251
GUIDEWIRE LAUREATE HYDROPHILIC STD ANG .038/1800CM,251
GUIDEWIRE LAUREATE HYDROPHILIC STD STRA .035/1800CM,251
GUIDEWIRE LAUREATE HYDROPHILIC STD/STRA TIP .035*150CM,206
GUIDEWIRE LAUREATE HYDROPHILIC STIFF ANG .035/150CM,184
GUIDEWIRE LAUREATE HYDROPHILIC STIFF ANG .035/180CM,251
GUIDEWIRE LAUREATE HYDROPHILIC STIFF ANG .035/260CM,251
GUIDEWIRE LAUREATE HYDROPHILIC STIFF STRA .035/260CM,251
GUIDEWIRE LAUREATE HYDROPHILIC STRA .025/150CM,238
GUIDEWIRE LUBRI-GLIDE .038*150,341
GUIDEWIRE LUGE 300CM,1154
GUIDEWIRE LUGE STR 182CM,887
GUIDEWIRE LUNDERQUIST EX-STIFF,672
GUIDEWIRE LUNDERQUIST-RING TORQUE,276
GUIDEWIRE LUNDERQUIST-RINGE TORQUE 0.35,194
GUIDEWIRE LVZRXT180J ZINGRXT CRM J180 HYD,432
GUIDEWIRE LVZRXT180S ZINGRXT CRM 180 S HY,432
GUIDEWIRE MAILMAN SUPER SUPPORT 182CM,558
GUIDEWIRE MAX TORQUE BLUE 2.3MM,169
GUIDEWIRE MOTION HYBRID 0.35*150CM STRA 3CM TIP,280
GUIDEWIRE NEWTON .018*150,83
GUIDEWIRE NEWTON .018*150,83
GUIDEWIRE NEWTON CEREBRAL LLT .035,102
GUIDEWIRE NEWTON CEREBRAL LT .035,102
GUIDEWIRE NEWTON STRAIGHT FIXED CORE 145CM,164
GUIDEWIRE NITINOL .018/60,397
GUIDEWIRE NITINOL 60CM REPLACED W/ITEM #21412,397
GUIDEWIRE NITINOL CORE HI-WIRE 3CM STRA 0.035*150CM,239
GUIDEWIRE NITREX .018,412
GUIDEWIRE NITREX .025-180-LT,412
GUIDEWIRE NIT-VU 80CM,893
GUIDEWIRE NON-THREAD W/FLUTES 2.8*300*150MM CALIBRA,701
GUIDEWIRE NON-THREADED 1.1*150MM,222
GUIDEWIRE NON-THREADED W/SPADE PT 2.0*230MM,278
GUIDEWIRE PALLADIUM COIL TIP 0.018 IN 40MM,118
GUIDEWIRE PILOT HI-TORQUE STR 50 190CM,496
GUIDEWIRE PILOT STR 150,503
GUIDEWIRE PIPLEINE LS BLUNT,420
GUIDEWIRE PIPLEINE LS SHARP,420
GUIDEWIRE PLATINUM PLUS 260CM,683
GUIDEWIRE PLATINUM PLUS STR 180CM,466
GUIDEWIRE PLATINUM PLUS STR 300CM,466
GUIDEWIRE PORTER .014 12 GR,1023
GUIDEWIRE PORTER 6 GA 0.014 300CM,925
GUIDEWIRE POSITIVE PLACEMENT (SUB IS HEMM# 125123),65
GUIDEWIRE PRESTIGE PRIMEWIRE HYDROPHILIC STRA TIP 185CM,3696
GUIDEWIRE PRESTIGE PRIMEWIRE STRA TIP 185CM,3696
GUIDEWIRE PT2 LIGHT SUPPORT STR 185CM,432
GUIDEWIRE PT2 MODERATE SUPPORT STR 185CM,432
GUIDEWIRE RELIEVA VIGOR SINUS,956
GUIDEWIRE ROADRUNNER NIMBLE HYDROPHILIC,295
GUIDEWIRE ROADRUNNER PC DOUBLE FLEX 0.035*145CM,233
GUIDEWIRE ROADRUNNER RFPC 35*145CM,235
GUIDEWIRE ROADRUNNER RFSPC 35*145CM,235
GUIDEWIRE ROSEN,188
GUIDEWIRE ROSEN EXCHANGE THSCF-35-260-1.5-ROSEN-BH,188
GUIDEWIRE ROSEN PTFE .035*145,71
GUIDEWIRE ROTAWIRE EXTRA SUPPORT 325CM,863
GUIDEWIRE ROTAWIRE FLOPPY,802
GUIDEWIRE RR STRA,804
GUIDEWIRE SAFARI2 XSM CURVE,1778
GUIDEWIRE SAFE-T-J CRVD FIXED CORE 38-80-3,106
GUIDEWIRE SAFE-T-J CRVD FIXED CORE TSCF0251451.5BH,191
GUIDEWIRE SAFE-T-J EXCHANGE FSCF-35-260-3-BH,166
GUIDEWIRE SAFE-T-J FIXED .032*180CM*3MM CVD (USE# 42964 ONCE COOK STOCK OF G02335 IS DEPLETED),107
GUIDEWIRE SAFE-T-J FIXED CORE 260CM,124
GUIDEWIRE SAFE-T-J FIXED CORE EXCHG .035*180CM*6CM,72
GUIDEWIRE SAFE-T-J TIP .032*260,229
GUIDEWIRE SAFE-T-J TIP 025*50CM,78
GUIDEWIRE SENSOR ANGLED TIP .035*150CM,378
GUIDEWIRE SENSOR STRAIGHT TIP .038*150CM,378
GUIDEWIRE SPARTACORE .014/190CM,889
GUIDEWIRE SPARTACORE .014/300CM,889
GUIDEWIRE SPORT 300CM,432
GUIDEWIRE SPRING .018 X .46,312
GUIDEWIRE SPRING 50CM,106
GUIDEWIRE SS .018/45CM,110
GUIDEWIRE SS FOR MICROPUNCTURE KIT,116
GUIDEWIRE STARTER BENTSON .035/150,102
GUIDEWIRE STARTER J,89
GUIDEWIRE STARTER J 35/150 15MM,73
GUIDEWIRE STARTER J 35/150 3MM,89
GUIDEWIRE STARTER J 35/180 3MM,101
GUIDEWIRE STARTER J 35/260 3MM,120
GUIDEWIRE STD HI TORQUE .018,772
GUIDEWIRE STEERABLE CARDIOMEMS TRITON NITINOL ALLOY .018 IN DIA 260 CM 3 CM COIL TIP,1906
GUIDEWIRE STIFF GLIDEWIRE .035/150CM ANGLED,355
GUIDEWIRE STORQ MODIFIED J 180CM,401
GUIDEWIRE STORQ MODIFIED J 300CM,510
GUIDEWIRE STR .035/10,3169
GUIDEWIRE STR 260MM LENGTH,56
GUIDEWIRE STR CHOICE PLUS .014,469
GUIDEWIRE STR TSF-18-145-BH,128
GUIDEWIRE STRAIGHT FIXED CORE 145CM,98
GUIDEWIRE STRAIGHT TSF-18-145-BH,156
GUIDEWIRE SUPERSTIFF .032,132
GUIDEWIRE SUPRACORE 300CM .035,774
GUIDEWIRE SYNCHRO2 SOFT PRE-SHAPED 200CM,2772
GUIDEWIRE SYNCHRO2 SOFT PRE-SHAPED 300CM,3436
GUIDEWIRE SYNCHRO2 SOFT STD 300CM,3060
GUIDEWIRE SYNCHRO2 STD PRE-SHAPED 200CM,2772
GUIDEWIRE SYNCHRO2 STD PRE-SHAPED 300CM,3436
GUIDEWIRE TAD II,911
GUIDEWIRE TAD II TAPERED STEERABLE,911
GUIDEWIRE TEFLON .025*150 CM,83
GUIDEWIRE TEFLON CRVD TSCF-38-125-3-BH,191
GUIDEWIRE TEFLON CRVD TSCF3814515BH,191
GUIDEWIRE TEFLON CRVD TSCF381453BH,191
GUIDEWIRE TEFLON J CRVD TSCF-35-145-15-BH,191
GUIDEWIRE TEFLON TSCF-25-145-7.5BH,318
GUIDEWIRE TEFLON TSCF-38-125-1.5,191
GUIDEWIRE THREAD 1.25*150MM,226
GUIDEWIRE THREADED 1.1*150MM,229
GUIDEWIRE THREADED NON-COLOR W/SPADE PT 2.0*230MM,293
GUIDEWIRE THREADED TIP 3.2MM,589
GUIDEWIRE THRU WAY LONG TAPER STRA 190CM,588
GUIDEWIRE THRU WAY SHORT TAPER STRA .018*300CM,709
GUIDEWIRE THRU WAY SHORT TAPER STRA 190CM,588
GUIDEWIRE THSCF35-180-1.5 ROSEN J,188
GUIDEWIRE THSF COOK,110
GUIDEWIRE THSF-21-480 21MM*480CM,390
GUIDEWIRE THSF-38-145-BH,110
GUIDEWIRE THUNDER STRA 190,492
GUIDEWIRE TRANSCEND .010/205 CM,2290
GUIDEWIRE TRANSCEND 165CM * 0.14,1235
GUIDEWIRE TRANSCEND EXTRA SUPPORT 300CM,2542
GUIDEWIRE TRANSCEND FLOPPY 300CM,2542
GUIDEWIRE TRANSEND FLOPPY .014/205CM,2646
GUIDEWIRE TRANSEND SOFT .014/205CM,2646
GUIDEWIRE TRANSEND STD .014/182CM,2290
GUIDEWIRE TRAVERSE .014,432
GUIDEWIRE TROCAR PT THREAD 2.8*300MM,340
GUIDEWIRE TROCAR TIP 0.045 IN (ORDER QTY OF 6),156
GUIDEWIRE TROCAR TIP 0.86 MM (ORDER QTY OF 6),156
GUIDEWIRE TSCF-35-145-3-BH,106
GUIDEWIRE TSF-38-50 STR (MIN 5),156
GUIDEWIRE V-18,664
GUIDEWIRE V-18 .018/12/300CM WIRE,664
GUIDEWIRE V-18 .018/8/150CM CONTROL WIRE,579
GUIDEWIRE VERSATURN STRAIGHT HYDROPHILIC COATED TIP 190CM,393
GUIDEWIRE VIPER 2 BLUNT,1301
GUIDEWIRE W/ TROCAR TIP 0.078 IN X 2.0MM,76
GUIDEWIRE W/TROCAR TIP NONTHREADED 0.094 IN /2.4MM X 12 IN/30MM,45
GUIDEWIRE W/TROCAR TIP NONTHREADED 0.094 IN /2.4MM X 8 IN/20MM,45
