"Charge name","Charge procedure master #","Revenue ID","Associated Cost Centers & NAME","HOSPITAL BILLING DEFAULT TECH FEE SCHEDULE","Fee Schedule Year"
"HC APPLICATION FINGER SPLINT STATIC","H4500198","0450","20 EMERGENCY ROOM NURSING 20 PHYSICAL THERAPY O/P 20 PHYSICAL THERAPY I/P 20 OUTPATIENT REHAB CORK ST 25 EMERGENCY ROOM 25 PHYSICAL THERAPY I/P 25 OCCUPATIONAL THERAPY O/P 25 S.N.F.-OCCUPATIONAL THERAPY 30 EMERGENCY ROOM NURSING 30 OCCUPATIONAL THERAPY 45 EMERGENCY ROOM 45 OCCUPATIONAL THERAPY 55 EMERGENCY ROOM NURSING 55 PHYSICAL THERAPY I/P 80 EMERGENCY ROOM NURSING 80 REHAB OCCUPATIONAL THERAPY","$408.00","2018"
"HC CONTROL NASAL HEMRRG POSTERIOR W/ NASAL PACKS&/CAUTERY 1ST","H4500199","0450","20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 55 EMERGENCY ROOM NURSING 80 EMERGENCY ROOM NURSING 20 CLINICAL OBSERVATION UNIT 20 WMC SHORT STAY UNIT","$518.00","2018"
"HC CONTROL NASAL HEMRRG POSTERIOR NASAL PACKS&/CAUTERY SBSQ","H4500200","0450","20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 55 EMERGENCY ROOM NURSING","$518.00","2018"
"HC NASAL ENDOSCOPY DX UNI/BI SEPARATE PROC","H4500201","0450","20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 55 EMERGENCY ROOM NURSING","$88.00","2018"
"HC INTUBATION ENDOTRACHEAL EMERG PROC","H4500202","0450","20 RESPIRATORY THERAPY 20 EMERGENCY ROOM NURSING 25 MEDICAL/SURGICAL 25 RESPIRATORY THERAPY 25 EMERGENCY ROOM 30 RESPIRATORY THERAPY 30 EMERGENCY ROOM NURSING 45 RESPIRATORY THERAPY 45 EMERGENCY ROOM 55 RESPIRATORY THERAPY 55 EMERGENCY ROOM NURSING 80 MEDICAL/SURGICAL 80 RESPIRATORY CARE 80 EMERGENCY ROOM NURSING 20 PROCEDURES - CRITICAL CARE 20 NEONATAL SUPPLIES & SERV 20 NEONATAL INTENSIVE CARE 20 LABOR & DELIVERY 25 INTENSIVE CARE","$1,056.00","2018"
"HC TRACHEOTOMY TUBE CHANGE PRIOR TO FISTULA TRACT","H4500203","0450","20 GI/ENDO/GEN MED 20 MED TELEMETRY STEP- DOWN 20 MEDICAL ONCOLOGY 20 NEURO SURGICAL 20 ORTHOPAEDICS 20 4 SURGICAL 20 SURG TELEMETRY STEP-DOWN 20 PEDIATRICS 20 PSYCHIATRIC 20 MOTHER/BABY NURSING 20 NEONATAL INTENSIVE CARE 20 CRITICAL CARE STEP DOWN 20 PULMONARY CARE 20 RESPIRATORY THERAPY 20 LABOR & DELIVERY 20 CLINICAL OBSERVATION UNIT 20 PROCEDURES - CRITICAL CARE 20 EMERGENCY ROOM NURSING 25 MEDICAL/SURGICAL 25 RESPIRATORY THERAPY 25 EMERGENCY ROOM 30 RESPIRATORY THERAPY 30 EMERGENCY ROOM NURSING 45 RESPIRATORY THERAPY 45 EMERGENCY ROOM 55 RESPIRATORY THERAPY 80 MEDICAL/SURGICAL 80 EMERGENCY ROOM NURSING GEROPSYCH 20 TRACH & PEG CLINIC 20 MEDICAL OVERFLOW UNIT","$552.00","2018"
"HC LARYNGOSCOPY INDIRECT DX SEPARATE PROC","H4500204","0450","20 CRITICAL CARE STEP DOWN 20 PROCEDURES - CRITICAL CARE 20 EMERGENCY ROOM NURSING 25 INTENSIVE CARE 25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 80 EMERGENCY ROOM NURSING","$508.00","2018"
"HC LARYNGOSCOPY INDIRECT W/REMOVAL FOREIGN BODY","H4500205","0450","20 EMERGENCY ROOM NURSING 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM","$508.00","2018"
"HC LARYNGOSCOPY W/W/O TRACHEOSCOPY ASPIRATION","H4500206","0450","20 EMERGENCY ROOM NURSING","$587.00","2018"
"HC TRACHEOSTOMY EMERG PROC TRANSTRACHEAL","H4500207","0450","20 GI/ENDO/GEN MED 20 MED TELEMETRY STEP- DOWN 20 MEDICAL ONCOLOGY 20 NEURO SURGICAL 20 ORTHOPAEDICS 20 4 SURGICAL 20 SURG TELEMETRY STEP-DOWN 20 PSYCHIATRIC 20 MOTHER/BABY NURSING 20 NEONATAL INTENSIVE CARE 20 PULMONARY CARE 20 REHABILITATION UNIT 20 LABOR & DELIVERY 20 CLINICAL OBSERVATION UNIT 20 PROCEDURES - CRITICAL CARE 20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 30 INTENSIVE CARE 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 55 RESPIRATORY THERAPY 20 RESPIRATORY THERAPY 80 EMERGENCY ROOM NURSING 25 RESPIRATORY THERAPY 30 RESPIRATORY THERAPY 45 RESPIRATORY THERAPY 80 RESPIRATORY CARE GEROPSYCH 20 MEDICAL OVERFLOW UNIT 20 WMC SHORT STAY UNIT","$2,910.00","2018"
"HC TRACHEOSTOMY EMERG CRICOTHYROID MEMBRANE","H4500208","0450","20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 80 EMERGENCY ROOM NURSING","$2,910.00","2018"
"HC TRACHEOBRNCHSC THRU EST TRACHS INCISN","H4500209","0450","20 RESPIRATORY THERAPY 20 EMERGENCY ROOM NURSING","$2,040.00","2018"
"HC BRONCHOSCOPY W/ REMOVAL FOREIGN BODY","H4500210","0450","20 RESPIRATORY THERAPY 20 EMERGENCY ROOM NURSING","$2,040.00","2018"
"HC THORACOTOMY W/ CARDIAC MASSAGE","H4500211","0450","20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 80 EMERGENCY ROOM NURSING","$1,323.00","2018"
"HC TUBE THORACOSTOMY W/ WATER SEAL OPEN","H4500212","0450","20 GI/ENDO/GEN MED 20 MED TELEMETRY STEP- DOWN 20 MEDICAL ONCOLOGY 20 NEURO SURGICAL 20 ORTHOPAEDICS 20 4 SURGICAL 20 SURG TELEMETRY STEP-DOWN 20 PEDIATRICS 20 PSYCHIATRIC 20 MOTHER/BABY NURSING 20 NEONATAL INTENSIVE CARE 20 CRITICAL CARE STEP DOWN 20 PULMONARY CARE 20 REHABILITATION UNIT 20 LABOR & DELIVERY 20 CLINICAL OBSERVATION UNIT 20 PROCEDURES - CRITICAL CARE 20 EMERGENCY ROOM NURSING 20 CT SCAN - RADIOLOGY 20 ULTRASOUND- RADIOLOGY 25 MEDICAL/SURGICAL 25 INTENSIVE CARE 25 EMERGENCY ROOM 30 MEDICAL/SURGICAL 30 INTENSIVE CARE 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 55 MEDICAL/SURGICAL 55 EMERGENCY ROOM NURSING 80 MEDICAL/SURGICAL 80 EMERGENCY ROOM NURSING GEROPSYCH 20 SPECIAL PROCEDURES 20 TRAUMA CENTER  20 MEDICAL OVERFLOW UNIT  20 WMC SHORT STAY UNIT","$1,165.00","2018"
"HC REPAIR BLOOD VESSEL DIR UPPER EXTR","H4500213","0450","20 EMERGENCY ROOM NURSING","$4,200.00","2018"
"HC REPAIR BLOOD VESSEL DIR LOWER EXTR","H4500214","0450","20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 55 EMERGENCY ROOM NURSING 80 EMERGENCY ROOM NURSING","$2,995.00","2018"
"HC VENIPUNCTURE CUTDOWN UNDER AGE 1 YR","H4500215","0450","20 EMERGENCY ROOM NURSING 25 LABOR & DELIVERY 25 EMERGENCY ROOM 55 EMERGENCY ROOM NURSING 80 EMERGENCY ROOM NURSING","$1,170.00","2018"
"HC VENIPUNCTURE CUTDOWN AGE 1 YR/>","H4500216","0450","20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 55 EMERGENCY ROOM NURSING 80 EMERGENCY ROOM NURSING","$1,170.00","2018"
"HC PLACEMENT NDL INTRAOSSEOUS INFUSION","H4500217","0450","20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 80 EMERGENCY ROOM NURSING 55 EMERGENCY ROOM NURSING","$389.00","2018"
"HC LIGATION/BIOPSY TEMP ARTERY","H4500218","0450","20 EMERGENCY ROOM NURSING","$927.00","2018"
"HC REPAIR RPR LIP FULL THICKNESS VERMILION ONLY","H4500219","0450","20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 80 EMERGENCY ROOM NURSING 55 EMERGENCY ROOM NURSING","$2,809.00","2018"
"HC REPAIR LIP FULL THKNS >ONE-HALF VERT HEIGHT/CMPLX","H4500220","0450","20 EMERGENCY ROOM NURSING","$1,324.00","2018"
"HC DRAINAGE ABSC/CYST/HMTMA/VESTIBULE MOUTH SMPL","H4500221","0450","20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 80 EMERGENCY ROOM NURSING 55 EMERGENCY ROOM NURSING","$412.00","2018"
"HC REMOVAL EMBEDDED FOREIGN BODY VESTIBULE MOUTH SMPL","H4500222","0450","20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 55 EMERGENCY ROOM NURSING 80 EMERGENCY ROOM NURSING","$446.00","2018"
"HC INCISN LABIAL FRENUM FRENOTOMY","H4500223","0450","20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 55 EMERGENCY ROOM NURSING 80 EMERGENCY ROOM NURSING","$444.00","2018"
"HC CLOSURE LACERATION VESTIBULE MOUTH 2.5 CM/<","H4500224","0450","20 EMERGENCY ROOM NURSING 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 55 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM","$393.00","2018"
"HC CLOSURE LACERATION VESTIBULE MOUTH > 2.5 CM CMPLX","H4500225","0450","20 EMERGENCY ROOM NURSING 55 EMERGENCY ROOM NURSING","$2,809.00","2018"
"HC REPAIR LACERATION 2.5 CM/< MOUTH&/ANT TWO-THIRDS TONG","H4500226","0450","20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 80 EMERGENCY ROOM NURSING","$393.00","2018"
"HC REPAIR LACERATION 2.5 CM/< PST ONE-THIRD TONGUE","H4500227","0450","20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 55 EMERGENCY ROOM NURSING 80 EMERGENCY ROOM NURSING","$2,609.00","2018"
"HC REPAIR RPR LAC TONGUE FLOOR MOUTH > 2.6 CM/CMPLX","H4500228","0450","20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 80 EMERGENCY ROOM NURSING","$1,696.00","2018"
"HC DRAINAGE ABSC/CYST/HMTMA DENTOALVEOLAR STRUCT","H4500229","0450","20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 80 EMERGENCY ROOM NURSING 55 EMERGENCY ROOM NURSING","$392.00","2018"
"HC DRAINAGE ABSC PALATE/UVULA","H4500230","0450","20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM","$393.00","2018"
"HC REMOVAL SALIVARY STONE","H4500231","0450","20 EMERGENCY ROOM NURSING 80 EMERGENCY ROOM NURSING","$1,272.00","2018"
"HC DRAINAGE OF TONSIL ABSC PERITONSILLAR","H4500232","0450","20 PEDIATRICS 20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING","$392.00","2018"
"HC REMOVAL FOREIGN BODY PHARYNX","H4500233","0450","20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 55 EMERGENCY ROOM NURSING 80 EMERGENCY ROOM NURSING","$393.00","2018"
"HC CONTROL OROPHARYNGEAL HEMORR SMPL","H4500234","0450","20 EMERGENCY ROOM NURSING 55 EMERGENCY ROOM NURSING","$309.00","2018"
"HC ESPHGSC RGD/FLX DX W/WO COLLJ SPEC BR/WA SPX","H4500235","0450","20 EMERGENCY ROOM NURSING","$853.00","2018"
"HC UPPER GI ENDOSCOPY DX W/W/O COLLECTION SPECIMEN","H4500236","0450","20 EMERGENCY ROOM NURSING","$1,602.00","2018"
"HC UPPER GI ENDOSCOPY W/ BIOPSY SNGL/MULTI","H4500237","0450","20 EMERGENCY ROOM NURSING","$1,004.00","2018"
"HC GASTRIC INTUBAT/ASPIR W/ PHYS SKILL/LAVAGE","H4500238","0450","20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 55 EMERGENCY ROOM NURSING 80 EMERGENCY ROOM NURSING","$165.00","2018"
"HC PROCTOSGMDSC RIGID DX W/W/O COLLECTION SPEC BRUSH/WASH SEPARATE PROC","H4500239","0450","20 EMERGENCY ROOM NURSING 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 55 MEDICAL/SURGICAL","$669.00","2018"
"HC REDUCTION PROCIDENTIA UNDER ANES SEPARATE PROC","H4500240","0450","20 EMERGENCY ROOM NURSING 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM","$575.00","2018"
"HC I&D ISCHIORECTAL/PERIRECTAL ABSCESS SEPARATE PROC","H4500241","0450","20 EMERGENCY ROOM NURSING 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 80 EMERGENCY ROOM NURSING 55 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 80 SURGICAL SERVICES PRACTICE PB 80 WAR MULTISPEC - SURG SER FACILITY","$609.00","2018"
"HC I&D INTRAMURAL/INTRAMUSCULAR/SUBMUC ABSCESS TRANSANAL ANES","H4500242","0450","20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM","$2,495.00","2018"
"HC I&D PERIANAL ABSCESS SUPERFICIAL","H4500243","0450","20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 55 EMERGENCY ROOM NURSING 80 EMERGENCY ROOM NURSING","$609.00","2018"
"HC I&D THROMBOSED HEMORRHOID EXTERNAL","H4500244","0450","20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 55 EMERGENCY ROOM NURSING 80 EMERGENCY ROOM NURSING 20 OBED 80 SURGICAL SERVICES PRACTICE PB 80 WAR MULTISPEC - SURG SER FACILITY 80 BERKLEY SPRINGS INTERNAL MED PB 80 WAR INT MED -BSIM FACILITY","$548.00","2018"
"HC EXCISION MULTI EXTERNAL PAPILLAE/TAGS ANUS","H4500245","0450","20 EMERGENCY ROOM NURSING 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM","$3,005.00","2018"
"HC HEMORRHOIDECTOMY EXTRNL 2/> COLUMN/GROUP","H4500246","0450","20 EMERGENCY ROOM NURSING","$3,549.00","2018"
"HC EXCISION THROMBOSED HEMORR EXTRNL","H4500247","0450","20 EMERGENCY ROOM NURSING 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 55 EMERGENCY ROOM NURSING 80 EMERGENCY ROOM NURSING 80 SURGICAL SERVICES PRACTICE PB 80 WAR MULTISPEC - SURG SER FACILITY","$2,296.00","2018"
"HC ANOSCOPY W/ REMOVAL FOREIGN BODY","H4500248","0450","20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 80 EMERGENCY ROOM NURSING","$483.00","2018"
"HC HEMORRHOIDECTOMY INTRNL LIG OTH THAN RBBR BAND 1 COL/GRP","H4500249","0450","20 EMERGENCY ROOM NURSING","$1,776.00","2018"
"HC PERITONEAL LAVAGE W/W/O IMAGING GUID","H4500250","0450","20 EMERGENCY ROOM NURSING 20 SPECIAL PROCEDURES 20 ULTRASOUND- RADIOLOGY 25 EMERGENCY ROOM 25 ULTRASOUND- RADIOLOGY 30 EMERGENCY ROOM NURSING 30 RADIOLOGY ULTRASOUND 45 EMERGENCY ROOM 45 RADIOLOGY 55 EMERGENCY ROOM NURSING 80 EMERGENCY ROOM NURSING 80 RADIOLOGY-ULTRASOUND","$875.00","2018"
"HC DILATION URET STRICTURE DILATOR MALE 1ST","H4500251","0450","20 EMERGENCY ROOM NURSING","$351.00","2018"
"HC IRRIGATION CORPORA CAVERNOSA PRIAPISM","H4500252","0450","20 EMERGENCY ROOM NURSING","$491.00","2018"
"HC I&D EPIDIDYMIS TESTIS/SCROTAL SPACE","H4500253","0450","20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 55 EMERGENCY ROOM NURSING 80 EMERGENCY ROOM NURSING","$2,594.00","2018"
"HC DRAINAGE SCROTAL WALL ABSCESS","H4500254","0450","20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 80 EMERGENCY ROOM NURSING 20 CLINICAL OBSERVATION UNIT 20 WMC SHORT STAY UNIT 55 EMERGENCY ROOM NURSING","$852.00","2018"
"HC I&D OF BARTHOLINS GLAND ABSCESS","H4500255","0450","20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 55 EMERGENCY ROOM NURSING 80 EMERGENCY ROOM NURSING 80 SURGICAL SERVICES PRACTICE PB 80 WAR MULTISPEC - SURG SER FACILITY","$556.00","2018"
"HC DESTRUCTION LESIONS VULVA SMPL","H4500256","0450","20 EMERGENCY ROOM NURSING 80 SURGICAL SERVICES PRACTICE PB 80 WAR MULTISPEC - SURG SER FACILITY","$1,029.00","2018"
"HC COLPORRHAPHY SUTURE INJURY VAGINA","H4500257","0450","20 EMERGENCY ROOM NURSING 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM","$3,092.00","2018"
"HC BX CERVIX SNGL/MULTI/ EXCISION OF LESION SEPARATE PROC","H4500258","0450","20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 80 SURGICAL SERVICES PRACTICE PB 80 WAR MULTISPEC - SURG SER FACILITY","$1,265.00","2018"
"HC ENDOMETRIAL BX W/W/O ENDOCERVIX BX W/O CERVICAL DILAT SEPARATE PROC","H4500259","0450","20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 20 MOTHER/BABY NURSING 80 WAR MULTISPEC - COM PHY FACILITY 80 COMM PHYS OF WAR PB 80 SURGICAL SERVICES PRACTICE PB 80 WAR MULTISPEC - SURG SER FACILITY","$288.00","2018"
"HC REMOVAL INTRAUTERINE DEVICE IUD","H4500260","0450","20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 80 EMERGENCY ROOM NURSING 80 COMM PHYS OF WAR PB 80 WAR MULTISPEC - COM PHY FACILITY","$278.00","2018"
"HC VAGINAL DELIVERY ONLY","H4500261","0450","20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 80 EMERGENCY ROOM NURSING 20 OBED","$1,641.00","2018"
"HC DELIVERY PLACENTA SEPARATE PROC","H4500262","0450","20 LABOR & DELIVERY 20 EMERGENCY ROOM NURSING 25 LABOR & DELIVERY 80 EMERGENCY ROOM NURSING","$2,646.00","2018"
"HC TX INCOMPLETE ABORTION ANY TRIMESTER SURGICAL","H4500263","0450","20 EMERGENCY ROOM NURSING","$2,914.00","2018"
"HC TWIST DRILL HOLE IMPLT VENTRICULAR CATH/DEVICE","H4500264","0450","20 EMERGENCY ROOM NURSING 20 PROCEDURES - CRITICAL CARE","$3,631.00","2018"
"HC REPAIR OF DIGIT NERVE HAND/FOOT 1 NERVE","H4500265","0450","20 EMERGENCY ROOM NURSING","$2,541.00","2018"
"HC REMOVAL FOREIGN BODY EXTRN EYE CONJUC EMBED SCJNCL/SCLERAL NONPERFOR","H4500266","0450","20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 55 EMERGENCY ROOM NURSING 80 EMERGENCY ROOM NURSING","$619.00","2018"
"HC REMOVAL FOREIGN BODY EXTRN EYE CORNEAL W/O SLIT LAMP","H4500267","0450","20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 55 EMERGENCY ROOM NURSING 80 EMERGENCY ROOM NURSING","$619.00","2018"
"HC REMOVAL FB EXTRN EYE CORNEAL W/ SLIT LAMP","H4500268","0450","20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 55 EMERGENCY ROOM NURSING 80 EMERGENCY ROOM NURSING","$619.00","2018"
"HC REMOVAL CORNEAL EPITHELIUM W/W/O CHEMOCAUTERIZATION","H4500269","0450","20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 55 EMERGENCY ROOM NURSING","$1,463.00","2018"
"HC BLEPHAROTOMY DRAINAGE ABSCESS EYELID","H4500270","0450","20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM","$668.00","2018"
"HC REMOVAL EMBEDDED FOREIGN BODY EYELID","H4500271","0450","20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM","$654.00","2018"
"HC DRAINAGE EXTRN EAR ABSCESS/HEMATOMA SMPL","H4500272","0450","20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 80 EMERGENCY ROOM NURSING 55 EMERGENCY ROOM NURSING","$491.00","2018"
"HC DRAINAGE EXTRN AUDITORY CANAL ABSCESS","H4500273","0450","20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM","$491.00","2018"
"HC REMOVAL FOREIGN BODY EXTRN AUDITORY CANAL W/ ANES","H4500274","0450","20 EMERGENCY ROOM NURSING","$3,167.00","2018"
"HC INITIAL PED CRITICAL CARE 29 DAYS THRU 24 MONTHS","H4500275","0450","20 EMERGENCY ROOM NURSING","$688.00","2018"
"HC SBSQ PED CRITICAL CARE 29 DAYS THRU 24 MO","H4500276","0450","20 EMERGENCY ROOM NURSING","$592.00","2018"
"HC DRNG FINGER ABSCESS SMPL","H4500277","0450","20 CLINICAL OBSERVATION UNIT 20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 55 EMERGENCY ROOM NURSING 80 EMERGENCY ROOM NURSING 20 WMC SHORT STAY UNIT","$468.00","2018"
"HC CLOSED TX ULNAR SHAFT FX W/O MANIP","H4500278","0450","25 EMERGENCY ROOM  30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 80 EMERGENCY ROOM NURSING 20 EMERGENCY ROOM NURSING 80 SURGICAL SERVICES PRACTICE PB 80 WAR MULTISPEC - SURG SER FACILITY","$509.00","2018"
"HC CLOSED TX RADIAL&ULNAR SHAFT FX W/O MANIP","H4500279","0450","20 EMERGENCY ROOM NURSING  25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 80 EMERGENCY ROOM NURSING 80 SURGICAL SERVICES PRACTICE PB 80 WAR MULTISPEC - SURG SER FACILITY","$509.00","2018"
"HC DBRDMT EXTNSVE ECZEMA/INFECT SKN EA 10% BDY SURF","H4500280","0450","30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM","$415.00","2018"
"HC EXC B9 LES MRGN XCP SK TG T/A/L 0.6-1.0 CM","H4500281","0450","20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 55 EMERGENCY ROOM NURSING 80 EMERGENCY ROOM NURSING 80 COMM PHYS OF WAR PB 80 SURGICAL SERVICES PRACTICE PB 80 WAR MULTISPEC - COM PHY FACILITY 80 WAR MULTISPEC - SURG SER FACILITY","$1,002.00","2018"
"HC EXC B9 LES MRGN XCP SK TG T/A/L 1.1-2.0 CM","H4500282","0450","30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 80 SURGICAL SERVICES PRACTICE PB 80 WAR MULTISPEC - SURG SER FACILITY","$982.00","2018"
"HC EXC B9 LES MRGN XCP SK TG F/E/E/N/L/M 0.5CM/<","H4500283","0450","30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 55 EMERGENCY ROOM NURSING 80 BERKLEY SPRINGS INTERNAL MED PB 80 SURGICAL SERVICES PRACTICE PB 80 WAR INT MED -BSIM FACILITY 80 WAR MULTISPEC - SURG SER FACILITY","$935.00","2018"
"HC EXC B9 LES MRGN XCP SK TG F/E/E/N/L/M 0.6-1.0CM","H4500284","0450","30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM","$935.00","2018"
"HC EXC B9 LES MRGN XCP SK TG F/E/E/N/L/M 1.1-2.0CM","H4500285","0450","30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 80 SURGICAL SERVICES PRACTICE PB 80 WAR MULTISPEC - SURG SER FACILITY","$935.00","2018"
"HC EXC B9 LES MRGN XCP SK TG F/E/E/N/L/M 2.1-3.0CM","H4500286","0450","30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM","$1,522.00","2018"
"HC REPAIR COMPLX EYELID/NOSE/EAR/LIP EA ADDL 5 CM/< (AKA COMPLEX)","H4500287","0450","30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 55 EMERGENCY ROOM NURSING 80 EMERGENCY ROOM NURSING","$876.00","2018"
"HC DERMABRASION REGIONAL OTHER THAN FACE","H4500288","0450","30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM","$2,195.00","2018"
"HC EXPLORE WOUND EXTRM","H4500289","0450","20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 55 EMERGENCY ROOM NURSING 80 EMERGENCY ROOM NURSING","$996.00","2018"
"HC CLSD TX FX ORBIT EXCPT BLOWOUT W/O MANIP","H4500290","0450","20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 55 EMERGENCY ROOM NURSING 80 EMERGENCY ROOM NURSING","$1,298.00","2018"
"HC TX RIB FX EXTERNAL FIXATION FLAIL CHEST","H4500291","0450","55 EMERGENCY ROOM NURSING","$234.00","2018"
