Procedure Master #,Procedure Name,Revenue ID,2019 Inova Other,2019 Inova-IFMC,,,
H2787950,HC STENT RESOLUTE INTEGRITY DES RX 2.25X30MM,278,"3,710.00",,,,
H2787951,HC STENT RESOLUTE INTEGRITY DES RX 2.5X30MM,278,"3,710.00",,,,
H2787952,HC STENT RESOLUTE INTEGRITY DES RX 2.75X30MM,278,"3,710.00",,,,
H2787953,HC STENT RESOLUTE INTEGRITY DES RX 3.5X22MM,278,"3,710.00",,,,
H2787954,HC STENT RESOLUTE INTEGRITY DES RX 3.5X30MM,278,"3,710.00",,,,
H2787955,HC STENT RESOLUTE INTEGRITY DES RX 4.0X22MM,278,"3,710.00",,,,
H2787956,HC STENT RESOLUTE INTEGRITY DES RX 4.0X26MM,278,"3,710.00",,,,
H2787957,HC STENT RESOLUTE INTEGRITY DES RX 4.0X30MM,278,"3,710.00",,,,
H2787958,HC STENT RESOLUTE INTEGRITY DES OTW 3X34MM,278,"3,710.00",,,,
H2787959,HC STENT RESOLUTE INTEGRITY DES OTW 4X34MM,278,"3,710.00",,,,
H2787960,HC STENT RESOLUTE INTEGRITY DES OTW 3.5X38MM,278,"3,710.00",,,,
H2787961,HC STENT RESOLUTE INTEGRITY DES OTW 3X38MM,278,"3,710.00",,,,
H2787962,HC STENT RESOLUTE INTEGRITY DES OTW 4X38MM,278,"3,710.00",,,,
H2787963,HC STENT RESOLUTE INTEGRITY DES OTW 3.5X34MM,278,"3,710.00",,,,
H2787964,HC LEAD ICD SGL SPRINT QUATTRO SECURE DF4 55CM,278,"9,619.00",,,,
H2787965,HC CATH ATHR ROTALINK PLUS 1.5MM,278,"1,993.00",,,,
H2787966,HC SNARE AMPLATZ GOOSE NECK 120CM 5MM LOOP,278,369,,,,
H2787967,HC STENT ENDURANT II AAA ILIAC LIMB 16X13X124MM,278,"12,851.00",,,,
H2787968,HC DEVICE EMBO TREVO XP PROVUE 4X20MM,278,"18,444.00",,,,
H2787969,HC CATH GUIDE HYDROSPEED MAGIC 1.2FX12CM 165CM,278,"1,814.00",,,,
H2787970,HC CATH GUIDE HYDROSPEED MAGIC 1.2FX17CM OLIVE SHPD TIP,278,"1,814.00",,,,
H2787971,HC CATH GUIDE HYDROSPEED MAGIC 1.5FX20CM 165CM,278,"1,814.00",,,,
H2787972,HC CATH HEMO SHRT TRM MAHURKAR ELITE 13.5F 20CM,278,560,,,,
H2787973,HC STENT INTEGRITY BMS RX 2.25X22MM RX,278,"1,924.00",,,,
H2787974,HC CATH GUIDE ATTAIN SUREVALVE KIT MB2,278,"1,375.00",,,,
H2787975,HC DEVICE THROMB EKOSONIC MACH 4 135CM 30CM ZONE,278,"7,132.00",,,,
H2787976,HC STENT S.M.A.R.T. CONTROL 6X40MM 120CM DEL,278,"1,758.00",,,,
H2787977,HC CATH POWERLINE DL 5FR,278,779,,,,
H2787978,HC COIL EMBO FIBRD PLATINUM CMPLX HELICAL 2X20MM,278,185,,,,
H2787979,HC STENT FLUENCY PLUS 6X40MMMMX117CM,278,"6,044.00",,,,
H2787980,HC STENT FLUENCY PLUS 6X100MMX117CM,278,"6,044.00",,,,
H2787981,HC STENT FLUENCY PLUS 6X120MMX117CM,278,"6,044.00",,,,
H2787982,HC STENT FLUENCY PLUS 7X40MMX117CM,278,"6,044.00",,,,
H2787983,HC STENT FLUENCY PLUS 7X60MMX117CM,278,"6,044.00",,,,
H2787984,HC STENT FLUENCY PLUS 7X80MMX117CM,278,"6,044.00",,,,
H2787985,HC STENT FLUENCY PLUS 7X100MMX117CM,278,"6,044.00",,,,
H2787986,HC STENT FLUENCY PLUS 7X120MMX117CM,278,"6,044.00",,,,
H2787987,HC STENT FLUENCY PLUS 8X60MMX117CM,278,"6,044.00",,,,
H2787988,HC STENT FLUENCY PLUS 8X80MMX117CM,278,"6,044.00",,,,
H2787989,HC STENT FLUENCY PLUS 8X100MMX117CM,278,"6,044.00",,,,
H2787990,HC STENT FLUENCY PLUS 8X120MMX117CM,278,"6,044.00",,,,
H2787991,HC STENT FLUENCY PLUS 9X40MMX117CM,278,"6,044.00",,,,
H2787992,HC STENT FLUENCY PLUS 9X100MMX117CM,278,"6,044.00",,,,
H2787993,HC STENT FLUENCY PLUS 9X120MMX117CM,278,"6,044.00",,,,
H2787994,HC STENT FLUENCY PLUS 10X100MMX117CM,278,"6,044.00",,,,
H2787995,HC STENT FLUENCY PLUS 10X120MMX117CM,278,"6,044.00",,,,
H2787996,HC STENT FLUENCY PLUS 12X40MMX117CM,278,"6,044.00",,,,
H2787997,HC STENT FLUENCY PLUS 12X60MMX117CM,278,"6,044.00",,,,
H2787998,HC STENT FLUENCY PLUS 12X80MMX117CM,278,"6,044.00",,,,
H2787999,HC STENT FLUENCY PLUS 12X100MMX117CM,278,"6,044.00",,,,
H2788000,HC STENT FLUENCY PLUS 12X120MMX117CM,278,"6,044.00",,,,
H2788001,HC STENT FLUENCY PLUS 13.5X40MMX117CM,278,"6,044.00",,,,
H2788002,HC STENT FLUENCY PLUS 13.5X60MMX117CM,278,"6,044.00",,,,
H2788003,HC STENT FLUENCY PLUS 13.5X80MMX117CM,278,"6,044.00",,,,
H2788004,HC STENT FLUENCY PLUS 13.5X100MMX117CM,278,"6,044.00",,,,
H2788005,HC STENT FLUENCY PLUS 13.5X120MMX117CM,278,"6,044.00",,,,
H2788006,HC STENT FLUENCY PLUS 6X100MMX80CM,278,"6,044.00",,,,
H2788007,HC STENT FLUENCY PLUS 6X120MMX80CM,278,"6,044.00",,,,
H2788008,HC STENT FLUENCY PLUS 7X80MMX80CM,278,"6,044.00",,,,
H2788009,HC STENT FLUENCY PLUS 7X100MMX80CM,278,"6,044.00",,,,
H2788010,HC STENT FLUENCY PLUS 7X120MMX80CM,278,"6,044.00",,,,
H2788011,HC STENT FLUENCY PLUS 8X100MMX80CM,278,"6,044.00",,,,
H2788012,HC STENT FLUENCY PLUS 8X120MMX80CM,278,"6,044.00",,,,
H2788013,HC STENT FLUENCY PLUS 9X80MMX80CM,278,"6,044.00",,,,
H2788014,HC STENT FLUENCY PLUS 9X100MMX80CM,278,"6,044.00",,,,
H2788015,HC STENT FLUENCY PLUS 9X120MMX80CM,278,"6,044.00",,,,
H2788016,HC STENT FLUENCY PLUS 10X100MMX80CM,278,"6,044.00",,,,
H2788017,HC STENT FLUENCY PLUS 10X120MMX80CM,278,"6,044.00",,,,
H2788018,HC STENT FLUENCY PLUS 12X40MMX80CM,278,"6,044.00",,,,
H2788019,HC STENT FLUENCY PLUS 12X60MMX80CM,278,"6,044.00",,,,
H2788020,HC STENT FLUENCY PLUS 12X80MMX80CM,278,"6,044.00",,,,
H2788021,HC STENT FLUENCY PLUS 12X100MMX80CM,278,"6,044.00",,,,
H2788022,HC STENT FLUENCY PLUS 12X120MMX80CM,278,"6,044.00",,,,
H2788023,HC STENT FLUENCY PLUS 13.5X40MMX80CM,278,"6,044.00",,,,
H2788024,HC STENT FLUENCY PLUS 13.5X60MMX80CM,278,"6,044.00",,,,
H2788025,HC STENT FLUENCY PLUS 13.5X80MMX80CM,278,"6,044.00",,,,
H2788026,HC STENT FLUENCY PLUS 13.5X100MMX80CM,278,"6,044.00",,,,
H2788027,HC STENT FLUENCY PLUS 13.5X120MMX80CM,278,"6,044.00",,,,
H2788029,HC LEAD ICD DUAL COIL SPRINT QUATTRO 62CM,278,"9,619.00",,,,
H2788030,HC ICD QUADRA ASSURA CRT-D BIV DF-1,278,"48,388.00",,,,
H2788031,HC DEVICE EMBO PIPELINE 3.00X25MM,278,"36,824.00",,,,
H2788032,HC DEVICE EMBO PIPELINE 3.00X30MM,278,"36,824.00",,,,
H2788033,HC DEVICE EMBO PIPELINE 3.00X35MM,278,"36,824.00",,,,
H2788034,HC DEVICE EMBO PIPELINE 3.25X25MM,278,"36,824.00",,,,
H2788035,HC DEVICE EMBO PIPELINE 3.25X30MM,278,"36,824.00",,,,
H2788036,HC DEVICE EMBO PIPELINE 3.25X35MM,278,"36,824.00",,,,
H2788037,HC DEVICE EMBO PIPELINE 3.50X25MM,278,"36,824.00",,,,
H2788038,HC DEVICE EMBO PIPELINE 3.50X30MM,278,"36,824.00",,,,
H2788039,HC DEVICE EMBO PIPELINE 3.50X35MM,278,"36,824.00",,,,
H2788040,HC DEVICE EMBO PIPELINE 3.75X25MM,278,"36,824.00",,,,
H2788041,HC DEVICE EMBO PIPELINE 3.75X30MM,278,"36,824.00",,,,
H2788042,HC DEVICE EMBO PIPELINE 3.75X35MM,278,"36,824.00",,,,
H2788043,HC DEVICE EMBO PIPELINE 4.00X25MM,278,"36,824.00",,,,
H2788044,HC DEVICE EMBO PIPELINE 4.00X30MM,278,"36,824.00",,,,
H2788045,HC DEVICE EMBO PIPELINE 4.00X35MM,278,"36,824.00",,,,
H2788046,HC DEVICE EMBO PIPELINE 4.25X25MM,278,"36,824.00",,,,
H2788047,HC DEVICE EMBO PIPELINE 4.25X30MM,278,"36,824.00",,,,
H2788048,HC DEVICE EMBO PIPELINE 4.25X35MM,278,"36,824.00",,,,
H2788049,HC DEVICE EMBO PIPELINE 4.50X25MM,278,"36,824.00",,,,
H2788050,HC DEVICE EMBO PIPELINE 4.50X30MM,278,"36,824.00",,,,
H2788051,HC DEVICE EMBO PIPELINE 4.50X35MM,278,"36,824.00",,,,
H2788052,HC DEVICE EMBO PIPELINE 4.75X25MM,278,"36,824.00",,,,
H2788053,HC DEVICE EMBO PIPELINE 4.75X30MM,278,"36,824.00",,,,
H2788054,HC DEVICE EMBO PIPELINE 4.75X35MM,278,"36,824.00",,,,
H2788055,HC DEVICE EMBO PIPELINE 5.00X25MM,278,"36,824.00",,,,
H2788056,HC DEVICE EMBO PIPELINE 5.00X30MM,278,"36,824.00",,,,
H2788057,HC DEVICE EMBO PIPELINE 5.00X35MM,278,"36,824.00",,,,
H2788058,HC DEVICE EMBO PIPELINE 2.50X10MM,278,"34,352.00",,,,
H2788059,HC DEVICE EMBO PIPELINE 2.50X12MM,278,"34,352.00",,,,
H2788060,HC DEVICE EMBO PIPELINE 2.50X14MM,278,"34,352.00",,,,
H2788061,HC DEVICE EMBO PIPELINE 2.50X16MM,278,"34,352.00",,,,
H2788062,HC DEVICE EMBO PIPELINE 2.50X18MM,278,"34,352.00",,,,
H2788063,HC DEVICE EMBO PIPELINE 2.50X20MM,278,"34,352.00",,,,
H2788064,HC DEVICE EMBO PIPELINE 2.75X10MM,278,"34,352.00",,,,
H2788065,HC DEVICE EMBO PIPELINE 2.75X12MM,278,"34,352.00",,,,
H2788066,HC DEVICE EMBO PIPELINE 2.75X14MM,278,"34,352.00",,,,
H2788067,HC DEVICE EMBO PIPELINE 2.75X16MM,278,"34,352.00",,,,
H2788068,HC DEVICE EMBO PIPELINE 2.75X18MM,278,"34,352.00",,,,
H2788069,HC DEVICE EMBO PIPELINE 2.75X20MM,278,"34,352.00",,,,
H2788070,HC DEVICE EMBO PIPELINE 3.00X10MM,278,"34,352.00",,,,
H2788071,HC DEVICE EMBO PIPELINE 3.00X12MM,278,"34,352.00",,,,
H2788072,HC DEVICE EMBO PIPELINE 3.00X14MM,278,"34,352.00",,,,
H2788073,HC DEVICE EMBO PIPELINE 3.00X16MM,278,"34,352.00",,,,
H2788074,HC DEVICE EMBO PIPELINE 3.00X18MM,278,"34,352.00",,,,
H2788075,HC DEVICE EMBO PIPELINE 3.00X20MM,278,"34,352.00",,,,
H2788076,HC DEVICE EMBO PIPELINE 3.25X10MM,278,"34,352.00",,,,
H2788077,HC DEVICE EMBO PIPELINE 3.25X12MM,278,"34,352.00",,,,
H2788078,HC DEVICE EMBO PIPELINE 3.25X14MM,278,"34,352.00",,,,
H2788079,HC DEVICE EMBO PIPELINE 3.25X16MM,278,"34,352.00",,,,
H2788080,HC DEVICE EMBO PIPELINE 3.25X18MM,278,"34,352.00",,,,
H2788081,HC DEVICE EMBO PIPELINE 3.25X20MM,278,"34,352.00",,,,
H2788082,HC DEVICE EMBO PIPELINE 3.50X10MM,278,"34,352.00",,,,
H2788083,HC DEVICE EMBO PIPELINE 3.50X12MM,278,"34,352.00",,,,
H2788084,HC DEVICE EMBO PIPELINE 3.50X14MM,278,"34,352.00",,,,
H2788085,HC DEVICE EMBO PIPELINE 3.50X16MM,278,"34,352.00",,,,
H2788086,HC DEVICE EMBO PIPELINE 3.50X18MM,278,"34,352.00",,,,
H2788087,HC DEVICE EMBO PIPELINE 3.50X20MM,278,"34,352.00",,,,
H2788088,HC DEVICE EMBO PIPELINE 3.75X10MM,278,"34,352.00",,,,
H2788089,HC DEVICE EMBO PIPELINE 3.75X12MM,278,"34,352.00",,,,
H2788090,HC DEVICE EMBO PIPELINE 3.75X14MM,278,"34,352.00",,,,
H2788091,HC DEVICE EMBO PIPELINE 3.75X16MM,278,"34,352.00",,,,
H2788092,HC DEVICE EMBO PIPELINE 3.75X18MM,278,"34,352.00",,,,
H2788093,HC DEVICE EMBO PIPELINE 3.75X20MM,278,"34,352.00",,,,
H2788094,HC DEVICE EMBO PIPELINE 4.00X10MM,278,"34,352.00",,,,
H2788095,HC DEVICE EMBO PIPELINE 4.00X12MM,278,"34,352.00",,,,
H2788096,HC DEVICE EMBO PIPELINE 4.00X14MM,278,"34,352.00",,,,
H2788097,HC DEVICE EMBO PIPELINE 4.00X16MM,278,"34,352.00",,,,
H2788098,HC DEVICE EMBO PIPELINE 4.00X18MM,278,"34,352.00",,,,
H2788099,HC DEVICE EMBO PIPELINE 4.00X20MM,278,"34,352.00",,,,
H2788100,HC DEVICE EMBO PIPELINE 4.25X10MM,278,"34,352.00",,,,
H2788101,HC DEVICE EMBO PIPELINE 4.25X12MM,278,"34,352.00",,,,
H2788102,HC DEVICE EMBO PIPELINE 4.25X14MM,278,"34,352.00",,,,
H2788103,HC DEVICE EMBO PIPELINE 4.25X16MM,278,"34,352.00",,,,
H2788104,HC DEVICE EMBO PIPELINE 4.25X18MM,278,"34,352.00",,,,
H2788105,HC DEVICE EMBO PIPELINE 4.25X20MM,278,"34,352.00",,,,
H2788106,HC DEVICE EMBO PIPELINE 4.50X10MM,278,"34,352.00",,,,
H2788107,HC DEVICE EMBO PIPELINE 4.50X12MM,278,"34,352.00",,,,
H2788108,HC DEVICE EMBO PIPELINE 4.50X14MM,278,"34,352.00",,,,
H2788109,HC DEVICE EMBO PIPELINE 4.50X16MM,278,"34,352.00",,,,
H2788110,HC DEVICE EMBO PIPELINE 4.50X18MM,278,"34,352.00",,,,
H2788111,HC DEVICE EMBO PIPELINE 4.50X20MM,278,"34,352.00",,,,
H2788112,HC DEVICE EMBO PIPELINE 4.25X10MM,278,"34,352.00",,,,
H2788113,HC DEVICE EMBO PIPELINE 4.25X12MM,278,"34,352.00",,,,
H2788114,HC DEVICE EMBO PIPELINE 4.25X14MM,278,"34,352.00",,,,
H2788115,HC DEVICE EMBO PIPELINE 4.25X16MM,278,"34,352.00",,,,
H2788116,HC DEVICE EMBO PIPELINE 4.25X18MM,278,"34,352.00",,,,
H2788117,HC DEVICE EMBO PIPELINE 4.75X20MM,278,"34,352.00",,,,
H2788118,HC DEVICE EMBO PIPELINE 5.00X10MM,278,"34,352.00",,,,
H2788119,HC DEVICE EMBO PIPELINE 5.00X12MM,278,"34,352.00",,,,
H2788120,HC DEVICE EMBO PIPELINE 5.00X14MM,278,"34,352.00",,,,
H2788121,HC DEVICE EMBO PIPELINE 5.00X16MM,278,"34,352.00",,,,
H2788122,HC DEVICE EMBO PIPELINE 5.00X18MM,278,"34,352.00",,,,
H2788123,HC DEVICE EMBO PIPELINE 5.00X20MM,278,"34,352.00",,,,
H2788124,HC LEAD LT VENT ATTAIN PERFORMA QUAD 78CM,278,"5,496.00",,,,
H2788125,HC LEAD ICD LINOX SMART S DX 65/17 TACHY,278,"10,784.00",,,,
H2788126,HC GW ASAHI GAIA FIRST 190 CM MICRO J,278,371,,,,
H2788127,HC GW ASAHI GAIA SECOND 190 CM MICRO J,278,371,,,,
H2788128,HC GW ASAHI GAIA THIRD 190 CM MICRO J,278,371,,,,
H2788129,HC GW ASAHI GAIA FIRST 300 CM MICRO J,278,371,,,,
H2788130,HC GW ASAHI GAIA SECOND 300 CM MICRO J,278,371,,,,
H2788131,HC GW ASAHI GAIA THIRD 300 CM MICRO J,278,371,,,,
H2788132,HC CATH GUIDE EXCELSIOR XT-17 STD STRT,278,"2,480.00",,,,
H2788133,HC CATH GUIDE EXCELSIOR XT-17 STD PRE-SHPD 45,278,"2,480.00",,,,
H2788134,HC CATH GUIDE EXCELSIOR XT-17 STD PRE-SHPD 90,278,"2,480.00",,,,
H2788135,HC CATH GUIDE EXCELSIOR XT-17 STD PRE-SHPD J,278,"2,480.00",,,,
H2788136,HC CATH GUIDE EXCELSIOR XT-17 FLEX STRT,278,"2,480.00",,,,
H2788137,HC CATH GUIDE EXCELSIOR XT-17 FLEX PRE-SHPD 45,278,"2,480.00",,,,
H2788138,HC CATH GUIDE EXCELSIOR XT-17 FLEX PRE-SHPD 90,278,"2,480.00",,,,
H2788139,HC CATH GUIDE EXCELSIOR XT-17 FLEX PRE-SHPD J,278,"2,480.00",,,,
H2788140,HC CATH EMBO PYTHON OTW 5FX5MMX40CM,278,220,,,,
H2788141,HC CATH EMBO PYTHON OTW 5FX5MMX80CM,278,220,,,,
H2788142,HC CATH EMBO PYTHON OTW 5FX9MMX40CM,278,220,,,,
H2788143,HC CATH EMBO PYTHON OTW 5FX9MMX80CM,278,220,,,,
H2788144,HC CATH EMBO PYTHON OTW 5FX11MMX40CM,278,220,,,,
H2788145,HC CATH EMBO PYTHON OTW 5FX13MMX40CM,278,220,,,,
H2788146,HC CATH EMBO PYTHON OTW 5FX13MMX80CM,278,220,,,,
H2788147,HC CATH EMBO PYTHON OTW 5FX14MMX80CM,278,220,,,,
H2788148,HC TUBE GASTRO MIC-KEY LO PRO 18F 1.7CM,278,243,,,,
H2788149,HC TUBE GASTRO MIC-KEY LO PRO 18F 2.0CM,278,243,,,,
H2788150,HC TUBE GASTRO MIC-KEY LO PRO 18F 2.3CM,278,243,,,,
H2788151,HC TUBE GASTRO MIC-KEY LO PRO 18F 2.5CM,278,243,,,,
H2788152,HC CATH BLN PTA EUPHORA RX 1.5X6MM,278,358,,,,
H2788153,HC CATH BLN PTA EUPHORA RX 1.5X10MM,278,358,,,,
H2788154,HC CATH BLN PTA EUPHORA RX 1.5X12MM,278,358,,,,
H2788155,HC CATH BLN PTA EUPHORA RX 1.5X15MM,278,358,,,,
H2788156,HC CATH BLN PTA EUPHORA RX 1.5X20MM,278,358,,,,
H2788157,HC CATH BLN PTA EUPHORA RX 2.0X6MM,278,358,,,,
H2788158,HC CATH BLN PTA EUPHORA RX 2.0X10MM,278,358,,,,
H2788159,HC CATH BLN PTA EUPHORA RX 2.0X12MM,278,358,,,,
H2788160,HC CATH BLN PTA EUPHORA RX 2.0X15MM,278,358,,,,
H2788161,HC CATH BLN PTA EUPHORA RX 2.0X20MM,278,358,,,,
H2788162,HC CATH BLN PTA EUPHORA RX 2.0X25MM,278,358,,,,
H2788163,HC CATH BLN PTA EUPHORA RX 2.0X30MM,278,358,,,,
H2788164,HC CATH BLN PTA EUPHORA RX 2.25X6MM,278,358,,,,
H2788165,HC CATH BLN PTA EUPHORA RX 2.25X10MM,278,358,,,,
H2788166,HC CATH BLN PTA EUPHORA RX 2.25X12MM,278,358,,,,
H2788167,HC CATH BLN PTA EUPHORA RX 2.25X15MM,278,358,,,,
H2788168,HC CATH BLN PTA EUPHORA RX 2.25X20MM,278,358,,,,
H2788169,HC CATH BLN PTA EUPHORA RX 2.25X25MM,278,358,,,,
H2788170,HC CATH BLN PTA EUPHORA RX 2.5X6MM,278,358,,,,
H2788171,HC CATH BLN PTA EUPHORA RX 2.5X10MM,278,358,,,,
H2788172,HC CATH BLN PTA EUPHORA RX 2.5X12MM,278,358,,,,
H2788173,HC CATH BLN PTA EUPHORA RX 2.5X15MM,278,358,,,,
H2788174,HC CATH BLN PTA EUPHORA RX 2.5X20MM,278,358,,,,
H2788175,HC CATH BLN PTA EUPHORA RX 2.5X25MM,278,358,,,,
H2788176,HC CATH BLN PTA EUPHORA RX 2.5X30MM,278,358,,,,
H2788177,HC CATH BLN PTA EUPHORA RX 2.75X6MM,278,358,,,,
H2788178,HC CATH BLN PTA EUPHORA RX 2.75X10MM,278,358,,,,
H2788179,HC CATH BLN PTA EUPHORA RX 2.75X12MM,278,358,,,,
H2788180,HC CATH BLN PTA EUPHORA RX 2.75X15MM,278,358,,,,
H2788181,HC CATH BLN PTA EUPHORA RX 2.75X20MM,278,358,,,,
H2788182,HC CATH BLN PTA EUPHORA RX 2.75X25MM,278,358,,,,
H2788183,HC CATH BLN PTA EUPHORA RX 3.0X6MM,278,358,,,,
H2788184,HC CATH BLN PTA EUPHORA RX 3.0X10MM,278,358,,,,
H2788185,HC CATH BLN PTA EUPHORA RX 3.0X12MM,278,358,,,,
H2788186,HC CATH BLN PTA EUPHORA RX 3.0X15MM,278,358,,,,
H2788187,HC CATH BLN PTA EUPHORA RX 3.0X20MM,278,358,,,,
H2788188,HC CATH BLN PTA EUPHORA RX 3.0X25MM,278,358,,,,
H2788189,HC CATH BLN PTA EUPHORA RX 3.0X30MM,278,358,,,,
H2788190,HC CATH BLN PTA EUPHORA RX 3.25X6MM,278,358,,,,
H2788191,HC CATH BLN PTA EUPHORA RX 3.25X10MM,278,358,,,,
H2788192,HC CATH BLN PTA EUPHORA RX 3.25X12MM,278,358,,,,
H2788193,HC CATH BLN PTA EUPHORA RX 3.25X15MM,278,358,,,,
H2788194,HC CATH BLN PTA EUPHORA RX 3.25X20MM,278,358,,,,
H2788195,HC CATH BLN PTA EUPHORA RX 3.25X25MM,278,358,,,,
H2788196,HC CATH BLN PTA EUPHORA RX 3.5X6MM,278,358,,,,
H2788197,HC CATH BLN PTA EUPHORA RX 3.5X10MM,278,358,,,,
H2788198,HC CATH BLN PTA EUPHORA RX 3.5X12MM,278,358,,,,
H2788199,HC CATH BLN PTA EUPHORA RX 3.5X15MM,278,358,,,,
H2788200,HC CATH BLN PTA EUPHORA RX 3.5X20MM,278,358,,,,
H2788201,HC CATH BLN PTA EUPHORA RX 3.5X25MM,278,358,,,,
H2788202,HC CATH BLN PTA EUPHORA RX 3.5X30MM,278,358,,,,
H2788203,HC CATH BLN PTA EUPHORA RX 3.75X6MM,278,358,,,,
H2788204,HC CATH BLN PTA EUPHORA RX 3.75X10MM,278,358,,,,
H2788205,HC CATH BLN PTA EUPHORA RX 3.75X12MM,278,358,,,,
H2788206,HC CATH BLN PTA EUPHORA RX 3.75X15MM,278,358,,,,
H2788207,HC CATH BLN PTA EUPHORA RX 3.75X20MM,278,358,,,,
H2788208,HC CATH BLN PTA EUPHORA RX 3.75X25MM,278,358,,,,
H2788209,HC CATH BLN PTA EUPHORA RX 4.0X6MM,278,358,,,,
H2788210,HC CATH BLN PTA EUPHORA RX 4.0X10MM,278,358,,,,
H2788211,HC CATH BLN PTA EUPHORA RX 4.0X12MM,278,358,,,,
H2788212,HC CATH BLN PTA EUPHORA RX 4.0X15MM,278,358,,,,
H2788213,HC CATH BLN PTA EUPHORA RX 4.0X20MM,278,358,,,,
H2788214,HC CATH BLN PTA EUPHORA RX 4.0X25MM,278,358,,,,
H2788215,HC CATH BLN PTA EUPHORA RX 4.0X30MM,278,358,,,,
H2788219,HC ICD DUAL DYNAGEN EL DR DF4,278,"35,726.00",,,,
H2788220,HC ICD DUAL DYNAGEN EL DR,278,"35,726.00",,,,
H2788221,HC ICD DUAL DYNAGEN MINI DR DF4,278,"34,352.00",,,,
H2788222,HC ICD DUAL DYNAGEN MINI DR,278,"34,352.00",,,,
H2788223,HC ICD SGL DYNAGEN EL VR DF4,278,"30,915.00",,,,
H2788224,HC ICD SGL DYNAGEN EL VR,278,"30,915.00",,,,
H2788225,HC ICD SGL DYNAGEN MINI VR DF4,278,"29,542.00",,,,
H2788226,HC ICD SGL DYNAGEN MINI VR,278,"29,542.00",,,,
H2788227,HC CRT-D DYNAGEN X4 DF4,278,"46,993.00",,,,
H2788228,HC CRT-D DYNAGEN DF1,278,"46,993.00",,,,
H2788229,HC CRT-D DYNAGEN IS1-DF4-IS1,278,"45,619.00",,,,
H2788230,HC CRT-D DYNAGEN IS1-IS1/DF4-IS1,278,"45,619.00",,,,
H2788231,HC CRT-D DYNAGEN IS1-IS1/DF4-LV1,278,"45,619.00",,,,
H2788234,HC CATH HEMO SHRT TRM MAHURKAR 3 LUMEN 12F 16CM,278,241,,,,
H2788235,HC INTRO AGILIS NXT MED CURL 8.5F 71CM,278,"2,611.00",,,,
H2788236,HC LEAD ICD DUAL COIL QUATTRO SECURE 72CM,278,"9,619.00",,,,
H2788237,HC CATH EP DX MAP PENTARAY F CRV 4-4-4MM SPAC 7F 115CM,278,"4,935.00",,,,
H2788238,HC STENT GRAFTMSTR CORNR RX 2.8X19MM,278,"6,582.00",,,,
H2788239,HC STENT GRAFTMSTR CORNR RX 3.5X16MM,278,"6,582.00",,,,
H2788240,HC STENT GRAFTMSTR CORNR RX 3.5X19MM,278,"6,582.00",,,,
H2788241,HC STENT GRAFTMSTR CORNR RX 4.0X16MM,278,"6,582.00",,,,
H2788242,HC STENT GRAFTMSTR CORNR RX 4.0X19MM,278,"6,582.00",,,,
H2788243,HC STENT GRAFTMSTR CORNR RX 4.0X26MM,278,"6,582.00",,,,
H2788244,HC STENT GRAFT VIABAHN 9MMX5CM,278,"7,975.00",,,,
H2788245,HC STENT GRAFT VIABAHN 6MMX15CM,278,"10,036.00",,,,
H2788246,HC STENT GRAFT VIABAHN 7MMX5CM,278,"8,231.00",,,,
H2788247,HC STENT GRAFT VIABAHN 7MMX10CM,278,"9,005.00",,,,
H2788248,HC STENT GRAFT VIABAHN 7MMX15CM,278,"10,036.00",,,,
H2788249,HC STENT GRAFT VIABAHN 7MMX25CM,278,"16,475.00",,,,
H2788250,HC STENT GRAFT VIABAHN 8MMX5CM,278,"8,231.00",,,,
H2788251,HC STENT GRAFT VIABAHN 8MMX10CM,278,"9,005.00",,,,
H2788252,HC STENT GRAFT VIABAHN 5MMX10CM,278,"9,005.00",,,,
H2788253,HC STENT GRAFT VIABAHN 5MMX15CM,278,"10,036.00",,,,
H2788254,HC STENT GRAFT VIABAHN 5MMX25CM,278,"16,475.00",,,,
H2788255,HC STENT GRAFT VIABAHN 6MMX5CM,278,"8,231.00",,,,
H2788256,HC STENT GRAFT VIABAHN 6MMX10CM,278,"9,005.00",,,,
H2788257,HC STENT GRAFT VIABAHN 6MMX25CM,278,"16,475.00",,,,
H2788258,HC STENT GRAFT VIABAHN 10MMX15CM,278,"9,778.00",,,,
H2788259,HC CATH GUIDE ATTAIN SEL II 65CM 130DEG,278,495,,,,
H2788260,HC CATH GUIDE SHERPA NX 3D 6FX100CM,278,124,,,,
H2788261,HC STENT EXPRESS LD 57MM 7X60MM BLN 75CM CATH,278,"2,061.00",,,,
H2788262,HC TUBE GASTRO MIC-KEY 18FR 3.0CM,278,243,,,,
H2788263,HC STENT SUPERA 4.5X60MMX120CM,278,"4,260.00",,,,
H2788264,HC STENT SUPERA 5.5X60MMX120CM,278,"4,260.00",,,,
H2788265,HC STENT SUPERA 6.5X60MMX120CM,278,"4,260.00",,,,
H2788266,HC CATH BLN CUTTING FLEXTOME 6X20MM 90CM,278,"1,932.00",,,,
H2788267,HC CATH BLN PTA MUSTANG OTW 7X100MM 135CM,278,371,,,,
H2788268,HC CATH BLN PTA STERLING OTW 6X20MM 135CM,278,549,,,,
H2788269,HC CATH GUIDE VISTA BRITE TIP RDC 7F 55CM,278,229,,,,
H2788270,HC CATH GUIDE QUICK-CROSS 90CM .018 GW,278,"2,295.00",,,,
